,dates,chi0385-0000,chi0385-0001,chi0385-0002,chi0385-0003,chi0385-0004,chi0385-0005,chi0385-0006,chi0385-0007,chi0385-0008,chi0385-0009,chi0385-0010,chi0385-0011,chi0385-0012,chi0385-0013,chi0385-0014,chi0385-0015,chi0385-0016,chi0385-0017,chi0385-0018,chi0385-0019,chi0385-0020,chi0385-0021,chi0385-0022,chi0385-0023,chi0385-0024,chi0385-0025,chi0385-0026,chi0385-0027,chi0385-0028,chi0385-0029,chi0385-0030,chi0385-0031,chi0385-0032,chi0385-0033,chi0385-0034,chi0385-0035,chi0385-0036,chi0385-0037,chi0385-0038,chi0385-0039,chi0385-0040,chi0385-0041,chi0385-0042,chi0385-0043,chi0385-0044,chi0385-0045,chi0385-0046
0,1986-02-04 14:07:35+00:00,199.47228557221575,189.70796192357764,191.45688441698186,195.55654511603475,193.87231449705726,212.8747142567115,133.6764779541455,180.72576478160053,206.22394022044998,199.50470947671283,209.41184714459328,204.8026355078554,213.06423639896227,208.21513118167744,214.17718039529257,212.95268953397508,203.1681678590857,210.4877699515122,212.49856825552283,213.90434638731617,220.8236992082874,234.7202605886216,230.02214292616972,200.48267241376442,179.79024752285366,175.3957203354412,178.32721107523722,178.98634225412695,187.66003773446081,192.64475381038716,195.8874221409695,213.03851428640266,182.12094322202068,205.2726708133773,,234.21177682384686,208.83414819856307,196.08572154453793,203.90585310429805,220.8918336431876,219.10072026918792,206.58276099100124,197.05633023186095,210.31306484844433,,206.46794003411617,206.0661524728798
1,1986-08-15 14:02:17+00:00,183.52254614616436,166.9200172072064,177.9883041029655,166.94426290767544,180.57916102982423,181.52106379840578,172.6006835962405,182.50893251786925,183.27011770291972,176.02857187438633,179.73248432670923,179.390633427114,182.83824267838915,188.26825057371587,189.68850836446822,195.22177660681496,173.87795803795515,180.15097709701206,204.51559859312786,179.17399793413645,187.0084215388928,211.14896987073192,204.85906910850113,190.49330630121523,177.5095148330348,180.83537848109737,150.7945958186891,152.46720635423745,168.63156785708284,169.83338460494102,184.89638136261078,204.1529588005429,159.47046636013715,,194.49056569302988,212.0958578769509,183.36473714665703,160.71734326370373,184.68333097564332,193.84222513052893,190.61510139103433,187.70181096774738,182.72780723966721,191.78836998659077,191.7801669884706,196.83063981466125,195.29285332352134
2,1986-12-14 13:53:13+00:00,190.05825562505038,174.3092939933749,177.16654304667293,149.62493449895584,164.9423430242076,176.25398446102594,185.49392723606013,197.80386711503328,199.1869474599367,182.9073612761899,186.58263009425593,185.69429381238916,184.0949997857154,183.9172065782675,184.7616264088804,185.5980407121018,175.46339259283914,187.05050488019762,193.02442100470248,179.04920519010312,186.77583117345293,204.60171826185467,199.71021104583045,183.30715495157176,170.80890645952726,166.43359544602788,162.08003659498056,177.5897627419421,178.26577636635253,193.50640081962715,197.09410392442777,212.894837174459,166.0259775106638,184.8314619730702,200.96246493186717,199.93549906636346,181.9765932761356,174.22482276307966,188.59556620790534,199.18332121361567,204.9726135610828,192.54656608212593,182.90727995288208,186.54927947654397,209.9555680479702,195.56163311774364,192.57977513629203
3,1986-12-21 13:59:37+00:00,191.12375647849726,178.64809361031612,174.77213553444457,157.311508231281,176.81327803021108,185.93504862312608,197.5965461931922,199.78179277113753,202.2023582517097,181.35239566307777,187.32053783125912,186.0625072398935,193.59290109707496,192.74701881091917,193.40783792016617,183.71119482689053,185.7124309665869,188.50460464278348,198.98902906008388,195.18712843878237,175.36621998450843,189.1959770990791,211.0639271390641,188.24128766396046,175.41251659728223,176.84149152020552,169.68340056769506,156.30433568022863,163.82831964000934,182.1547967299913,192.78140423439476,211.39949716435768,178.84121900406288,195.9654559953374,196.09259005099872,217.34986465858606,178.52215376128223,179.63210604152718,183.80353348966287,200.4070793209839,205.04236565278018,190.1273362253269,188.44300661068849,199.79052464375786,218.3823760867378,179.85881190857523,182.11605856076554
4,1987-01-06 14:00:06+00:00,196.91619804861705,187.42942793026853,188.26830299765783,190.21532408489864,187.7154144037165,195.9351606763223,,,198.54259092995238,195.54497032590552,189.389438760499,205.94544806817794,198.97880175188124,197.83103902132828,202.43380314549222,208.45012439028199,193.11127613035964,189.45341709919623,203.47471420483004,195.3363851527206,210.19254106186293,208.00350198067363,218.0689631687657,194.56121821202044,184.1490948196646,178.26314912025583,160.20622405972628,160.06791904468145,164.4233910964992,180.97080631303913,191.41992512236897,207.7522681146282,175.1376607943528,197.37842777045077,220.20282749771678,225.40662926698346,198.65366864315342,179.82657042899376,184.05011049417152,200.57460311193017,199.31969713951838,197.94355563995566,188.58569593232372,197.2411840276377,227.55196795504366,188.17972828073042,196.48706631327656
5,1987-02-07 14:01:09+00:00,222.06195282271966,211.78408188152898,212.03802873453463,216.4344879400558,213.8878004379778,218.17152464902242,227.5161532457747,217.83099818322665,218.6876591185341,210.3542093722746,210.9300327745046,216.11156308199415,219.60868916273296,222.67320833064673,227.6962798132471,220.3680308448832,216.87647089925525,221.5630935925316,233.21922738135714,219.77855370213675,233.98584343292904,243.0022622428359,232.75617452765312,211.75525326325075,190.1621519280127,204.38890117283253,190.85606359518016,190.15425489467347,191.79355839338317,195.5787776608135,204.4730471973963,221.1269669964,190.86953786909237,220.37598105227434,242.6019964351579,239.80450531418117,207.04023373106526,204.76544463916036,206.97398602450983,217.56880986278802,227.614152307887,214.90286690173787,207.30044989875867,215.37346452201623,240.94664165597544,205.90115045132964,208.95495788131572
6,1998-02-21 14:16:53+00:00,202.8172119667111,187.04410328520572,194.9270198184582,202.25823043928216,189.59639950426902,166.28306361553263,196.67405235073505,,188.4585149912237,189.90714722924525,191.33070421546634,186.21596788335142,191.59668450034044,189.08970452413908,187.50432402825058,191.9527480655197,197.04820365386433,188.14291473112615,196.90478673443195,197.39166720605598,194.41950671493538,206.0958754219162,224.9662229795239,209.664573350069,201.5541974727412,208.08678773009245,171.6236982629466,167.49287749704828,168.8887901988341,186.57400410686284,184.96163720162392,190.5740375330918,194.29713116191604,186.4467774800336,203.85274377161014,221.371477816777,205.56132794705272,210.2758247301359,212.669368481279,207.14341316811772,197.45964006732027,198.1862620432626,197.9789915877434,202.66659630391715,220.25510950514155,225.85470095729312,207.05970642215533
7,1998-03-25 14:17:23+00:00,214.7213663184686,213.8336120575906,212.40050142561782,202.65099967719567,211.60578473850785,200.10535889155486,202.82335970733146,201.79453280980886,213.87929546564686,208.02117234866316,200.581370799923,192.37645366705243,187.07983305908388,197.61725556804805,186.0768689864887,201.12034241860016,191.1532566294482,193.23065295565974,207.188540862057,208.29965130509643,219.58176210907416,223.34955710058773,215.62166307100037,208.75639592108487,196.45176826841515,189.2648701490105,172.34380553279425,182.3189438473715,169.29931062937277,178.05030125423139,191.4481922970201,202.88872021771547,179.13999292006918,195.41029629467064,190.9110801044325,205.80556801436998,212.08030530860404,205.89360376631967,213.65256035570482,200.55629763895908,217.53860410408922,207.02381022006833,203.17902107029929,197.07118049007258,215.589254256233,209.25802398129755,210.54008796488645
8,1998-09-17 14:19:26+00:00,221.29766524477773,191.32745278598313,,146.1873526397891,147.68449101620288,169.1026882084999,166.46518547780195,,191.1451916947832,173.15267263342523,182.83234199344065,181.34157530381952,189.97520181312774,179.89811688109637,191.25243024531096,191.42948052621117,185.1535169557378,180.49625820869855,198.352137218837,194.37058331821578,192.98092788035075,,249.14361390076087,208.03315620586406,192.82421844797022,184.5825725834368,168.98547080883748,165.47248694734762,165.8149285657569,174.96521816293426,188.45302426177182,207.26808440034705,183.54705426602314,183.72150701722583,192.34952350915083,198.41040509898923,210.47367096588894,204.63240570648006,205.95476940311943,220.40225186967626,206.4263697166174,204.73195598656056,203.09849149372718,208.8216378845036,209.632644756484,213.7074363330926,222.78642317009223
9,1998-10-03 14:19:29+00:00,208.1048515027693,181.53910158366088,182.04629412291504,175.89710525936079,179.63448617158483,188.57752115803484,185.80614212794626,,197.19214855998322,191.98099139624276,190.87638476668485,184.0737533742219,188.56428689177304,197.8588477563529,196.46722205744857,200.2146230884872,203.84322735803912,203.19968711209762,209.1690277204837,209.99623189927857,233.01515779966434,238.50283325661135,226.46164555229768,203.859073852346,177.89178749650162,178.9137184739314,180.26424611628894,168.68573552984205,169.67183357811345,179.28692430795937,180.28232500219937,193.78760163602428,172.56403734722895,175.57872352537927,198.95196036886836,217.71506782008512,210.8631098048911,209.89889215966025,199.37207466607472,211.14666797898354,211.7796753595441,196.1954854571154,195.7465330016573,191.3578568327413,212.95086592719696,205.46567523582553,213.3518760115887
