,dates,usa_HI_0026-0000,usa_HI_0026-0001,usa_HI_0026-0002,usa_HI_0026-0003,usa_HI_0026-0004,usa_HI_0026-0005,usa_HI_0026-0006,usa_HI_0026-0007,usa_HI_0026-0008,usa_HI_0026-0009,usa_HI_0026-0010,usa_HI_0026-0011
0,1991-10-09 20:18:07+00:00,196.86677839239184,199.34704298345417,200.8948350991106,209.2400927898321,200.03925726860973,203.86965524960252,206.79822535357405,204.5718209110706,202.9935124645743,209.06668699462654,206.50874409078472,198.96582419351057
1,1991-11-10 20:18:16+00:00,201.92283446904528,201.37514581524243,203.80658748786897,209.75658194522663,194.2749446022193,192.1025308835435,183.17570736244141,198.71025885397592,198.52440469266065,197.93267371581953,194.79739691318827,
2,1991-12-12 20:18:31+00:00,198.5902988583988,,234.7536927002443,207.79583594228626,201.0761162442243,198.57887039164464,203.9313847454333,207.31598826362966,210.1105305843446,205.7723816803147,204.64388683058598,200.70566507128467
3,1999-07-03 20:46:48+00:00,207.893796363078,206.7332070216397,201.9948072208224,210.69097250724613,200.19466561799072,207.8641230572537,206.21299326902704,211.38256366737204,209.3504275439549,209.86959206476064,208.91159455805894,197.2321044954499
4,1999-07-26 20:53:05+00:00,,,,,,,,,,,,195.43775286790517
5,1999-08-11 20:53:07+00:00,195.891728495805,194.64453324710777,192.76140215306552,204.3861987830002,191.19176777360732,198.1675412794042,200.66059384342037,206.98506797681327,201.8844334615796,199.46141442089078,200.7375011492201,191.20975292777223
6,1999-10-14 20:53:13+00:00,203.30154894662928,198.59864168064323,194.9800435090919,208.25623032052493,198.47656713761063,202.42191726785657,197.6894110933278,204.47565579887748,201.8738789399181,199.1275576669492,197.9378388252697,195.09962464119792
7,1999-10-30 20:53:07+00:00,195.80759771750348,202.2548693278207,200.27627329399766,211.94275644317318,198.31235882117147,204.81008327068633,203.25827023332837,204.62097788298257,204.33664948607608,202.1548695591136,197.46276860547152,198.800370432352
8,1999-11-24 20:46:49+00:00,192.5128378443003,195.12406284720686,191.47321748170296,200.5791920569907,191.3345778413344,181.93642336627005,194.15537709670093,204.81119683563543,196.74455369356963,202.34716898381942,191.02257545236495,
9,1999-12-17 20:53:11+00:00,201.1990940576316,197.6341998339403,201.4923012220994,208.32941308359204,197.22400220925266,202.77914155789009,205.9218830365382,202.55020134954214,201.57948839146638,197.01223254882652,200.3243951075458,190.73778007621985
10,2000-01-02 20:53:03+00:00,202.78640112017496,210.08301265278456,210.16151955181675,212.72030341669773,207.21664699621954,209.0052217066447,203.51536082576973,215.04317855830658,207.6098703896897,209.40948384171503,211.86521227149711,204.9786891583425
11,2000-02-03 20:53:01+00:00,208.31607207014662,207.17947915509143,208.80139191495385,211.24659071369007,204.67642921262177,213.31309037629813,207.66412507832754,213.09066132171728,210.08117408412028,217.33322499540122,208.9595667360396,204.2404542011622
12,2000-02-12 20:46:47+00:00,193.71305899971915,199.52156912470392,198.80219742217133,203.6959717799038,200.5895179750878,199.09338357140308,198.11505807599218,207.66561185158292,197.63396034236072,206.6691181411815,196.2419978238778,196.39405192549572
13,2000-02-19 20:52:54+00:00,199.52588496717016,190.81216789885463,196.89087588938324,200.3296054497367,193.94979619769617,199.99566077221027,189.22552327028228,204.84938555363192,201.80037539251913,199.7681680522578,196.1503323970265,191.69356045399147
14,2000-02-28 20:46:42+00:00,196.4112781852071,198.27643603638123,199.332656556553,200.31853029967778,194.30420488155323,205.98455449465655,205.11048988647443,204.13967939113869,200.7040494646884,202.3118421871796,197.04562086805043,196.59014776853417
15,2000-03-06 20:52:49+00:00,204.22672688456765,203.5429176433525,204.1704977861913,211.00232386631768,206.57970928576566,209.0798981469776,209.01558118214228,210.19012663979515,208.9910187409593,207.17489419164855,209.07565664679618,199.41151852336847
16,2000-03-22 20:52:50+00:00,208.94769388180828,208.64306800814109,204.04500427773544,206.85490336193016,202.08101828817945,211.29101664355406,212.2139469012737,212.78046903879053,210.51011990910206,210.06895722077496,209.11348940192622,202.35338770775337
17,2000-06-03 20:45:56+00:00,215.75538829583016,209.325968460132,209.4470578154371,214.29855627474006,204.14726717995092,210.5427203682162,209.03900905872473,215.93943739401925,210.49324371542974,210.74663689921496,205.97537616609605,203.94374642309964
18,2000-06-19 20:45:53+00:00,,,,,,,,,,,,197.15737616091553
19,2000-07-28 20:51:26+00:00,186.84025769208802,190.02460565092537,194.49072833459303,197.53707651827335,187.76466028144358,197.27465000146356,196.46820130918337,196.52449776875014,194.02585600383392,193.9313590637015,190.3318508313925,192.4443385969825
20,2000-08-06 20:45:09+00:00,197.04486656241335,202.24082346350565,200.54174872863297,210.68719291461258,202.74499032144882,202.22291342249744,202.98420862294427,206.26966916140242,202.9148287063833,204.71864068527418,199.97258255083648,201.36313040189944
21,2000-09-23 20:44:31+00:00,202.22573154835897,203.7961561368773,206.67506889673473,212.00031007907654,205.2453434317003,211.17503462098858,214.09308751410683,210.73346780741682,204.06351480617303,206.10891151905622,202.0848462890787,201.11218154380464
22,2000-09-30 20:50:41+00:00,205.91279813116523,203.2493106363724,199.13933750460737,209.40482813512222,199.8675854400993,207.5809281169432,204.53662738304433,210.99808741641993,205.9771760378063,208.0549513244106,205.75813850971386,197.96688604972908
23,2000-10-09 20:44:25+00:00,190.6385596736983,195.76688952417518,196.14916019309672,200.61809294028865,193.6991650510454,196.43896441986413,200.90119470147948,208.51251683111036,201.6943217214949,198.62709795903893,202.03356006796366,194.42559712895667
24,2000-10-25 20:44:20+00:00,196.2764869460961,199.1284692796164,205.5513439587642,210.17594959872685,196.86158639188795,199.70350555253125,198.9117490023067,,,,,
25,2000-11-10 20:44:23+00:00,195.28277264845372,199.23670865804777,204.17184045121303,200.04887637448562,196.68977769417933,207.41601177489787,202.39672911207376,208.21971673813795,205.86081462639203,205.5256003382558,202.68403502320635,197.4537039423547
26,2000-11-26 20:44:25+00:00,209.40557553112978,208.80966133948382,203.89334426471873,203.50546408188802,204.84664008944367,210.0657925637433,202.5712983710215,211.04834550262012,209.73806359797356,203.9968966797992,202.0167624986139,199.36933538884503
27,2000-12-03 20:50:34+00:00,205.70807518182022,207.08645151579861,205.11827063782664,212.7814379533743,203.03018838162046,203.00409848904332,208.1476064593327,204.20656134170508,205.36047557407716,,,
28,2000-12-12 20:44:27+00:00,197.37958172459284,200.71979793494904,202.52365683947033,203.61782874433786,199.46866418998945,203.02595520109614,201.24025633837965,209.455402768498,204.33796847630694,212.23118327659523,204.57262707869916,193.29065352841712
29,2000-12-19 20:50:39+00:00,191.41098817238256,200.7974660992516,205.80411452646064,210.4315913495481,196.67473697829934,200.36348310645445,201.797355962341,201.13782299520523,202.91118508746382,203.45882842872092,198.455119858792,199.3836792218282
