,dates,usa_HI_0026-0000,usa_HI_0026-0001,usa_HI_0026-0002,usa_HI_0026-0003,usa_HI_0026-0004,usa_HI_0026-0005,usa_HI_0026-0006,usa_HI_0026-0007,usa_HI_0026-0008,usa_HI_0026-0009,usa_HI_0026-0010,usa_HI_0026-0011
0,1991-10-09 20:18:07+00:00,194.97837559127038,197.72841201106434,200.02326457551607,208.36852226623756,199.2299417824148,202.8396173580817,206.23170451323762,203.70025038747607,202.04931106401358,208.03664910310573,205.0924419899436,198.15650870731565
1,1991-11-10 20:18:16+00:00,202.917375504563,202.2276095599719,204.2656064273387,210.21560088469636,194.70117647458403,192.64500781200772,183.47406967309672,199.16927779344564,199.02167521041952,198.47515064428376,195.54330268982656,
2,1991-12-12 20:18:31+00:00,199.55214550225972,,235.19762192048782,208.23976516252978,201.4883362344504,199.10351401556878,204.21993873859157,207.75991748387318,210.59145390627506,206.29702530423884,205.36527181348168,201.11788506151078
3,1999-07-03 20:46:48+00:00,200.53848662819289,200.42865582030961,198.60004888164465,207.2962141680684,197.04239001732566,203.85213592913453,204.0064003485615,207.9878053281943,205.67277267651235,205.85760493664148,203.3951122568951,194.07982889478484
4,1999-07-26 20:53:05+00:00,,,,,,,,,,,,196.08287931390427
5,1999-08-11 20:53:07+00:00,192.83236683505646,192.02222325218045,191.34938907887388,202.97418570880856,189.88061277614366,196.49879855535954,199.7427853451958,205.57305490262164,200.35475263120532,197.79267169684613,198.44297990365868,189.89859793030857
6,1999-10-14 20:53:13+00:00,204.1322592694314,199.31067910018788,195.3634482734621,208.63963508489513,198.83258584738294,202.87503198938498,197.93862419016844,204.85906056324768,202.28923410131912,199.5806723884776,198.56087156737127,195.45564335097023
7,1999-10-30 20:53:07+00:00,201.33633558520398,206.99378750013543,202.8279984637056,214.49448161288112,200.68181790732882,207.82575847125025,204.91689159363852,207.1727030526905,207.10101841992633,205.1705447596775,201.6093220062469,201.16982951850935
8,1999-11-24 20:46:49+00:00,190.86282545414605,193.70976651278895,190.71167330163178,199.81764787691952,190.62742967412544,181.0364166080041,193.66037337965466,204.04965265556424,195.9195474984925,201.44716222555346,189.78506615974928,
9,1999-12-17 20:53:11+00:00,205.42174203957774,201.25361238989413,203.4412156753053,210.27832753679795,199.03370848722957,205.08240409349708,207.18867743112202,204.49911580274804,203.69081238243945,199.3154950844335,203.4913810940054,192.54748635419676
