,dates,mex0569-0000,mex0569-0001,mex0569-0002,mex0569-0003,mex0569-0004,mex0569-0005,mex0569-0006,mex0569-0007,mex0569-0008,mex0569-0009,mex0569-0010,mex0569-0011,mex0569-0012,mex0569-0013,mex0569-0014,mex0569-0015,mex0569-0016,mex0569-0017,mex0569-0018,mex0569-0019,mex0569-0020,mex0569-0021,mex0569-0022,mex0569-0023,mex0569-0024,mex0569-0025,mex0569-0026,mex0569-0027,mex0569-0028,mex0569-0029,mex0569-0030,mex0569-0031,mex0569-0032,mex0569-0033,mex0569-0034,mex0569-0035,mex0569-0036,mex0569-0037,mex0569-0038
0,1984-04-13 17:44:20+00:00,205.44470119596494,204.80628250176764,199.57593434207752,191.0303213563863,191.49707509543654,186.23287712474843,183.48444801899703,184.78839573260365,187.27058926885636,190.77550967256914,187.31470515107893,187.7705604518091,188.89100989802327,188.46703418980232,186.4059732954624,184.38500548731017,180.5423702979137,179.30470088944563,183.9316308455755,182.74210010196254,181.32918242044684,188.43037211159518,187.94560442928835,190.11785386016635,183.69312977818998,183.4606404362837,188.74028244786174,180.99457983094393,178.15151146564995,179.95828039396505,186.63799202946208,186.26000982937887,180.18298840055388,177.33040021358215,189.47600196350933,193.654283768803,188.07044846315253,183.89168501157727,180.90649442107542
1,1984-10-22 17:47:12+00:00,210.27724585182895,209.52051320906625,202.2708507865387,194.8923192438659,197.68281214737584,193.2131291099967,193.87182358186666,193.8593935059119,190.63295383456492,187.05313327653892,185.48252286454937,187.02514643246786,186.306172054693,187.08918599670363,190.36352291047885,185.263623832397,183.47453854379972,180.2642910456309,183.19843704108672,185.09017011546337,183.13182223484046,188.1326459581973,190.31090855050098,193.59483710994232,192.63252969599927,197.67398853748318,200.53457184252142,197.1984921333304,191.20597727779952,187.98599463695257,191.83123703410348,187.8873138582743,184.07152696483678,186.0800727953094,194.74783906205926,197.20676940797432,194.7985858573033,191.75420941817862,186.41275320894349
2,1984-11-23 17:47:03+00:00,207.42665784501645,205.33856058818614,202.56722285049014,200.39443656999782,192.6002346854978,196.11899154227777,192.87427951341482,191.12638177754908,183.66427451358376,190.7097166770971,187.4194568665049,184.88633530094498,188.42608094513628,194.19890615872623,184.664965757418,186.98619468896425,186.90095086195052,182.3013936091618,183.5183155005475,184.7087620042065,183.57489113692253,188.34216419377,195.722871151586,198.17165743334834,200.64366186515917,198.11645743386768,202.00362598689026,198.44080239146427,194.1678375385893,191.4753245208848,188.7791236209871,189.27940797762062,185.8944796823166,190.41382940490885,197.51648266907114,206.50751127730038,202.56982148417606,199.2199770803763,194.88383448832414
3,1986-04-03 17:42:51+00:00,189.27212652501325,183.87443104549644,182.37318808275703,179.1328767401427,179.84124651925137,174.14349258315335,173.8357177518788,175.8998499478835,170.67882125891285,172.9918867313978,171.0240061263468,169.13359355441145,167.7234852882684,169.90976195103,167.2410771517132,163.19311167147256,160.02849398870532,163.78743256528452,164.4959453489407,163.1301493030142,166.9933248924826,170.80193076019825,166.09998831217757,166.04642650237216,166.38922965453338,168.45199204792263,168.78176252288074,174.52987498988583,184.55000328549073,172.167178873066,177.450859654862,169.86176947611327,165.88709983583655,162.9255705619979,171.4570997481887,177.94858882418,171.36934930633166,174.92334103804652,173.2206733221253
4,1986-04-19 17:42:29+00:00,200.08722881137257,197.81516974477535,196.758696949602,189.11335413222878,190.20064061583614,190.96705441907218,193.50835481907583,185.52275334665208,185.44259698771407,186.62370044380054,180.77243068279398,175.99465122030458,175.67709746135537,181.76446326911113,175.0980383213149,176.63442854404107,172.13621917323886,171.4182938372181,174.53603651652807,169.94697173582662,175.13926212471395,180.20965308613987,176.20909528483446,179.22420258336825,174.85362799784943,177.6680765013119,177.30168429106772,179.87415436164784,186.01512249915598,178.82424529031573,180.55710699041956,172.47231480716076,169.3038472705896,163.92167181581758,176.71063525317058,182.37875859403673,174.22807238718494,179.02087014071645,176.50930559544068
5,1986-05-05 17:42:06+00:00,198.88514217351113,198.80699991972133,195.71258436950603,191.25229192279252,187.9203006230111,185.20662182358762,184.06990525974987,179.50261641106593,179.64255370764337,178.93476259716775,179.82072315701748,182.27778343188928,183.84540532808802,183.83761636419433,182.16265337883425,178.51691426822282,172.17067481505012,175.77669807076995,174.22217546657384,175.7874304433972,176.4954216416948,180.3137451241326,183.54180277389003,188.80411823130936,185.73986781362868,184.83494205572262,183.92994905138542,178.1706293334697,180.3089595595946,179.6447445489938,187.07585189240285,178.43035939343156,173.53691012259208,174.9105213705198,179.84748994114452,182.45522106056245,176.5829869065081,181.2148984453628,174.9628679387522
6,1986-05-21 17:41:39+00:00,202.10686623149985,197.8074400070005,192.58507682310676,191.33109655838953,188.59176899783648,183.60005487661337,182.3215563221466,184.0368505543046,182.74580454130964,182.8925650679408,180.77423196416888,184.27907221901455,184.06179628539084,182.79418716748162,181.81099268609793,177.5495727166141,174.08990713854362,175.5395392581427,177.59394815706617,175.02376869735227,173.66574532089854,179.57892698823656,184.68399962480493,183.634878834682,186.17536742678556,183.36076620445513,183.9569269709893,181.70839289419266,183.52229657634922,181.1073236156473,183.54219326493856,177.67354819284236,172.60686250439724,169.66479885400614,177.4713638902113,182.35033308778958,179.40684084132855,180.574826119528,174.86609959691629
7,1986-09-10 17:37:51+00:00,209.31228192657173,209.20467232623776,202.5841464252092,199.52543646908933,202.49283126214286,196.25693122427862,194.0956444081947,193.7986063695511,188.42974969226285,187.33194088634116,192.5467521214859,190.45968770275252,190.94623240273782,192.17690985791398,193.3151296809339,191.10748591300097,182.91130399047364,185.94264485710056,187.8683942158516,189.1409038416965,187.7105376113716,190.6181001267267,200.1782905622335,196.62127115913682,196.00730465281944,199.1451164991326,199.2697417329594,196.3829547744985,193.50708320239687,197.7246210283375,198.72952330304895,192.46846535315814,189.92952517043292,192.62284694514184,200.6659285734653,206.0696950717125,199.87367208233377,199.678212915169,192.13100578934046
8,1987-02-17 17:38:03+00:00,205.37263612543364,196.5959323972429,194.33011864176436,199.9732567061172,193.93381727215308,198.35630336880203,191.93151091276744,191.3436974946718,189.20671706054986,192.30166231126216,194.20250867999619,192.79209954400054,194.69560291201432,193.64949348058178,193.37850327222282,191.3225563390863,183.8288028833644,187.9184219822082,187.42121721523364,187.2526939624595,189.11207509176944,193.26566015426857,198.40804618851442,199.29283746623662,200.86096739197245,197.51337772772052,196.17106016249852,197.03725530134056,194.58133372875793,194.4014742098239,188.5500269995323,188.52119544845357,189.72382772297382,191.1460018986973,197.16738837180083,204.65151145575533,197.03459301056097,201.38012297684514,187.11880426791484
9,1987-04-06 17:39:49+00:00,197.0113192652509,193.48803470709387,189.4979911603652,191.2463504682677,194.47009343695743,192.55354927652712,184.13148197941652,184.5799683558434,185.9546638302308,176.7973920480975,173.3799407462692,176.82878826890354,172.11453697244986,176.05535306398093,176.86571959183078,170.684446586623,167.59323977803726,168.94861703048232,171.345179521464,168.8235534718705,173.90630873579195,177.0315815709139,175.84472953892845,178.5265426167956,177.23811684215525,182.06235473940998,185.17548623519914,181.43569473723392,184.83248413312288,180.65958452871578,180.5366618734813,172.97388120295543,175.53932060102971,173.71512515711171,177.62105704481107,183.39038699779925,186.9470812341306,185.0387017258815,180.296041050029
