dates,satname,sar2171-0000,sar2171-0001,sar2171-0002,sar2171-0003
1984-04-13 09:27:07+00:00,L5,275.39,193.48,204.91,227.07
1984-05-06 09:33:27+00:00,L5,275.36,192.89,212.83,226.80
1984-05-31 09:27:59+00:00,L5,,,,
1984-07-18 09:28:46+00:00,L5,275.99,199.74,212.97,226.73
1984-08-03 09:29:20+00:00,L5,258.03,197.83,204.80,228.73
1984-08-19 09:29:51+00:00,L5,274.91,187.42,210.76,231.48
1984-09-20 09:30:04+00:00,L5,,,,
1984-10-22 09:30:00+00:00,L5,249.64,186.47,207.60,235.76
1984-11-07 09:29:53+00:00,L5,257.86,191.66,198.31,226.92
1984-12-09 09:29:58+00:00,L5,261.86,185.63,206.43,233.98
1985-02-02 09:36:09+00:00,L5,247.01,183.42,205.42,236.21
1985-02-11 09:30:23+00:00,L5,,,,
1985-04-23 09:36:23+00:00,L5,257.86,196.15,204.37,219.97
1985-05-02 09:30:07+00:00,L5,60.78,191.54,212.74,231.37
1985-05-18 09:30:04+00:00,L5,257.20,191.49,209.12,233.49
1985-05-25 09:36:15+00:00,L5,260.26,185.87,189.17,223.87
1985-06-03 09:30:04+00:00,L5,273.62,191.89,200.62,222.84
1985-06-10 09:35:50+00:00,L5,261.79,180.15,199.07,223.19
1985-06-26 09:35:47+00:00,L5,,,,
1985-07-05 09:29:57+00:00,L5,284.00,146.65,178.52,263.46
1985-07-12 09:35:41+00:00,L5,258.23,182.41,187.83,220.06
1985-07-28 09:35:58+00:00,L5,,,,
1985-08-22 09:29:32+00:00,L5,,,,
1985-08-29 09:35:38+00:00,L5,,,,
1985-09-14 09:35:25+00:00,L5,,,,
1985-10-09 09:28:59+00:00,L5,,,,
1985-11-10 09:28:33+00:00,L5,,,,
1985-12-03 09:34:19+00:00,L5,257.17,193.78,209.99,231.44
1986-01-13 09:27:22+00:00,L5,,,,
1986-07-08 09:22:57+00:00,L5,,,,
1986-07-15 09:28:53+00:00,L5,,,,
1986-07-24 09:22:23+00:00,L5,,,,
1986-08-16 09:27:20+00:00,L5,,,,
1986-10-12 09:19:38+00:00,L5,274.66,184.45,201.52,230.72
