,dates,jap0027-0000,jap0027-0001,jap0027-0002,jap0027-0003,jap0027-0004,jap0027-0005,jap0027-0006,jap0027-0007,jap0027-0008,jap0027-0009,jap0027-0010,jap0027-0011,jap0027-0012,jap0027-0013,jap0027-0014,jap0027-0015,jap0027-0016,jap0027-0017,jap0027-0018,jap0027-0019,jap0027-0020,jap0027-0021,jap0027-0022,jap0027-0023,jap0027-0024,jap0027-0025,jap0027-0026,jap0027-0027,jap0027-0028,jap0027-0029,jap0027-0030,jap0027-0031,jap0027-0032,jap0027-0033,jap0027-0034,jap0027-0035,jap0027-0036,jap0027-0037,jap0027-0038,jap0027-0039,jap0027-0040,jap0027-0041,jap0027-0042,jap0027-0043,jap0027-0044
0,1984-07-10 00:23:53+00:00,215.70625429403822,207.08418836801553,203.53175463028754,204.42414196967022,191.2652472205902,196.9639659842339,203.74305190989674,210.06936528729776,199.47831723447675,201.31267758850953,196.2582637559412,196.26986857379052,201.92027428941074,,202.0979890862162,199.1823315815557,196.9196388870621,203.0994885770788,200.79316506349556,199.10104420447507,198.56303834630572,203.9636002485761,198.09478042124388,,199.91590541716045,177.52236808688951,,161.00978799542264,156.1958631273592,160.50733606443032,155.26764701264864,154.29436188334952,163.98829591129794,158.7843141051704,157.92735488744867,173.82634585611143,182.23494506283495,172.97333829610062,186.48762475283152,184.2691329833693,,,220.35095314313014,215.69054112916618,217.10711712956265
1,1984-08-18 00:31:19+00:00,192.94291296949393,190.59124895327705,191.07930292430908,192.31051999733248,184.57073142073784,194.98774436932788,,193.32170536376995,203.99779857284327,189.37651593159094,189.14754060835497,187.58062529567965,200.03030765891438,205.83562559713405,198.4789668445148,191.66036692265993,192.05513977483267,198.58478617533305,201.2352867094845,202.27173750862153,189.68843761176143,194.2717578201783,188.21607968962098,198.15594821648207,193.09888309543632,175.62083750419552,172.16216673947068,152.28398689783992,158.11759816275796,169.47138309603494,155.06587860966707,153.12835163493455,159.50099907220073,159.64109582466034,158.26787877820894,167.56840070820573,164.99574837999026,173.72136005662918,176.80672826789285,,,212.35841726327712,215.47703499422872,,206.6679944872285
2,1984-10-05 00:31:35+00:00,217.67926138001522,213.08337230923252,205.96562697537584,212.48149294160916,202.1685726903877,209.25197799597294,215.17503866648215,227.7837919386414,221.1226339693182,221.2506162541092,224.49169968210967,220.81759656580957,227.85284930812753,234.44657873228056,218.96091528200242,215.05784349391993,212.3872489522567,222.8427087846488,222.59416088112218,224.18676166167683,218.8056148505334,,226.03086053934376,220.16122215189753,,203.67431708152094,206.47155950420992,194.00749132170245,181.5325045122871,178.27857418472055,167.9624913119257,176.14876057998933,173.61723183546613,171.1267503656307,172.56760962719585,198.69610082886737,197.86733655961768,,206.27972442454328,205.53925641145744,227.3571085398715,232.97143405739936,235.16617861950832,231.28515505449658,
3,1984-11-22 00:31:21+00:00,220.0687055211977,209.13499096926628,202.00683528265492,203.47565047283638,193.01862835553607,202.82151492528052,199.62575359973647,204.8228012869676,208.30682969196118,204.88445986791683,211.6003831705337,205.33021913211232,207.419431353912,216.01363462600995,,210.1101292035547,207.02603421337682,208.85953722714686,211.46320908239412,205.12037232532617,206.52290655618754,211.72385295892116,211.10014617849706,212.15119593959136,208.1363629717726,,189.4625056099873,170.0354287743071,168.7375342036769,182.1383676399114,172.89983988323178,166.61305369385005,164.42375275265675,156.74368192400505,168.34406573907606,179.93045886239304,175.01423882687496,179.60954855301907,196.0224358893612,204.43161907925594,,224.14571469751843,,232.40933964041417,227.73242277427283
4,1984-12-08 00:31:29+00:00,198.13300233350762,194.02592181266866,181.12605034608032,179.82400365889927,191.50959038443895,,188.89213434522748,209.96630168554148,,218.34269410413845,208.90377553121635,212.12998252510172,202.80601924172973,204.59104126037423,194.4987685977749,188.74299880741725,182.67369595961347,188.67078689893697,196.96050289508997,199.12610881437192,199.32829602123482,193.48525302444276,185.9898499158045,196.7409661680641,187.49066676260142,178.41069801640873,177.37078605976504,152.79599058503211,126.79968860501111,,,,,,,,,,,,,,196.17081020199183,,
5,1985-01-09 00:31:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1985-05-17 00:31:35+00:00,218.25750416877304,,202.58269992389825,199.30376319375526,,196.59172451280384,202.6398163997382,206.49370416233418,200.73223022519545,201.70288850740897,202.94001428058107,203.70840237124384,207.89267808948955,212.80599494696102,,207.069817956272,206.98920824554781,206.14213923368052,203.69595990611052,196.92071802174252,201.71165812095575,200.5210411464101,199.34832447383397,198.74891992660676,193.99842100323258,185.62585013519478,190.17075000501586,162.7968496660425,156.22082194685217,169.54877630319191,159.8134120337088,154.858921071221,167.17882092764077,153.99100431848655,169.45433261500682,185.15413719566737,176.24546116569928,175.13039060719032,192.48851755982957,198.76979421332265,225.68817835031396,,,227.67547808692714,222.26872375495395
7,1985-06-18 00:31:33+00:00,203.2793661005836,,194.92378433760993,207.31384363532197,197.51686167358073,201.63651380567035,210.00681351320523,212.29126771718677,205.32254839819302,189.5669116504655,191.09122991755257,191.6244063365962,194.2093429343424,195.74916591379804,199.6219442874634,186.38174450486503,191.64783065703202,197.23915703312588,199.74462715665533,202.09828309558992,203.13528068216675,207.4875910881909,207.42977207725133,199.29875563153928,185.46309174866747,172.3680488291522,175.7562135296302,151.5724678492931,149.04826225736508,155.56965557334956,144.99009825407353,146.55180251386645,157.33997675311076,157.35679090066023,,178.72239211864562,173.99562363611585,173.97418779972938,188.55569939381004,191.40520142895517,219.27692364391388,,215.60900454445155,215.72044763389997,214.42465261223492
8,1985-11-25 00:29:49+00:00,210.25596972377213,193.7560588444563,194.65423177116276,202.40270284993085,197.81985641320745,194.36924623923494,195.71010719592846,205.63548603738224,200.26253219417168,203.43041316576912,194.99744214594398,194.7259552120607,202.7670289942097,204.60095835419943,199.1525357425941,192.5759557109574,187.15989257159958,193.58641487511233,200.6495283531699,197.0637749401295,194.3410082741,191.74524203424107,190.3668005286268,193.25890224157737,192.75310427166767,175.26980683175296,175.15673445062728,160.66641038492133,152.9707179716748,161.20847166552446,152.41251647190876,141.122728349516,151.75078960267044,149.502412174405,,172.0109266346495,165.28734918246926,172.86066345025813,185.02878474055174,,,,215.92155198088673,221.4173230829728,209.8468416334062
9,1986-05-13 00:20:02+00:00,218.4916633153485,211.433667158331,205.60778311839604,216.01697245204582,200.54574425105392,192.80326392743797,196.09975076997569,203.5449406936671,203.49025674595902,196.95119542194092,196.1212680775556,191.64736478161757,215.6057809423446,213.29764328858033,211.72468568199662,204.52239755014122,203.2922057335357,209.4858438251003,214.73756274377732,203.3369316365729,201.21686979917396,201.98703927946835,205.6960073955721,199.28948558595084,194.29123543315615,,190.68903361245685,170.54107182686988,168.79072050430906,178.48654745628957,164.81142401081925,168.45323691311594,172.19151026346398,168.33897099087986,170.77503110633967,182.9927019634936,181.4507460735777,,188.879113589709,197.35866442289438,209.80253830588097,,,224.63645208601918,220.6113567390795
