,dates,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059
0,1999-08-05 21:46:35+00:00,179.9292179101064,175.87384011056008,170.64773813537795,167.07310217291771,159.449312896842,161.31498892920018,158.75539627399368,155.17304184865503,157.95364277440336,158.00290954933882,170.1190388252013,177.25012028199575,171.3737303892766,170.06790525637672,171.86456502669313,172.22082117171934,172.70477397048683,173.88335421415738,168.68773194671968,165.28686428832046,165.67531078831325,163.58450208391162,166.78853322193532,161.8346175003968,159.60804990838722,159.6320631028874,165.073008793746,167.50189854687983,159.796638202986,157.54461236864438,151.79384057937492,166.0584151475976,169.0056177843722,171.29891469062008,177.91076894538924,183.18699366254813,178.98211394746343,180.78693864620394,186.75790762420448,186.2400602958822,181.71395198352707,187.08442696188206,194.74684842481307,188.36420698248668,181.47804588597458,176.8666419508104,198.2452220394434,224.93594108102857,,,234.01297998083047,,,,,,,,177.30013378701622,184.78537519634588
1,1999-08-21 21:46:33+00:00,157.7767950703642,147.43902450828074,146.9402181632781,143.75491470942387,141.99286238466493,142.0945511737346,133.58181338211116,135.814034815826,129.77472048814516,132.59328387539855,139.43272224086874,142.50072539672746,136.58053558370474,144.0612427984319,138.5952355368083,134.78126961990122,139.79038370667982,143.95976904109511,137.27515815582433,135.87131350932117,137.1789095807055,142.36007729339377,138.0598930325426,130.37738793676297,130.85179737925336,135.14755846682795,142.46149220386405,135.53172997268925,129.671164942309,131.34872761986585,124.13767539392829,132.2443784114517,146.13879383476663,151.17712587475737,153.6062565203616,154.1309828819907,154.0274455356914,156.53919367789692,155.10320888760856,155.92718193437463,161.78861036128396,151.41766317824568,160.88310782460766,153.6693910582116,147.79863560320666,156.94482676535978,202.35185717786587,213.3120382844957,,,208.27544491440696,,,,,,,,188.36234832918848,170.89448145944624
2,1999-09-22 21:46:36+00:00,182.5714107859419,180.85135457714642,182.3570958500311,183.76187505161323,180.97866453395426,171.20083365075578,169.1403301467238,165.7316550366197,165.18939424868955,170.0647475198747,175.92352280278587,180.19475308414366,178.8706613272513,180.45779785628793,173.49252538439126,174.62792175496298,173.76704707699827,173.88479772210863,171.3923251044888,165.6482361146444,167.87569406108048,170.75980389604854,173.8421226837088,170.52156688410378,172.64826517723398,174.57660343636005,180.7899772809983,174.14656858144326,168.33702081617423,167.53452946995532,167.3314717094135,176.56265333501273,179.90230292845234,182.26763764293491,187.79201321249792,192.42016716483744,195.19433242711347,200.04299056255576,200.04426483465875,198.86266472360484,191.31275804006734,185.77757228047227,190.37728501286756,183.7499612982498,190.24040291205299,204.26307080623843,,,,282.0788589883711,308.3165250147878,308.3607385191214,,,254.21555308240156,,,252.87357460014726,270.4467216782903,216.14687890821827
3,1999-09-29 21:52:52+00:00,196.42692156172777,193.60147622483376,194.28337042815372,193.66100010326232,190.72122257623568,183.75892001984195,181.23911380447012,176.44085929805254,178.94562030506785,182.62813520586926,190.4040849054988,192.97381626548872,186.8730804500931,187.93888432786093,188.0143161627794,180.70534969849763,182.21997841728273,180.31512546785336,176.91370503843558,173.92559543712608,174.7252471987931,175.29242280209397,178.55813287983727,177.6939820574273,175.31323767681945,180.81223248059405,184.12771021751348,184.6554199273394,177.1244367591921,171.45390728922987,170.5021160522225,177.69885141935478,185.5628042976668,189.8390993801357,196.00693011942184,197.275312337034,202.33983780719723,206.21632550589268,206.55472388410692,206.90599145906256,199.4367806366765,194.44833237724524,193.56744619667742,190.22781784166375,183.71985708489848,200.13123209735775,233.79425718860801,,282.2518557738645,291.6231138523811,291.53229226731474,296.41384915266565,292.4779537959054,214.7047922402598,252.6865450054191,,108.64387020548556,,271.1891085107837,236.27264861473896
4,1999-10-15 21:52:49+00:00,190.28805151450607,187.70742689184527,185.4303730593657,186.40432030610708,178.4907949598138,173.69401623996842,166.58248593803842,164.49719216682584,167.04125560868425,170.63490307481047,177.52052963165826,181.36731199816697,180.00722806888544,179.400621658749,175.52080935918687,173.96320108618193,173.77843758635967,171.03089698788403,169.18446076958983,169.2968323363402,166.27070691572587,168.07701715887242,168.55301900320086,168.56380366088598,165.53753046017073,167.60118792724876,174.3891373152197,171.6533126855031,167.0932134990261,158.81511922160686,161.06216211249804,163.50077055945317,171.7689825954692,174.60242426990888,178.79803432188712,182.8504082979093,186.16908010868417,193.651427242493,190.0434874059383,189.3260012494081,188.782642316303,194.41977094276766,182.4428854287293,175.10804483762507,173.416213195925,,220.5184516775889,243.17386766524973,262.9859499959707,272.11473584333675,268.0960992414352,286.2556503763972,283.61185321913985,247.84464841934962,218.0567569220505,,100.08954283556396,,248.37461093950995,215.92294311741966
5,1999-10-24 21:46:32+00:00,186.1892754414354,184.7041469569344,186.9269753946019,189.2038575653492,179.55548815015456,176.20352357060875,170.113672078344,168.91037482635986,165.37462065831454,174.80541296385638,182.9590191916076,184.94011146944774,182.43014367260247,180.30440239734463,182.44889866402025,181.00385771069938,178.76113855397287,179.00335707215288,177.33831124239993,175.61168407090983,177.08644947882368,178.12072833072722,179.69631544371816,176.4004255755546,178.32644681764748,175.6512962730327,182.9261108625039,180.30131405723148,172.63038042128736,171.05643381813044,170.2696284435222,180.02142707751523,186.43233024497238,192.2608072725233,197.27654593075547,200.15764347115916,202.9741900710618,205.54001743167808,206.436961350565,199.0847020615641,194.31489073335854,192.10395092561765,193.65208074919485,188.5478512821831,193.57419951596336,207.9530693447781,248.92126160043833,269.87172338235143,283.349169519942,284.3225100872747,290.1232573479034,301.00257730808147,293.3924055250003,270.85679699786135,245.75153986166788,,,250.8802804326905,266.7034418504993,222.07877092245172
6,2000-01-03 21:52:40+00:00,169.6716940782542,173.5245388420617,171.6039709732336,167.20642740097006,164.5975837507134,164.4869579113008,154.92638920364953,153.4351898132788,156.98206987196605,159.08859759277598,160.2789398479588,166.79594685542463,162.1965787344999,161.53315841228644,159.19097953925845,158.7373609386251,157.83019302101187,160.19765647255377,157.29993485457587,155.07312879425842,154.08484820904096,158.95219920172565,158.66564982166366,154.44938674195527,157.20593411201233,156.51121361358784,168.24256063749152,164.29724407822235,158.4252381726745,156.81243352160539,,165.57304227977284,177.4290481348346,183.66692690034768,181.28012159091682,187.7903612402932,196.17637798850149,198.65308168512806,193.74298340597315,184.03306927800074,184.86582209380336,179.26663923167908,185.68522105072518,182.22791652493314,189.81686815795626,208.0736660015078,242.5944538028595,246.36356487245487,226.24975189040288,224.78677977340683,240.9536322956468,,265.789484078476,234.40253954120885,240.00551576421208,,82.2438042049643,,211.22456382587336,193.51396088035006
7,2000-02-04 21:52:37+00:00,186.28031176943057,187.8046104218585,185.1291330043606,186.63529845994296,181.84730599032054,177.00175429399627,174.58079546581675,170.84978372107506,171.5568879515844,173.87378680370264,177.31753179414343,176.26181791608064,173.9798243417864,171.77800088448996,171.89738398696426,169.20495495085063,170.494779397339,169.6389966941646,164.08681220211568,161.3090697120365,164.53885516096747,164.19864109955247,165.98465277200552,160.95477261333681,160.667017046785,165.98791749304166,171.90756502347068,171.64444711627732,167.21772874911017,163.5797112442649,162.42852457840672,168.2758211230883,180.58143710719543,182.3926631371665,185.40061365835092,190.78603274117467,193.90083136410385,195.15069979993393,194.90611842269558,189.66261010370783,183.7930671632245,183.73787207644742,188.02139639757954,187.73284024326819,190.4199607286354,207.78340000721948,227.36725502854802,233.3520661147977,218.15474810018344,219.80922625613,,,253.02458218004094,,,,,,207.91208096216698,189.2055293119981
8,2000-02-20 21:52:29+00:00,174.8411931084314,178.37512420763653,175.39706261198762,172.62139801524398,170.81919456415224,165.43185900689667,157.81052247970987,154.6500693161952,157.11448747427104,159.1542964554707,163.3602118382399,163.97244304269287,160.01860913849944,162.7488532472323,161.03745320282633,157.66779282817365,158.30729790249106,157.47968699595063,155.43060453463687,155.69120767016994,153.88252498743296,158.97951460483844,155.69011957716165,153.22788066191242,150.09469910467888,157.86512243593555,163.52634904597537,161.83451519000295,156.1591069660052,151.41979106057468,153.74345480657564,164.3501427679607,169.00399255901306,175.33234661766912,175.92730122973953,182.7251615141469,187.34675957594908,181.03076005459704,181.89812872380085,175.92341765931025,174.03485742059485,173.39389751367406,174.796886709069,174.3211292015925,182.56038739554643,200.6167086971439,218.4186084941759,216.87145725125248,212.89047419967054,208.09562385452324,177.3518202734797,,239.23904819670713,225.68322631043847,,,,,194.55048106535483,190.11371617711336
9,2000-03-16 21:46:15+00:00,187.64311407930353,184.2424412331017,184.03744643395004,181.2983074842066,178.01019907022058,173.24717783955256,170.09961726157746,170.1231310940611,169.8859057952194,168.78819979121891,172.46706727483,174.76637322309426,168.39551642870828,169.06534587726196,169.66590383000343,172.45469249854023,170.81000395611528,168.016604455377,170.05571954306825,167.11341798810707,166.74057094420272,167.15231949110526,164.56264516826224,162.79334155712667,165.23493450813066,168.15464128739015,175.08426488138383,173.71838003077818,165.46835263874516,165.52353626131804,166.5780247471464,173.72112597342542,182.91352841308662,185.14228737940988,191.09135964146023,192.68841373539584,196.24619826380803,197.39023519011818,196.6691978942144,190.88001396169562,187.91698671144343,187.64897216328376,193.46902450441024,198.25855769581136,203.16411190800093,220.66602690906402,229.76089884694025,243.3745422750474,219.43931392422377,204.29729241063697,195.94241016202162,299.78008700841593,,,,256.1041301035732,,218.37382185922328,212.0391573006117,183.06000866111876
