dates,nzd0476-0000,nzd0476-0001,nzd0476-0002,nzd0476-0003,nzd0476-0004,nzd0476-0005,nzd0476-0006,nzd0476-0007,nzd0476-0008,nzd0476-0009,nzd0476-0010,nzd0476-0011,nzd0476-0012,satname
1999-08-26 22:07:08+00:00,315.43,316.66,318.21,323.35,325.33,322.69,327.98,322.47,323.21,338.80,347.08,347.58,349.73,L7
1999-10-13 22:07:12+00:00,313.07,317.92,315.41,317.38,319.87,324.13,321.14,317.97,324.49,335.80,344.01,353.70,336.75,L7
1999-11-30 22:07:23+00:00,,,,,314.42,320.17,318.23,319.40,321.48,329.87,348.38,373.89,364.65,L7
2000-05-08 22:06:20+00:00,318.46,321.23,323.88,322.07,327.40,329.68,325.77,321.03,325.47,335.81,347.24,356.85,344.08,L7
2000-06-25 22:05:55+00:00,301.11,322.63,315.75,317.60,318.27,327.32,325.60,327.88,326.90,332.50,357.41,369.30,345.27,L7
2000-07-27 22:05:24+00:00,310.32,312.43,321.18,319.21,320.27,327.35,328.15,329.27,333.57,339.12,357.55,363.00,345.63,L7
2000-08-03 22:11:31+00:00,321.94,314.18,316.68,316.74,319.23,320.83,327.64,326.08,327.27,340.90,347.43,358.33,338.41,L7
2000-08-12 22:05:17+00:00,310.04,307.89,309.33,315.53,319.58,320.94,322.35,323.45,327.66,333.73,346.81,355.75,334.83,L7
2000-09-20 22:10:50+00:00,331.04,320.08,319.72,320.50,322.12,332.28,326.28,329.75,328.22,339.27,362.84,381.96,374.67,L7
2000-12-18 22:04:37+00:00,323.55,318.62,319.84,318.49,324.48,334.67,333.10,331.95,335.26,335.75,354.62,364.85,,L7
2001-01-19 22:04:43+00:00,323.78,314.09,322.02,320.64,321.24,327.10,325.65,321.74,327.08,327.26,333.86,340.09,,L7
2001-03-08 22:04:32+00:00,344.81,335.06,334.37,324.86,323.85,287.98,,,,322.93,341.33,344.77,316.52,L7
2001-04-09 22:04:41+00:00,322.70,317.86,322.45,326.87,325.82,323.56,326.87,321.43,323.04,329.36,328.45,334.43,316.26,L7
2001-06-28 22:03:32+00:00,292.95,309.05,319.57,319.27,323.09,335.24,328.54,327.77,330.41,333.24,343.98,339.23,305.42,L7
2001-07-14 22:03:33+00:00,308.59,308.66,313.59,315.29,318.18,325.04,325.30,323.91,324.60,326.80,331.53,334.39,300.17,L7
2001-08-15 22:03:02+00:00,326.21,318.48,322.91,318.48,328.20,328.92,330.31,330.82,328.87,329.38,335.53,345.03,292.20,L7
2002-03-11 22:03:07+00:00,321.13,312.28,317.35,317.76,318.00,326.79,329.91,330.14,334.66,345.84,345.01,356.32,,L7
2002-03-27 22:03:01+00:00,290.71,297.78,309.14,310.38,306.88,317.69,318.83,317.55,325.24,332.21,332.69,340.89,,L7
2002-04-12 22:03:25+00:00,320.08,309.65,314.33,320.90,322.87,324.40,328.83,321.81,330.26,336.43,333.17,346.98,,L7
2002-05-14 22:02:55+00:00,312.42,312.25,316.29,324.22,324.95,326.71,330.74,323.50,321.45,331.42,333.07,334.03,,L7
2002-05-30 22:02:49+00:00,289.79,274.99,305.13,311.18,312.63,320.97,321.86,314.96,317.90,312.18,304.27,,,L7
2002-06-15 22:02:43+00:00,295.83,306.79,307.37,307.26,311.99,319.35,325.21,314.72,317.01,322.69,322.81,335.18,300.50,L7
2002-07-01 22:02:38+00:00,295.08,299.40,307.91,305.45,310.99,319.27,320.17,317.42,314.92,313.75,326.00,334.41,302.45,L7
2002-11-22 22:02:21+00:00,354.32,316.07,319.74,318.35,315.45,311.32,320.16,319.10,320.77,330.80,327.29,339.14,319.37,L7
2003-08-05 22:02:35+00:00,318.76,317.53,318.46,314.16,316.46,327.25,320.44,320.71,322.08,325.41,,,335.41,L7
2003-08-13 21:51:08+00:00,320.62,315.37,320.51,320.78,316.96,316.70,326.09,326.01,330.21,337.81,346.21,345.18,326.17,L5
2003-09-14 21:51:42+00:00,319.95,314.20,316.03,312.60,308.84,310.25,313.47,314.81,315.16,329.06,337.13,345.21,322.96,L5
2003-09-30 21:51:54+00:00,316.48,306.98,308.66,306.11,302.96,310.93,310.97,310.27,307.94,316.05,322.50,333.92,313.39,L5
