,dates,mex0631-0000,mex0631-0001,mex0631-0002,mex0631-0003,mex0631-0004,mex0631-0005,mex0631-0006,mex0631-0007,mex0631-0008,mex0631-0009,mex0631-0010,mex0631-0011,mex0631-0012,mex0631-0013,mex0631-0014,mex0631-0015,mex0631-0016,mex0631-0017,mex0631-0018,mex0631-0019,mex0631-0020,mex0631-0021,mex0631-0022,mex0631-0023,mex0631-0024,mex0631-0025,mex0631-0026,mex0631-0027,mex0631-0028,mex0631-0029,mex0631-0030,mex0631-0031,mex0631-0032,mex0631-0033,mex0631-0034,mex0631-0035
0,1984-03-23 17:50:13+00:00,187.7579026666691,212.4443689204034,233.75027515582556,240.4743598539584,247.25801154930116,236.24969244220833,240.96141031007903,240.92679909689863,238.12458598766622,223.945146052244,228.33843501981673,229.0400992516334,233.81588245631437,233.3294493868852,238.39083128703714,245.36487289787823,255.98129759810422,248.31242502429043,235.93930336427283,235.27725863240335,230.30916820648557,233.70114400615861,234.51476658268848,218.25017142841713,213.15168017581445,220.34101978827007,225.47998124919525,228.57118311361265,228.3063991928435,216.29509731338342,207.69497231101076,191.75348572359576,171.8708524741072,178.85613963610834,172.80859206437228,170.17278573609
1,1984-05-06 17:49:52+00:00,182.96102307311438,214.74372089024507,223.0719394421684,225.9114538376832,233.60053754732579,231.64830522686526,222.13862172372808,220.30497912987957,217.61735259676087,214.97268686173712,216.69004819561943,220.32810339772857,218.9336762166616,219.35352916693824,223.880248381053,231.86037865687138,238.11701561161053,234.96290283309267,222.05542563653898,216.90774848923724,220.86051136552328,218.73080612496304,213.4945720272411,209.27558885966195,206.42344912190183,209.47252786474425,207.7774953217812,210.55312818716425,212.4318458499001,207.20405195226508,193.5031419108859,178.33186391224424,171.8278773426015,161.83031971258174,156.5733242300315,162.99230994069413
2,1984-06-07 17:51:07+00:00,,,254.90728828291523,261.975767024777,253.75041349770828,256.4476929560079,255.74238204021304,237.73039263667386,230.76549096217624,238.89832953522398,250.47627182274383,246.49954571359527,236.49355275652402,243.0203423271638,242.53489062442577,253.6984194121075,248.70927655248238,246.22244158664924,246.39810565637262,241.45792838728687,241.99753564391335,243.82948786694251,236.50693055093643,226.22339045313743,234.8991976424449,236.86839039284322,240.4041827864439,238.5351224390124,239.6203835240004,230.74700605642505,,214.49550965261466,202.2110270363301,198.64671640947603,190.41801964285497,184.6949913506205
3,1984-06-23 17:50:58+00:00,181.3554982316686,225.25513366802454,236.5842736812282,237.68192454828997,238.88573397159766,251.1809983885203,260.1616990293439,236.98310884799503,231.42796895187902,241.715432880376,244.37289798524645,233.4959797936567,242.6373214147324,238.96386014312714,241.39799097260519,246.60072502537307,250.29190815119014,252.65707795366322,245.15744167513932,243.18841637230844,242.98401988611252,244.09546466820277,238.38226670075278,234.26764465126865,234.18650800946142,237.9167595279704,237.92973244278252,243.7273195236725,246.39119566593067,241.09912868825853,234.44016342804,214.72005064213786,200.15272777329886,197.61137750489036,188.08796058454823,183.53139802798913
4,1984-08-26 17:52:34+00:00,192.6468633719682,221.99362864033577,242.05152385619618,246.93090158178552,258.6409045365681,250.48340724998963,250.36390934204923,249.1381530573899,246.88063374108694,247.94584483105982,243.19660856821142,231.5165808657515,226.375631377598,224.00784700586112,228.24207726437274,243.05644921579918,254.22227414719444,267.41293991104277,257.73816711707985,253.22197792218688,247.2917037926558,248.40202893904484,241.94528728680086,224.8424853842438,214.00094099081105,218.80495171906333,219.52398955053278,217.93337629974286,212.87612538606697,206.3378153803881,199.68201877849245,193.0119211763188,200.74640366182686,207.3063943431809,,
5,1984-10-13 17:52:38+00:00,190.74027184581524,239.24516030700917,262.72271927580385,280.2583393831507,285.2343245996701,280.0266254699236,275.610846646512,267.3611960426975,247.96357145944316,249.21128943588855,247.8762892850372,244.22858187313807,238.82431996264555,237.79751319628295,251.8755397598564,259.130378145057,261.82206247593257,256.6449831077977,252.07086387968096,239.67716568571697,243.43366819089476,248.83639951651406,241.68727026598654,228.18137424403855,224.7539938028813,227.79455345288108,228.89382830349055,229.94956138529156,222.41518505001648,210.35804387436042,205.14250545915758,199.41161395939784,197.27353069078504,205.02481837635426,206.01513797667806,199.9029339541741
6,1984-12-16 17:52:39+00:00,187.63317817957406,209.1074231337629,224.2053633574925,225.8379710999953,226.50125126685128,228.87422614142972,226.9343528880512,219.40360476164324,212.8367449235543,213.65388622756606,213.72710104037043,208.97741123023158,215.25212839790785,214.19065709592502,207.052897124204,205.4010480586535,210.15648796780212,218.58628473093808,215.05694096822538,209.69056238014622,204.50875506957232,199.621143907817,199.45182264188986,190.34195897658182,187.7566795643615,189.77378110931232,199.6546921666965,199.0313057617409,199.52807048471772,200.42373022322622,194.31272867351672,186.53287191823483,174.26394501325743,166.72316713662013,168.2114643181663,157.79875875756565
7,1985-04-23 17:53:11+00:00,203.36388869719653,223.05958289590743,242.12281600366782,251.61787050729032,259.8411298480394,268.29557378206465,263.28764631558295,248.36683975863207,247.487260964757,251.0325674284198,247.18303396737372,249.2944223955059,254.32579047147698,249.26901461483348,245.96681707834682,251.2214043941185,261.7525402117519,258.08655999544237,253.50627125322399,249.94797092475892,247.7701386784915,250.67692288663687,245.95165905578563,244.51847503195734,239.92202334137113,238.9818848675654,238.2576355183184,238.29669361123553,243.78068429062193,239.1306178759477,232.77361572307794,220.1752298504909,213.57784951239591,203.40740650508005,195.94157369154254,199.91605090999752
8,1985-08-13 17:52:13+00:00,,323.54975257612097,321.5904035283963,322.9059036508702,327.3727058543484,,,,,,,,,,,,,,,237.07694754030982,239.83447937028802,244.99251530166916,237.03766564283939,236.81455861454194,236.8303884301731,232.55369610501933,234.1363564177364,230.78445488024022,239.6138982802043,238.744295360804,231.6087877358653,211.80122589124358,212.0108175211607,216.02778287556336,223.26355930685483,221.39120900759272
9,1985-09-14 17:51:50+00:00,,314.03214360627766,308.1271130833384,303.7304778287193,300.1029647434006,294.4054258571085,279.6966942266004,274.4777617536214,263.9700023990316,267.9092320493176,265.68225976242996,260.4083563934182,249.47277894464784,244.15999782861167,247.34227461640938,248.34427876910758,248.55059180912855,244.43543420953384,232.87162514139095,237.46551521172688,240.0718309084071,245.48458678826557,243.654403876688,234.28293677775116,235.65761145300203,237.88213006694798,239.32959515172018,245.52031234333737,242.58498362363576,232.23036880721108,228.30963980378007,220.85744038274697,213.64199143461138,217.61607108846673,225.5236583599741,221.71643654404738
