,dates,usa_HI_0010-0000,usa_HI_0010-0001,usa_HI_0010-0002,usa_HI_0010-0003,usa_HI_0010-0004,usa_HI_0010-0005,usa_HI_0010-0006,usa_HI_0010-0007,usa_HI_0010-0008,usa_HI_0010-0009,usa_HI_0010-0010,usa_HI_0010-0011,usa_HI_0010-0012,usa_HI_0010-0013,usa_HI_0010-0014,usa_HI_0010-0015,usa_HI_0010-0016,usa_HI_0010-0017,usa_HI_0010-0018,usa_HI_0010-0019,usa_HI_0010-0020,usa_HI_0010-0021,usa_HI_0010-0022,usa_HI_0010-0023,usa_HI_0010-0024,usa_HI_0010-0025,usa_HI_0010-0026,usa_HI_0010-0027,usa_HI_0010-0028,usa_HI_0010-0029,usa_HI_0010-0030,usa_HI_0010-0031,usa_HI_0010-0032,usa_HI_0010-0033,usa_HI_0010-0034,usa_HI_0010-0035,usa_HI_0010-0036,usa_HI_0010-0037,usa_HI_0010-0038,usa_HI_0010-0039,usa_HI_0010-0040,usa_HI_0010-0041,usa_HI_0010-0042,usa_HI_0010-0043,usa_HI_0010-0044,usa_HI_0010-0045,usa_HI_0010-0046,usa_HI_0010-0047,usa_HI_0010-0048,usa_HI_0010-0049,usa_HI_0010-0050,usa_HI_0010-0051,usa_HI_0010-0052,usa_HI_0010-0053
0,1991-11-10 20:18:16+00:00,179.0761532877328,179.49252870814098,175.6592855696362,170.13321370556778,175.8746689189949,166.96146099749288,162.87551140958556,170.8656726794675,175.2701294499927,169.71770308883987,168.39221849461714,163.40240642931565,166.69160670780238,165.80507954783712,151.50376284700113,155.411921473735,170.00567668357345,169.14825796174918,164.53610755534157,166.9310689632854,157.78341828040925,162.62176647313223,170.45965162077005,176.47692632593166,178.4387851803289,165.72689731953295,161.9557646923606,159.52665225178472,156.35240383717934,164.3108167913762,171.8097802957077,179.88745362246985,185.06276094767966,183.6686181600251,181.926225247087,183.1626258312512,192.23575763280618,188.79320895856588,193.33093939470078,194.40273125273112,198.43828924304626,207.01333973846,205.42896498049754,198.0683068747582,191.44502975812642,192.3461897814384,186.02231900860045,182.3560718495734,177.98167053979287,180.21421290448467,181.54757732860068,185.4669470543401,192.20704340453804,189.1054160085448
1,1999-07-03 20:46:48+00:00,183.66820233632524,188.6830512655203,180.8753826767812,173.65596351090713,177.30595611930653,170.23487913967344,176.0973979706228,175.94460339385685,184.1878828365084,176.66420319971058,175.7888750204183,175.31746528534865,170.77546442666016,170.67161529871248,168.88531721654914,175.01496273822627,177.09457792259457,175.478764644421,169.78347651141857,171.87799532630973,174.5793238643583,172.11829909968625,179.69517442517264,185.0699703921589,184.6052812191177,184.58503113152778,190.0387203638338,184.20598116085327,165.72956383089303,158.71527639953476,166.58053910191094,181.76570254040647,174.86678994094348,184.6732561335438,184.37308760236493,190.4660342657403,195.00617105118667,191.36841468447457,192.00060118750608,192.19657871215503,202.89171712801388,209.4064604633144,,,,,,,,,,,,
2,2000-02-12 20:46:47+00:00,190.60723691179075,190.0744186292778,184.86432553392788,176.97566015140072,180.55526746249043,177.6014678158502,180.112087370351,183.85387064592965,185.95226886057722,180.0238866880477,178.4053928717124,177.59337081542984,174.01246401589142,173.81549675773832,175.61207185453137,180.04151212390656,176.43606665607845,177.45715388246356,173.95727502533842,176.35837581719034,177.08380600431101,176.47827163088598,187.37761442092756,191.26072099730237,190.12060658102482,190.5464095877577,192.9826728441218,188.57022031285513,172.64218258977024,169.91986054119806,175.45661992173171,183.95351833449095,183.0355308940666,186.00444445082542,180.37351625542732,186.93807715428318,191.18748650637792,191.9637574155428,196.5826602565105,194.34289813869225,196.4649742098755,201.18090957569171,197.4303460933453,200.50953481082587,194.5533963066741,204.06596206484147,199.11386248043075,208.82344734063298,205.31370989477287,202.87803465072815,201.0720400763689,195.97685033118873,199.83164235654263,197.48218982083506
3,2000-06-03 20:45:56+00:00,184.47346815999478,190.26090065236474,183.90841632893594,181.8813591644462,182.37718124336652,180.9904966368706,179.5374712468999,184.4772161683624,185.51069119990524,181.07803198682183,173.4122816198991,166.5344669938411,170.9422730881558,172.785440062907,161.2592227392612,180.60538602800264,186.64229729253412,,,,,,,,,,195.05057649783714,189.37927963529114,172.72070756609253,168.2983824812357,178.83522583584372,183.37655568025525,185.66800741306056,193.6721785229767,189.24766532079553,186.11734674098597,191.904775065046,187.19949993125326,188.49067705313846,186.29316576057985,202.61039881566046,212.2108127221109,208.58417298352288,199.82664176170982,200.6164618312081,200.72199903811583,198.97355882178402,198.706634175065,200.87798538657094,,,,,
4,2000-06-19 20:45:53+00:00,,,181.33479292053306,176.14465914924315,181.50948729383052,175.9008877724016,179.00551190261203,180.91587029182347,181.28385626465956,174.8206048388125,173.45434305633725,171.91679432877572,168.54757274469407,170.06218483249796,,,,,,,,,,183.40582579345292,185.65485261871933,188.9402302265883,191.12193928571682,188.02926449519416,167.57549634540325,164.17841874715165,167.25826460185593,179.65779372845262,179.8599834868044,179.17903501291232,178.02282518302775,,,,,,,201.18583554782467,205.25232433434383,194.02847400406563,193.85840908559877,196.75736889452236,190.65725320142343,195.72746091372414,194.04907147475942,199.9161875399365,,,,
5,2000-09-23 20:44:31+00:00,190.13897553914924,196.2337101180804,186.78952839087066,173.4940830250786,186.1249381400203,,,,,,,,,,,,,,,,175.468380093135,180.5135450626051,189.74406297031751,191.16281432998812,192.95242666410158,194.48926155583646,196.99099641439346,199.99282815161914,180.8843835418535,173.07224619168042,177.5370500343093,186.3639291606703,180.68701937552484,186.44110844681387,179.24212668757144,181.89407217730002,189.77915095981467,181.4945850488048,186.71558113416563,190.02766999871002,194.85114680473097,211.13428755255634,208.50702691945773,205.44942957491818,195.13341318111682,202.21926483901277,195.04451362207487,189.6129306733014,188.76397822355833,188.2453946777618,188.8480268598358,200.8814330427478,200.9143916418776,
6,2001-01-13 20:44:32+00:00,,,,,,,,,,,,,161.04878844730692,160.5308771409951,,163.69910772587357,170.34425999106494,166.78589209624351,169.28778478347965,165.84659788340042,169.1072492631442,172.07748557655435,175.74949275637232,184.6154849088995,188.47123520196317,189.42734787930888,191.1087566706702,188.8883682428458,167.3690269092707,,,,,,,,,,,,,,,,,,,,,,,,,
7,2001-09-10 20:42:38+00:00,184.33523237452195,193.76768959548565,185.54471535242746,183.833994113302,182.51086197408364,181.5006922077789,176.79207137061826,179.02557460333378,181.62885615468443,173.6931549232118,172.95302115173513,171.117763402638,172.17628855834076,170.72774034981006,166.51955304670676,172.9285019138738,185.45080299279905,188.5693685887848,179.61338063601374,177.3315965398401,176.77816991230875,179.48554710260274,188.68958192422963,192.05233208210362,192.40920690310975,195.16196129140027,198.2040013521506,193.76781297606163,170.0242862910609,165.67031004826987,169.80313627761456,178.10706427563352,178.28340361449457,181.8660563180528,177.59509727984488,184.30413575355453,182.49970962151474,182.33831666590635,179.39193003181563,179.51162192899375,191.61519835812092,195.87836297821957,195.11039507224007,194.74998944247326,194.45852770764103,199.27636190721861,189.79451298488127,192.61975949257697,191.69606743353398,,,,,
8,2001-11-29 20:42:36+00:00,194.70297934212766,193.87534714253937,185.61110313600904,180.31847776861463,179.99679609637064,178.06223375331012,178.93427472381353,185.02210614767492,187.23331297781885,179.49906255046417,178.65395843876772,173.7100055528581,174.83896062300713,172.44330525875202,168.11425293685446,175.4445529797624,188.12180992868488,188.09825829070178,188.20416235022424,181.70372728898056,181.9889607467954,182.70421240296406,193.20987156554062,201.04486955014673,200.7891295604667,203.6873678155264,201.5953722082881,195.66014275193115,177.69325498646006,168.23400843780772,170.51340577452675,183.36378640427054,173.76870830859195,181.43913733662447,174.09371718749662,173.51882576486653,183.07558455175842,164.0786800115286,,,,,167.62895810776607,,,,,,,,,,205.30039340870053,185.07756748053575
9,2002-01-16 20:42:50+00:00,182.04098744707613,184.23808817026128,181.23850397951088,177.66630485354227,178.5069380207768,178.49833143956434,177.25085571357482,181.4119830750263,182.47438337345412,178.4195444320267,174.3824658784836,171.3830818124733,167.7287684269348,169.58278745327405,166.3780364823214,174.12155775953983,183.4644368289813,184.84800457173836,180.62883607865828,182.1189836182774,179.33347678011728,185.0984872382303,190.98583848876953,195.04890294272087,195.40182901747485,193.99933687818498,192.63634478531827,189.05972120579665,171.75852032093007,164.29042855019293,177.29151959417888,178.66182696413546,173.3945924390907,176.5922328913471,172.48304856334107,170.12671545044037,179.57779808063196,158.53423068710407,157.3672375483102,160.8770910739791,171.75174770835727,177.6026624763152,168.51111089368268,173.9585294261067,,,,,,,,,,
