,dates,usa_HI_0010-0000,usa_HI_0010-0001,usa_HI_0010-0002,usa_HI_0010-0003,usa_HI_0010-0004,usa_HI_0010-0005,usa_HI_0010-0006,usa_HI_0010-0007,usa_HI_0010-0008,usa_HI_0010-0009,usa_HI_0010-0010,usa_HI_0010-0011,usa_HI_0010-0012,usa_HI_0010-0013,usa_HI_0010-0014,usa_HI_0010-0015,usa_HI_0010-0016,usa_HI_0010-0017,usa_HI_0010-0018,usa_HI_0010-0019,usa_HI_0010-0020,usa_HI_0010-0021,usa_HI_0010-0022,usa_HI_0010-0023,usa_HI_0010-0024,usa_HI_0010-0025,usa_HI_0010-0026,usa_HI_0010-0027,usa_HI_0010-0028,usa_HI_0010-0029,usa_HI_0010-0030,usa_HI_0010-0031,usa_HI_0010-0032,usa_HI_0010-0033,usa_HI_0010-0034,usa_HI_0010-0035,usa_HI_0010-0036,usa_HI_0010-0037,usa_HI_0010-0038,usa_HI_0010-0039,usa_HI_0010-0040,usa_HI_0010-0041,usa_HI_0010-0042,usa_HI_0010-0043,usa_HI_0010-0044,usa_HI_0010-0045,usa_HI_0010-0046,usa_HI_0010-0047,usa_HI_0010-0048,usa_HI_0010-0049,usa_HI_0010-0050,usa_HI_0010-0051,usa_HI_0010-0052,usa_HI_0010-0053
0,1991-11-10 20:18:16+00:00,178.83807106825296,179.34475353742934,175.5332420416763,169.99036437387986,175.7098427670473,166.79663484554527,162.72773623887392,170.73175143101008,175.05585545246083,169.49215151249052,168.22739234266953,163.23758027736804,166.52678055585477,165.618754332592,151.29969237316124,155.27800022527757,169.84085053162585,168.98343180980157,164.35754589073167,166.7662428113378,157.67353417911085,162.4789171414443,170.28823242274456,176.32915115522002,178.31974407058897,165.60085379157303,161.80798952164895,159.36182609983712,156.18757768523173,164.1459906394286,171.67153900697747,179.69265907925904,184.91991161599174,183.45434416249321,181.68814302760714,182.9977996793036,192.04096308959538,188.61464729395598,193.20489586674086,194.13488875581626,198.30842621423906,206.76125268254015,205.2034134041482,197.7111835455384,191.311108509669,192.04008407067857,185.85749285665284,182.21783056084317,177.81684438784526,180.04938675253706,181.38275117665307,185.3021209023925,192.04221725259043,188.9405898565972
1,1999-07-03 20:46:48+00:00,186.18982022019588,190.2481934003366,182.21035685059508,175.16893424122952,179.05169157737083,171.98061459773774,177.6625401054391,177.3630134535341,186.457338931992,179.05310435285122,177.5346104784826,177.06320074341295,172.52119988472447,172.64505538174168,171.04670397415256,176.43337279790353,178.84031338065887,177.2245001024853,171.67468992432157,173.62373078437403,175.74314750306783,173.63126983000865,181.5107393015595,186.63511252697518,185.86609016105302,185.92000530534168,191.60386249865007,185.95171661891757,167.47529928895733,160.46101185759906,168.04470432480358,183.82884444539155,176.37976067126587,186.9427122290274,186.89470548623558,192.2117697238046,197.06931295617176,193.25962809737757,193.33557536131997,195.03339883150952,204.26714506467061,212.07640881094216,,,,,,,,,,,,
2,2000-02-12 20:46:47+00:00,191.60556436097323,190.69407014946003,185.3928518305539,177.5746566209102,181.2464172350014,178.29261758836117,180.73173889053322,184.4154298360948,186.85076356484146,180.96967058727319,179.09654264422335,178.2845205879408,174.70361378840238,174.59679650057677,176.46778109668776,180.6030713140717,177.1272164285894,178.1483036549745,174.70602061222527,177.0495255897013,177.5445725193183,177.07726810039546,188.09641018433894,191.8803725174846,190.61977030561604,191.0749358843837,193.60232436430402,189.26137008536608,173.3333323622812,170.61101031370902,176.03629392448283,184.7703317020039,183.63452736357607,186.90293915508965,181.3718437046098,187.62922692679413,192.00429987389086,192.71250300242966,197.11118655313652,195.46601651902253,197.0095164548841,202.23796216894374,198.37612999257078,202.00702598459958,195.11495549683926,205.34952592807608,199.8050122529417,209.4031213433841,206.00485966728382,203.5691844232391,201.76318984887985,196.66800010369968,200.52279212905358,198.17333959334601
3,2000-06-03 20:45:56+00:00,187.4109279640186,192.08415156520712,185.4635421075368,183.6438350468605,184.4108072615369,183.02412265504097,181.3607221597423,186.1295373081258,188.1544050235267,183.86088864326547,175.44590763806946,168.56809301201147,172.97589910632615,175.0843216486648,163.7770454284245,182.25770716776606,188.6759233107045,,,,,,,,,,196.87382741067952,191.4129056534615,174.7543335842629,170.33200849940607,180.54084765753498,185.77993188354748,187.43048329547486,196.31589234659816,192.18512512481936,188.15097275915633,194.30815126833824,189.40259478427114,190.0458028317393,189.59780804010668,204.21264961785528,215.3210642793126,211.36702963996652,204.2328314677456,202.26878297097153,204.49873307186076,201.0071848399544,200.41225599675627,202.9116114047413,,,,,
4,2000-06-19 20:45:53+00:00,,,182.872258083152,177.88711966687796,183.5200186603322,177.91141913890328,180.80805726568252,182.54942702710608,183.89754704111175,177.57185828770955,175.46487442283893,173.9273256952774,170.55810411119575,172.33495942071727,,,,,,,,,,185.2083711565234,187.10690305008166,190.47769538920724,192.9244846487873,190.03979586169584,169.58602771190493,166.18895011365333,168.94451671569604,182.03387625250008,181.6024440044392,181.7927257893645,180.92692604575242,,,,,,,204.26076587306255,208.00357778324087,198.38462529815263,195.49196582088138,200.49121286088263,192.6677845679251,197.41371302756426,196.0596028412611,201.92671890643817,,,,
5,2000-09-23 20:44:31+00:00,187.000631762175,194.28577260133778,185.12805227364902,171.61107675889406,183.95223860211507,,,,,,,,,,,,,,,,174.0199137345315,178.63053879642055,187.48445545089606,189.2148768132455,191.38325477561446,192.82778543861482,195.04305889765084,197.8201286137139,178.71168400394828,170.8995466537752,175.7147859057436,183.79619334314592,178.8040131093403,183.61659904753708,176.1037829105972,179.7213726393948,187.2114151422903,179.14082721607411,185.054105016944,186.49703324961402,193.1393229263814,207.81133531811304,205.5338591307453,200.74191390945685,193.36809480656882,198.18425141147446,192.87181408416964,187.79066654473573,186.5912786856531,186.07269513985656,186.67532732193058,198.70873350484257,198.74169210397235,
6,2001-01-13 20:44:32+00:00,,,,,,,,,,,,,161.58106113764464,161.13257670398556,,164.13157928677296,170.87653268140267,167.31816478658124,169.86441353134552,166.37887057373814,169.46209772336937,172.53878857484705,176.30305635432353,185.0926949071333,188.85565436720708,189.83437993662596,191.585966668904,189.4206409331835,167.90129959960842,,,,,,,,,,,,,,,,,,,,,,,,,
7,2001-09-10 20:42:38+00:00,182.40111899301172,192.56720542765171,184.52077297398085,182.67352608439586,181.17186040226886,180.16169063596413,175.59158720278432,177.93763582623427,179.8881541113252,171.8608369828337,171.61401957992035,169.7787618308232,170.83728698652598,169.21408639906292,164.86174157684084,171.84056313677428,184.11180142098428,187.23036701697004,178.16279559988106,175.99259496802532,175.88550219776556,178.3250790736966,187.29702028954225,190.85184791426968,191.44215021235462,194.13801891295367,197.00351718431668,192.42881140424686,168.6852847192461,164.3313084764551,168.68010270125376,176.52460787257968,177.12293558558844,180.1253542746936,175.66098389833465,182.96513418173976,180.9172532184609,180.88773162977367,178.36798765336903,177.33574437479473,190.5602274227517,193.83047822132636,193.27807713186195,191.8488193702079,193.37058893054152,196.78964470241974,188.4555114130665,191.49672591621618,190.3570658617192,,,,,
8,2001-11-29 20:42:36+00:00,194.58029858064083,193.79920046299583,185.54615449757483,180.24486931172254,179.91186326149514,177.97730091843462,178.85812804427,184.95309821933859,187.12290029248072,179.38283867116087,178.56902560389221,173.6250727179826,174.75402778813162,172.3472942280232,168.00909799843717,175.37554505142606,188.03687709380938,188.01332545582628,188.11215177910913,181.61879445410506,181.93233885687843,182.63060394607197,193.12154141727012,200.9687228706032,200.7277891797233,203.62241917709218,201.51922552874456,195.57520991705564,177.60832215158456,168.14907560293221,170.442171783986,183.26341123578132,173.69509985169987,181.32872465128634,173.9710364260098,173.43389292999103,182.9752093832692,163.9866694404135,,,,,167.51273422846276,,,,,,,,,,205.21546057382503,184.99263464566025
9,2002-01-16 20:42:50+00:00,182.95988635024025,184.80843921360452,181.7249798694213,178.21764419544076,179.14309879989042,179.13449221867796,177.82120675691806,181.92886370805613,183.3013923863018,179.29008023502428,175.01862665759722,172.01924259158693,168.36492920604843,170.30192572531553,167.16566411360492,174.63843839256964,184.10059760809492,185.48416535085198,181.31801025603139,182.75514439739104,179.75758396619304,185.64982658012877,191.6474456990477,195.6192539860641,195.8612784690569,194.4858127680954,193.2066958286615,189.69588198491027,172.3946811000437,164.92658932930655,177.8250737960161,179.41365333945157,173.94593178098918,177.4192419041948,173.4019474665052,170.762876229554,180.32962445594808,159.22340486447717,157.8537134382206,161.91085234003873,172.25296529190135,178.57561425613605,169.38164669668026,175.3368777808529,,,,,,,,,,
10,2002-05-24 20:42:43+00:00,191.04681249913492,193.99636736638274,189.3295570405026,190.85750247344387,187.31187003008597,187.44875409702178,188.75963111473928,191.39459058341055,189.76690488335404,186.05921062363194,181.37340250187708,181.24085745851346,174.0308034647417,178.41445019814586,185.86901674718305,187.17519277688308,198.01061687779577,194.23459520622544,188.88206082280183,186.6942368902594,186.7146254782408,186.46970304497927,197.83898042569734,197.0268326667657,197.66342592675207,203.72826760126986,201.7465118319654,197.50592376062258,175.41214736045455,169.583737951654,179.464774925458,184.81131922837645,187.06694038032668,189.51830441114225,187.0523403160635,189.1818041312376,192.02299076793446,185.42996305368746,187.22195364015172,183.49577219662513,193.03654221390806,201.19729425648572,198.29061365069794,191.485747442875,194.79911124477152,199.43181957296065,196.63721189490028,194.98421212501307,212.19100427681218,202.71922066251935,204.48052830759548,198.4115222429295,201.8017395462445,202.58549577738802
