,dates,chi0347-0000,chi0347-0001,chi0347-0002,chi0347-0003,chi0347-0004,chi0347-0005,chi0347-0006,chi0347-0007,chi0347-0008,chi0347-0009,chi0347-0010,chi0347-0011,chi0347-0012,chi0347-0013,chi0347-0014,chi0347-0015,chi0347-0016,chi0347-0017,chi0347-0018,chi0347-0019,chi0347-0020,chi0347-0021,chi0347-0022,chi0347-0023,chi0347-0024,chi0347-0025,chi0347-0026,chi0347-0027,chi0347-0028,chi0347-0029,chi0347-0030,chi0347-0031,chi0347-0032,chi0347-0033,chi0347-0034,chi0347-0035,chi0347-0036,chi0347-0037,chi0347-0038,chi0347-0039
0,1985-01-25 14:04:27+00:00,166.84565104546877,136.4300183695186,104.42124881714089,84.30419417969857,92.06783456477218,121.28713794380818,142.67847260927408,158.7702632270345,175.32434303967486,155.16879592649107,144.11778509445097,142.14933074798373,137.45400766053797,128.13591133582082,122.94564278335476,116.40319107782341,111.45952334180434,116.14849888423676,117.01339463174095,122.01436581094738,120.49280789153568,122.22513054160459,124.13262649916305,120.68801822637734,122.29633820221655,134.68722644077087,139.81734542194837,145.35458335818913,160.85659495994517,159.66617465197916,164.59361187173965,181.78295514412304,182.6517430929019,195.82783830014728,199.35988899292573,185.11842745013766,169.71776404900973,169.86594260803687,,171.63315626920502
1,1986-01-28 14:01:10+00:00,175.55796932005504,167.0977748283439,138.98971939729688,125.22920317109765,119.12095711565573,135.72096047443182,150.91165392489395,146.73007654300017,145.22646438314706,134.70671123353873,136.27608404057233,132.75834361181685,135.2417613954193,130.63274309823893,124.87761905283632,121.09306341501822,135.19175300358128,141.42705898772988,125.71936884232969,125.42780161516836,133.08016011673837,139.6232551324449,130.70007923113533,140.5504911193862,139.2344863099702,145.49716098428053,150.8333753599219,155.5389432533844,149.06955899380912,166.43650267708108,181.15559687103692,189.69858863327713,190.1073384597406,197.06927929082357,196.89626756478475,181.1120585531384,167.2136432177037,167.56499927255902,,160.46966069290252
2,1986-02-04 14:06:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-03-17 14:00:06+00:00,,101.55374213497718,91.92161793708483,,115.30006155883613,138.30067511359184,159.4028797052981,158.1291311493507,,167.20454862936566,160.84664277968545,,,,,,,156.9443889184003,151.5540696059757,134.49587485623022,,,,157.43388651412963,158.86396138174686,146.93948016493619,159.44866055496246,164.5466630845536,164.72914033761464,174.0920928726301,200.0605590404474,196.3427799573363,190.23018883573388,202.00142949777475,197.87566942775297,177.96364462212827,159.15748451307584,118.39732087142363,,116.17699399621327
4,1986-05-04 13:59:02+00:00,158.64402364199623,135.1094707957091,132.04983960718897,132.82369331197216,130.66754781798886,141.316314816323,136.575515382382,135.82190153650257,,127.59466315823303,119.89436904546886,103.84571366141638,99.83030375920863,93.08946198593027,90.17894668360297,90.830902435368,,,79.81043973210308,,103.87111789231061,112.20266636006177,107.2674261298132,98.6018714555225,96.91081477737774,103.13035477717152,105.29304106851643,,,,,,,,,,,,,104.16986843048927
5,1986-07-23 13:56:32+00:00,163.035154767068,129.75608986880263,108.89671953061097,101.02599899580497,98.92969783810777,122.00525750964596,148.0577747689246,142.64434082929824,150.34305291405946,131.5135655156238,132.3018340142887,120.17525768553304,125.35452880182149,107.7391249480236,101.41050910848082,83.87071376335739,,,97.79702615102048,113.89657834579123,,125.96478509649073,123.15680944803225,119.01572423404114,112.11156327680122,103.21926107560964,,,,,,,,,,,,,,
6,1986-07-30 14:02:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-08-15 14:01:53+00:00,165.84369866541067,137.7148335031827,110.71668017010421,101.99517686086519,112.84134893554423,148.26249130964635,170.53201487145654,165.79955713150324,178.78825209589024,158.23837711567472,150.30830524038302,134.9971661934776,122.32532056753382,126.43745846316249,116.58160564123868,130.74744921394267,130.14202969547833,125.5591992229118,125.28159010462736,136.9476020880153,144.486071704113,142.11251805174317,141.43858865414617,137.7218215393814,135.66436206136225,130.9267001045685,133.7590393259885,138.7375109246433,131.41507266954943,144.1541623389002,143.35092181032599,156.5859439005358,,171.0696972095583,171.5659242605417,,,,131.72864506038863,128.33033807801684
8,1986-08-31 14:01:16+00:00,,,,,,97.7601715430548,132.18289367142836,142.92635449628258,162.98717526798214,,118.58120525355596,133.6495138373587,188.76186749473442,152.53225143099513,163.70168605262248,139.15209731296278,114.67780774369973,,115.74679039252199,,,,,,,99.06370774146687,,,,,122.67002361953618,,,,,,,,,
9,1986-09-16 14:00:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
