,dates,usa_CA_0237-0000,usa_CA_0237-0001,usa_CA_0237-0002,usa_CA_0237-0003,usa_CA_0237-0004,usa_CA_0237-0005,usa_CA_0237-0006,usa_CA_0237-0007,usa_CA_0237-0008,usa_CA_0237-0009,usa_CA_0237-0010,usa_CA_0237-0011,usa_CA_0237-0012,usa_CA_0237-0013,usa_CA_0237-0014,usa_CA_0237-0015,usa_CA_0237-0016,usa_CA_0237-0017,usa_CA_0237-0018,usa_CA_0237-0019,usa_CA_0237-0020,usa_CA_0237-0021,usa_CA_0237-0022,usa_CA_0237-0023,usa_CA_0237-0024,usa_CA_0237-0025,usa_CA_0237-0026,usa_CA_0237-0027,usa_CA_0237-0028,usa_CA_0237-0029,usa_CA_0237-0030,usa_CA_0237-0031,usa_CA_0237-0032,usa_CA_0237-0033,usa_CA_0237-0034,usa_CA_0237-0035,usa_CA_0237-0036,usa_CA_0237-0037,usa_CA_0237-0038,usa_CA_0237-0039,usa_CA_0237-0040,usa_CA_0237-0041,usa_CA_0237-0042,usa_CA_0237-0043
0,1984-06-10 18:20:05+00:00,138.1383265455063,140.2607420948126,150.85808052451762,155.55300562588303,178.02135551699925,170.09475445703393,137.1807162138856,136.78596247748376,138.82419948710316,138.30471166382213,153.6891721818092,173.1077895866918,164.6354254676533,167.17276315252315,159.32261931819474,152.8508980994109,153.44271582849768,151.15862205849936,175.9351942715439,187.93130259968157,173.86863264313146,161.68180372704745,169.5619937819083,172.08283769668796,170.3989759944667,166.7489318317712,159.78165589614082,171.82273067641464,162.8228621849221,161.03516327964647,172.57213966682838,164.63345657654725,168.46050237395042,183.49101422879588,185.8144283179162,184.9400832741632,186.50712605069717,192.89977625837247,189.17807634178533,186.69185891223557,177.18856517634467,180.4473728999441,186.0667453566589,199.2967793960924
1,1984-06-26 18:20:19+00:00,137.26609747767532,143.4728786782088,151.07790378765748,151.57559135340284,179.54254217489586,163.99657519031746,142.28911222082152,141.77399931006585,142.97171618917093,147.9999477885985,151.81999842474136,160.45095806305102,166.5006611056318,167.85841555405634,162.5994527953832,158.50571040086402,163.89697653947692,159.31484414188554,178.52778219648926,170.7693340793531,158.61493356982166,160.18907594726738,161.53961073542254,166.1257255487312,159.7204681874867,163.34550990963695,176.35872500534853,165.69230437046878,168.46929432219434,161.85820830521624,159.55215318892783,160.36121156388248,184.14926494704082,186.05632405399592,180.4696684187992,175.47011546679354,191.32617627218215,188.00846368230202,178.31049976519242,178.9601479801123,172.91309298974264,172.413274423251,175.6937697580079,195.51819447543485
2,1984-08-06 18:15:10+00:00,153.24169870414886,142.49177352049597,164.73820299900544,181.5600308324751,178.4306993333215,164.38939347549197,149.2868444860678,131.75317557834097,126.34660787289499,142.6467413841214,149.72326599108436,151.5941937761014,165.6629939406536,171.57316382099995,173.33122346311748,170.10081685098143,165.12038545574234,159.03538358205165,186.51029848071425,180.4401880162198,164.191905608625,151.42515516282407,164.3278012772109,167.0512211797515,167.46651563802774,162.41625513669217,165.6955873488782,177.5983351394151,156.26603648923958,149.58420182129237,173.6299416096584,189.38981889169267,184.21720971280808,188.3258563363101,183.74601615804366,188.03314266109214,165.41234082662547,168.07878995876953,165.28200912595915,175.513502611764,172.12824016080526,,,
3,1984-09-07 18:16:09+00:00,164.18627552502164,158.8811864506142,178.01356798768737,178.74230903325116,169.82520233418128,156.78347620413592,140.56177132899057,142.83349535435556,142.9187181603439,141.82547796179915,151.25863303587877,158.23843340404812,158.98075953132025,172.52679838478127,173.43682463512678,168.59141651884835,177.35650880466773,171.665553278752,188.3633732318933,179.68361904993458,177.18834263788662,161.85198706998037,157.90944325261611,159.95726324155743,164.10165413576064,154.35890287235762,163.94246418092945,167.03806720435435,165.51763669719256,168.6499020310978,186.40751999922472,186.5529139728258,185.10452861030922,183.68194748117799,181.20432098794407,173.25541740483797,165.01630366593173,165.56775720138606,170.9981199617677,173.04537846605467,180.21770303597762,181.98186254033,189.35045505649563,204.76167115605548
4,1984-09-23 18:16:11+00:00,151.8211407209965,152.54434297745777,169.54160170331738,179.1846840610753,171.47055053077625,151.35248044177675,142.8337931172316,138.78851013345144,138.06054251682406,135.3734100533529,143.5392458256861,148.14061835924005,160.60181365244262,175.94945039412076,173.5650532916102,166.47285204081106,164.83973997123897,174.8028890553317,171.0927990509642,172.64154980074804,169.8387693305726,155.04418585197502,154.80346026800217,159.98014569407073,169.76842543153555,158.94331032025724,157.7143760178827,158.7713301816962,152.27390313892624,151.19590960970024,173.73741353922833,184.9287296845249,175.39714096773133,171.35450685076344,165.1431964632609,157.22343526559064,152.82406567599733,163.6968937178023,156.7014566864047,164.92281449270934,172.38588660800337,170.3438043483043,181.78431579569516,196.65428916167488
5,1984-12-19 18:21:59+00:00,134.2059096115277,134.07490144947303,140.85487844221848,136.74472178635784,140.67558744468897,158.90962630285694,151.51266026519318,135.59220749053122,136.5352486934746,133.44296650991018,141.3360850634629,141.20430462226906,140.01981634070836,143.270066446202,148.60964592583542,149.4452637739457,163.2640720596401,174.15909133996044,166.46086786583987,173.47601378133695,155.8013342191479,152.59676250785708,154.2315079731454,164.92687449026607,163.99725848064315,165.1687498833706,175.30612517360692,170.93189102379728,163.56653451495833,154.33084027210415,152.79756589134922,146.41530298375199,152.89490301944795,153.32013141372303,155.93718411709014,153.71980408858568,156.75227609260833,143.89587185478064,159.45577565677806,141.32281775232227,161.1263755545068,175.9214018948366,168.3519588510581,189.63826150777646
6,1985-05-12 18:21:57+00:00,157.51508518731333,148.87040460605257,152.5413347211113,171.37416534966675,132.0377338816563,132.22424886496958,149.55182814635015,168.40814348137678,,166.036289508951,177.76599024200394,181.6735513778168,155.71658183886692,152.45904737095793,142.64283304906422,143.68023606381252,148.026564408942,162.69244348517677,179.58753091609032,202.4379126447791,193.79261437134252,177.14728921876883,180.97720248974787,171.05157031707122,168.59933524948002,172.60170536870191,192.2179520022637,190.1473628041441,185.6583087740506,188.58136589717827,196.87820129536394,182.88142769029,165.11712195928217,163.50675398844007,185.85685693611086,203.85118115677537,,174.73519734167698,154.86744695474118,172.44533779100885,178.77608990138046,188.32000316806707,197.73667659257896,204.72820892241774
7,1985-06-29 18:21:53+00:00,168.40620915924137,158.58397649873976,161.9024490347564,156.81637909098043,146.08717245546146,155.26275410031334,161.99097055782616,173.2946322242497,157.95271891611708,154.66446366528615,169.29452801761883,179.253123969273,183.28801791422515,164.68292942080794,162.5320241968211,175.5923014810908,183.51357725441406,181.7459608860748,190.76620909495702,180.5092550591846,178.1138764099901,177.07457430544056,175.75660033955248,189.7168616669875,198.4536607127388,197.70174318291674,192.89726927169383,183.39259137668836,189.8924176807991,195.56697339210862,190.10738159002767,166.66906147955683,160.98556628375758,186.57675696851575,210.53878044045692,207.2803410603089,,175.25729849706306,167.22420246363927,181.16222029007125,184.1536658036003,202.36065306210418,216.36111281748887,222.40857462044568
8,1985-10-03 18:20:56+00:00,183.4393193237795,174.90113200713682,196.98460501462304,199.21537794507591,183.16302829204326,191.55502366346002,179.67530718596595,181.7630896989867,181.20239398788297,151.41022979208708,159.59176456400658,172.93533373004607,183.2420201525937,201.03449393318152,,216.3998485864746,203.749380229186,206.38856302858048,209.16313880460882,205.25082183991347,187.0044868544466,191.27023665361526,189.19941755718293,192.5435562520503,204.06762644668626,207.76097882030805,190.2256820891548,211.1862129311911,196.41363953801945,193.8587248230156,197.47031116880495,203.62899678132803,,204.89507717335192,189.9696834405703,197.55611833389236,,208.92009293557604,204.7382685504677,211.9625883873627,211.37604948300358,225.82050146424638,229.97486725837686,240.76728208828678
9,1986-01-07 18:19:23+00:00,156.9578785468034,142.6095600908127,151.80227262509464,158.45661242897725,159.25656867377086,170.91180886612995,179.3695205997138,142.67433853566925,133.80087034843208,134.5290381936314,133.6837269635005,135.875310127057,145.720324881553,164.89552340888193,142.50571991088393,133.19778844309994,139.83411477502162,137.3901372291304,149.55154503697426,177.1193219079995,155.3707782297434,138.95992969948583,136.80608601926255,154.7634328356252,,,150.1966524775994,161.72549824011736,163.28562890421136,164.16128136240445,167.17511005641722,159.77143898114133,160.22013418985085,165.18015259277362,161.19470902184293,157.20482521427533,,,,,,,,
