,dates,chi0387-0000,chi0387-0001,chi0387-0002,chi0387-0003,chi0387-0004,chi0387-0005,chi0387-0006,chi0387-0007,chi0387-0008,chi0387-0009,chi0387-0010,chi0387-0011,chi0387-0012,chi0387-0013,chi0387-0014,chi0387-0015,chi0387-0016,chi0387-0017,chi0387-0018,chi0387-0019,chi0387-0020,chi0387-0021,chi0387-0022,chi0387-0023,chi0387-0024,chi0387-0025,chi0387-0026,chi0387-0027,chi0387-0028,chi0387-0029,chi0387-0030,chi0387-0031,chi0387-0032,chi0387-0033,chi0387-0034,chi0387-0035,chi0387-0036,chi0387-0037
0,1986-02-04 14:07:35+00:00,171.40502243767878,165.41459347472596,176.29460421304302,187.64724844632184,186.0942842166567,196.2904957327481,172.27848278612157,183.25964917639695,178.13793255069814,166.1002788385054,169.20770763228126,153.88996381791733,172.58483114242242,145.01563718714223,155.82692964148202,166.92495306270763,179.15479231675474,171.99705710355923,183.85216229047214,176.88247597682715,167.77413685800053,174.76367858534118,167.7280502543865,174.90507938951336,184.62396736187208,195.3098033065349,206.19050813254458,199.30985312724786,188.95483598863993,188.45706830899383,190.11919797735408,195.48523847441245,200.81966852682743,194.7341982926087,184.9378358832732,182.3300671674633,,
1,1986-08-15 14:02:17+00:00,166.86348154215958,141.96554770565277,173.8744232559144,187.03142955456073,167.82390635586367,168.96553997930465,160.48542383394653,156.58509317322878,153.10570850171268,161.86522579388793,159.1823875556267,158.797652470307,146.8477427769296,140.38548826366014,141.4034574506035,140.17535982320302,162.71075229548947,166.05049242354454,163.1110367731874,157.65989593576413,163.183014045825,155.01176743669282,169.46147365188992,169.9949423370175,179.84687476253313,188.27053321785206,178.10820086178552,192.86346600144472,185.25128551308447,162.71178216825354,179.71695842975794,178.11899182920263,171.39006412089836,174.923708505141,172.38557582110664,147.29642579864733,133.7774455075954,134.583023560272
2,1986-09-16 14:01:09+00:00,150.89199516038457,164.50419230389696,166.93413916428636,180.5835792954278,165.8271433431273,162.70496383145903,160.07607062255533,165.03729383761305,149.0968660728707,147.39308746800788,156.5257474665688,154.7617020347571,156.74022473839676,143.49435586961442,141.29839764351576,150.25228796799536,173.45826196313263,162.24484209048953,159.8576622817128,157.3344357617301,157.72327308897536,161.21857149109823,171.17061605252292,174.04008446874298,186.84269863716517,187.93337260221946,185.63689024798904,185.34117485544567,184.42922090658251,180.90015899080086,185.22427869193214,176.28160408434204,173.25026276787173,185.92126685424225,174.43685938322767,154.2443872763157,144.08682771330808,130.55812739958532
3,1986-11-03 13:59:34+00:00,,163.6508826851012,169.47847584358246,155.0396844814551,165.28897262277647,152.0721232858577,152.44469742183912,160.39236179446237,136.57622269203316,146.20677176381454,140.83352086365906,132.6372142349125,124.04761066798312,137.20705041844002,135.1595910941046,138.19075944621534,152.06663069777002,144.0134446474326,149.0150089732479,152.43491645598388,150.89496527846342,154.8336004305169,157.91298658038323,165.19446364912764,180.2171219944637,188.91017915193385,184.13243318100436,174.02980415778381,182.64022334167205,164.2481895119278,189.01745930568012,183.61567143621576,183.73170735435946,,,,,
4,1986-12-21 13:59:37+00:00,162.71276593368853,170.50018532689234,184.81924397769353,194.71946295649224,174.31561917522015,171.0883838433892,157.55747603158323,161.50857503995687,157.06732866477455,156.03223274494485,158.08202827344903,158.3289872233785,149.99974055703765,172.73873448571723,167.1110073429019,163.99930695149834,170.24661605240652,167.51144618921444,164.69657389860865,167.66615969980757,169.80954003259916,174.11923341647633,182.26208618267532,177.48034021339117,183.92955829038686,191.61972176326697,195.01959907044974,198.70973276574009,183.8903223158524,189.59084170161728,191.94552815977144,200.58004026186163,182.54027128745338,176.99071823839455,184.30811345683637,173.1160089137341,164.8326691950257,161.9655486621208
5,1987-01-06 14:00:06+00:00,134.0898325464318,144.17936495170713,171.25264877584831,177.47323725483878,180.96260188653326,185.66614734754376,167.9447762420711,152.34849671564623,165.22532235492412,164.85520092522165,153.13990656884621,167.6616964528891,156.70728630587348,170.42729360363523,180.45994762518228,165.80404555612424,159.2106457748661,162.35709880348918,164.6051176482676,175.63980852399897,164.82906177084357,176.58195878838814,180.88657111159526,183.07799268154906,198.20617976498116,201.83426813150172,197.31789006456742,187.4523018083428,187.0612343673312,193.22215133599002,200.95523608367142,179.8895231219613,183.24501635341375,173.86132770325528,179.02263285229404,171.27473459035693,170.40236315045746,172.54279251661035
6,1987-01-22 14:00:34+00:00,181.6173155207437,144.64663979868106,168.68243905419837,174.59998533521758,159.74190141492718,170.7037190635572,156.40687858964324,154.7413870837338,150.63855527696563,149.39598845634478,145.2299143830161,160.90396514839995,143.92895245117774,132.37376228463103,146.06874398756227,165.30503103435777,156.76402518019069,163.00792892855281,154.56189780835243,155.57249999618315,156.50343520385522,166.0038456003568,171.15128033822916,172.19147533558743,180.03633725943254,190.19174608759928,195.019473511524,185.6846996236725,180.5102513840125,171.1487150234268,179.4601691238044,,,,,,,
7,1987-02-07 14:01:09+00:00,177.070647815833,177.99018011218928,189.2647929062471,189.5862525928259,190.096264535585,187.50705509842032,171.66348598022253,171.0457852353063,180.7919841714924,173.37180156885486,180.14625129463008,163.07217808688287,149.26084300371107,173.51321989529694,195.24656422431173,184.1327741297637,177.40743321316097,188.99464504137947,186.65808329121413,189.9017848130015,170.9973667480632,170.53804508798305,182.31027416285596,188.98998843945432,201.7233017545118,198.02952400847562,204.4135322067852,196.40406146815263,195.83793685800222,198.41508573063186,196.94353390988957,182.70466510667023,200.25335133036094,200.08422956283798,177.56263794768657,192.25565221726518,180.09577301301758,166.32317158550453
8,1998-02-21 14:16:53+00:00,215.26409037471407,213.87985580266255,,,,,234.28581809111097,,,198.41959630379506,204.9429795124108,209.6867587294572,,230.33357823307225,225.1107822839195,225.6054500712762,219.66276329859633,,,,,,,,,243.8655615181887,242.58502158975094,235.1936344002488,226.8033380734667,221.09512534777508,208.92689557610794,221.25557035708516,209.80863675735904,200.79464851521442,202.1247150705283,188.2672185090262,176.96961014466228,172.10900629551708
9,1998-03-25 14:17:23+00:00,195.34206883297261,,168.35081373916722,184.4049609211374,,197.867390215489,,,,,,,,,,,,,,155.00121029807605,,195.003833116097,172.02499158180942,174.1973345206149,182.98066163115982,,199.38929927028983,,,175.08952112714434,172.18444750165705,173.13715270320392,175.31119838330972,,168.27552902159624,160.241782471186,146.28098330619466,149.18326290259841
