dates,satname,nzd0105-0000,nzd0105-0001,nzd0105-0002,nzd0105-0003,nzd0105-0004,nzd0105-0005,nzd0105-0006,nzd0105-0007,nzd0105-0008,nzd0105-0009,nzd0105-0010,nzd0105-0011,nzd0105-0012,nzd0105-0013,nzd0105-0014,nzd0105-0015,nzd0105-0016,nzd0105-0017,nzd0105-0018,nzd0105-0019,nzd0105-0020,nzd0105-0021,nzd0105-0022,nzd0105-0023,nzd0105-0024,nzd0105-0025,nzd0105-0026,nzd0105-0027,nzd0105-0028,nzd0105-0029,nzd0105-0030,nzd0105-0031,nzd0105-0032,nzd0105-0033,nzd0105-0034,nzd0105-0035,nzd0105-0036,nzd0105-0037,nzd0105-0038,nzd0105-0039,nzd0105-0040,nzd0105-0041,nzd0105-0042,nzd0105-0043,nzd0105-0044,nzd0105-0045,nzd0105-0046,nzd0105-0047,nzd0105-0048,nzd0105-0049,nzd0105-0050,nzd0105-0051,nzd0105-0052,nzd0105-0053,nzd0105-0054,nzd0105-0055,nzd0105-0056,nzd0105-0057,nzd0105-0058,nzd0105-0059,nzd0105-0060,nzd0105-0061,nzd0105-0062,nzd0105-0063,nzd0105-0064,nzd0105-0065,nzd0105-0066,nzd0105-0067,nzd0105-0068,nzd0105-0069,nzd0105-0070,nzd0105-0071,nzd0105-0072,nzd0105-0073,nzd0105-0074,nzd0105-0075,nzd0105-0076,nzd0105-0077,nzd0105-0078,nzd0105-0079,nzd0105-0080,nzd0105-0081,nzd0105-0082,nzd0105-0083,nzd0105-0084,nzd0105-0085,nzd0105-0086,nzd0105-0087,nzd0105-0088,nzd0105-0089,nzd0105-0090,nzd0105-0091,nzd0105-0092,nzd0105-0093,nzd0105-0094,nzd0105-0095,nzd0105-0096,nzd0105-0097,nzd0105-0098,nzd0105-0099,nzd0105-0100,nzd0105-0101,nzd0105-0102,nzd0105-0103,nzd0105-0104,nzd0105-0105,nzd0105-0106,nzd0105-0107,nzd0105-0108,nzd0105-0109,nzd0105-0110,nzd0105-0111,nzd0105-0112,nzd0105-0113,nzd0105-0114,nzd0105-0115,nzd0105-0116,nzd0105-0117,nzd0105-0118,nzd0105-0119,nzd0105-0120,nzd0105-0121,nzd0105-0122,nzd0105-0123,nzd0105-0124,nzd0105-0125,nzd0105-0126,nzd0105-0127,nzd0105-0128,nzd0105-0129,nzd0105-0130,nzd0105-0131,nzd0105-0132,nzd0105-0133,nzd0105-0134,nzd0105-0135,nzd0105-0136,nzd0105-0137,nzd0105-0138,nzd0105-0139,nzd0105-0140,nzd0105-0141,nzd0105-0142,nzd0105-0143,nzd0105-0144,nzd0105-0145,nzd0105-0146,nzd0105-0147,nzd0105-0148,nzd0105-0149,nzd0105-0150,nzd0105-0151,nzd0105-0152,nzd0105-0153,nzd0105-0154,nzd0105-0155,nzd0105-0156,nzd0105-0157,nzd0105-0158,nzd0105-0159,nzd0105-0160,nzd0105-0161,nzd0105-0162,nzd0105-0163,nzd0105-0164,nzd0105-0165,nzd0105-0166,nzd0105-0167,nzd0105-0168,nzd0105-0169,nzd0105-0170,nzd0105-0171,nzd0105-0172,nzd0105-0173,nzd0105-0174,nzd0105-0175,nzd0105-0176,nzd0105-0177,nzd0105-0178,nzd0105-0179
1999-08-26 22:04:44+00:00,L7,228.11,220.99,235.24,204.25,220.27,202.38,198.70,183.65,221.57,,242.09,219.52,176.45,240.41,245.10,234.07,286.46,205.32,230.36,228.64,275.77,212.12,246.49,230.45,225.90,,,221.33,299.22,229.68,218.41,208.18,193.88,206.57,214.49,216.90,225.50,289.84,219.67,221.89,254.41,258.51,,,,,211.24,263.59,,219.88,235.91,236.96,222.74,220.77,199.11,208.53,219.53,210.22,218.29,232.31,253.49,,235.96,220.41,212.50,206.91,225.97,225.17,235.15,221.15,223.70,214.37,211.31,211.96,236.68,244.58,222.87,237.89,218.89,218.36,221.86,229.98,222.57,236.16,243.89,241.38,247.33,257.84,255.07,250.64,254.21,269.69,256.69,215.86,230.17,233.15,244.99,279.99,237.26,,246.08,232.09,230.62,274.97,218.48,228.65,262.81,217.89,209.06,205.81,214.70,199.31,218.33,229.82,215.52,215.69,220.80,225.10,232.37,221.76,260.48,204.94,292.52,285.58,219.53,209.08,226.13,247.81,207.93,201.97,198.63,214.51,221.51,211.50,215.41,205.42,197.19,272.75,287.41,296.86,260.30,269.22,288.02,187.67,217.96,202.75,226.64,225.84,211.45,207.05,201.61,188.18,235.87,269.23,245.44,253.25,283.32,229.36,206.89,229.36,199.92,198.65,246.07,252.06,222.87,246.75,200.01,210.79,196.46,230.88,184.69,190.93,176.29,162.38,137.78,122.17,140.31,170.46,211.64,219.14
1999-09-27 22:04:48+00:00,L7,235.34,220.93,246.62,222.48,209.15,212.13,219.08,217.76,263.28,251.64,249.03,235.58,236.68,259.82,248.98,244.70,265.25,260.79,244.21,,,232.95,231.59,227.71,225.28,296.24,226.41,,294.51,303.35,222.88,211.41,199.82,214.62,220.79,223.66,287.42,297.64,206.09,215.88,265.65,240.33,241.17,234.93,,198.50,233.97,,215.94,228.44,240.93,245.87,233.53,230.50,205.68,212.55,219.71,299.64,212.97,240.68,244.23,205.62,282.72,258.22,222.58,223.38,227.67,227.03,234.11,232.41,230.95,216.52,215.40,222.95,242.60,250.92,232.43,242.61,228.83,230.99,228.34,273.04,233.73,233.90,249.75,255.58,251.63,257.50,261.02,260.02,252.81,265.16,225.35,232.50,225.93,233.87,255.52,274.72,245.53,247.23,254.57,231.73,236.61,267.13,229.09,244.04,264.45,223.66,214.06,216.06,216.76,205.62,227.06,224.70,227.08,223.91,226.75,235.17,236.01,203.75,267.79,196.57,272.15,295.74,225.87,214.83,220.53,289.90,202.88,204.00,210.44,225.32,229.81,214.70,221.11,218.75,261.17,273.35,281.93,285.94,257.58,257.14,286.07,190.57,246.84,217.14,222.77,223.11,214.31,266.27,220.97,203.78,219.83,279.84,262.79,235.11,285.33,249.39,232.23,235.28,206.77,214.32,238.62,251.40,221.41,229.53,225.04,228.37,197.82,236.44,205.26,199.43,186.26,163.67,154.29,128.87,152.54,194.83,205.72,214.52
2000-03-28 22:10:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.75,595.37,395.24,658.08,632.94,626.31,,384.47,391.54,393.48,396.21,393.21,388.12,379.55,376.22,387.53,384.28,388.41,385.25,381.41,371.67,375.73,387.89,388.22,397.79,391.75,389.06,385.81,396.10,390.29,397.72,398.65,388.39,384.56,385.93,,389.79,395.71,392.73,391.36,396.00,390.81,382.21,380.53,380.56,390.63,388.69,391.34
2000-04-29 22:10:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.70,627.60,,,450.85,433.64,,,,,,420.58,517.77,546.00,522.61,459.38,523.57,,646.31,634.75,653.07,550.07,657.40,644.53,616.49,619.10,,654.01,546.81,,,,,,,,,,
2000-05-15 22:10:06+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.24,365.98,364.80,530.15,564.64,545.26,354.06,355.32,350.36,349.23,346.98,340.13,318.55,328.63,332.20,339.40,345.96,345.44,347.31,344.18,349.33,350.56,349.45,354.61,352.42,354.11,354.86,352.90,348.83,346.33,,347.62,337.16,209.20,205.38,139.22,156.37,183.24,142.95,,188.88,220.50,156.48,184.74,179.47,163.75,166.95,137.62,138.55,171.84,223.63,230.39
2000-05-31 22:09:54+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.75,593.34,,,598.65,654.57,635.30,,652.16,625.14,626.29,,,,,,,,,,,,,,,,,,,,,,,377.26,,634.49,621.17,612.16,601.56,645.40,633.30,627.85,633.51,,626.63,658.06,656.38,647.75,635.03,,668.75,,,631.34,631.27,593.66
2000-07-11 22:03:17+00:00,L7,,351.70,,,,,,,,,,,,,,,377.30,364.69,,,,,,,,,,,,,,,,,364.72,367.26,376.83,378.52,,359.19,108.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.25,233.56,210.26,218.21,220.70,225.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.80,357.14,361.63,226.27,217.34,218.03,387.72,388.47,385.49,378.72,,,,,,,,,,,,,,,199.29,,,,,,,,,,,,,,,,,,228.13,231.63,,,,,,,,,,,,,,,,250.51,216.48,241.07,194.38,209.36,211.12,189.09,193.38,180.28,188.74,184.13,164.24,143.71,148.53,198.35,220.65,
2000-08-19 22:09:02+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.65,343.36,341.03,339.02,330.30,329.18,,,,,304.16,329.64,323.03,319.80,330.81,333.25,,,,,,,,,,,,,,339.96,341.75,343.59,335.40,330.85,333.81,248.63,328.18,342.69,334.53,249.34,210.14,190.21,,,,,,
2001-03-08 22:02:09+00:00,L7,236.33,235.98,237.96,254.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.82,214.19,228.79,222.29,223.89,221.98,217.65,216.99,212.75,215.76,,,,,,,,,,,,,,,276.20,272.18,260.41,265.68,253.65,263.41,,261.63,269.17,282.06,280.14,278.82,269.31,282.95,260.57,279.41,255.88,263.95,274.46,246.21,296.80,225.16,277.42,295.04,295.93,300.89,291.90,292.09,309.11,302.54,308.12,285.15,258.52,263.08,294.24,306.58,292.95,301.08,306.34,313.80,319.73,321.25,312.95,310.17,311.75,307.61,316.18,315.85,312.49,298.66,287.49,279.16,239.83,249.00,272.10,275.32,286.67,228.98,249.58,231.45,214.01,281.16,205.15,204.88,251.61,263.58,285.86,289.50,290.23,291.29,,309.85,306.37,297.36,288.38,292.18,255.47,294.78,256.36,249.21,241.36,245.76,238.30,241.96,212.31,201.06,306.79,,157.44,169.09,205.09,220.87
2001-03-24 22:01:59+00:00,L7,287.63,289.78,294.76,302.13,308.29,,308.00,308.09,313.19,314.38,315.47,312.99,313.69,319.19,310.57,309.62,312.28,303.81,,325.20,323.23,310.61,308.28,,314.29,316.77,316.43,316.79,320.69,332.82,,,,,320.85,315.33,318.94,322.58,317.12,315.37,308.95,294.96,315.38,310.36,318.60,315.05,313.43,306.97,272.08,296.61,310.67,318.55,320.28,321.54,,,321.50,325.63,324.00,321.48,320.49,316.87,318.95,321.45,,321.53,324.47,328.02,,327.18,,318.10,,,329.29,323.58,322.06,324.44,324.77,324.01,326.24,324.40,318.23,317.75,319.26,308.64,304.61,306.37,310.84,320.87,309.97,315.54,302.34,314.97,,319.56,316.67,313.51,313.92,319.14,317.19,310.97,292.76,295.77,,285.09,287.58,283.41,318.64,317.99,315.27,321.95,322.03,329.28,319.78,318.61,318.91,325.94,327.01,326.93,297.51,301.41,321.37,329.06,320.18,326.69,330.78,333.01,340.73,343.41,335.85,333.87,334.74,333.03,333.50,334.51,329.49,322.90,318.79,310.41,265.99,285.44,310.24,307.74,316.01,325.37,322.74,320.57,323.71,329.93,324.30,326.79,326.45,315.68,311.37,311.27,322.28,329.68,334.15,332.20,332.38,331.89,317.46,313.98,247.71,303.07,310.16,250.75,220.18,319.32,331.50,336.56,330.26,,336.41,,,336.04,338.80,344.74
