,dates,jap0314-0000,jap0314-0001
0,1984-05-24 01:09:12+00:00,137.4506803953751,139.54225678162118
1,1984-07-27 01:10:28+00:00,141.40780880300505,134.3408462781698
2,1984-10-31 01:11:19+00:00,,152.7846790955055
3,1985-04-25 01:11:34+00:00,128.4561956425165,125.00508295799013
4,1985-07-30 01:11:09+00:00,145.128696043737,134.61878283652894
5,1985-12-05 01:09:30+00:00,,156.7891380617053
6,1986-01-22 01:08:35+00:00,,152.75753457952928
7,1986-02-07 01:08:13+00:00,,
8,1986-04-12 01:06:50+00:00,151.7737781891534,143.0743968037287
9,1986-05-30 01:05:35+00:00,129.50254929875987,128.33542805999997
10,1986-07-01 01:04:35+00:00,156.203080755431,145.0531325054214
11,1986-08-02 01:03:28+00:00,141.05033058389046,137.41057854540418
12,1986-08-18 01:02:53+00:00,120.2414094856189,121.4691199370082
13,1986-09-03 01:02:16+00:00,126.68325417113266,123.07421675012232
14,1986-11-06 01:00:09+00:00,212.56712130406112,156.33511781774618
15,1986-11-22 00:59:28+00:00,195.9133772154173,151.60981222637213
16,1986-12-08 00:59:53+00:00,196.01148184788204,153.53764219416252
17,1986-12-24 01:00:24+00:00,210.29311761287056,
18,1987-02-10 01:01:56+00:00,207.77406468545053,150.4032857201291
19,1987-06-18 01:05:58+00:00,,144.40829081199857
20,1987-11-09 01:09:17+00:00,195.11783589417414,133.31604245005232
21,1987-11-25 01:09:36+00:00,196.2790802525219,149.51174575247254
22,1988-09-08 01:12:07+00:00,186.76896921303586,151.3241990815826
23,1988-10-26 01:11:54+00:00,191.64531203087907,142.62129451271701
24,1988-12-13 01:11:44+00:00,198.57297354101496,152.09525332107287
25,1989-01-30 01:11:21+00:00,180.1771517343453,145.44224989400612
26,1989-02-15 01:11:20+00:00,209.6978510914612,155.56946671639156
27,1989-10-13 01:06:36+00:00,,145.5521399042933
28,1989-11-14 01:05:34+00:00,209.19908562163076,150.5539932956943
29,1989-12-16 01:04:47+00:00,195.97678688670672,150.99479369986608
30,1990-01-17 01:03:46+00:00,214.4497940817181,156.94794449159332
31,1990-02-02 01:03:15+00:00,161.56530657891423,148.63355374843752
32,1990-03-06 01:02:12+00:00,194.21222642664566,151.33486653493875
33,1990-05-09 01:01:33+00:00,158.2407694283099,150.53620641165776
34,1990-05-25 01:01:30+00:00,148.15512460931888,143.2552286964807
35,1990-08-29 01:01:13+00:00,127.8182264727919,126.14778494485772
