,dates,usa_HI_0020-0000,usa_HI_0020-0001,usa_HI_0020-0002,usa_HI_0020-0003,usa_HI_0020-0004,usa_HI_0020-0005,usa_HI_0020-0006,usa_HI_0020-0007,usa_HI_0020-0008,usa_HI_0020-0009
0,1999-07-10 20:53:01+00:00,195.27153569820194,213.48406062367758,205.57040566148237,178.99353012169047,183.29355405242154,200.17098067595686,209.32279105510364,215.5032190064378,222.60648055254438,222.65329219356624
1,1999-07-26 20:53:05+00:00,193.7779709358163,206.69642620481682,207.95780684206255,183.23265238323603,189.39779247502344,198.41075786356134,217.0879199920687,225.84697749408375,221.06597118678775,223.61308110073392
2,1999-08-11 20:53:07+00:00,196.12899883955657,,,,,,,,,
3,1999-11-15 20:53:07+00:00,194.14164838762,197.43164591032226,195.45029563504283,176.66018122147833,183.03600985741826,198.1039344295513,221.79876184512,218.95676850838032,215.21799704514285,211.64651987172977
4,2000-01-02 20:53:03+00:00,199.75466040572908,212.8685237946899,196.81525851320197,203.71095619111844,198.87909075059713,207.2951272696301,208.80330657305245,203.53048596776134,209.6790594360425,215.17233687605932
5,2000-01-18 20:53:00+00:00,189.8894796320977,,,,,,,,,
6,2000-02-19 20:52:54+00:00,199.53186579092943,213.3127383814419,196.14348967479577,201.21877238198743,193.34651411437096,203.05483333818506,207.26820525970368,209.27937805794681,207.64672892417008,210.7401125406647
7,2000-04-07 20:52:39+00:00,201.3342546870658,213.79023204900454,201.3008714272149,204.53259732664503,199.98569569812236,204.95545326916022,203.27233790830468,211.60860668701235,206.028557097351,216.19558919695305
8,2000-04-23 20:52:33+00:00,185.74308619315423,198.9532108216377,193.29683345386937,183.5543663527544,188.59118201742052,197.21500628435768,196.9679096026866,202.10757052621145,196.17462199337575,203.87455382273234
9,2000-05-25 20:52:12+00:00,191.8608706103375,199.6349075756643,197.05963671988928,176.9840138286468,180.5310556133321,194.26492777923386,206.116759626384,217.96009868102954,217.31933195687088,215.83817402860922
10,2000-06-26 20:51:56+00:00,188.70988838436773,196.8154589575402,192.95527911555658,167.15274399147407,175.43744925561356,184.36926508296455,201.6687301822617,205.06117236174606,202.04727857852131,194.9513293397274
11,2000-09-30 20:50:41+00:00,189.46978736006943,197.64203743276408,191.72677547132213,181.79787151233492,184.9454472072287,196.86515711953626,220.9208333144732,222.13652741758938,214.51103139409514,211.64197056003047
12,2000-11-17 20:50:34+00:00,185.86850274215806,183.98011398010937,186.04457206231513,183.90771007750075,182.89080923849906,207.16290911623327,214.7823968780148,208.69096114307803,212.29438468992618,218.6792431295607
13,2000-12-19 20:50:39+00:00,194.41054637660596,205.42806233428888,192.3612370540585,203.96926606810982,197.755599170984,203.44954327970493,202.78004869143888,204.23808350278654,203.25021408773236,215.1612243278679
14,2001-02-05 20:50:39+00:00,202.0224670515203,208.69003249489174,205.4422577950108,217.53647292066486,203.2797343526961,207.98331503269412,200.8917230770809,203.69765177917745,208.0530678214522,216.07147082205427
15,2001-03-09 20:50:34+00:00,196.25950936220835,208.89482336140358,198.85641158674002,195.173825991481,191.63768712676895,199.79723261151787,207.68577865831523,212.894089571498,207.9010903857789,216.4431656364962
16,2001-03-25 20:50:25+00:00,207.55363622644333,209.3148946827177,202.81040016438016,198.32808981653596,194.0115999039656,202.9871236338798,206.92817696058802,203.52271214890948,203.95569048675668,216.1418060266546
17,2001-09-01 20:48:54+00:00,194.03349394847692,203.84360460505974,191.8510745882453,182.65123682809462,182.12617188565713,191.89461169727682,211.97611874804113,220.71813784916355,215.7400135583344,225.13268212238364
18,2001-09-17 20:48:42+00:00,,182.45784353117827,,,,184.69156872288715,200.03759937416342,204.9808298936387,210.78937000206082,206.5532066196623
19,2001-12-22 20:48:56+00:00,185.74729214350458,196.74264792162063,193.3546890121409,203.02895105893776,202.40085019393098,204.06899191138103,210.44137981308546,210.7936201094508,197.44165662047425,213.55018812015248
20,2002-01-07 20:48:58+00:00,178.5605849152847,174.57081483007926,174.93132538373476,171.8024165369593,165.1090611334807,186.2390740387286,191.15771687139,192.91778359504855,183.80991551943845,188.7699727403944
21,2002-01-23 20:49:06+00:00,210.46287710210825,216.8895160015548,206.8459207141591,203.15274926539786,201.30495752436678,196.09995663980908,195.68859620061386,200.07041503626573,201.73129214724588,210.988218391948
22,2002-03-12 20:49:08+00:00,184.58856795699575,200.16086954617137,190.90561755653107,192.9356596312784,190.83659825349685,198.63115933517656,199.14527215324676,207.01348288185687,203.62410094833126,
23,2002-03-28 20:49:03+00:00,191.4191351455319,215.99232151038325,202.30786488546758,191.98625874334246,199.33345851203933,203.26490951226418,209.30883423494126,216.02658491831687,204.23753986083491,220.44627339025493
24,2002-06-16 20:48:45+00:00,197.25362244232392,209.61365708412086,200.4499135782072,181.91404762428579,182.91348960876059,200.42798906305939,203.2026734279506,219.93073589366037,217.413793600344,220.51598831426332
25,2002-09-20 20:48:01+00:00,200.45970170571883,208.36766901857064,206.81550588849603,180.77618663979302,178.31997128220888,206.56479847314142,213.32706480433887,227.81227338891324,222.90230257178644,228.03488062074922
26,2002-11-07 20:48:07+00:00,188.78159003105281,190.21305522085981,187.9419961327212,201.20371918118914,193.13322120291394,206.0450740057868,204.70479501518037,200.46538509598525,195.73112810847803,213.8877953799721
27,2002-11-23 20:48:24+00:00,188.7055180851849,189.49144918540952,185.88301105952564,198.61704339898637,192.9964050840918,206.0473312662115,205.8899913342613,199.23711128358326,195.37592636172755,196.9011634662821
