,dates,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070
0,1999-08-28 21:53:59+00:00,140.07141430963452,137.3181199694613,132.3012194374886,124.72549143771614,137.24791299538072,144.07412268838505,147.83905579861496,146.9038942642158,158.05797257182635,169.67725360068843,166.025324773413,162.44079997726772,154.32821391802636,159.87173534578017,154.81260589456568,147.63581610100954,133.80455607836944,139.57391286350818,146.23292363342796,150.08422592591143,154.57721563130585,152.02085322809015,153.64448345879111,171.29674844327872,178.06164844427508,177.15356026158366,162.9121296077983,156.92424785515425,152.3108626780957,146.48161084973623,163.8699713878759,183.9623606270154,171.29682978154318,157.28832354954014,151.7795836883767,153.28372193769042,166.11363050758962,166.5004559864035,168.86624501121864,177.18567551787797,177.49536833597517,157.77698062822554,147.09898358785406,151.69435226408552,155.4920250414463,158.57142890154935,156.53291623291472,151.80398861886925,145.3061028280619,157.9378334062288,169.21151618045343,164.72716060999755,161.38701957536065,165.77693690784565,153.81492790470142,148.73181085445248,164.485805688756,169.1529546779015,172.39317925572107,174.015678073255,170.1808722204354,168.30446314650862,168.0515115478305,176.5068950250045,177.451812897408,164.3153274160493,151.19044039455565,146.77453812742158,144.75978779928226,148.96285011296504,155.33472317726086
1,1999-09-29 21:54:04+00:00,129.33163131810326,117.69028523288264,105.46357553685866,100.93652900193428,117.6397487837043,123.82033848320374,127.7232009440767,123.96772640494758,138.89904468262569,146.6166364192569,146.04563516017384,147.47087657714383,130.02472374936744,133.37166617638007,124.4184485018853,114.83758161697867,114.88195417869298,115.40309047547387,130.00883197384064,119.79516373324822,125.23872653785142,136.83707906854977,140.42982278930293,152.26131134633647,157.14528682401857,158.09706663308089,145.97976522480897,139.18052680698466,139.2276313254992,138.72324150132778,147.80608539020076,162.0346140624822,143.6731097489697,145.71228823328659,138.35466136924774,143.11768683086115,152.76890825946876,150.19856975089954,150.84030857935147,155.89535876162822,151.65885852502237,144.87903922288461,140.39241536524543,143.66951725697083,136.99863356675746,137.60726554148317,131.6578265723661,128.53802468180567,133.41860994149474,140.09369154896336,155.14472441937664,149.86575951586843,144.10814035462363,146.3134441161365,144.21995201969213,137.55051513299983,144.02014368501676,151.15164236071303,154.38437429349779,155.71296623458008,151.1879792506502,155.26830552020033,153.53306766317533,158.32707288787543,160.94868045659018,148.14824462981335,134.80614938978516,132.37782668368223,128.97170265145223,132.37099588266778,140.37074724208003
2,2000-01-19 21:53:49+00:00,160.1087022924293,141.87664483478025,128.48360852307152,127.16181603318772,150.56404897811822,153.597766590795,156.4446176827333,151.81814981811573,156.8307103455545,175.06096241888332,189.26701738304646,186.86514227462163,162.36827957780486,161.079055796249,149.34347964001677,149.3709843873237,145.0828451214627,156.2166538903832,162.52952403232376,148.54192324497498,156.96395060095637,166.56844870727002,172.40807870386178,178.96340583540348,177.5206637135825,176.37059564087207,171.63172860219024,166.44292748973453,167.87407806861964,167.08159237025387,171.48369085274425,188.05191150550723,182.84724735872766,168.5128735211985,167.61244527492866,171.02290521080647,176.3946694162141,166.03232029359305,173.4326608337234,192.99503764096477,191.97914193385702,188.53636123298338,172.52276770808953,170.4513965798841,157.98644291967884,153.88452480792466,160.76717313659591,150.51202342742,152.87364408639556,167.11630024724775,171.5142323769006,179.09693695027053,171.5458637064546,169.56022896694637,164.4452382854318,171.8252929678694,177.65549817473863,180.27076634865705,167.8431445372779,167.98845811567423,165.701453389594,169.3122046656629,171.73707554202977,171.3572892370534,175.42764165059683,168.31223610446995,152.91787025702058,149.99852599693762,151.68285110365008,156.29055166622965,164.3853081773389
3,2000-05-26 21:53:00+00:00,135.77339262159248,132.1690426869588,113.12461133130743,116.10648405252822,134.90402288272773,141.6804931924578,149.69654267662693,161.1429667520735,160.08969433972933,170.8670181463512,173.99370393292162,160.50315439350038,142.8580793365999,148.34822069060158,136.54698566332326,129.3223824587687,134.54454329742356,141.2702900910098,146.23592097124467,139.53722463595884,138.72041317530352,153.8723233010078,154.88157127970305,162.29293077323797,160.30622028302884,158.20542126356156,143.26593335056316,141.35030742598454,146.63260464092636,146.62528319996298,160.6943204803543,179.5379075557019,163.4688572697046,149.41871923157106,152.5700678581691,145.11517453540208,152.89804491678416,162.1906879144168,166.39278109348913,158.1443525325973,160.52959449222033,158.66266976932997,150.65785116670372,141.1823284204067,143.33026432235954,142.16567586792308,144.05505091234565,138.78511749408483,142.39127769597815,162.03379143985794,159.15991073477898,149.19412118826514,157.411878182969,162.94764685152282,147.2476954393801,141.7417014070902,154.32689742384224,160.55192250043433,159.55131233489521,159.8671011166384,155.78978155684064,155.43605783561247,159.31027250167875,153.7000016398375,159.72137565786753,144.78905330154834,134.50007614900812,133.8911527169502,135.5774967069483,137.5994493501124,145.34672540415892
4,2000-07-13 21:52:31+00:00,149.114673745112,152.11533330957306,135.00420353415308,134.15898301940155,154.38370197495547,157.9885368285236,149.80387070360615,168.2197586610404,179.65672287445864,185.88533321954446,181.76015150978918,171.64279096388617,174.23324207747163,179.30810840768643,167.77436253285197,142.56404022078863,136.22752985662248,161.22572151106345,164.44934131949864,146.6524694627906,163.9892090834213,181.7079587131069,179.04310494024617,183.7886715914158,183.50477973412347,180.03955558616798,172.0576803015425,171.06634324729038,173.38186847953045,175.2214473485335,182.7798820926581,201.7301708981014,176.09807366528233,177.41093731532033,171.77173307703129,166.98472731475098,175.90614749190112,176.5973914249396,176.6334040802996,176.27413844469697,173.2931066850541,175.25637045669268,180.5291032456555,160.01479641746528,166.4121583703038,183.41887182874035,173.71942589084802,167.74278301091528,173.28538330387678,173.8890207142766,182.51923492861488,181.61933691312908,176.55762917312657,177.06752172361848,178.49803135532233,181.5860539125584,160.11555717493277,176.68410103627855,191.58435811436894,182.97602485668924,182.3590231788079,182.6816335572742,173.67122480415134,180.55035924755035,178.69670482010673,170.11356373397297,156.4037472456817,154.22763639391079,157.6250722691754,159.15067278035787,170.5396985846577
5,2000-07-29 21:52:14+00:00,136.6873804975642,129.4450149463387,122.92519759344104,127.76108990848036,146.2968308933734,150.6790740720288,147.8967369545715,157.82521201713246,170.38489849890115,175.35211546939775,168.14013094653552,157.97022821573853,158.1457336000653,165.43041083436978,156.86444460161943,135.1204798499555,139.8221157188385,150.18912150666546,155.82513658528308,153.67183949801716,150.55353907167262,166.1997740006686,170.6288386656995,177.32005165411817,176.19923540260083,175.10212958252828,167.81051881114806,166.0209052386718,161.90589058292704,159.277378238076,170.69952813344676,190.11282910845625,177.10265341380259,158.81266561595828,156.29945189516582,153.49332379861238,164.64127123964474,159.7807507018175,164.09179694510874,166.53348804210702,160.17416725746148,160.8108445489001,167.55862681865096,154.1601194861385,158.50309016525785,169.6665423672937,180.31080436680853,164.92651330757002,167.96983241709935,170.84546160030007,178.6885222101157,175.20626334869633,171.2225149756431,170.143334326915,166.5098936439104,172.38900567673494,169.06533469713708,165.96156622992305,170.83880557395588,179.69888291001973,183.51213798518458,178.86230822647175,176.768409603564,177.35264900356952,176.9876229332329,161.66602343205386,150.1831808161988,147.39691652785066,154.69520046641176,158.92661618134144,167.13128178114846
6,2000-08-14 21:52:08+00:00,137.5355467918056,132.4610814950295,121.21977151510274,113.73541757150757,135.3297517894591,140.31420559042022,141.11123616154862,143.60334980326212,153.43702333246853,159.03023887674726,152.67921854927278,148.1537136219491,135.9271547502006,134.52210395036133,130.35017588471305,130.00855881371382,136.57331351789858,144.36963939870571,148.95122118651395,142.1983934984539,138.0425522533193,153.95985508212496,153.58598257690406,159.39453552126042,160.36857754704107,161.09871091020813,159.56663266233434,159.05178812912578,152.1154538140047,143.368561205253,157.837585980389,177.71662387325563,166.9220878852001,153.4401033019816,145.01014985972324,149.53343920519546,161.54024506013508,154.21369332252272,156.9681965547682,162.42577891435164,165.37083739229496,163.50479947540003,151.65802519621752,148.2705044298635,143.58362316097114,149.61065746619232,147.04733333292245,145.50747899894097,144.88226926883732,153.55594251731083,160.67641094543941,153.46020400143647,153.39835025995333,157.30110120350605,150.70986453345452,153.13061239617025,159.8118946970238,163.1244755433422,164.97261938795882,165.98048917204753,164.0279785211223,162.69176779883347,160.79242754363548,163.3578515432385,166.2166737586585,155.93152289179096,141.9724427387801,137.67902510832988,140.30701956198217,143.93452478047985,150.8231190511109
7,2000-09-15 21:51:37+00:00,128.38549380350793,122.88409987824946,121.14578277461293,123.28734246835612,132.36163139285708,132.0446622936085,134.63499615112391,134.41968026382048,132.7798514591078,150.65194954032478,153.68377477417405,146.04406875640024,146.66936226413927,151.19922870430065,146.11841518110347,129.0890547518107,118.77180881484534,134.69123590540337,140.45572426643162,138.05558019789797,153.49943482430436,154.14442651625052,156.72694090278182,170.35731599804964,173.81959199724474,174.2748154067113,161.75726898766015,,,149.62409835312957,150.24375742288407,180.33165383706756,198.50657669836465,177.51695908669205,165.35700122549792,152.8948099574313,164.30266223364447,155.6971817974389,153.46006861394366,162.80631602445789,172.01523644030655,168.2655673837324,161.89554043516233,163.08160188271466,,,,150.13464363353208,146.7114372290728,163.03123164068626,197.6064138269388,168.75552107715885,144.90471008803564,151.71868048577338,156.16916155779074,151.3160985440452,,,,,,,,,,,,,,,168.902299460336
8,2000-12-04 21:51:22+00:00,141.73157860339904,119.96985023742425,111.7683878480136,119.01560451118105,131.8169740534174,141.76083474340692,147.57668583258044,151.8600983373758,163.93715460107111,168.24568881850985,158.67615594200367,154.83587027629832,136.21700637089722,137.60085776452416,128.71884075879214,124.45493416061396,123.23776112431557,136.14208879908105,141.98954222320572,134.28427728155845,135.71351391283451,152.3318323642814,155.35784403774653,153.40861790135594,156.2916996012434,159.9544818119924,148.95732490276936,143.50800499297577,147.5516144212977,137.21300172610023,143.51405195473015,167.5501249052983,156.96892243276875,148.44494551193662,149.42776796775388,152.16263031654637,161.02244985350762,142.741312580972,145.61649279283773,157.4837279287108,155.98080002638142,157.93490415295318,153.91744470965187,150.56237196157934,134.71990318443045,139.16514836054728,140.07971409260347,138.62028122071501,143.71401185557383,151.90735899368585,157.0878750156433,153.8621960263543,149.56247439485247,148.46790982156693,145.8343840885577,146.43411337567323,156.2877638740333,167.53271079102365,153.91566640971985,159.48631716699745,158.71543474231999,159.23967075993136,162.57062246803827,151.04022946570933,156.6468293010465,146.8176566925765,134.2681874847863,130.76876964120967,131.24957024856536,133.59313822285716,142.31645927914184
9,2001-01-05 21:51:28+00:00,154.32453150883757,133.01282728592258,132.9342658411765,132.22185318518495,150.0549866457067,159.68718722377776,167.03280571260657,172.60554575293293,182.05380988649097,180.38813288734409,174.32629482152885,178.0896003736716,158.87870047634874,151.97891389550992,153.37514855394664,142.69377606292724,142.37429470704774,156.12381641525576,165.3799993329482,166.32189038459535,165.11091316134664,169.9609651661036,172.3076405386055,174.00753700411292,173.7224035875356,175.79043002884754,165.52392656037438,157.81262721766507,163.804106764936,156.50796342243515,172.087657925388,194.10726414508912,174.69870916764376,160.21910360315755,161.80707853405812,161.34849423163672,169.27478844296695,167.41862254523875,173.36882174141937,176.82780362255454,177.90285674107082,173.5154723448765,169.011621343794,161.6520154110937,149.3684319413796,161.65256084311832,163.72016887166905,157.02367572681413,161.10540236405592,170.95905201742386,174.60012921660663,165.07191816034464,170.16877407180826,168.81328382624343,165.3835880868046,161.09076999820329,172.64379325748317,176.60857893183285,173.0972537345582,169.3477836032152,169.85751192177847,174.03503585072917,171.8882250057605,167.96794563339387,168.56734530353327,158.19998203844287,148.13863842356318,145.93016508849124,145.04642155109985,149.6505790688199,159.31714828020318
