dates,satname,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0003,nzd0147-0004,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0014
1999-08-26 22:04:44+00:00,L7,392.14,384.57,388.52,388.37,386.25,386.08,392.25,396.13,401.09,396.85,386.56,384.74,383.89,378.58,381.19
1999-09-20 21:58:32+00:00,L7,425.89,394.74,400.49,401.11,395.04,395.43,402.88,411.55,410.49,409.61,399.04,398.13,387.84,385.89,388.13
1999-09-27 22:04:48+00:00,L7,362.89,359.45,371.96,372.24,370.21,369.57,367.59,385.06,381.19,383.16,374.25,370.77,369.00,364.52,367.54
1999-11-14 22:04:42+00:00,L7,371.35,368.84,375.21,377.85,377.47,371.60,382.96,388.02,381.82,385.30,382.15,375.53,377.66,372.98,373.97
2000-01-01 22:04:37+00:00,L7,,,404.04,405.25,396.90,389.51,404.99,410.58,408.48,408.70,400.40,395.91,384.90,384.15,389.77
2000-03-30 21:58:33+00:00,L7,419.39,389.75,400.70,400.23,394.42,395.21,399.19,411.64,407.67,411.68,399.19,392.85,386.84,386.92,389.32
2000-05-24 22:03:46+00:00,L7,380.46,383.88,382.97,384.03,385.25,385.04,388.03,394.89,400.09,395.05,386.57,384.24,384.42,376.53,382.49
2000-07-11 22:03:17+00:00,L7,425.88,403.81,405.85,407.57,402.64,404.11,405.31,412.77,414.24,416.21,404.49,405.03,412.81,,398.05
2000-08-12 22:02:54+00:00,L7,417.91,392.75,389.86,387.96,382.61,392.99,391.32,395.38,399.42,400.47,390.22,383.62,382.15,374.37,381.72
2000-09-06 21:56:46+00:00,L7,411.67,392.29,393.68,391.35,387.89,391.39,389.91,394.56,393.07,387.48,383.36,384.47,382.05,381.92,383.93
2000-09-13 22:02:26+00:00,L7,371.11,372.63,374.23,379.05,370.33,374.76,381.30,386.51,386.68,386.31,381.94,378.20,378.49,374.44,378.54
2000-12-11 21:56:00+00:00,L7,363.36,360.14,370.85,369.15,365.04,362.95,373.04,383.59,379.00,382.40,376.14,371.24,370.13,364.04,364.69
2001-03-17 21:56:16+00:00,L7,402.19,393.65,398.99,393.90,388.07,386.52,391.56,397.68,403.71,397.76,391.82,386.76,385.52,381.55,383.50
2001-03-24 22:01:59+00:00,L7,380.89,384.70,383.57,383.55,382.99,384.64,387.06,395.47,400.95,392.07,388.33,383.55,383.86,375.97,380.93
2001-06-12 22:01:24+00:00,L7,392.15,386.58,383.28,381.85,381.52,381.37,388.94,398.41,396.26,386.61,383.05,378.40,380.18,372.79,376.61
2001-06-28 22:01:09+00:00,L7,418.74,394.11,400.79,400.94,389.56,389.44,393.77,398.78,403.88,402.34,391.88,389.89,386.67,385.50,384.51
2001-08-08 21:54:37+00:00,L7,371.00,370.79,373.07,376.56,364.47,367.53,373.12,386.94,387.59,384.47,384.02,371.55,376.32,372.90,368.96
2001-08-15 22:00:38+00:00,L7,426.70,414.34,418.68,410.96,409.26,403.47,405.90,414.15,413.48,416.01,409.32,412.66,,,406.25
2001-08-24 21:54:48+00:00,L7,374.55,375.82,380.12,382.00,380.16,380.63,383.63,392.34,394.37,393.14,390.16,,,,
2001-09-09 21:54:12+00:00,L7,376.90,383.61,381.34,380.65,381.03,377.88,385.66,390.48,389.63,388.18,383.01,382.41,381.71,374.50,379.87
2001-10-11 21:54:09+00:00,L7,421.75,397.23,403.15,405.09,397.72,392.28,393.56,403.98,404.85,401.85,395.14,390.54,388.59,388.12,391.52
2001-12-05 22:00:18+00:00,L7,356.39,357.05,367.32,359.67,357.94,357.99,360.79,376.90,376.64,376.31,373.26,367.45,365.56,361.58,363.80
2002-01-06 22:00:31+00:00,L7,398.67,388.98,395.16,392.94,388.96,385.54,390.21,396.73,402.34,398.46,393.30,382.90,381.61,381.26,383.45
2002-01-22 22:00:40+00:00,L7,414.38,392.14,400.29,400.43,393.00,391.00,395.83,404.83,405.12,378.14,,,346.54,,
2002-02-16 21:54:54+00:00,L7,370.17,373.93,372.69,378.33,363.80,363.28,376.42,386.39,384.90,387.10,381.78,378.35,375.15,373.79,375.06
2002-04-28 22:00:38+00:00,L7,370.15,375.00,374.92,376.74,371.20,362.45,377.80,383.83,381.85,382.35,374.17,369.57,366.34,364.79,365.62
2002-05-23 21:54:42+00:00,L7,,,,,,,,96.31,,195.99,,,,,
2002-06-24 21:54:28+00:00,L7,397.62,386.14,393.16,389.23,386.99,385.42,389.09,393.60,396.49,391.34,383.39,382.38,381.16,379.58,377.34
2002-07-01 22:00:15+00:00,L7,385.80,385.81,392.23,386.72,382.72,383.86,386.22,392.05,397.29,387.53,383.75,381.52,380.59,375.39,
2002-07-17 22:00:08+00:00,L7,426.72,400.15,401.67,400.99,393.03,396.53,396.44,403.16,403.77,401.89,395.87,392.42,387.47,383.73,386.16
2002-08-27 21:53:36+00:00,L7,369.55,381.21,382.35,381.32,380.84,373.03,384.62,389.32,393.44,387.92,384.42,374.21,376.60,373.25,368.65
