dates,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0003,nzd0147-0004,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0014,satname
1999-08-26 22:04:44+00:00,391.28,384.07,388.02,387.91,385.75,385.53,391.82,395.70,400.63,396.45,386.19,384.34,383.43,377.98,380.59,L7
1999-09-20 21:58:32+00:00,398.01,383.24,388.09,388.82,384.23,383.75,392.06,398.34,399.87,398.10,387.99,386.30,379.94,374.53,376.96,L7
1999-09-27 22:04:48+00:00,397.07,381.59,388.99,389.09,385.83,385.88,389.29,399.29,399.44,398.14,388.12,386.15,382.09,378.73,381.35,L7
1999-11-14 22:04:42+00:00,394.57,380.69,387.84,388.39,386.03,384.81,389.67,398.44,397.15,396.76,388.35,385.32,383.10,380.04,382.26,L7
2000-01-01 22:04:37+00:00,394.57,380.69,388.68,389.55,385.81,383.13,390.68,398.81,397.20,397.23,388.96,385.52,381.24,377.98,380.88,L7
2000-03-30 21:58:33+00:00,394.08,378.54,388.82,390.29,385.10,380.53,391.86,399.56,395.17,398.29,390.54,384.50,378.98,375.95,378.95,L7
2000-05-24 22:03:46+00:00,395.63,384.31,390.24,391.27,386.52,383.74,392.55,400.85,400.18,400.61,391.14,386.47,380.15,375.73,380.39,L7
2000-07-11 22:03:17+00:00,396.57,385.48,389.51,390.81,387.10,387.15,391.51,400.44,400.87,402.05,391.50,388.44,388.23,378.72,381.55,L7
2000-08-12 22:02:54+00:00,397.41,384.67,386.97,387.68,383.36,385.75,389.22,396.92,398.08,399.55,389.21,385.13,384.29,373.07,378.44,L7
2000-09-06 21:56:46+00:00,398.09,384.93,387.05,387.24,383.00,385.49,388.27,395.36,395.91,396.12,387.09,383.99,382.67,373.38,378.02,L7
2000-09-13 22:02:26+00:00,394.16,383.21,385.24,386.18,381.22,384.07,387.39,394.17,394.68,394.75,386.48,383.29,382.28,374.08,378.51,L7
2000-12-11 21:56:00+00:00,389.87,379.59,382.16,382.65,376.97,380.08,384.12,390.50,390.11,390.79,383.68,380.72,380.76,371.39,375.71,L7
2001-03-17 21:56:16+00:00,384.49,377.89,385.92,382.45,377.55,375.82,383.15,391.49,392.28,390.88,384.73,379.80,378.75,374.00,375.30,L7
2001-03-24 22:01:59+00:00,386.34,381.94,386.91,384.46,381.14,380.70,385.98,394.34,396.81,392.70,387.26,382.47,382.09,376.79,379.31,L7
2001-06-12 22:01:24+00:00,393.84,389.53,389.83,387.56,385.41,385.51,390.23,398.23,401.43,393.13,388.65,383.88,384.31,378.24,381.81,L7
2001-06-28 22:01:09+00:00,397.13,388.97,390.87,389.33,384.74,384.63,389.65,396.91,400.47,394.06,388.18,384.02,383.32,378.00,380.44,L7
2001-08-08 21:54:37+00:00,396.37,387.93,389.91,389.17,383.29,384.05,388.57,397.14,400.29,394.22,389.29,383.60,384.32,380.10,381.26,L7
2001-08-15 22:00:38+00:00,396.28,389.33,391.70,390.04,384.62,384.01,388.89,397.40,399.72,395.45,390.38,386.05,384.32,380.10,381.83,L7
2001-08-24 21:54:48+00:00,395.26,388.62,391.26,390.01,385.19,384.85,389.18,397.72,400.08,396.10,391.26,386.05,384.32,380.10,381.83,L7
2001-09-09 21:54:12+00:00,394.32,388.78,390.81,389.57,385.46,384.84,389.42,397.50,399.50,395.74,390.82,386.25,384.86,380.44,382.63,L7
2001-10-11 21:54:09+00:00,396.22,388.24,390.80,390.51,385.56,383.90,388.63,397.28,397.94,395.53,390.42,385.80,383.56,379.88,381.95,L7
2001-12-05 22:00:18+00:00,395.13,386.61,390.14,388.75,384.38,383.14,387.10,396.68,397.38,394.95,389.98,385.25,383.35,380.46,382.47,L7
2002-01-06 22:00:31+00:00,392.73,385.90,390.33,388.62,384.72,382.86,386.35,396.16,397.34,395.60,391.19,385.25,383.01,381.19,383.31,L7
2002-01-22 22:00:40+00:00,394.61,386.20,391.10,389.65,385.28,383.36,387.12,396.83,397.87,393.04,391.19,385.25,376.34,381.19,383.31,L7
2002-02-16 21:54:54+00:00,395.14,385.68,390.15,389.68,384.80,383.20,387.53,396.89,398.07,392.57,390.46,384.54,376.66,382.17,385.06,L7
2002-04-28 22:00:38+00:00,397.04,386.22,390.88,389.75,383.78,381.65,387.75,397.28,398.29,391.51,389.60,384.13,375.16,384.70,386.33,L7
2002-06-24 21:54:28+00:00,399.23,388.50,392.51,392.40,386.06,383.29,390.38,397.59,399.00,391.69,388.82,384.33,375.02,383.90,384.42,L7
2002-07-01 22:00:15+00:00,397.51,388.36,392.77,391.73,385.81,383.71,389.95,396.93,399.00,391.24,388.08,384.07,376.23,382.64,384.42,L7
2002-07-17 22:00:08+00:00,401.52,389.83,393.46,392.71,386.10,385.12,390.66,397.67,398.88,391.50,388.24,385.60,376.85,382.58,384.39,L7
2002-08-27 21:53:36+00:00,399.11,390.99,394.20,391.92,388.29,386.08,391.41,396.96,399.49,394.47,388.32,384.29,383.35,381.75,381.89,L7
2002-10-05 21:59:31+00:00,398.95,389.91,393.61,391.46,387.56,385.68,390.17,396.14,399.07,393.24,387.78,383.29,382.39,380.51,380.55,L7
2002-10-14 21:53:43+00:00,400.76,389.01,393.09,391.10,386.66,385.30,389.59,396.15,398.69,393.34,388.27,383.44,381.77,381.00,381.24,L7
2002-12-24 22:00:09+00:00,400.89,387.71,393.41,391.62,387.54,386.87,388.81,397.13,399.02,394.49,390.54,384.26,383.04,382.52,382.83,L7
2003-01-18 21:54:06+00:00,397.44,385.74,391.16,391.09,388.17,386.82,388.88,397.45,398.93,394.90,391.28,383.84,383.29,384.95,383.38,L7
2003-01-25 22:00:18+00:00,397.50,385.33,391.72,390.20,387.66,386.69,388.65,397.19,399.40,394.56,390.78,383.56,382.65,383.65,382.90,L7
2003-03-23 21:54:40+00:00,398.06,384.29,390.30,389.72,387.00,387.46,387.81,396.79,398.52,393.88,390.23,384.32,382.81,382.94,383.29,L7
2003-04-15 22:00:34+00:00,391.81,383.32,387.29,387.78,386.52,386.90,387.38,395.64,396.51,393.05,388.58,383.48,383.05,382.47,382.65,L7
