dates,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0003,nzd0147-0004,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0014,satname
1999-08-26 22:04:44+00:00,391.28,384.07,388.02,387.91,385.75,385.53,391.82,395.70,400.63,396.45,386.19,384.34,383.43,377.98,380.59,L7
1999-09-20 21:58:32+00:00,404.75,382.41,388.16,389.73,382.71,381.98,392.31,400.98,399.11,399.74,389.79,388.26,376.46,371.09,373.33,L7
1999-09-27 22:04:48+00:00,395.18,378.28,390.79,389.62,389.04,390.12,383.73,401.20,398.57,398.23,388.38,385.84,386.38,387.12,390.14,L7
1999-11-14 22:04:42+00:00,387.06,378.01,384.38,386.31,386.64,381.60,390.82,395.88,390.28,392.63,389.02,382.86,386.12,383.98,384.97,L7
2000-01-01 22:04:37+00:00,,,392.04,394.17,384.90,376.42,394.70,400.29,397.40,399.10,391.40,386.31,373.82,369.75,375.37,L7
2000-03-30 21:58:33+00:00,401.10,379.08,390.03,390.38,383.75,383.57,390.05,402.50,397.82,403.15,391.19,384.32,376.99,374.12,376.52,L7
2000-05-24 22:03:46+00:00,390.17,389.55,388.64,389.26,390.92,391.22,392.89,399.75,405.32,399.58,390.82,388.77,389.65,383.33,389.29,L7
2000-07-11 22:03:17+00:00,398.45,387.81,389.85,392.80,386.64,386.66,391.60,399.06,399.47,403.41,392.49,392.23,398.04,,378.85,L7
2000-08-12 22:02:54+00:00,399.91,382.25,379.36,378.27,372.11,381.54,382.32,386.38,389.73,392.07,382.35,375.22,372.46,361.77,369.12,L7
2000-09-06 21:56:46+00:00,400.81,385.96,387.35,385.50,381.56,384.48,384.48,389.13,387.22,382.41,378.61,379.40,376.20,374.32,376.33,L7
2000-09-13 22:02:26+00:00,374.54,374.63,376.23,380.90,372.33,376.94,383.01,388.22,388.53,387.91,383.44,379.80,380.34,376.84,380.94,L7
2000-12-11 21:56:00+00:00,375.65,367.31,378.02,375.77,372.21,370.77,379.18,389.73,385.62,388.13,381.51,376.97,376.75,372.64,373.29,L7
2001-03-17 21:56:16+00:00,393.33,388.48,393.82,389.13,382.90,380.88,387.13,393.25,398.94,393.63,387.94,382.63,380.75,375.35,377.30,L7
2001-03-24 22:01:59+00:00,390.03,390.03,388.90,388.47,388.32,390.46,391.63,400.04,405.87,396.34,392.33,387.82,388.78,382.37,387.33,L7
2001-06-12 22:01:24+00:00,398.15,390.08,386.78,385.08,385.02,385.19,391.94,401.41,399.49,389.41,385.68,381.20,383.41,376.99,380.81,L7
2001-06-28 22:01:09+00:00,407.03,387.28,393.96,394.63,382.73,381.99,387.91,392.92,397.57,396.87,386.75,384.42,380.36,377.30,376.31,L7
2001-08-08 21:54:37+00:00,393.29,383.79,386.07,388.56,377.47,381.71,384.26,398.08,399.59,394.87,393.77,381.95,388.32,388.50,384.56,L7
2001-08-15 22:00:38+00:00,395.84,396.34,400.68,394.34,391.26,383.83,390.47,398.72,396.86,401.61,395.82,398.26,,,384.65,L7
2001-08-24 21:54:48+00:00,389.12,384.32,388.62,389.85,388.66,389.90,390.92,399.63,402.22,399.94,396.54,,,,,L7
2001-09-09 21:54:12+00:00,387.76,389.94,387.67,386.50,387.36,384.79,391.09,395.91,395.48,393.25,387.76,387.48,387.56,382.10,387.47,L7
2001-10-11 21:54:09+00:00,402.32,385.90,391.82,394.63,386.39,379.92,383.85,394.27,394.39,392.78,386.64,381.47,378.13,374.52,377.92,L7
2001-12-05 22:00:18+00:00,387.53,375.22,385.49,376.44,376.11,377.81,376.36,392.47,393.41,390.84,386.88,381.98,382.33,383.38,385.60,L7
2002-01-06 22:00:31+00:00,393.24,385.81,391.99,390.02,385.79,382.09,387.50,394.02,399.42,395.93,390.93,380.37,378.69,377.46,379.65,L7
2002-01-22 22:00:40+00:00,407.81,388.31,396.46,396.89,389.17,386.82,392.54,401.54,401.58,375.07,,,343.00,,,L7
2002-02-16 21:54:54+00:00,398.17,390.26,389.02,393.41,380.13,381.10,390.42,400.39,399.98,400.17,394.03,391.42,390.23,393.39,394.66,L7
2002-04-28 22:00:38+00:00,398.44,391.50,391.42,391.97,387.70,380.45,391.94,397.97,397.08,395.55,386.55,382.77,381.57,384.59,385.42,L7
2002-06-24 21:54:28+00:00,398.48,386.64,393.66,389.69,387.49,385.97,389.52,394.03,396.95,391.74,383.76,382.78,381.62,380.18,377.94,L7
2002-07-01 22:00:15+00:00,388.94,387.64,394.06,388.41,384.55,385.86,387.79,393.62,398.98,389.00,385.12,382.99,382.28,377.59,,L7
2002-07-17 22:00:08+00:00,417.29,394.65,396.17,395.91,387.53,390.53,391.73,398.45,398.69,397.49,391.75,388.02,382.39,377.13,379.56,L7
2002-08-27 21:53:36+00:00,392.41,394.54,395.68,393.63,394.17,387.58,396.05,400.75,405.75,398.59,394.42,384.88,388.91,389.25,384.65,L7
2002-10-05 21:59:31+00:00,398.14,384.52,390.69,389.13,383.94,383.67,383.99,392.04,396.99,387.05,385.09,378.28,377.57,374.35,375.16,L7
2002-10-14 21:53:43+00:00,411.63,383.58,389.96,388.95,381.22,383.01,386.12,396.18,396.36,393.96,391.18,384.35,378.06,383.93,384.70,L7
2002-12-24 22:00:09+00:00,396.96,381.36,393.91,393.70,393.80,390.57,387.20,401.75,397.37,400.86,395.67,387.03,389.01,392.86,390.10,L7
2003-01-18 21:54:06+00:00,388.08,384.72,385.58,390.03,387.70,389.29,391.03,396.54,398.17,394.04,390.05,384.65,382.91,384.36,382.29,L7
2003-01-25 22:00:18+00:00,397.78,383.28,394.48,385.74,385.12,386.05,387.53,395.90,401.78,392.89,388.25,382.17,379.43,377.13,380.50,L7
2003-03-23 21:54:40+00:00,395.79,388.25,387.19,390.77,390.24,392.20,391.02,398.34,400.47,394.45,391.13,389.47,389.86,385.02,386.96,L7
2003-04-15 22:00:34+00:00,380.46,378.99,375.27,378.68,375.73,376.38,380.10,385.68,384.75,383.02,377.82,374.07,374.03,373.00,373.38,L7
2003-05-10 21:54:22+00:00,403.59,389.05,392.89,396.70,384.49,384.62,395.02,405.56,397.63,399.09,394.65,385.75,381.69,379.41,382.26,L7
2003-07-21 21:42:33+00:00,413.14,396.10,396.06,399.57,393.21,392.18,395.47,407.27,403.35,405.08,398.52,390.17,388.60,382.06,385.52,L5
2003-08-05 22:00:11+00:00,394.83,,392.43,,385.87,386.21,391.73,401.35,400.29,400.38,396.63,390.08,386.75,383.17,381.58,L7
2003-08-06 21:42:27+00:00,407.44,385.50,391.69,392.70,388.33,389.51,389.87,399.93,399.82,404.19,399.47,392.23,397.43,391.71,393.31,L5
2003-08-13 21:48:45+00:00,390.85,385.44,390.99,389.43,390.33,384.88,387.54,397.84,395.40,394.04,389.12,386.40,389.85,387.89,383.81,L5
2003-09-30 21:49:30+00:00,393.30,381.34,388.45,385.78,387.63,386.16,381.75,396.38,396.53,392.99,388.29,383.02,388.48,384.03,385.42,L5
2003-10-25 21:44:04+00:00,387.47,381.16,387.15,390.85,385.84,386.10,387.22,407.14,403.80,393.36,391.26,385.46,384.19,382.12,381.76,L5
2003-11-17 21:50:09+00:00,394.37,389.39,395.31,394.96,391.94,392.94,401.94,409.53,411.91,403.06,395.16,386.34,380.88,380.71,382.42,L5
2003-12-04 21:54:19+00:00,,,,,,,,,,,,,,401.87,390.37,L7
2003-12-12 21:44:10+00:00,403.91,394.64,400.73,401.62,400.20,397.97,400.93,408.03,411.73,409.74,405.30,394.04,390.08,387.78,386.77,L5
2004-01-21 21:55:02+00:00,378.95,370.89,380.17,383.69,384.00,380.45,387.38,392.12,386.41,390.20,386.69,378.53,378.68,379.23,379.48,L7
2004-01-28 22:00:52+00:00,385.33,383.25,386.41,386.41,387.00,387.69,389.89,395.17,387.06,,,,,,,L7
2004-02-13 22:00:55+00:00,,,,,,,,,,,,,,377.03,377.43,L7
2004-02-14 21:44:33+00:00,396.75,379.09,384.02,384.50,381.76,379.26,388.36,394.83,397.24,395.72,392.64,386.32,381.20,379.95,383.93,L5
2004-03-09 21:55:15+00:00,,,388.90,,380.79,380.78,385.88,403.39,401.37,401.71,397.56,395.24,394.90,395.73,398.33,L7
2004-04-02 21:45:18+00:00,388.67,376.42,383.11,386.37,385.57,381.66,390.63,398.36,401.08,405.11,399.38,392.17,387.95,386.08,382.95,L5
2004-04-18 21:45:25+00:00,378.34,379.62,384.18,387.81,387.88,386.15,391.46,396.61,402.18,403.27,396.76,385.44,381.02,377.32,379.74,L5
2004-05-04 21:45:52+00:00,387.86,385.43,390.07,391.64,388.94,390.40,393.54,403.04,401.54,396.18,394.14,389.13,390.05,387.22,386.47,L5
2004-05-12 21:54:49+00:00,,,,,,,,,,,,,,384.56,385.75,L7
2004-05-19 22:00:59+00:00,376.28,368.98,375.87,381.10,378.52,380.75,373.93,391.77,388.59,389.91,385.53,379.05,381.47,373.95,373.97,L7
2004-05-20 21:46:44+00:00,394.51,389.65,387.91,390.76,390.26,392.71,396.77,399.81,407.59,401.98,394.26,388.86,385.37,383.59,388.78,L5
2004-06-05 21:46:48+00:00,403.54,385.56,396.30,394.54,392.38,384.46,394.15,404.26,397.62,393.93,385.50,385.71,385.38,386.38,382.61,L5
2004-06-12 21:53:11+00:00,408.73,394.77,397.63,400.85,392.93,389.66,397.43,406.98,405.85,401.69,395.71,400.03,421.81,,,L5
2004-07-06 22:00:48+00:00,396.98,388.48,390.11,394.47,388.89,386.61,392.90,401.49,402.78,400.40,394.75,389.13,,,,L7
