,dates,chi0208-0000,chi0208-0001,chi0208-0002,chi0208-0003,chi0208-0004,chi0208-0005,chi0208-0006,chi0208-0007,chi0208-0008,chi0208-0009,chi0208-0010,chi0208-0011,chi0208-0012,chi0208-0013,chi0208-0014,chi0208-0015,chi0208-0016,chi0208-0017,chi0208-0018,chi0208-0019,chi0208-0020,chi0208-0021,chi0208-0022,chi0208-0023,chi0208-0024,chi0208-0025,chi0208-0026,chi0208-0027,chi0208-0028,chi0208-0029,chi0208-0030,chi0208-0031,chi0208-0032,chi0208-0033,chi0208-0034,chi0208-0035,chi0208-0036,chi0208-0037,chi0208-0038,chi0208-0039,chi0208-0040,chi0208-0041,chi0208-0042,chi0208-0043,chi0208-0044,chi0208-0045,chi0208-0046,chi0208-0047,chi0208-0048,chi0208-0049,chi0208-0050,chi0208-0051,chi0208-0052,chi0208-0053,chi0208-0054,chi0208-0055,chi0208-0056,chi0208-0057,chi0208-0058,chi0208-0059,chi0208-0060,chi0208-0061,chi0208-0062,chi0208-0063,chi0208-0064,chi0208-0065,chi0208-0066,chi0208-0067,chi0208-0068,chi0208-0069,chi0208-0070,chi0208-0071,chi0208-0072,chi0208-0073,chi0208-0074,chi0208-0075,chi0208-0076,chi0208-0077,chi0208-0078
0,1985-07-27 14:08:05+00:00,153.51215583609374,165.55207014899938,175.46563665744995,178.93167740406625,172.5584504048923,184.2778760190693,177.45702948571025,181.26078934541897,177.46018043132642,168.70837375715732,174.75778569949085,194.61863118488068,185.31184828197584,190.42488562505866,204.68563399995472,188.99962459875687,186.10656537329413,196.68354076818207,199.2016929442471,197.0298392963602,189.3856734449397,189.98614335135477,189.925277686849,172.27220792784846,164.66541517812317,,142.09269659247155,161.65461389894548,143.570720039871,149.289060838341,168.99762384289764,174.2988818663095,172.0976076591511,179.75883984121307,192.70781610514717,194.7472529651267,189.42745487283574,192.78457186475651,214.27034118289777,200.1968606651713,210.13061984845038,213.20093490130415,222.42554361483928,220.3847343552116,226.30323902581233,234.245981868186,240.54936502310875,245.79198146669287,254.0606889313122,260.3926753770046,251.23357259771885,244.65519414327974,244.84549178392606,251.05886623114708,242.99009404871464,238.0474053828978,228.01695446108624,248.36876659853803,225.168214432226,215.38627674458925,224.51109390097446,221.56657387787192,217.4423915895499,203.18670845036343,226.69752686308303,242.46446264649126,237.99152942291101,246.90698626013392,261.23087050187695,249.938347981327,257.40706567265835,215.32216132415058,218.5356205935959,229.7075022868405,209.6634085123527,209.60619474905545,222.31349841825283,214.76895834889828,209.4406999322774
1,1986-02-04 14:05:11+00:00,164.44996220611006,176.16324044394918,186.09770158861542,204.17239584078087,202.20473160459363,206.97460984704156,202.91140622894793,210.91308940349882,204.1237510599379,203.61262980797144,207.82087481140545,205.10102416275114,187.540838060511,207.99601740840467,209.81587538172514,198.5036265544488,195.99387735428408,192.4955338457448,200.39754739729884,203.81442676117598,210.2311114489794,204.1186710299185,193.28257831237482,192.83922226120114,183.85269743689014,169.66754643118045,174.3392517164059,168.77950121762638,178.19358993407914,179.77746265455485,187.372805612648,184.87280329644344,183.9232438298223,190.69888540153826,207.70663537398806,213.74341500982575,200.17310069307817,211.4617470426059,218.33175499366385,225.5136684082641,212.35685512848715,224.20783251512032,226.6068909027906,217.21709111172729,225.9845293701452,241.7017797913461,255.83771876449376,233.16790702217892,250.6564540465839,249.8248255083757,261.2534874097846,259.45767721529654,248.63345553984632,247.40380673395404,239.0503560783501,241.69259735887871,257.35108685577535,248.31837315533144,227.07907396898366,226.1051608745833,219.27409797744286,212.32707470991116,230.0390994750996,238.27938688069838,222.28424684110394,236.00750146718767,247.3152181896089,248.12261857222745,245.89947415154313,251.1056783964282,243.0613580080325,244.2158462371586,228.8239896211171,230.23234581916356,220.35710761084292,235.55918410834056,225.58637195508263,228.79968274220997,224.8515714917287
2,1986-07-30 14:00:28+00:00,169.70887903825917,181.1438248452483,188.0169402296056,192.09916988281458,189.26683761265065,194.18158483787795,190.49166348061019,191.89621392976827,195.42446035754122,192.03286975841527,194.68758293963157,202.7194511742695,197.96072631270607,196.1899941394751,208.2314056550538,199.18039399279704,181.2163260693299,189.59568443998003,191.16772555068061,188.19489112774096,184.7614873064421,183.31531742789966,183.5869119621745,177.28839577846114,171.17881346648596,147.0027530830298,144.39550465572609,145.5703474394563,171.94510432024688,167.28039721928567,156.6686775617884,164.73279294438788,168.99063796289505,179.7309226070714,202.01240432531293,201.2199290179424,197.70663593152136,195.30963575105613,192.5969868083084,215.99570150928318,219.94151261576485,214.7599166974856,219.0403933268328,224.59738082492396,227.04181847920088,234.22838215554438,250.7519787345047,245.57798903777052,251.78220923652808,252.2586784394949,254.14019751597755,263.631873860182,251.9712362701017,234.98010207823478,235.23848411681786,255.23273912297142,250.32572133182236,218.3209777309918,221.11879214123434,233.16697875830653,225.569363820089,235.84427981373352,212.51663030531643,206.28114286327147,237.20278075784884,258.25270073449275,250.75543072309884,253.5569015137979,251.22404648668106,261.8612945203456,252.58862604010056,247.13668976876272,212.9631915489704,220.12265198436,228.31658718622865,218.6214860621938,222.57804420157956,227.58829239920308,205.8377117126087
3,1986-08-15 13:59:53+00:00,171.60342710035562,184.50596868663922,194.05634698387598,202.57830076271244,199.51530011754002,204.6709738853779,190.0120279188097,201.77956212401898,197.8419731908103,189.75297804899103,201.33538672161436,207.11963308399504,205.58173419768485,197.58335469143128,213.74092310090322,202.54701233662612,203.53101705701525,189.88292142236475,199.47318451752557,195.49417000622657,193.19601648795827,189.62762730833742,190.69049906276763,190.9143304402422,177.8107898364458,148.67391425668941,147.6576773297311,175.08330100386843,187.74459021694537,174.0417289837919,159.12320915186373,174.89041085240456,188.3820418725941,196.17542852456629,201.32830140573427,214.31308976741857,191.45043335494265,192.90444091197452,214.2401468925219,222.53848925954424,222.74237511108626,217.67381899280886,222.2692993815281,235.76832583111027,225.9201511273074,234.352605962259,253.41423319106775,242.40893569548786,245.1076325026435,257.2360957190578,262.667576259133,260.85035028657836,258.4969494436144,236.3531339908293,240.90403768514224,253.4854869081165,244.46008187198873,218.56385198765952,228.7965455588349,234.60611003471786,230.16246084271896,236.51206720044706,215.524431168528,215.6700780224386,245.52157433611544,260.54853420996784,253.86011699902377,250.5318312047301,253.7661990049406,268.4465934405841,257.12280271986384,247.15098892514987,218.8192568715567,223.93522084856417,228.088169057363,221.3109272914519,223.09646003704125,220.19051215307735,216.6533996988608
4,1986-08-31 13:59:17+00:00,161.39419898930694,176.90018493444416,186.24522335690773,189.92588871330256,190.33966124599405,192.35348335527058,186.65023627208222,197.57190970587814,187.36391144216034,181.18001812949856,189.35952656812174,198.51495673504058,190.60861055843995,196.74594420719404,197.86551700858126,194.90613708413736,189.62267509079987,192.0016612709593,185.64994859701136,180.58953981181236,178.1143046594655,173.81182599540801,177.30790886500475,176.0536664239319,167.75305103119646,139.79400903133808,146.0509829321367,153.10402113988698,169.01223121209534,163.38455236170833,147.230930127991,150.6813711645328,178.12313928432286,191.78927252712157,202.08016449794806,200.701251479085,194.42562736621917,204.9966381287452,209.02998181445452,219.70057246739904,217.0201066334599,218.816163521648,221.13349454673892,223.4754463839387,228.41057622146954,239.91264002927576,241.5813252910033,242.41778685797684,248.40734026955093,254.22379771331092,249.94620006843502,252.29171180795606,248.5496525354193,237.50223481677875,238.12445218562473,239.93486448685337,236.06108768023182,222.9310503304466,230.01474870585912,222.12265802052366,226.8689530197839,221.0529094567361,215.1475682971131,209.2835765181247,231.36850034752896,251.37824503842717,254.84223482054995,254.8692657881237,257.4483594602967,261.7543583032622,253.0198098678107,239.18468165088933,221.0845597425269,224.38425192429224,217.8900764321919,221.9203434510888,223.25493650823964,220.08622785858995,210.8383687684236
5,1986-09-16 13:58:46+00:00,168.98210974339372,182.65040945748646,193.12131498501236,200.32023856361917,192.4251753388102,200.8251019768112,191.7976365156363,201.99223452145037,196.1276456877123,194.05950520527966,202.40792629758255,208.69955439235906,196.11254276826776,202.64137651064655,210.71415474321125,193.83023498090245,190.7809766632006,208.07317396305433,203.6372493641535,194.0215177599703,182.9688624891481,186.53637124105995,186.2335548966299,179.61344777921212,169.75136069044345,147.54224833894966,153.4829266816479,163.99009199930111,176.67182846458314,166.07083893639967,147.46793253528287,157.62384562486028,192.7017914955292,191.64125131104274,197.2953175309918,194.4708843312932,183.94933495606415,204.9911825277952,204.16597886084423,219.55504358653045,226.04742949358132,218.2540588225151,222.43380162852753,216.05223399243295,230.66374337430184,244.00195550463368,233.58640386592256,241.01081437935943,252.09295103664613,249.9361170989115,254.36315880322667,264.6731830394182,252.23890813715252,238.70050508999185,245.8002561408586,240.12233530066237,227.41527932119106,231.27041842053532,225.36436189479957,219.76305991877214,226.48401629178147,219.1986068029968,213.16714872952082,217.71167874722843,244.56865646671116,251.66840431098757,255.7400500696054,250.9303132585485,252.55945724102065,264.4502095914722,246.53164340073084,240.005937453127,216.9975260420225,224.74213292609616,222.85473699248604,217.05097796412366,216.93601944247794,223.6833418296445,219.76517661303444
6,1986-11-03 13:57:10+00:00,173.77826991547587,192.8228195704791,193.59572214178195,201.46306025719792,203.11278025472686,207.3212759604946,212.35921371524688,216.40097763338255,211.50251839057728,201.75713493315934,201.72044171504828,209.0856507193754,191.86439706818953,196.9766641138511,207.10297695046012,199.02998099045334,198.66238907654926,196.70586080964424,184.06784212853245,172.7858526057127,175.2552349167853,175.1994098990406,167.65363677768437,171.21918205981925,160.3491841969015,157.88428260672558,149.4705987697327,171.8382967201781,176.33544868565423,158.44227705325827,145.47367509579942,165.839034151907,183.1020008341021,187.00864428618533,202.98850803889513,182.00390561562173,180.42817394649416,210.7551154690292,201.72029216739776,210.67954606034186,215.08495842565688,221.3522681682285,215.0629812217742,214.5918836964909,224.49665725592106,217.88520067715052,230.06529132813114,217.194895905041,231.5249175143605,232.55247964782674,243.90878515513208,244.7221372605143,240.93358718178624,235.314688713244,235.5163337412475,231.71670579202342,241.75633431656135,,,,,,,229.99895745262242,250.1343598344221,286.9348181163,253.11298684579634,238.79381809376497,266.96729189611494,255.41230643368212,225.01857665306065,233.75529224340934,217.36591703346923,216.84757813461826,212.6279581600516,218.7195063612425,212.35360448116896,,
7,1986-12-21 13:57:14+00:00,163.85436276497802,177.24920294611053,,155.12036941144495,186.28974500261663,208.97649498987641,210.6968435016143,218.36686282360847,209.63762522154374,207.68260534403544,219.8815905359248,208.31686103036446,201.58110218107007,192.36194640619192,202.21243947418975,207.84002908391224,192.97086752802943,198.03038052533662,183.35362451597013,196.63066593489026,205.60013344941038,197.80419304456714,192.3526248984164,193.29874435680495,,176.39838590967233,174.6574590290275,174.42537687438377,175.59205655392688,177.53278671981684,164.5961095743281,160.9508593450514,183.88364793281266,188.84375390830965,192.9604734564917,202.74853466707296,182.7836448989627,210.39132821575785,223.91429314175156,211.5638231123989,220.15839037724723,212.35864280771435,211.6256073051396,220.80804391569106,231.7513417207652,242.32214598448218,241.11465758001947,231.05173386630386,239.16603814601876,252.22203029516683,263.5085444250007,249.07416504295392,247.25997242829885,244.6333970715766,236.6999106088363,251.8391934136984,253.53107436749573,231.71695187227283,233.33088973829553,213.8336221314941,221.5061903463208,224.3324382863589,212.278206490616,217.0891084507169,243.75655103348728,241.64159284783113,237.88855776237503,254.16353659468453,249.31344262684004,256.010553143728,244.98677603152072,233.89494516385153,239.80207805068687,225.66304102373041,221.27562280467885,227.05990202390592,219.59579565421524,212.52682451874549,209.07457581626122
8,1987-11-06 14:06:08+00:00,164.8317499878509,184.56850704850592,189.7101901393962,189.15953311481525,179.98928697619723,186.14334411801232,180.35115127631002,186.41163255821098,185.08312609116757,190.5965473784685,192.80148040870537,194.98837216276948,184.48603402023528,197.6571501117933,198.3857481338979,197.91747226734125,191.3737553181002,195.88673731365262,207.57940589147165,199.28002462689065,185.7462756698262,172.08048441271936,171.29264484617337,167.0591552562125,155.05422973570776,,140.54191856765513,132.93708254779952,143.34443881694023,148.0396273777281,150.3894561800631,156.9908804397267,164.83116240264403,172.53164460887106,172.3853595337852,191.5758356903157,200.9158613432783,193.49174223322947,196.92944309115535,204.12606774258307,219.31717014987962,192.80612696254283,200.98192655353247,229.90633050126115,230.4625159249678,233.58308891395382,234.74677668254375,230.69298845655936,235.49595375136087,244.8135695079325,238.26341311017524,235.69495591213948,239.0776324824446,228.19365510019742,221.50337814029956,238.82126101759135,240.30087817483567,219.2514364413919,198.0245687530742,214.04077309121183,206.524359081117,226.95858960432517,222.4462425899399,204.3807031657117,231.4040679145137,245.64599806534034,242.20449265621076,257.4486476207148,249.23699506847228,247.09679318989683,234.3681044166372,240.42680594066772,202.98454854348768,209.92127752353397,217.17559311182717,206.40057316404346,219.4213202224942,207.08976693687288,200.99029130668956
9,1988-06-01 14:08:45+00:00,164.50243268586388,174.05939135513918,181.08518879131208,188.4325911373744,188.1168006256483,188.40230945351954,202.92829093089176,204.80314513315585,195.03996195732023,190.92646584079293,201.36459785204008,192.07342170361468,184.79786576974305,190.46035190971,207.1130542429816,208.636667111367,207.63133767086427,195.41508621968651,,,,,,,,,114.01375470141613,139.9477363278072,145.40537164663237,159.91314934154556,154.14932849824078,157.7976651408351,174.60701940158498,192.28943711363212,198.17200705569968,198.72483613662013,199.5184661178681,200.24097932467538,209.54361929272028,215.29154509925414,215.7710981501457,220.47907819395584,244.32669001571023,240.5019776287494,218.89960983462402,236.3420736605805,240.79942773608076,232.64734063055252,245.59486913139523,250.31286589903314,245.1161900757811,225.94593414509154,230.4784730353694,238.52608051032806,237.37519026093563,217.68514682865845,228.02838233995948,238.8737336202992,224.88813027520789,214.69174748403032,212.83218298570438,207.45734136826928,215.99941135368385,215.47399013455825,222.77839911508494,231.2599597291728,236.91093959718444,257.4678920311946,263.80604867678124,243.29541876560558,229.0561572688461,242.40808473536018,234.38585735676523,231.98479701762577,216.4369420048585,211.69579898102361,217.4766446399291,210.79462913808663,205.13063399532126
