dates,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0056,nzd0418-0057,nzd0418-0058,nzd0418-0059,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0079,nzd0418-0080,nzd0418-0081,nzd0418-0082,satname
2001-02-27 22:10:18+00:00,369.98,366.14,374.23,425.45,420.99,416.14,411.26,408.06,405.16,401.56,397.03,393.31,391.24,386.75,384.97,380.87,381.27,384.00,385.51,386.25,384.93,384.55,385.28,383.11,379.05,371.37,360.14,356.80,352.50,343.00,338.83,342.25,346.32,346.32,345.36,346.62,345.29,346.23,348.15,343.91,345.60,343.53,343.91,342.54,341.15,339.99,342.00,346.09,351.03,352.06,350.40,352.77,356.04,360.14,366.27,368.35,373.04,381.82,390.53,394.24,310.34,307.48,314.69,328.52,330.53,339.93,345.83,348.44,354.69,368.34,376.54,379.66,376.64,373.12,372.98,373.13,368.89,371.44,376.39,378.44,383.21,393.19,415.19,L7
2001-03-15 22:10:15+00:00,373.56,368.02,370.47,432.53,423.46,418.02,412.72,408.94,407.84,405.08,400.04,396.65,395.24,389.06,386.06,382.23,381.54,383.88,385.72,387.63,385.67,385.64,387.20,383.11,379.05,373.64,363.55,358.04,353.96,344.45,340.87,342.43,347.23,347.81,347.43,348.55,351.18,351.46,354.11,349.97,350.85,349.31,347.97,345.94,344.97,343.95,346.15,349.21,354.76,355.35,352.37,355.22,357.84,361.77,367.76,368.26,370.56,378.48,388.97,393.09,314.98,313.65,321.24,333.38,335.85,343.17,350.15,352.44,360.14,372.00,379.61,383.11,380.12,375.06,375.30,374.69,371.08,372.86,376.23,375.95,380.06,391.70,414.44,L7
2001-03-31 22:10:07+00:00,378.02,370.75,370.89,436.86,429.31,421.22,414.06,410.52,410.35,408.36,404.29,400.01,398.33,392.14,388.20,384.71,383.56,385.86,387.44,388.96,386.76,386.69,387.93,384.87,381.11,375.59,366.37,360.28,356.34,346.96,342.82,343.54,348.04,348.73,348.52,350.06,353.62,355.53,358.44,355.70,354.92,352.79,351.81,349.93,348.07,347.97,351.29,353.53,359.11,360.18,357.69,358.49,359.76,365.41,370.01,370.46,370.92,377.85,387.25,390.13,318.66,318.53,327.25,336.63,338.80,346.76,354.05,355.87,364.32,377.06,383.98,387.25,385.01,380.46,378.47,376.99,375.09,375.15,378.42,376.37,379.43,389.80,410.84,L7
2001-05-02 22:10:03+00:00,378.02,370.75,370.89,435.35,428.17,420.71,414.23,409.59,409.05,407.20,403.51,398.22,396.94,390.99,386.39,383.68,382.07,383.94,385.76,387.52,386.01,385.86,387.18,383.89,379.76,374.31,365.27,359.01,354.73,345.55,341.69,341.47,346.37,346.22,346.03,349.74,352.65,354.41,356.14,355.02,355.55,353.96,353.77,351.87,349.76,349.43,351.56,352.80,358.56,358.93,357.69,358.49,359.76,365.41,370.01,370.46,370.92,377.85,387.25,390.13,317.54,316.45,326.55,337.21,339.73,348.69,355.73,357.78,365.56,377.31,383.24,386.68,383.82,380.46,378.47,376.99,375.09,375.15,378.42,376.37,379.43,389.80,410.84,L7
2001-06-03 22:09:40+00:00,387.06,380.64,378.18,434.23,426.96,418.75,413.58,409.55,408.32,407.60,403.84,399.20,399.11,392.48,387.05,384.06,381.90,381.73,382.52,384.17,385.16,387.52,391.16,387.99,383.30,378.95,371.26,364.38,361.07,351.62,343.09,341.90,346.52,346.45,347.56,352.63,353.06,354.58,353.55,352.92,353.97,354.00,354.31,351.87,351.53,349.50,350.45,351.74,358.03,361.66,363.69,362.19,363.01,369.13,374.23,374.34,374.70,379.78,388.77,391.44,317.98,313.79,324.56,336.79,339.97,349.79,355.65,359.65,365.31,376.38,382.20,386.00,386.40,386.55,382.22,380.40,378.84,379.39,382.30,380.32,381.42,391.21,413.24,L7
2001-07-05 22:09:21+00:00,387.74,381.58,380.85,432.47,426.55,417.80,413.48,410.36,408.42,405.95,402.68,398.10,397.80,391.98,387.02,384.40,383.02,383.50,385.24,385.31,387.04,389.20,391.40,390.13,382.85,379.03,371.94,365.30,361.98,354.49,346.16,346.61,349.24,349.30,349.69,354.61,354.35,355.63,354.99,353.61,354.77,354.47,357.47,354.12,354.40,353.85,351.93,353.46,358.47,361.66,363.69,362.19,363.01,369.13,374.23,374.34,374.70,379.78,388.77,391.44,319.47,315.06,325.18,337.85,341.18,353.51,357.13,362.36,369.32,377.86,383.92,386.00,386.40,386.55,382.22,380.40,378.84,379.39,382.30,380.32,381.42,391.21,413.24,L7
2001-09-07 22:08:34+00:00,399.51,391.17,387.04,438.79,432.07,419.43,412.97,407.17,406.53,406.05,404.54,400.26,400.90,395.46,388.71,387.16,383.89,381.99,383.69,383.41,385.01,386.12,386.46,384.07,376.81,376.07,371.26,363.42,360.54,356.58,349.33,349.03,350.09,351.19,351.63,357.63,357.87,359.70,359.40,359.96,360.31,361.50,364.09,361.65,360.17,362.43,358.36,356.54,359.75,363.98,366.71,368.25,368.46,373.17,377.20,369.84,362.75,364.05,373.80,372.79,323.23,320.14,332.25,342.88,347.95,360.69,364.20,368.70,378.53,383.98,386.76,386.75,389.19,389.46,387.81,386.43,384.51,382.31,377.64,368.19,365.88,376.30,393.12,L7
2001-09-23 22:08:26+00:00,400.90,392.70,390.36,433.29,429.25,417.06,408.26,402.94,400.28,401.57,403.78,398.68,397.94,394.99,388.06,384.68,383.10,381.50,381.10,379.28,381.44,382.22,383.03,382.85,375.16,373.08,369.61,363.23,359.91,355.35,347.34,348.30,347.90,348.72,351.31,357.85,354.54,358.21,356.59,359.26,359.70,359.43,363.12,360.58,358.30,361.49,357.02,357.17,358.24,361.91,366.29,367.99,369.33,373.24,373.15,357.37,353.34,347.18,356.36,353.82,321.84,317.76,331.14,342.07,345.82,359.95,362.19,366.94,376.55,382.79,387.33,385.14,387.04,388.94,387.81,387.84,384.92,378.02,365.25,358.78,348.88,358.98,373.53,L7
2001-12-12 22:08:38+00:00,390.92,384.05,389.08,425.71,421.54,410.11,398.32,392.17,388.23,389.62,394.90,393.31,391.18,389.68,384.46,379.58,379.06,376.43,376.35,371.67,373.75,375.24,375.59,378.34,368.24,366.13,364.81,359.80,355.08,351.73,345.76,348.70,345.41,345.89,349.41,353.03,352.53,355.91,357.10,358.67,359.52,357.17,361.15,357.57,355.44,359.14,352.86,355.87,355.54,357.35,355.44,364.57,369.30,368.05,369.09,345.32,343.62,333.43,343.91,348.20,320.21,317.90,330.07,342.02,344.98,358.77,358.63,363.00,373.45,378.59,385.88,380.97,382.36,378.23,384.55,387.52,379.82,373.75,353.20,348.94,335.18,347.06,367.29,L7
2002-04-03 22:08:45+00:00,380.13,379.00,383.49,421.57,415.29,417.61,405.75,405.63,399.19,387.53,391.68,394.78,382.41,381.06,384.62,385.42,373.10,368.98,369.03,371.55,370.23,372.52,376.89,376.12,364.54,363.85,359.40,356.59,355.64,353.22,354.15,352.70,351.22,324.40,350.26,354.46,356.27,339.29,358.94,360.59,364.45,358.59,358.83,361.16,362.09,363.11,369.27,374.81,382.29,385.72,381.05,402.54,401.17,408.84,399.44,392.40,,,341.25,390.75,327.22,319.66,332.20,347.88,344.28,355.49,365.51,368.04,379.59,396.37,405.10,409.29,410.68,404.26,422.74,418.73,420.71,404.89,400.24,,,344.55,401.96,L7
2002-06-06 22:08:34+00:00,380.13,379.00,383.49,417.95,414.18,416.01,406.02,406.27,401.86,389.50,395.10,396.59,390.87,387.10,386.19,386.20,376.52,371.57,369.93,373.02,373.53,372.79,373.53,371.62,365.73,360.98,359.87,356.82,357.55,355.02,354.15,352.70,348.65,325.69,348.31,350.35,350.93,341.79,353.94,359.13,362.67,358.44,358.83,361.16,362.09,363.11,369.27,374.81,382.29,385.72,381.05,402.54,401.17,408.84,399.44,392.40,,,341.25,390.75,321.75,314.16,330.99,346.03,344.62,355.49,365.51,368.04,379.59,396.37,405.10,409.29,410.68,404.26,422.74,418.73,420.71,404.89,400.24,,,344.55,401.96,L7
2002-08-25 22:08:00+00:00,385.58,380.58,375.27,415.25,411.52,418.17,409.45,417.63,414.68,396.38,403.60,403.99,391.87,387.26,385.80,387.36,378.92,374.96,375.71,380.96,377.94,376.18,377.23,374.82,372.37,369.58,365.24,360.51,360.04,356.31,361.62,359.60,358.20,339.75,356.02,355.51,357.16,348.96,359.52,366.94,370.93,364.66,369.60,376.29,375.87,386.55,399.91,403.98,410.11,411.30,410.36,402.54,401.17,408.84,399.44,392.40,,,,423.04,325.35,319.75,338.37,352.88,349.08,363.49,381.05,383.27,406.91,426.49,433.76,437.10,436.29,433.19,422.74,418.73,420.71,404.89,400.24,,,,429.80,L7
2002-10-28 22:07:46+00:00,,,,416.67,415.65,416.05,408.58,410.37,404.19,395.29,398.76,398.36,396.14,391.20,386.50,384.21,381.26,374.69,374.46,378.97,375.05,372.92,372.09,369.15,370.80,366.89,362.12,355.77,352.12,350.86,347.03,345.93,350.59,344.09,350.01,344.99,348.02,351.13,352.35,361.17,361.66,357.99,350.05,362.02,369.73,380.08,387.79,382.52,384.26,383.35,378.15,379.37,375.74,370.50,370.66,378.41,,,,427.52,314.89,312.67,333.28,342.63,343.50,343.83,370.01,379.14,398.30,413.12,412.77,411.24,409.40,401.27,399.31,393.81,382.55,376.07,386.31,,,,435.80,L7
2002-11-29 22:08:13+00:00,383.82,389.23,382.20,420.10,417.59,417.37,410.67,411.44,405.83,395.57,396.87,396.30,395.56,390.75,386.71,384.58,381.72,376.17,376.00,378.68,374.55,372.14,371.32,369.19,369.44,367.13,362.76,358.04,352.22,349.38,345.89,346.01,349.70,346.11,350.26,347.55,349.85,351.32,353.90,360.51,362.56,360.37,358.43,364.50,368.06,372.16,377.23,373.94,377.41,380.78,379.81,385.81,385.84,382.50,377.81,371.13,378.39,,,417.61,315.06,314.04,332.17,343.73,345.67,353.66,370.30,376.48,389.83,403.00,404.27,404.50,406.25,402.82,405.60,403.04,394.20,383.04,379.02,383.26,,404.04,432.34,L7
2002-12-31 22:08:20+00:00,375.86,387.07,390.92,425.19,420.17,418.35,413.75,413.97,407.67,400.36,394.33,394.34,391.50,387.95,385.82,383.53,381.17,375.98,377.43,379.58,372.69,371.74,372.82,371.39,369.88,371.09,363.42,358.29,349.16,346.29,345.89,348.73,352.71,351.98,351.70,349.35,350.90,351.59,354.56,357.52,360.56,362.97,362.73,366.02,367.50,369.20,370.76,370.77,374.03,377.04,375.80,381.92,384.53,382.62,382.23,376.41,378.64,,,411.50,315.56,314.69,329.28,342.25,349.40,358.91,370.32,375.61,385.77,398.11,401.18,401.22,402.63,398.70,401.93,402.09,392.54,387.49,384.28,384.02,,401.53,425.54,L7
2003-02-01 22:08:33+00:00,372.80,382.34,388.49,424.11,419.75,416.07,412.97,413.25,406.83,399.96,392.39,390.47,388.94,387.57,385.48,381.47,378.12,374.15,374.40,377.69,372.05,372.37,373.51,370.72,369.56,369.76,363.65,358.60,353.12,353.71,350.88,352.96,355.57,353.59,352.23,349.98,350.32,350.99,352.68,354.79,357.40,360.61,361.48,363.39,365.66,365.56,365.26,367.09,368.74,372.00,370.99,376.30,378.80,378.07,379.90,375.11,375.14,322.44,349.52,405.81,315.57,312.67,326.81,340.41,347.62,357.95,367.44,373.52,381.54,392.63,397.54,396.62,397.56,393.92,396.48,396.91,387.10,385.16,382.99,380.85,323.55,390.02,420.81,L7
2003-05-24 22:08:40+00:00,372.80,382.34,388.49,430.90,425.80,420.20,419.00,417.03,411.80,406.12,398.60,395.49,393.19,393.42,392.05,387.16,381.48,379.90,377.98,380.52,379.24,379.76,378.97,377.43,374.24,374.03,372.14,370.35,367.55,369.12,365.02,363.08,360.98,360.02,358.48,361.29,360.44,357.65,359.56,358.93,364.97,370.01,373.94,373.48,373.83,371.76,368.76,361.94,363.56,368.22,368.61,375.27,379.82,380.60,382.98,374.01,375.14,322.44,349.52,398.58,323.08,319.05,332.25,348.59,357.36,371.41,376.63,381.22,386.36,395.96,392.47,391.75,393.61,391.47,395.54,397.94,388.61,388.20,381.88,380.85,323.55,390.02,415.81,L7
2003-08-20 21:57:03+00:00,,,,437.20,431.62,424.67,423.61,420.70,417.70,413.82,408.75,406.61,404.32,398.58,393.69,386.67,382.11,380.12,382.81,381.95,385.35,383.84,382.68,381.49,380.38,378.89,379.18,380.06,377.12,381.60,381.78,379.15,376.13,377.80,377.46,382.63,383.45,380.63,379.56,382.84,390.58,392.44,392.28,397.33,396.61,402.37,396.59,,,,,,,,,,,,,,343.61,339.57,359.10,371.00,377.22,388.82,405.08,405.17,415.92,421.22,,,,,,,,,,,,,,L5
2003-08-28 22:08:21+00:00,386.03,390.65,402.40,437.90,431.98,425.07,423.55,421.86,417.52,412.77,408.46,405.18,404.00,397.53,391.86,384.63,379.29,377.63,379.58,379.20,381.10,381.49,381.59,377.68,377.02,376.77,379.08,379.03,377.25,378.83,378.57,376.69,374.93,376.62,374.21,379.93,380.61,377.58,375.16,379.52,387.99,390.50,390.65,393.76,394.21,397.01,391.51,393.14,395.74,,,,,,,,,,,,341.68,334.68,354.37,370.37,377.03,388.34,400.56,403.13,409.79,417.82,423.89,422.80,,,,,,,,,,,,L7
2003-11-16 22:08:35+00:00,380.04,378.79,383.01,434.75,430.05,423.53,421.77,416.84,412.71,409.11,404.84,403.20,403.02,396.26,391.32,384.82,381.61,381.06,385.37,382.88,381.62,381.60,381.06,376.58,375.06,371.95,370.80,368.39,367.76,368.39,370.20,369.86,369.01,371.43,369.39,374.83,374.34,374.94,375.46,380.35,387.15,390.28,390.37,390.18,388.71,391.70,388.12,383.63,390.77,391.61,394.50,393.41,388.75,387.73,381.88,410.81,397.56,383.69,388.56,373.53,338.25,335.20,354.36,369.90,376.76,386.84,396.12,397.61,405.80,414.52,414.15,417.81,416.40,416.75,413.74,404.73,399.22,387.42,418.73,404.16,385.99,390.69,387.71,L7
2003-12-02 22:08:38+00:00,373.29,371.42,372.85,429.25,424.88,419.98,416.79,409.72,404.72,400.37,397.48,395.74,396.76,389.66,386.02,380.82,377.32,376.54,383.89,381.08,377.48,376.73,377.18,373.07,371.95,365.77,363.43,359.65,356.44,357.51,358.55,361.25,362.59,366.14,364.25,368.44,365.67,370.21,370.31,373.53,379.89,384.05,383.57,380.75,379.50,383.17,379.85,376.92,383.48,385.56,390.22,382.47,365.46,363.97,373.90,385.99,383.96,377.79,380.75,368.93,333.66,329.94,345.50,362.04,371.40,379.02,386.48,388.97,398.67,406.07,407.40,410.69,410.29,412.65,402.97,383.11,373.63,379.21,393.89,389.58,379.98,382.41,383.94,L7
2003-12-10 21:58:29+00:00,368.84,368.23,371.18,432.49,427.57,422.97,418.12,409.58,405.00,399.22,395.66,394.43,394.31,388.41,387.41,383.00,380.32,380.43,386.00,385.80,382.71,380.04,379.12,375.75,373.37,366.46,363.28,358.54,355.26,356.65,357.56,361.12,362.71,366.94,366.41,369.79,367.40,370.76,371.19,374.59,380.00,383.73,383.67,382.04,382.16,383.21,378.64,376.74,383.14,386.16,389.90,379.54,354.34,365.41,373.92,384.25,384.91,381.60,383.97,377.09,334.59,330.93,346.42,362.57,370.87,379.16,387.60,391.10,398.25,404.89,407.25,410.32,411.19,412.36,400.26,375.62,374.18,379.18,393.44,390.51,383.55,385.47,391.54,L5
2004-01-03 22:08:54+00:00,367.20,366.84,369.23,432.94,428.70,424.43,419.31,410.81,405.97,399.89,396.38,395.12,394.72,388.99,387.22,383.35,381.07,381.04,385.37,387.26,384.42,382.71,382.11,376.26,372.36,365.77,362.76,358.24,355.11,356.49,356.23,359.56,361.91,365.05,365.10,367.80,366.07,369.25,370.41,373.96,380.34,383.82,383.56,382.97,382.41,383.25,377.59,375.79,381.76,384.10,385.09,379.54,352.18,361.33,370.75,380.68,382.50,382.65,383.25,378.89,333.38,330.27,345.83,363.33,370.61,379.08,388.02,391.16,397.85,403.47,406.31,409.09,409.20,407.80,400.26,372.26,370.13,375.98,389.53,388.15,384.36,384.70,393.32,L7
2004-01-19 22:08:59+00:00,365.52,365.79,369.33,431.79,428.43,424.03,419.59,411.27,406.39,399.28,395.04,394.74,393.84,388.45,386.68,383.15,380.56,381.20,384.95,386.69,384.58,383.37,382.88,376.30,373.40,366.67,363.26,358.93,356.44,357.49,356.43,358.60,361.58,364.56,365.09,366.25,366.23,368.67,369.07,371.51,378.05,382.06,383.56,383.44,383.43,383.57,379.37,379.62,384.38,383.23,375.03,379.54,352.18,361.33,370.75,380.68,379.83,383.07,381.08,378.93,333.23,328.81,343.91,361.33,369.29,379.49,388.16,392.37,398.16,405.57,410.18,411.88,408.52,397.91,400.26,372.26,370.13,375.98,389.53,385.30,384.69,382.49,393.25,L7
2004-01-27 21:58:50+00:00,366.21,365.94,368.31,430.94,427.80,423.88,419.75,412.50,407.49,400.22,396.95,395.56,394.84,389.00,386.81,383.38,381.42,382.44,386.21,387.68,386.52,385.18,384.45,378.06,374.52,367.59,364.69,360.43,357.55,357.67,357.09,358.82,361.93,364.28,365.60,367.65,367.42,369.69,369.54,372.24,379.73,384.00,385.85,386.17,386.71,387.91,384.81,387.80,384.38,383.23,375.03,379.54,365.03,365.75,367.85,376.41,376.60,378.07,376.57,376.27,333.74,329.50,344.74,362.93,371.30,381.60,390.75,396.16,402.98,411.35,410.18,411.88,408.52,397.91,400.26,384.88,370.13,373.12,385.27,382.08,379.69,377.86,391.20,L5
2004-03-23 22:09:16+00:00,362.91,361.82,362.63,432.53,430.51,427.78,423.32,414.23,407.96,401.41,397.38,396.33,394.79,389.28,387.32,386.66,385.94,387.74,390.37,393.00,392.14,390.75,389.49,382.88,378.85,369.77,364.60,359.50,355.39,355.17,354.44,357.58,362.52,364.93,367.34,369.78,369.10,371.72,372.98,374.05,378.60,382.66,385.79,385.07,385.58,386.18,384.29,386.91,382.11,383.23,375.03,379.54,365.03,365.75,367.85,376.41,376.60,378.07,376.57,376.27,335.62,333.11,345.80,361.14,369.99,380.90,388.52,394.98,402.01,410.63,407.44,409.69,408.52,397.91,400.26,384.88,370.13,373.12,385.27,382.08,379.69,377.86,391.20,L7
