dates,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0013,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043,satname
2000-07-13 21:52:31+00:00,337.49,322.18,318.90,319.29,323.43,330.05,342.70,357.26,378.35,372.72,363.00,357.24,357.73,354.55,357.90,360.03,350.55,339.24,335.02,339.91,341.52,338.15,335.79,335.92,337.14,328.88,311.61,324.38,332.40,333.04,331.56,321.35,310.65,313.03,319.14,305.29,297.17,303.44,310.27,310.43,306.38,300.92,301.25,311.79,L7
2000-07-29 21:52:14+00:00,336.43,321.60,318.83,317.49,320.50,327.96,340.63,354.71,376.64,371.17,362.37,354.33,352.78,351.27,356.08,358.64,350.73,340.46,334.63,339.40,346.80,346.44,337.88,338.29,339.37,331.32,313.15,325.56,332.98,333.27,331.14,319.48,305.96,311.84,318.62,306.30,296.05,303.50,315.38,313.82,307.23,300.34,301.85,316.14,L7
2000-08-14 21:52:08+00:00,335.35,320.69,318.50,317.05,319.21,326.46,338.39,352.86,374.83,368.80,360.30,352.13,349.89,349.54,354.28,358.03,347.15,336.87,332.63,338.44,347.89,348.48,338.26,337.48,337.81,329.26,311.14,323.29,330.70,330.63,329.11,317.35,304.39,310.09,316.68,304.36,295.33,303.32,314.55,313.69,307.05,298.90,299.66,311.93,L7
2000-09-15 21:51:13+00:00,334.34,319.93,317.01,315.53,316.87,324.27,337.21,352.07,373.40,367.12,358.80,351.48,349.89,349.15,353.91,357.38,345.70,336.62,333.21,338.23,346.56,346.62,338.36,337.44,337.58,328.52,310.39,323.20,330.18,328.84,328.16,317.57,304.73,309.10,316.22,305.79,297.79,303.66,313.61,312.57,305.72,298.16,298.75,310.24,L7
2000-10-26 21:45:10+00:00,333.77,319.87,317.00,315.75,316.75,324.31,337.63,351.96,372.85,366.91,358.10,350.89,349.95,349.93,353.52,357.36,345.97,338.14,335.45,340.14,346.99,345.90,338.22,338.24,337.68,328.35,310.30,323.23,330.18,329.07,328.08,317.98,305.71,309.44,317.20,307.43,298.62,304.43,313.61,312.22,305.97,298.49,297.57,310.23,L7
2000-11-18 21:50:58+00:00,329.92,316.29,312.74,311.98,311.01,317.65,331.92,346.80,367.86,363.14,353.90,346.32,342.12,345.76,348.03,352.47,340.78,334.92,331.77,336.02,342.13,341.78,335.35,336.25,334.19,324.09,306.31,318.99,326.94,325.07,324.56,312.88,301.05,305.02,314.41,306.42,296.38,302.37,311.70,308.54,302.83,295.13,293.88,306.34,L7
2000-12-04 21:50:58+00:00,332.02,315.94,311.90,310.83,310.08,316.79,332.16,346.74,367.93,362.39,353.84,347.18,342.84,345.09,345.92,350.15,338.46,333.67,331.95,335.84,342.64,342.78,337.40,337.41,334.65,322.70,306.10,318.72,326.98,325.03,324.63,313.68,302.30,304.76,314.36,308.21,300.53,303.59,312.19,309.92,303.05,295.27,294.25,306.46,L7
2001-01-05 21:51:28+00:00,334.08,316.88,313.52,312.89,312.79,319.64,334.76,349.46,369.85,364.54,356.21,348.46,344.64,346.09,347.54,352.81,341.51,337.25,334.86,337.93,344.29,343.48,338.58,337.81,335.49,323.92,307.33,319.93,328.18,327.57,326.39,315.13,303.97,307.10,315.98,310.31,302.39,305.20,313.73,311.43,303.67,297.11,297.17,308.70,L7
2001-02-06 21:51:02+00:00,335.24,317.42,314.25,314.15,316.38,323.05,337.42,351.14,370.70,364.06,356.13,349.99,345.72,345.36,347.43,353.14,341.16,338.19,337.88,339.84,342.48,341.23,338.35,337.09,334.27,321.93,305.56,318.86,326.84,328.02,327.42,318.27,308.57,306.98,314.74,311.84,303.67,307.26,311.10,310.13,303.03,298.24,297.05,305.90,L7
2001-04-27 21:51:07+00:00,340.62,320.03,315.89,315.28,322.20,327.17,341.26,354.08,373.99,367.27,358.67,352.65,346.51,344.01,345.67,350.13,342.55,338.36,336.52,336.52,337.26,334.96,334.41,334.45,332.48,319.42,303.78,317.01,326.41,330.23,328.84,318.25,309.34,307.19,312.87,311.29,303.42,307.08,308.22,307.36,300.98,299.13,299.29,307.85,L7
2001-05-13 21:50:33+00:00,340.53,320.94,316.53,315.54,321.17,325.84,340.28,352.84,371.81,365.14,357.23,352.55,348.17,345.20,346.03,349.63,341.78,337.09,334.92,334.16,335.24,333.15,332.60,333.04,331.38,318.18,303.08,316.25,324.66,328.99,328.21,315.60,306.16,306.56,311.99,309.54,300.57,305.85,306.84,305.12,299.29,297.76,298.19,307.29,L7
2001-05-22 21:44:42+00:00,342.87,324.94,320.31,319.60,323.72,328.31,342.47,356.81,373.54,365.26,358.65,354.72,351.96,349.22,350.85,354.08,345.13,340.47,338.01,337.44,339.41,335.47,334.86,334.03,332.49,318.77,303.50,316.61,324.42,330.75,330.08,316.45,303.61,306.68,312.71,306.75,298.76,306.44,306.99,305.64,300.00,299.44,300.40,309.66,L7
2001-06-14 21:50:14+00:00,337.93,323.40,319.41,318.86,323.25,326.64,338.08,355.40,373.55,365.09,358.77,353.54,351.07,350.08,353.22,356.25,347.44,341.71,337.59,337.56,336.65,332.28,332.16,332.19,329.75,317.67,302.22,315.56,324.41,329.36,328.37,314.82,300.25,304.96,311.08,303.40,293.97,305.79,306.33,303.10,299.12,299.69,300.35,309.04,L7
2001-07-25 21:44:06+00:00,334.89,322.59,318.28,317.94,321.51,323.82,335.84,353.98,371.89,362.08,354.85,351.76,348.28,348.93,351.11,351.05,342.93,336.59,333.45,332.77,331.24,327.17,328.68,331.78,328.36,314.57,299.75,313.42,322.46,325.38,325.43,310.39,296.59,302.43,308.85,300.20,289.12,302.23,301.71,299.86,298.54,298.30,296.18,305.11,L7
2001-09-18 21:49:05+00:00,335.63,321.63,317.18,318.31,321.34,324.45,336.99,354.94,371.14,361.64,354.42,351.04,348.97,351.61,352.46,350.07,341.71,336.47,333.52,331.74,331.53,323.84,325.25,329.75,327.20,313.82,298.79,312.91,322.74,323.63,323.41,308.57,295.30,304.32,309.76,300.58,289.24,301.03,300.97,300.85,298.67,296.76,296.08,305.08,L7
2002-02-25 21:49:35+00:00,335.83,315.34,312.02,314.32,314.20,324.73,339.61,352.79,371.50,370.62,365.78,357.55,354.50,360.72,363.30,361.50,351.95,352.38,350.74,348.06,343.32,328.40,324.42,327.19,331.51,323.45,307.91,321.32,331.59,318.51,316.60,316.19,308.13,310.75,317.82,312.28,304.93,303.37,303.68,309.44,303.17,300.51,309.78,314.31,L7
2002-03-06 21:43:47+00:00,327.91,310.43,308.58,310.13,311.40,320.39,333.65,347.45,367.35,365.99,362.64,354.90,350.80,357.59,362.81,362.49,351.81,347.90,346.87,343.62,340.13,326.58,323.05,324.75,330.06,320.88,304.52,319.02,328.51,316.84,315.94,314.56,309.13,309.57,315.87,308.79,302.40,301.34,300.94,305.57,301.18,298.09,304.66,311.39,L7
2002-05-09 21:43:40+00:00,319.09,305.75,304.97,302.91,306.34,316.84,329.81,345.15,367.39,366.09,368.03,358.31,350.74,352.41,360.73,363.48,353.80,348.86,344.11,341.03,336.65,327.81,322.08,322.79,328.03,317.80,302.38,315.74,324.95,315.37,313.14,311.63,303.68,300.75,308.65,300.11,292.00,293.95,295.62,296.45,293.09,290.00,295.45,304.63,L7
2002-06-17 21:49:09+00:00,317.89,305.76,304.50,304.28,309.77,319.45,331.24,347.91,368.71,364.57,364.62,354.58,350.06,349.63,357.21,359.60,351.67,345.64,341.16,337.86,332.45,324.48,317.50,323.58,326.04,316.11,299.89,313.38,320.75,310.88,312.99,306.34,296.16,299.76,307.99,296.50,288.26,292.74,293.53,295.85,291.57,288.98,293.85,304.51,L7
2002-07-19 21:49:21+00:00,317.89,305.76,304.50,304.28,309.77,319.45,331.24,347.91,368.71,364.57,364.62,354.58,350.06,349.63,357.21,359.60,351.67,345.64,341.16,337.86,331.57,323.60,318.02,324.84,328.14,318.24,301.50,315.52,322.37,314.34,316.90,310.12,297.54,300.71,309.54,299.04,288.92,293.23,293.97,294.79,289.64,287.57,293.08,303.16,L7
2002-08-20 21:48:46+00:00,319.58,307.49,306.10,306.89,310.81,319.64,330.43,349.41,368.98,363.83,363.39,351.73,347.79,349.71,355.83,359.04,350.29,343.71,338.57,336.99,332.16,325.62,319.82,325.11,329.01,319.45,302.86,316.91,324.14,313.47,315.82,309.73,298.97,302.65,310.90,301.31,291.50,293.56,293.95,295.29,288.66,287.46,292.17,302.00,L7
2002-09-05 21:48:38+00:00,324.90,315.19,312.61,311.24,314.65,324.78,336.15,355.81,373.93,364.39,363.56,352.39,350.92,350.50,353.36,357.06,348.55,341.53,335.50,335.10,330.99,326.21,319.98,327.96,331.20,321.49,304.59,319.52,325.38,314.05,317.46,308.40,295.70,302.67,311.40,302.12,289.97,291.98,292.70,293.13,285.18,284.29,287.51,298.77,L7
2002-09-14 21:42:42+00:00,325.03,315.73,314.14,311.99,314.48,324.87,336.68,354.44,371.87,362.72,360.29,350.48,349.11,348.85,350.36,353.06,348.55,339.33,332.25,332.61,329.56,324.90,319.14,326.81,330.13,320.42,304.22,318.64,324.14,314.05,317.46,308.40,295.70,302.67,312.70,303.30,292.13,292.95,293.68,293.13,285.40,284.23,286.06,298.77,L7
2002-10-16 21:42:36+00:00,326.18,315.78,313.81,312.49,316.27,326.37,337.63,354.11,371.24,361.77,359.48,350.83,349.94,349.84,350.23,353.33,345.96,337.32,330.53,330.19,328.03,323.27,318.60,326.10,330.54,321.53,304.98,319.68,325.33,315.81,318.63,309.14,296.87,302.86,312.89,303.31,292.60,293.13,293.81,292.48,285.13,284.19,286.17,297.94,L7
2002-10-23 21:48:51+00:00,328.44,317.06,315.50,315.05,319.16,328.82,340.52,355.17,371.34,361.76,359.70,351.63,351.78,351.47,350.90,354.50,346.62,336.95,330.65,330.22,327.66,322.87,318.82,326.91,330.99,321.74,305.86,320.26,326.37,317.85,319.83,310.61,299.08,303.57,313.01,304.40,294.17,294.00,294.52,293.26,285.64,285.30,287.34,298.88,L7
2002-12-26 21:49:23+00:00,332.29,319.06,316.75,318.44,321.59,330.87,342.01,356.09,371.94,361.40,358.92,352.45,352.08,351.96,348.88,352.82,343.46,333.59,328.25,328.43,327.48,323.14,320.79,328.46,333.41,324.30,308.86,323.42,329.94,322.59,322.84,313.68,305.83,307.75,316.79,310.82,300.61,298.09,297.74,295.09,286.20,287.03,289.21,299.71,L7
2003-01-11 21:49:02+00:00,334.06,319.59,317.58,319.68,323.17,331.64,343.43,357.01,373.25,363.45,360.39,354.75,354.46,353.43,348.71,351.60,341.66,333.25,328.59,328.54,328.39,324.71,322.33,329.39,334.56,325.38,309.91,324.31,330.92,323.61,323.65,313.99,306.11,307.85,317.82,311.53,301.58,299.21,299.01,296.80,287.87,287.76,290.11,300.44,L7
2003-01-27 21:49:33+00:00,334.35,319.91,317.50,319.88,323.19,331.74,343.37,357.69,373.69,364.40,361.35,355.81,353.98,352.35,348.25,350.69,341.00,333.25,328.96,328.46,328.51,326.50,324.66,329.49,334.02,324.04,309.48,323.91,330.99,323.50,321.92,311.58,306.27,307.97,317.29,311.15,302.48,299.51,299.06,296.94,288.37,288.13,290.22,300.43,L7
2003-03-16 21:49:22+00:00,337.60,319.65,315.51,320.54,326.65,333.57,343.74,357.46,373.50,364.99,362.58,359.46,356.61,353.17,348.38,350.71,340.00,333.55,331.31,328.78,329.13,328.15,326.30,331.30,334.48,324.32,309.55,323.90,331.83,328.36,324.50,311.66,305.02,305.79,315.66,309.24,300.95,301.24,300.04,297.66,289.23,288.60,292.69,303.05,L7
2003-05-03 21:49:49+00:00,340.85,321.94,316.11,319.84,324.56,332.03,340.56,356.25,373.43,365.68,362.99,361.44,355.79,352.10,348.75,349.07,340.58,336.10,335.11,332.37,333.67,333.88,330.50,334.13,336.33,326.22,310.06,322.94,331.43,329.61,323.60,309.06,302.80,304.73,314.51,308.03,300.69,302.64,299.83,298.56,291.75,290.86,294.38,305.99,L7
2003-07-23 21:31:26+00:00,342.67,325.75,319.54,320.65,325.22,333.16,339.95,355.32,372.58,364.54,361.58,357.89,354.83,354.29,353.13,353.91,343.00,335.35,334.53,333.41,332.45,334.40,333.64,334.05,335.74,324.69,308.99,321.30,329.84,329.38,321.38,308.17,299.86,300.23,307.59,297.96,292.65,298.73,297.25,295.10,289.98,290.17,293.42,305.43,L5
2003-07-30 21:37:45+00:00,343.11,327.43,322.25,321.01,326.83,333.34,339.41,354.04,373.75,365.77,361.48,357.43,356.75,357.33,355.31,354.05,343.00,333.20,332.15,332.55,330.68,331.38,330.16,334.99,336.43,327.32,309.88,321.18,328.26,327.99,321.40,307.87,297.03,297.53,306.01,295.69,288.68,296.68,297.68,296.35,289.89,290.74,293.75,306.73,L5
2003-08-08 21:31:43+00:00,343.11,327.43,322.25,325.62,326.83,333.34,339.41,354.04,372.88,366.34,361.14,355.36,355.19,356.13,355.73,354.08,343.00,333.20,332.15,332.55,330.68,331.38,330.16,334.99,336.43,327.32,309.88,321.18,328.26,327.99,321.40,307.87,297.03,297.53,306.01,305.57,288.68,300.40,303.82,298.25,291.47,288.15,290.17,303.49,L5
2003-08-15 21:37:36+00:00,341.92,326.20,321.10,323.86,324.63,329.46,336.71,353.26,373.05,367.22,362.90,356.96,353.63,353.97,353.79,351.73,341.00,331.07,330.79,332.19,332.17,331.57,330.33,334.61,337.11,328.00,309.06,319.52,327.17,326.15,319.95,305.40,295.89,297.21,307.32,305.70,290.62,300.11,303.82,299.51,292.67,289.39,292.36,305.19,L5
2003-08-24 21:32:00+00:00,342.81,326.15,319.86,321.86,321.20,326.25,333.85,350.96,371.17,366.41,363.18,359.66,356.47,353.49,352.68,350.99,340.06,328.18,330.79,332.19,332.17,331.47,328.74,334.18,337.80,328.28,309.66,320.13,327.92,324.28,317.61,304.62,296.57,297.13,307.30,304.46,291.07,299.71,304.57,299.00,291.53,287.96,292.23,305.77,L5
2003-09-24 21:48:50+00:00,342.47,324.82,317.63,319.48,316.96,323.02,332.66,349.27,369.42,365.16,362.48,359.05,356.51,354.54,352.41,349.73,338.09,328.37,327.72,329.69,329.57,328.44,327.51,333.67,338.30,328.81,309.73,319.54,327.18,322.66,316.28,303.89,296.39,296.46,306.43,304.46,290.36,300.60,306.90,300.78,293.63,289.02,292.34,304.36,L7
2003-10-18 21:39:00+00:00,342.15,323.67,316.26,317.79,315.57,322.67,333.01,349.40,368.61,362.75,360.29,357.28,356.18,354.88,352.87,351.33,341.26,331.47,331.09,332.89,334.34,332.51,330.67,334.21,337.85,328.14,309.80,319.95,327.44,321.59,315.82,305.26,299.70,300.05,309.02,306.55,293.75,302.06,308.76,302.98,296.17,290.26,293.26,304.50,L5
2003-11-19 21:39:02+00:00,340.53,321.13,313.82,315.18,311.73,317.83,329.14,346.28,366.71,362.48,360.63,357.94,357.53,355.36,353.43,352.71,343.43,333.40,333.00,331.44,332.64,330.95,331.61,334.98,337.52,326.58,310.13,320.84,327.84,320.91,316.48,306.00,301.40,302.99,312.65,307.72,293.77,301.95,309.86,303.74,295.77,289.25,292.85,303.58,L5
2003-11-28 21:33:21+00:00,339.08,320.10,313.05,314.35,311.68,318.03,329.76,345.71,366.51,361.77,360.26,358.15,356.99,355.55,354.02,353.97,345.67,334.78,334.40,332.88,334.49,331.82,332.69,336.07,338.37,326.53,309.67,321.06,328.69,321.92,317.18,306.64,302.72,304.66,314.07,309.27,296.86,303.53,310.33,304.47,296.36,290.30,294.28,304.08,L5
2003-12-14 21:33:26+00:00,339.79,320.60,313.66,315.30,313.18,319.15,331.36,347.17,367.18,362.63,360.88,359.34,357.87,357.08,355.49,355.78,347.76,337.50,336.81,335.24,335.97,333.49,334.24,337.69,339.21,327.77,310.21,321.37,329.67,322.96,318.78,308.11,304.46,306.45,315.70,311.01,299.93,305.38,311.42,305.78,297.44,291.82,295.23,305.28,L5
2003-12-30 21:33:36+00:00,338.30,319.86,313.17,314.95,313.38,319.08,330.85,346.20,366.55,362.12,360.57,359.37,358.49,357.38,355.85,355.95,347.96,337.27,335.99,333.98,335.27,333.70,333.84,337.85,339.07,327.51,309.89,320.86,328.86,322.55,318.82,308.21,304.00,305.68,314.81,310.85,300.48,305.91,311.49,306.02,297.73,292.29,295.49,305.74,L5
2004-01-22 21:39:52+00:00,337.36,317.91,311.84,313.32,310.32,316.29,328.59,344.27,364.57,360.88,359.44,359.45,358.18,357.72,356.69,356.46,349.37,339.48,338.38,336.10,337.04,335.39,333.32,337.50,338.27,326.83,308.99,320.94,329.06,323.51,319.77,308.57,304.43,306.85,316.73,314.93,303.49,306.50,311.89,306.47,297.79,292.33,295.58,306.25,L5
2004-02-16 21:33:48+00:00,335.11,314.04,307.79,307.24,304.53,312.57,327.17,341.51,360.46,356.67,356.43,359.04,359.79,359.51,358.00,359.97,352.54,343.07,342.23,338.95,340.29,338.15,335.00,338.31,336.76,324.34,307.80,320.57,328.68,322.92,319.12,309.34,306.32,308.67,317.62,312.63,305.58,307.44,311.40,306.73,298.69,293.94,297.41,307.57,L5
2004-02-23 21:39:37+00:00,333.73,312.71,306.99,307.27,305.86,314.57,329.58,342.90,360.53,355.47,354.67,356.12,355.45,358.76,358.02,360.34,354.59,345.97,340.88,338.92,340.38,338.20,336.18,337.83,334.51,321.85,305.38,318.35,327.10,323.31,319.92,310.47,307.59,310.31,319.12,315.09,307.98,309.31,311.44,308.12,299.31,294.94,297.63,306.67,L5
2004-03-19 21:33:59+00:00,333.56,312.10,307.38,307.59,306.52,315.25,329.69,343.51,360.93,355.58,355.30,355.52,354.53,358.06,358.54,360.88,354.93,346.16,341.46,339.66,341.42,338.74,336.24,337.23,334.51,321.61,305.10,318.03,326.92,323.87,320.67,309.77,306.92,310.39,318.72,314.58,307.57,309.04,311.13,308.13,300.04,296.54,298.62,307.67,L5
2004-04-20 21:34:43+00:00,332.52,312.13,309.07,310.04,308.77,317.54,331.52,344.59,362.63,356.91,356.33,356.24,354.46,357.62,358.38,360.37,352.86,344.27,339.62,337.36,338.28,335.83,333.98,336.00,333.24,320.20,303.77,316.81,325.99,324.63,321.48,309.85,305.81,308.58,316.76,312.35,304.86,306.83,308.09,305.16,296.44,294.83,297.63,307.16,L5
2004-06-06 21:49:44+00:00,331.78,311.65,309.39,310.00,309.24,317.86,330.94,346.07,362.75,356.34,354.47,352.72,352.92,357.15,356.83,358.13,349.86,342.76,337.81,336.37,338.40,336.47,331.61,333.44,330.51,317.22,300.13,313.30,321.17,321.57,318.53,305.93,300.58,306.33,314.27,311.82,299.69,302.38,303.92,302.01,294.62,292.76,294.89,306.49,L7
2004-06-22 21:50:04+00:00,327.30,308.15,306.15,306.34,306.37,315.32,328.44,343.82,361.17,353.98,352.25,350.25,350.78,353.13,354.15,355.37,347.03,338.15,334.39,333.45,336.57,335.31,329.12,330.99,327.82,314.47,298.15,311.84,318.98,318.77,314.51,300.96,294.66,301.48,309.78,305.10,293.22,296.84,298.53,298.08,291.86,290.53,292.85,305.11,L7
2004-06-23 21:36:34+00:00,326.52,308.66,305.93,306.22,306.50,315.61,328.67,344.75,361.94,354.84,352.70,350.22,349.75,352.42,353.14,354.62,346.41,337.81,334.15,333.61,337.32,336.22,329.77,332.19,328.84,314.99,298.50,311.94,318.73,318.51,314.14,299.85,293.22,300.85,309.19,302.66,290.76,295.37,296.76,296.34,292.33,290.82,293.15,305.12,L5
2004-07-08 21:49:38+00:00,327.30,310.49,306.95,306.39,307.06,316.29,330.22,347.43,364.18,356.25,352.92,349.63,347.26,351.28,352.40,354.65,346.27,338.32,334.91,335.04,339.04,336.42,330.71,332.41,329.36,314.90,297.24,311.25,318.21,318.40,313.71,297.84,292.70,301.06,309.18,298.84,287.33,293.00,294.11,295.11,291.61,290.29,292.92,304.99,L7
2004-09-18 21:44:34+00:00,325.81,314.30,309.34,306.91,309.51,316.70,329.18,349.16,366.80,358.18,353.01,348.21,348.25,349.54,348.77,351.53,342.73,335.57,332.89,331.02,335.36,331.91,327.40,332.54,330.67,316.13,297.91,310.84,316.00,314.36,309.99,293.23,288.06,298.33,305.96,290.73,277.88,286.65,285.64,289.40,288.91,287.40,289.40,301.65,L5
2004-10-12 21:49:36+00:00,325.81,314.30,310.09,306.98,310.49,318.68,331.64,349.69,365.95,359.74,355.84,352.13,350.98,349.63,348.02,351.62,342.73,335.57,332.89,332.26,336.22,331.98,327.56,332.31,331.90,318.70,301.57,314.12,319.51,315.92,312.17,293.23,288.06,298.33,305.96,294.36,281.02,288.54,288.42,291.34,290.04,288.59,290.21,302.31,L7
2004-10-13 21:39:20+00:00,327.04,314.42,309.97,307.24,311.13,320.02,333.49,349.57,365.04,359.94,357.33,354.22,352.01,349.04,347.61,352.00,343.14,336.54,334.12,333.02,336.69,331.60,326.55,331.01,332.17,318.90,302.20,314.47,320.50,317.11,312.66,294.96,289.31,298.29,307.20,297.02,283.10,289.88,289.49,291.76,290.41,288.71,290.32,301.56,L5
2004-10-20 21:45:40+00:00,327.47,316.20,311.37,307.58,312.03,320.75,334.82,350.93,365.70,360.93,358.04,355.26,353.02,347.78,346.86,351.66,344.40,338.95,337.37,335.24,339.30,332.82,327.06,332.76,333.64,321.41,304.78,316.06,322.76,318.21,313.03,294.79,290.28,301.71,311.26,300.58,286.34,292.45,291.42,293.91,292.99,290.67,291.61,303.10,L5
2004-11-13 21:49:35+00:00,327.93,315.81,311.23,307.71,312.22,321.30,335.16,350.55,365.96,361.90,358.83,355.26,353.02,347.78,346.86,352.12,345.32,339.09,336.17,334.98,338.56,331.73,326.76,331.81,333.31,321.62,304.78,316.06,322.76,318.21,313.08,296.54,291.26,301.34,310.74,300.66,286.98,292.76,291.95,294.07,292.25,290.05,291.15,302.25,L7
2004-11-30 21:40:15+00:00,327.71,316.01,310.91,307.23,311.59,320.17,334.65,349.94,365.77,361.73,359.28,355.31,352.11,348.46,347.17,352.17,345.51,340.24,336.73,334.38,337.71,331.12,326.31,331.36,332.94,321.08,304.27,316.29,323.03,318.44,313.44,297.32,292.60,302.09,311.67,301.58,288.19,293.30,292.39,294.14,292.02,289.79,291.48,302.51,L5
2004-12-16 21:40:34+00:00,328.39,316.28,311.61,309.13,313.97,322.79,337.68,351.72,367.89,363.46,360.57,356.51,351.14,347.58,345.89,351.86,345.40,340.69,336.30,335.63,338.54,330.50,326.72,331.90,333.66,322.40,306.29,318.53,326.77,320.66,315.59,300.93,297.02,303.27,312.23,302.90,292.72,297.02,295.46,296.61,293.46,291.47,293.40,303.99,L5
