dates,nzd0343-0000,nzd0343-0001,nzd0343-0002,nzd0343-0003,nzd0343-0004,nzd0343-0005,nzd0343-0006,nzd0343-0007,nzd0343-0008,nzd0343-0009,nzd0343-0010,nzd0343-0011,nzd0343-0012,nzd0343-0013,nzd0343-0014,nzd0343-0015,nzd0343-0016,nzd0343-0017,nzd0343-0018,nzd0343-0019,nzd0343-0020,nzd0343-0021,nzd0343-0022,nzd0343-0023,nzd0343-0024,nzd0343-0025,nzd0343-0026,nzd0343-0027,nzd0343-0028,nzd0343-0029,nzd0343-0030,nzd0343-0031,nzd0343-0032,nzd0343-0033,nzd0343-0034,nzd0343-0035,nzd0343-0036,nzd0343-0037,nzd0343-0038,nzd0343-0039,nzd0343-0040,nzd0343-0041,nzd0343-0042,nzd0343-0043
1999-08-21 21:47:44+00:00,131.99311180149476,122.5594847852739,124.3136849019559,120.04180741777662,117.68402286759228,118.91009263162701,126.34998168662963,147.07627614354743,157.65500400924628,148.99212184878243,153.01246768194434,151.80888386296306,145.1941863080572,153.80134914269394,155.85171105574247,157.72681100021848,150.30521301485967,142.72458301625485,131.45106035495704,134.41339507788965,136.76949749260567,119.51644436757995,122.25684692820695,134.36351499696997,133.92395533216984,128.3865885227191,109.23404884750288,122.81230281797015,130.38971569716966,120.55942096692701,115.43885990067037,111.78260241056161,108.74061720580069,105.92912634043047,111.2944972920879,112.58582772903459,100.66204770441081,100.88110562434218,109.11104432504874,115.43105779909389,100.29396470631217,93.68714121405417,94.04857412114656,109.62641985653471
1999-08-28 21:53:35+00:00,134.9552407204259,117.497658440749,116.98929382137072,121.9896202355218,116.77808253775731,114.90309247915367,129.48352572181795,142.4676221000143,157.5537682632454,149.42081534864428,149.27606687711693,153.24614179558412,149.98582843918874,154.6381581511243,153.3814839272985,155.50397577726912,150.3189127260136,143.12678054493915,133.6351953065527,137.03542035466296,135.1657009406708,126.86883304727384,126.99003615448045,141.093836600013,137.6738631234426,131.2808812187485,115.36310590732468,127.54967557316463,131.71706825065442,123.18097783786558,117.29011409285198,107.31521992817311,102.05046198083794,102.28147052184158,113.1968464504596,114.24769996349872,96.63117852488539,100.1210812761851,111.60603189079754,117.98325892432395,104.8525650322406,99.5664514105565,99.55200231892442,111.63212208659304
1999-09-22 21:47:48+00:00,138.4025953943996,112.2246200114122,116.90380255881149,121.74965978491966,123.997490820695,111.30258324882693,133.87407390537683,166.8286424672166,169.465159149438,158.49246871743847,161.08154088267358,155.72474989993,156.57120087492177,153.02556319507005,155.10632361696153,158.70359905268003,145.12472109803443,144.13175309797896,146.24020236007004,137.5036005336742,130.82761563127886,125.84303276189515,136.58009434525033,135.56131444859506,140.5175796517142,132.32490861448608,118.4312083633,133.4780721651048,145.2873612916541,132.09324366146816,136.58929630814453,115.36416358856734,103.86249387678777,115.12797930052521,128.23257209596107,117.68762666231346,105.96286286646867,108.83712871405352,113.45202026737921,111.59878303017123,104.47185635499461,99.02358061038814,106.92686210410037,118.50280749429933
1999-09-29 21:54:04+00:00,134.99732921002249,118.9717449151627,117.58705677701124,119.49731139374524,118.26665142098203,118.3882591744999,139.71475913953236,158.64515197072143,173.6504496409989,158.1051269676958,156.93936240801912,156.10229798675323,152.21743119938384,145.93109221124382,138.4138414504893,150.2497776072365,140.6784029326928,139.51015100100136,137.62688034637688,132.97001242228114,122.99244501170723,124.75464696415759,128.41857219535487,130.18128108831587,132.3139776543477,128.49544414970768,111.41898483823796,128.75113085282106,137.0320639221888,132.61248709281256,130.7911125771503,116.75542361661412,108.07478072234521,113.24947527540203,121.97013786802674,113.83072033590216,105.29717953551936,108.00116752906088,112.4479184629252,113.65765633693208,106.4437913181772,101.03004432838607,102.76148213175524,106.01292235598541
1999-10-24 21:47:44+00:00,135.7191851085418,115.19531691538188,112.01029197955447,117.41297854768814,123.4040653713852,131.21931458670335,145.43963701188062,157.3059575655463,170.5193886582744,170.0022451017267,166.85672884791364,155.84530398425002,143.53985149086708,139.5196872210397,145.2916846912476,151.8013684635712,146.7961475162376,143.7570806285324,134.78293853419873,136.52416286078196,134.74452203926595,126.15717487133116,123.4983493787023,131.20686661734416,137.66001592306316,123.90069126384242,109.34814850403194,115.91404808080975,127.17480902676118,131.3595987875824,128.82880733637182,114.2315482029125,99.40331694873012,99.32741095993006,109.69336303197801,108.24910923692596,100.96344741735143,110.77024218348043,112.41023249315916,108.19115671681735,98.76311492024604,95.84952011936218,100.69207529897191,105.03904043476645
2000-01-19 21:53:25+00:00,131.98924499050145,116.0239321243514,109.570468591876,112.86865578714762,117.26360997687117,122.7645868717069,135.57043382200692,154.55137686879678,174.68341763329977,173.42539781382902,166.45069906566826,162.53078440222356,158.33345161495652,158.5752778161267,156.41569273657714,157.65822774354666,149.21150561610455,134.5097252094666,132.88661772013035,132.63105959929416,125.13358681859664,120.84844123293372,125.47101934510111,126.29987494529313,129.95309141756007,117.40552165586293,103.14363664246648,114.43692110182175,124.56561140520904,125.11077629792088,125.4900419689947,114.23216369257041,108.04036704300408,105.35211833768875,115.40772811120233,107.60601473700545,98.55231790760995,100.3389660738164,94.16328614866958,96.14499819705827,99.31124245951905,98.2264339454182,102.78126376226464,108.40435715929564
2000-05-03 21:47:07+00:00,138.84089412023113,122.47918644001587,121.82196125865431,116.3111024598264,118.76675065689828,124.64518247767198,136.2182377276981,150.66376906779897,166.4382529623831,158.66391712007479,154.22170685359035,146.5163222862375,151.498570608014,142.36176644497152,153.9786913097411,152.96257020491007,145.10189260818737,135.16528299316178,134.9534109704814,133.41630726106504,140.24021392530358,135.6446430986409,122.8889224561867,125.0201225927418,125.07544980741434,115.68022928792529,98.5611938973456,111.89562005883916,122.4369236058336,128.89242505034673,123.48588034229614,119.51874883997051,111.65078022259418,113.62363143556287,113.66643987374253,,,,,,,,,
2000-05-10 21:53:10+00:00,136.61101508215222,125.12587565924268,118.80918775526531,120.86728267030132,130.15107703427392,138.085876646751,146.48059813523253,157.33932908066123,180.02880887716634,173.60050856484483,170.78775036596454,167.1266144448998,157.57932082884236,155.24795324257627,157.87431557550343,160.6113045193414,152.88018519192184,140.1032386405815,135.2424824300764,143.27935451785908,147.84811631827455,149.3439210496503,147.3559507066775,145.2088904735824,146.6222986812503,139.13422391092746,121.4533649995661,137.6527399869951,139.0288934521712,134.37286907919656,136.8822723939594,128.7442209161906,114.31770225596755,109.77514774449936,115.41250414024206,108.99984342159902,103.92077911186738,106.04011597383348,111.1639198979131,119.6421900046705,108.66307134104638,101.91944949852936,102.6322757941618,109.1776248166468
2000-05-19 21:46:55+00:00,121.66023995857608,100.7500489024692,97.21804084068472,102.33853784148675,120.3749193561676,131.92639144534616,142.5076943762355,157.39711708069206,179.64229656213155,170.8564440077007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-26 21:53:00+00:00,138.91322159497514,128.04086012444185,127.08856455523492,131.93176233413294,133.0003219137153,142.189218157703,152.98618477295605,164.7148424399459,182.66472650965773,179.14844309409764,165.8514475957828,159.07570020535078,157.1511281796209,155.97250000295926,163.336712322604,165.38282845757942,154.90573226926932,142.6367251523369,136.60057972545042,141.76041775208338,144.2298357546407,142.48212944239725,134.0597909414702,137.53478428208092,141.39149185728982,128.84663091165407,110.54132752491117,122.0510903322628,133.3290216020303,140.27432249463845,139.29824838714998,122.64702937604392,110.76029111866546,117.42869323617805,119.72610311023003,101.02762747507309,82.00471196410898,106.0545822760429,112.16876080225055,106.68835140044419,108.63716184724495,101.68844238527919,98.59306804592076,108.25418887395669
