dates,satname,nzd0515-0000,nzd0515-0001,nzd0515-0002,nzd0515-0003,nzd0515-0004,nzd0515-0005,nzd0515-0006,nzd0515-0007,nzd0515-0008,nzd0515-0009,nzd0515-0010,nzd0515-0011,nzd0515-0012,nzd0515-0013,nzd0515-0014,nzd0515-0015,nzd0515-0016,nzd0515-0017,nzd0515-0018,nzd0515-0019,nzd0515-0020,nzd0515-0021,nzd0515-0022,nzd0515-0023,nzd0515-0024,nzd0515-0025,nzd0515-0026,nzd0515-0027,nzd0515-0028,nzd0515-0029,nzd0515-0030,nzd0515-0031,nzd0515-0032,nzd0515-0033,nzd0515-0034,nzd0515-0035,nzd0515-0036,nzd0515-0037,nzd0515-0038,nzd0515-0039,nzd0515-0040,nzd0515-0041,nzd0515-0042,nzd0515-0043,nzd0515-0044
1999-08-17 22:13:37+00:00,L7,311.38,292.49,296.60,302.43,303.52,307.38,319.97,323.38,322.98,325.78,320.94,318.58,330.52,324.90,324.05,330.11,323.45,316.74,330.75,336.33,338.48,339.72,332.05,317.34,308.28,301.32,312.02,313.51,317.93,318.44,314.01,321.27,318.81,315.71,312.03,316.45,307.80,333.58,358.49,366.98,363.02,347.55,343.34,340.58,346.99
1999-09-18 22:13:39+00:00,L7,305.17,294.11,293.43,296.88,293.12,300.89,316.82,314.71,307.75,309.91,315.15,315.15,312.01,311.10,304.42,314.58,323.62,318.31,331.76,330.64,331.41,326.77,324.04,300.80,292.15,294.23,300.83,293.18,292.32,306.64,316.35,313.78,315.45,304.71,298.03,291.35,285.92,303.19,333.60,338.73,334.94,323.44,326.95,328.24,336.36
1999-09-27 22:07:36+00:00,L7,336.50,306.19,323.19,326.70,317.50,316.89,335.63,349.01,345.72,339.30,332.50,339.90,338.93,329.38,322.56,326.17,338.28,340.19,357.57,355.77,353.35,351.93,357.41,326.24,315.27,310.84,311.03,301.52,306.23,322.56,326.33,322.84,320.66,311.73,306.00,303.50,298.82,321.06,352.99,357.84,353.80,337.65,343.21,352.40,358.36
1999-12-07 22:13:41+00:00,L7,352.52,330.14,334.61,334.57,327.78,329.08,324.69,338.58,336.30,342.74,335.75,338.10,337.26,323.66,318.82,350.99,359.99,347.92,355.20,346.05,349.28,352.58,347.16,334.17,331.06,321.33,314.56,316.26,337.11,344.89,340.38,337.98,340.46,348.13,339.66,333.56,322.49,,,,,,,,
1999-12-23 22:13:39+00:00,L7,,,,,,,,,,,,,,,,,,,,,358.29,367.11,368.40,346.21,330.77,326.46,322.38,319.02,329.25,330.37,353.45,349.20,338.83,351.81,332.93,334.64,327.00,,407.89,382.29,376.13,350.59,350.86,357.50,
2000-02-18 22:07:16+00:00,L7,359.55,329.04,326.29,335.29,327.62,331.57,338.49,348.95,339.83,340.97,333.96,339.49,336.85,331.86,333.26,350.29,350.75,351.80,352.19,356.90,358.97,356.10,351.79,334.94,324.88,316.12,319.78,321.72,324.40,328.51,338.56,345.92,346.87,345.86,337.85,338.48,329.05,345.94,359.69,,,,,,
2000-05-08 22:06:44+00:00,L7,332.73,311.51,318.73,319.24,322.78,324.30,327.14,338.03,331.29,339.08,334.59,336.08,333.44,328.27,321.78,335.38,340.66,344.58,347.92,352.82,355.88,353.83,342.04,328.11,325.57,322.74,319.49,320.12,324.39,328.18,335.63,337.97,338.18,332.94,328.02,322.69,321.59,332.08,353.98,357.97,359.83,349.60,367.25,392.59,415.51
2000-05-15 22:12:54+00:00,L7,341.09,316.12,322.93,322.09,325.00,331.78,336.17,342.19,335.23,339.34,335.82,335.69,337.02,327.32,326.56,334.15,343.52,346.27,358.69,357.35,363.43,357.24,349.11,335.82,331.24,327.20,324.56,323.90,324.65,336.78,342.62,344.74,346.50,336.71,332.19,326.01,319.68,329.76,362.24,367.63,363.35,353.54,373.08,394.54,420.29
2000-06-25 22:06:19+00:00,L7,322.57,306.26,315.23,320.44,321.77,327.93,331.36,335.89,330.75,333.42,335.11,329.79,322.47,329.36,324.38,335.03,336.59,337.86,342.25,356.23,359.02,345.93,338.27,303.25,308.01,313.97,315.44,,,327.14,331.00,343.92,349.90,340.96,329.96,319.66,305.14,331.19,361.50,371.30,366.27,362.03,373.73,390.80,384.81
2000-07-27 22:05:48+00:00,L7,,,,,303.97,309.05,340.90,,346.06,331.11,330.81,332.23,326.97,319.77,312.54,331.81,326.20,316.36,337.23,346.64,343.81,328.52,307.74,298.00,294.28,312.75,315.37,309.21,320.25,326.67,331.63,332.49,334.92,328.33,329.23,322.68,311.00,329.07,359.53,372.43,367.80,360.11,371.98,384.74,370.35
2000-09-20 22:11:14+00:00,L7,303.81,291.62,286.89,294.94,296.68,299.75,315.48,315.71,311.75,315.40,310.29,315.55,317.27,315.37,308.70,320.05,318.04,314.87,332.53,342.00,330.88,329.38,319.31,309.21,303.12,292.52,295.11,291.29,303.35,311.47,311.57,322.64,329.09,321.84,317.97,313.48,301.88,316.76,341.00,353.91,359.82,350.20,357.03,360.67,353.78
2000-12-18 22:05:01+00:00,L7,,,,,,,,304.60,301.09,297.42,308.23,306.94,301.69,295.85,304.53,299.44,311.55,308.78,313.11,324.32,327.30,324.99,306.60,298.38,285.34,274.25,275.35,286.51,303.08,313.03,319.05,315.57,306.57,291.50,279.11,287.96,286.88,310.71,340.61,342.99,335.88,330.96,330.89,319.75,329.85
2001-01-03 22:05:00+00:00,L7,319.86,305.86,300.53,305.32,305.28,314.61,320.41,325.08,324.21,324.78,321.36,323.46,323.02,315.91,317.76,324.27,332.28,333.30,342.41,348.69,349.40,343.93,329.17,322.59,308.78,304.17,303.89,314.96,339.28,349.55,354.94,345.13,336.80,319.67,315.14,323.74,330.16,354.24,372.84,375.53,377.23,363.94,369.54,369.79,361.01
2001-01-19 22:05:06+00:00,L7,310.82,294.94,,,,,,,,,,,,155.27,152.34,140.27,171.19,,,343.29,344.34,341.19,321.21,316.00,304.77,301.44,306.67,313.41,330.32,346.63,351.41,343.81,332.72,326.64,323.13,323.99,324.50,344.84,373.19,370.74,369.39,357.57,365.95,377.18,370.29
2001-01-26 22:11:18+00:00,L7,,,,,,,,,,,315.55,,,,,,,,,,,,,,313.91,306.98,,,,353.15,362.40,351.02,354.91,354.86,356.24,,,,,,,,,,
2001-04-16 22:10:54+00:00,L7,320.57,303.84,308.74,313.10,316.17,324.84,324.58,323.50,326.45,328.07,330.63,327.95,317.72,320.02,316.36,321.03,331.29,332.32,337.77,346.53,347.67,341.76,325.48,308.39,307.12,302.75,311.23,316.05,321.10,336.99,346.62,343.28,347.79,339.40,331.09,328.75,335.08,352.62,376.59,378.67,374.30,365.75,372.66,374.08,364.20
2001-06-28 22:03:56+00:00,L7,301.20,293.48,295.69,305.21,308.40,312.78,311.36,305.78,308.22,310.28,323.09,316.42,313.09,314.76,314.36,320.88,322.96,328.95,336.85,346.28,352.56,340.48,326.34,320.23,319.68,316.49,312.59,,,326.64,330.61,333.74,334.55,329.27,328.80,329.44,327.16,332.50,358.06,362.19,,,,,326.78
2001-07-05 22:10:09+00:00,L7,,,,327.02,330.98,335.49,339.03,343.01,337.39,347.71,340.91,342.07,331.86,329.15,333.48,353.42,354.82,349.90,355.26,359.31,359.93,364.17,357.74,350.72,335.97,336.26,337.97,335.80,334.24,360.60,367.10,366.94,373.90,374.49,362.75,354.02,348.98,362.69,383.12,392.95,,,,,
