4340509.613962;515124.068692;0.788311;;;;;;;;;;;
4340509.620561;515124.075937;0.856978;;;;;;;;;;;
4340504.900492;515127.481825;2.003978;;;;;;;;;;;
4340504.129513;515128.032682;1.808644;;;;;;;;;;;
4340498.173439;515132.323196;0.852478;;;;;;;;;;;
4340495.547312;515133.894959;0.789728;;;;;;;;;;;
4340492.588281;515136.746316;0.690978;;;;;;;;;;;
4340490.199188;515138.663722;0.430978;;;;;;;;;;;
4340486.391640;515142.143180;0.188311;;;;;;;;;;;
4340480.998314;515147.331386;0.107644;;;;;;;;;;;
4340480.278744;515148.033272;0.362978;;;;;;;;;;;
4340478.453384;515149.457857;0.397228;;;;;;;;;;;
4340476.483777;515150.639263;0.413644;;;;;;	;;;;;
4340474.697671;515152.618447;0.189311;;;;;;;;;;;
4340466.750678;515158.372206;0.184978;;;;;;;;;;;
4340460.776197;515162.055188;0.515644;;;;;;;;;;;
4340448.211281;515173.988699;1.060478;;;;;;;;;;;
4340440.356251;515181.635600;0.985478;;;;;;;;;;;
4340438.399339;515183.499134;1.110978;;;;;;;;;;;
4340437.060503;515184.878210;0.969978;;;;;;;;;;;
4340427.368619;515192.447913;-0.728244;;;;;;;;;;;
4340423.810195;515195.474334;-1.108689;;;;;;;;;;;
4340422.630444;515196.580248;-1.654022;;;;;;;;;;;
