dates,nzd0368-0000,nzd0368-0001,nzd0368-0002,nzd0368-0003,nzd0368-0004,nzd0368-0005,nzd0368-0006,nzd0368-0007,nzd0368-0008,nzd0368-0009,nzd0368-0010,nzd0368-0011,nzd0368-0012,nzd0368-0013,nzd0368-0014,nzd0368-0015,nzd0368-0016,nzd0368-0017,nzd0368-0018,nzd0368-0019,nzd0368-0020,nzd0368-0021,nzd0368-0022,nzd0368-0023,nzd0368-0024,nzd0368-0025,nzd0368-0026,nzd0368-0027,nzd0368-0028,nzd0368-0029,nzd0368-0030,nzd0368-0031,nzd0368-0032,nzd0368-0033,nzd0368-0034,nzd0368-0035,nzd0368-0036,nzd0368-0037,nzd0368-0038,nzd0368-0039,nzd0368-0040,nzd0368-0041,nzd0368-0042,nzd0368-0043,nzd0368-0044,nzd0368-0045,nzd0368-0046,nzd0368-0047,nzd0368-0048,nzd0368-0049,nzd0368-0050,nzd0368-0051,nzd0368-0052,nzd0368-0053,nzd0368-0054,nzd0368-0055,nzd0368-0056,nzd0368-0057,nzd0368-0058,nzd0368-0059,nzd0368-0060,nzd0368-0061,nzd0368-0062,nzd0368-0063,nzd0368-0064,nzd0368-0065,nzd0368-0066,nzd0368-0067,nzd0368-0068,nzd0368-0069,nzd0368-0070,nzd0368-0071,nzd0368-0072,nzd0368-0073,nzd0368-0074,nzd0368-0075,nzd0368-0076,nzd0368-0077,nzd0368-0078,nzd0368-0079,nzd0368-0080,nzd0368-0081,nzd0368-0082,nzd0368-0083,nzd0368-0084,nzd0368-0085,nzd0368-0086,nzd0368-0087,nzd0368-0088,nzd0368-0089,nzd0368-0090,nzd0368-0091,nzd0368-0092,nzd0368-0093,nzd0368-0094,nzd0368-0095,nzd0368-0096,nzd0368-0097,nzd0368-0098,nzd0368-0099,nzd0368-0100,nzd0368-0101,nzd0368-0102,satname
1999-08-17 22:12:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.53,,355.09,,,357.85,354.08,360.53,351.88,,355.42,,356.11,355.57,354.18,,,,372.84,373.69,385.76,397.90,402.39,414.54,431.70,437.86,418.76,419.72,420.26,419.05,414.44,413.77,405.70,411.08,420.03,422.52,432.98,443.47,453.17,444.42,447.44,450.31,450.49,445.80,451.08,443.85,447.47,458.01,457.80,473.23,481.05,481.48,470.51,471.85,,,,,,,,,,,,,,,,,,,,,L7
1999-08-26 22:06:20+00:00,,457.19,456.04,448.62,434.94,417.61,403.61,402.34,388.43,,392.54,386.53,394.64,,,391.75,389.58,384.83,383.26,380.40,380.28,383.69,394.79,395.59,407.81,,,410.69,402.10,376.30,398.62,372.44,399.40,395.22,376.56,373.85,377.60,370.94,400.85,371.74,,373.00,373.39,374.10,394.72,407.65,407.31,389.31,391.71,401.85,413.58,421.24,434.46,446.22,450.36,435.23,436.68,436.53,433.77,430.52,426.32,425.17,427.51,433.10,436.50,442.99,450.39,453.61,457.00,459.80,467.74,467.10,463.44,463.37,462.85,462.29,469.62,470.85,480.59,485.00,485.27,478.58,478.87,491.01,494.21,484.49,498.68,497.11,496.52,498.27,502.61,497.58,496.92,495.32,493.24,492.25,489.99,483.63,478.03,470.64,,,,L7
1999-09-18 22:12:27+00:00,,457.19,456.04,448.62,434.94,417.61,403.61,402.34,374.69,345.86,376.39,377.76,394.64,,,376.89,373.70,371.76,370.28,369.39,368.87,372.12,380.73,384.05,394.97,,405.33,398.44,391.10,374.35,385.12,371.81,383.26,385.77,376.62,373.60,376.69,371.09,383.11,366.94,347.65,369.67,371.79,372.08,386.04,389.53,388.24,386.31,383.68,397.41,412.94,420.30,430.96,448.10,452.06,435.83,438.56,438.17,437.24,442.45,440.09,428.32,430.37,436.28,437.63,443.36,448.61,453.43,455.86,458.90,465.18,463.81,461.83,464.36,462.44,463.53,470.00,472.15,480.34,485.80,485.89,481.03,482.12,484.94,488.36,487.80,495.19,493.51,492.37,495.72,497.74,492.62,491.00,488.60,486.99,485.10,483.07,478.18,473.04,470.64,,,,L7
1999-10-13 22:06:24+00:00,408.91,442.47,441.31,436.56,424.65,410.19,395.30,391.46,373.49,360.44,377.93,380.72,391.25,394.92,387.58,375.32,371.81,370.38,368.50,367.87,369.65,373.58,384.77,389.61,399.12,334.81,395.48,397.98,390.20,376.14,382.12,371.87,378.73,381.30,377.05,374.55,376.02,371.88,377.45,367.22,358.04,368.50,370.54,370.73,380.77,384.66,387.68,387.76,387.41,398.55,412.68,421.63,432.81,448.41,450.44,434.86,437.69,436.61,435.70,438.32,436.16,427.04,429.13,434.81,435.68,440.56,446.25,451.49,454.59,457.74,463.31,462.52,460.76,462.37,461.00,462.21,468.44,471.15,478.06,483.85,483.97,479.25,480.19,481.90,482.95,484.26,488.71,489.36,487.63,491.40,491.31,486.01,484.37,482.44,480.98,477.59,475.86,471.45,467.65,462.92,445.83,429.92,424.30,L7
1999-11-21 22:12:24+00:00,408.91,430.13,428.93,423.81,413.86,399.86,386.23,383.49,369.29,360.40,372.89,372.41,378.94,378.56,376.38,370.94,366.15,365.16,363.13,362.61,364.09,371.05,380.94,387.31,394.40,352.15,399.05,394.13,389.07,375.60,381.59,370.38,377.24,378.72,375.28,373.81,374.95,372.12,377.19,369.18,365.18,368.36,370.27,370.58,379.71,384.63,388.60,387.94,389.31,399.64,412.67,422.04,433.81,447.73,447.85,435.71,438.40,436.91,435.17,437.68,434.55,428.24,430.18,435.39,437.16,441.92,446.51,449.51,454.39,457.97,464.48,463.91,462.29,462.19,462.67,463.14,468.90,471.77,478.48,483.22,483.64,479.69,479.67,482.56,483.63,481.71,488.12,488.69,487.75,491.41,492.38,487.90,486.39,484.65,482.48,478.48,476.48,472.75,468.94,463.75,453.07,437.01,419.14,L7
2000-02-09 22:12:19+00:00,428.22,430.13,428.93,424.83,413.00,397.41,385.76,383.16,372.76,366.25,374.84,376.15,384.51,391.61,392.15,379.56,375.13,369.71,366.68,365.81,368.57,377.22,389.64,394.97,394.40,352.15,413.22,394.13,389.07,375.60,387.21,370.38,382.17,382.22,377.51,375.01,377.29,377.78,382.22,377.04,375.46,368.36,376.11,376.66,385.78,389.00,393.45,392.18,393.34,401.90,416.18,425.69,437.40,451.34,450.38,440.65,444.87,442.47,439.62,439.45,436.38,431.22,432.76,437.23,440.90,444.92,449.71,452.73,457.05,460.43,465.48,464.11,462.84,463.72,464.02,465.02,470.65,474.00,480.14,485.26,486.37,482.82,482.63,485.35,486.51,485.73,490.65,491.98,491.32,495.68,495.16,491.30,489.28,487.83,486.23,480.82,477.72,473.65,469.89,466.29,458.08,444.51,419.14,L7
2000-03-12 22:12:09+00:00,443.10,416.61,415.38,416.91,405.69,407.84,389.70,374.78,367.57,363.82,374.51,381.70,391.34,402.20,404.83,387.98,383.10,377.03,373.98,372.36,368.53,378.98,391.87,402.60,389.95,352.15,413.22,388.61,384.73,375.13,397.38,369.01,377.87,378.96,377.98,375.59,377.13,393.83,383.64,388.54,383.23,365.27,385.32,377.94,391.30,393.99,399.24,402.85,404.44,412.68,417.48,435.28,447.60,453.89,450.39,454.23,457.89,451.66,446.34,441.93,438.06,433.27,434.14,438.74,446.47,447.94,455.03,461.05,464.56,468.77,470.70,470.04,469.78,471.48,470.62,470.11,470.91,478.45,484.53,491.68,493.35,490.37,490.00,490.17,491.73,494.19,495.35,497.92,496.37,500.08,496.86,494.37,492.00,489.98,489.82,484.79,481.15,478.12,474.22,473.46,467.33,455.82,419.14,L7
2000-03-21 22:06:01+00:00,442.92,416.61,415.38,425.24,414.62,410.73,391.75,378.87,372.71,371.67,379.71,385.73,394.43,404.16,407.61,395.49,389.77,381.75,379.06,376.06,372.51,383.52,396.28,408.06,396.69,369.95,418.81,395.77,393.85,385.36,403.62,375.85,384.29,381.90,380.08,378.28,380.80,397.58,388.58,394.32,391.67,372.86,389.14,382.77,393.67,398.75,404.53,406.30,412.52,418.40,420.50,438.49,452.20,455.57,449.86,456.87,458.52,451.33,445.44,435.71,430.74,433.22,434.47,438.29,447.03,447.99,455.39,459.64,464.24,470.07,472.87,471.94,472.12,471.10,471.88,469.78,470.25,477.61,482.83,488.78,491.27,488.32,486.72,489.42,489.81,490.19,492.48,495.56,495.01,497.87,495.59,493.90,490.74,489.16,487.97,483.25,479.30,476.18,472.57,470.26,464.89,454.35,423.02,L7
2000-05-24 22:05:22+00:00,454.25,,,439.07,425.92,423.89,401.23,388.55,385.88,378.71,387.34,397.52,405.75,413.81,422.87,410.20,410.55,397.21,394.43,389.55,381.31,392.54,406.37,419.72,399.55,405.54,441.71,407.67,407.46,401.14,420.67,391.07,397.38,392.12,386.89,382.44,389.27,413.52,400.11,408.84,403.48,385.76,403.22,396.18,406.90,409.15,412.50,414.83,419.80,424.83,427.57,443.14,456.44,461.17,456.97,471.09,466.01,458.95,452.42,439.37,434.64,436.45,438.04,441.39,453.29,453.07,461.58,468.02,471.56,477.09,477.06,474.61,474.76,476.64,474.74,473.14,471.90,480.02,486.43,495.45,497.21,493.91,492.27,492.92,495.42,498.72,497.80,500.41,500.78,502.80,499.05,499.17,496.42,493.97,494.52,490.25,486.95,483.44,478.61,479.31,472.23,466.56,448.74,L7
2000-06-25 22:05:07+00:00,448.13,,,441.77,426.02,419.37,399.73,387.67,386.17,381.15,391.46,398.47,402.92,409.95,414.89,401.96,397.51,389.03,387.12,382.36,376.92,386.74,402.57,415.98,405.31,399.08,431.85,420.60,411.83,410.50,416.87,399.15,394.70,391.92,388.67,385.11,388.90,405.67,396.20,401.82,395.24,381.91,397.33,391.50,401.98,404.06,406.80,410.93,414.91,420.02,424.27,438.97,451.73,456.30,452.38,471.09,459.84,454.55,449.37,437.50,432.78,435.20,435.14,439.91,449.46,450.41,457.21,464.38,468.35,473.48,472.97,472.66,471.65,474.43,472.49,471.09,471.96,478.83,484.47,493.92,496.22,491.22,492.22,491.09,493.22,497.45,494.70,496.43,496.80,502.80,499.05,499.17,496.42,493.97,494.52,490.25,486.95,483.44,478.61,479.31,472.23,466.56,448.74,L7
