,dates,per0099-0000,per0099-0001,per0099-0002,per0099-0003,per0099-0004,per0099-0005,per0099-0006,per0099-0007,per0099-0008,per0099-0009,per0099-0010,per0099-0011,per0099-0012,per0099-0013,per0099-0014,per0099-0015,per0099-0016,per0099-0017,per0099-0018,per0099-0019,per0099-0020
0,1986-04-10 14:42:16+00:00,197.6154651005081,200.10135313623124,209.54047142442542,220.1116136203441,232.37697609190528,246.35229970007524,233.5832478747923,220.481053564799,208.40625602309316,200.87148599744575,191.28932191841267,191.5614336630697,200.5361246433132,197.5681462391925,188.83907387705477,191.83796638041937,193.84351393366651,204.07419313881587,211.25097628225157,208.00900677078303,218.39307645976663
1,1986-04-26 14:41:53+00:00,193.36761946519314,190.85254170799396,203.41016608991538,215.40045371948372,226.61946951280328,240.19457215604945,231.10263928070304,215.95606843453842,213.31409234710796,205.69099424458133,196.3050939045447,193.04665370992393,193.32636984367258,189.99080148900526,184.08509067277598,183.20261425021624,184.10150784469897,197.99339459217543,203.70091087407909,201.57019665449508,224.54194860423587
2,1986-05-12 14:41:28+00:00,,,,,,,,,,,,,,,,,,,,,
3,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,
4,1986-10-19 14:36:10+00:00,,,,,,,,,,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,201.87890994315768,204.0064345163456,204.00236181638522,229.45537889317706,238.87055997865227,249.9234461757412,241.14768092224872,229.6049899467793,215.38097839637794,206.35903122374006,198.4873941288712,198.86367591010287,198.4118489664242,196.60442394530554,187.89775217089453,184.40733727815723,188.8424868995472,195.23911483613537,208.1343649792952,208.77976984191068,214.55626394068383
6,1986-12-22 14:35:44+00:00,206.1605787887591,204.4796481908034,214.08807004798211,224.4521667697308,244.92161513472678,253.03278412559274,246.59758732443692,236.450463985371,221.73546203090672,213.5892082777942,211.75061968016138,209.60990455701648,208.50502685329843,206.21083612872252,199.31841652314796,193.10397846666706,195.6393600157244,198.35836430227354,219.7194047603196,213.3617412214009,217.047638673621
7,1987-01-07 14:36:13+00:00,213.72739290423513,,253.55668783667832,237.63442617390825,231.26825455909605,245.1265500458983,239.37656103363827,223.41414628598335,210.0646972697765,188.6334563742744,177.07880119804375,179.51206790256978,,214.49585595084793,180.38957904640105,,,,,208.40408870017538,196.20854848552634
8,1987-01-23 14:36:40+00:00,,,,,,,,,,,,,,,,155.6649155813674,,,,,
9,1987-02-08 14:37:16+00:00,206.28490224218777,212.98437282288822,218.57676213127925,226.56899322698789,236.58607996155945,250.20408237264147,236.71657903881882,228.3269737149492,218.44516451502383,204.73410131420079,199.0540098498981,203.26664567876105,203.00912555132643,204.33962626148562,200.14994448360804,200.5635649051072,206.4064130696497,205.85142402545452,222.50214825600727,215.10305368837035,226.4301878859646
10,1987-03-28 14:39:04+00:00,,,,,,,,,,,,,,,,,,,,,
11,1987-04-13 14:39:36+00:00,,,,,,,,,,,,,,,,,,,,,
12,1987-05-15 14:40:33+00:00,,,,,,,,,,,,,,,,,,,,,
13,1987-05-31 14:40:57+00:00,,,,,,,,,,,,,,,,,,,,,
14,1987-06-16 14:41:19+00:00,,,,,,,,,,,,,,,,,,,,,
15,1987-08-03 14:42:25+00:00,162.06432552737107,159.1011320642676,171.03185976622134,217.71230174726782,237.22322429902917,253.2652000918984,240.5656325947102,227.95900328665718,222.68478107673747,210.86571460448192,199.85707175595942,194.38213753313065,193.74540561134023,185.7244501808084,187.84986950955755,189.28484171610353,192.3051933243468,195.7547331696512,211.00491281043873,203.45840064236504,203.33957327538607
16,1987-08-19 14:42:53+00:00,,,,,,,,,,,,,,,,,,,,,
17,1987-09-20 14:43:42+00:00,166.14627822109446,168.17945741034924,190.88615475604294,215.05109558551757,238.33788617129252,252.28885348453449,247.14967667839304,236.6583112274062,227.16864887859336,219.38050973954827,213.08691089940663,209.35317145103153,212.59656076753365,205.39905159609967,197.06064297217023,196.4149467220467,204.04589065369896,205.61895808230406,217.5643282495212,215.33774870160812,229.45656116647376
18,1987-10-06 14:44:02+00:00,171.93517118522402,167.45445557157564,182.13165203105717,212.10555732050454,228.33868166211658,242.40673692793112,230.07141811193358,219.19735629046409,210.8839563347049,206.71799847013983,203.4231459977871,200.68377195952183,197.85954718352832,191.0786779582928,188.6379476375655,181.38453448299566,182.32682889848314,188.4966052762245,204.16914660241298,195.7499141821866,196.44202747791687
19,1987-11-23 14:44:57+00:00,182.62303428654712,184.31437756224238,197.45326457058638,218.94380438722698,234.39403655132122,249.55411048104185,228.78484806276754,220.5344781594202,218.7005778469932,201.7078578568948,196.40191354261228,198.53813658761726,191.21848433799894,185.87158545154546,194.5951580250254,193.50118354555974,195.7198864999195,182.93381559142603,193.56342695370324,202.76897141792819,205.00501387223295
20,1987-12-09 14:45:10+00:00,,,,,,,,,,,,,,,,,,,,,
21,1988-01-26 14:46:00+00:00,,231.43980284170362,216.80585034510662,220.33411955768264,239.5575842205192,258.76079044249576,239.47921743915742,205.08679844231307,212.43419145403627,218.72720968694344,207.16809243317243,201.18674676210887,203.1182530552501,208.25629058518095,196.0406219640286,,,217.17613959514304,,,
22,1988-03-14 14:46:39+00:00,198.74263570503157,207.46644404140633,217.45153345625118,229.20970236602614,246.71489188607285,259.95233305738117,252.45643697871552,246.69404143683047,232.26670723056364,219.82969820609284,218.12422193473157,219.2940388092675,221.46750622419768,217.12690235104876,216.18884009126705,219.50827914110107,223.9535822724849,234.35181807413713,251.20533010991971,247.9296297244548,246.1561030585568
23,1988-03-30 14:46:46+00:00,190.77394317201725,194.00203381641788,217.98016497704748,234.84327489000086,250.37959010089187,270.3108833753427,259.18060030102697,250.5911474222856,239.44571558468962,234.00862047095688,225.70784332250116,225.43548191723818,226.2973369083044,223.92927737490794,219.43112306094153,221.9089606522937,229.69933777876642,241.49944237594133,243.20936271856633,235.84586873274407,245.38700707429325
24,1988-05-01 14:46:57+00:00,197.45422996612177,204.97538352693687,217.11149343562542,234.07546754928654,253.40671929374466,264.23425154594406,255.7171443764316,244.1712756808588,234.9750480267824,228.27754699172843,224.45803165040053,229.63399030543445,237.04480349684286,229.58232037611006,231.69218903394722,243.82146034188287,248.1944587475688,248.5941853419634,246.32179441425825,246.79418463123426,251.84104610890697
25,1988-05-17 14:47:08+00:00,202.11941392279257,208.04321637015795,221.12345142683824,242.15036891761127,255.35440874023985,266.8164951564279,252.33500726604143,244.70425388228924,238.4151668361273,227.36315681304416,224.65078378539152,225.60998794677153,225.2279095142781,223.3766446065668,222.5373591444978,225.32697335728986,238.5416835947251,246.7718356133856,253.9025445839464,247.336459170258,239.82732225837913
26,1988-06-02 14:47:14+00:00,,,,,,,,,,,,,,,,,,,,,
27,1988-07-20 14:47:26+00:00,,,,,,,,,,,,,,,,,,,,,
28,1988-08-21 14:47:29+00:00,,,,,,264.1463225812867,257.13166921784625,245.1722209787161,236.0021289839782,229.03905649535255,221.15712717102585,221.84393714644352,217.9632819653656,220.27577379718167,216.81131594455493,219.1474869871753,224.07791370371248,230.5978023905962,233.21566611249807,221.5364950276389,230.66233112207703
29,1988-10-24 14:47:17+00:00,171.532235876095,182.56141004039785,195.02123582963645,219.217622757869,242.554283693168,263.2885834736176,248.35608192561878,245.20043223190487,231.24552082309296,223.34006891919887,216.9552044327155,223.95402013082372,232.68507995416635,233.27601405418224,229.87651028644265,232.1696861674844,241.65787650909195,251.64158061085928,259.4043361070066,249.87551230240257,243.49068899140136
30,1988-12-27 14:47:03+00:00,210.12841849329592,212.5022315876733,226.96329062740503,238.5648440044861,258.1430571115956,269.62224128704173,258.9222762790383,249.2242873956497,241.5458656045805,232.635057750601,231.67332795516273,229.55496834923906,238.42877337512903,242.01797522784355,243.58580238898392,250.07633768500057,256.3923405855679,272.3780059723065,283.09542095533476,280.9408918556314,275.194380805283
31,1989-01-28 14:46:43+00:00,199.7777085147546,201.54204518489342,214.42245181516793,230.20265380030156,249.38587473825504,265.7206651883173,253.53174446705094,243.1884601078264,229.70671990042356,225.75188192113785,221.52699799996745,224.7815211295296,238.31996748268196,242.44726788239328,242.36395555035935,248.664153340767,262.0837659266699,274.0645349507863,290.36074861401437,292.08944431484883,288.17817650797673
32,1989-03-01 14:46:29+00:00,211.03284888526167,213.36985196578797,220.13124932464856,233.23946760335912,249.42742334901035,262.9701977073262,253.13644099305313,241.62571618191748,230.85022833029137,224.01859553096324,219.7467900300009,223.2360880961281,223.8596287083626,226.58478473724202,223.9161263084976,233.05047407337784,240.87655578995128,255.3347508825414,277.9857974498515,269.4256965286896,232.82474742487935
33,1989-03-17 14:45:49+00:00,178.82802489285697,188.18341930751075,210.40420557287834,223.40462233247217,242.76944137620768,251.06401398063062,241.17006076237092,229.73846350371485,221.11584669998152,216.70647267383958,214.40650045960217,218.3212854388521,221.62406464372526,221.66270386072594,217.7417672772799,220.8843140441814,231.17493418161797,242.72931907843198,249.8469036514932,240.65326649257545,229.22778181279074
34,1989-05-20 14:45:08+00:00,178.91327106112357,,,,,,292.822148282952,,,,231.79446374006702,204.75618092162983,199.6995084938307,192.6831929460717,227.83393275599227,213.555139666723,219.54599453340583,212.40910383991618,221.6773054901573,226.58893621202714,229.0651696144768
35,1989-11-28 14:40:39+00:00,206.3270066432946,214.63051875039108,222.3816421779989,242.21427466542897,257.0496500539389,262.07233335117996,247.39044584153652,239.41860702607696,227.51534138611356,219.9827844259572,223.89019188512128,230.4045964006836,238.86648547365186,234.04447763277483,234.3161169063542,243.83733683088005,252.20948629139286,260.2784956137447,275.56418061964945,271.6499222567271,262.17223474994597
