dates,nzd0214-0000,nzd0214-0001,nzd0214-0002,nzd0214-0003,nzd0214-0004,nzd0214-0005,nzd0214-0006,nzd0214-0007,nzd0214-0008,nzd0214-0009,nzd0214-0010,nzd0214-0011,nzd0214-0012,nzd0214-0013,satname
1999-09-20 21:58:56+00:00,,362.44,367.25,366.05,353.48,354.40,347.68,360.97,354.27,,,,,,L7
1999-09-29 21:52:52+00:00,414.02,392.49,384.28,366.91,360.54,375.66,380.98,377.31,386.46,393.65,402.87,407.46,389.59,390.75,L7
1999-10-15 21:52:49+00:00,398.78,378.56,382.41,363.05,359.33,369.78,371.72,368.39,373.98,374.30,377.09,376.86,366.80,373.46,L7
1999-11-16 21:52:44+00:00,,,,380.58,389.49,,,,,392.45,370.94,,,,L7
1999-12-09 21:58:57+00:00,400.68,381.87,370.73,357.71,361.29,362.69,374.53,368.93,377.86,389.85,383.48,391.71,377.52,378.99,L7
2000-01-10 21:58:52+00:00,401.80,379.08,375.32,357.67,355.01,359.78,375.07,367.59,377.43,389.49,390.57,396.76,381.61,385.93,L7
2000-02-04 21:52:37+00:00,390.14,374.49,380.30,363.70,358.34,367.08,367.96,367.01,367.27,372.31,371.96,367.40,359.66,371.69,L7
2000-02-20 21:52:29+00:00,399.49,378.43,371.60,353.14,360.69,363.99,374.51,366.66,377.27,384.36,387.46,393.25,376.30,379.36,L7
2000-03-14 21:58:35+00:00,,,,382.65,,,,,,,,,,,L7
2000-04-24 21:52:10+00:00,391.14,375.42,370.17,362.17,356.79,367.19,366.68,370.47,374.70,383.18,368.21,374.94,365.53,369.28,L7
2000-05-26 21:51:48+00:00,,,,374.20,400.02,,,,,,,,,,L7
2000-07-29 21:51:02+00:00,399.02,383.22,369.67,356.36,370.45,363.92,361.22,368.82,370.35,361.74,333.60,,331.00,346.43,L7
2000-08-05 21:57:08+00:00,417.83,376.92,372.27,367.51,368.07,372.95,376.00,381.18,386.48,392.90,389.50,382.56,375.24,374.82,L7
2000-08-14 21:50:56+00:00,392.48,374.98,369.28,360.53,367.39,367.53,367.16,369.23,367.93,376.80,364.05,357.34,352.42,367.75,L7
2000-08-21 21:57:02+00:00,,,367.53,358.40,360.09,368.37,369.28,368.20,375.58,373.35,380.38,375.40,364.75,370.80,L7
2000-09-15 21:50:25+00:00,398.16,383.22,371.10,360.62,357.10,365.59,373.54,371.30,379.83,377.73,388.93,388.26,375.97,377.39,L7
2000-10-17 21:50:01+00:00,414.86,389.27,387.31,366.34,361.14,374.84,379.62,375.62,384.24,396.38,397.45,406.65,388.17,390.20,L7
2000-10-24 21:56:17+00:00,,356.31,363.85,353.08,349.00,350.57,342.76,347.33,352.24,344.61,,,,,L7
2000-11-02 21:50:13+00:00,400.28,380.57,378.23,366.43,358.85,367.06,370.97,366.68,371.66,381.22,377.58,373.34,363.12,368.92,L7
2000-11-09 21:56:21+00:00,390.34,372.95,374.43,365.71,359.71,365.53,354.86,365.99,367.61,358.89,,,330.52,333.77,L7
2000-12-04 21:50:10+00:00,,,,381.20,391.85,,,,,,,,,,L7
2001-01-05 21:50:16+00:00,,352.45,367.24,356.10,347.65,346.43,344.74,347.53,352.04,335.59,,,316.68,316.22,L7
2001-01-12 21:56:30+00:00,414.53,389.07,380.49,358.98,364.13,371.53,383.26,372.70,377.49,388.95,410.09,408.12,394.38,396.29,L7
2001-03-10 21:50:10+00:00,403.57,379.55,375.45,355.73,361.34,362.59,376.56,368.19,378.50,381.85,391.15,394.06,383.33,385.28,L7
2001-03-26 21:50:01+00:00,399.92,380.22,374.76,360.69,359.14,366.59,374.74,368.18,379.51,379.84,390.04,389.59,377.26,379.54,L7
2001-06-21 21:55:29+00:00,380.24,370.95,368.35,366.47,361.95,366.87,368.55,376.47,385.49,377.07,367.67,361.67,357.52,362.47,L7
2001-06-30 21:49:12+00:00,348.84,343.71,349.92,,,351.80,354.12,360.29,359.48,347.62,,,,,L7
