dates,nzd0214-0000,nzd0214-0001,nzd0214-0002,nzd0214-0003,nzd0214-0004,nzd0214-0005,nzd0214-0006,nzd0214-0007,nzd0214-0008,nzd0214-0009,nzd0214-0010,nzd0214-0011,nzd0214-0012,nzd0214-0013,satname
1999-09-20 21:58:56+00:00,,362.44,367.25,366.05,353.48,354.40,347.68,360.97,354.27,,,,,,L7
1999-09-29 21:52:52+00:00,414.02,377.47,375.76,366.48,357.01,365.03,364.33,369.14,370.37,393.65,402.87,407.46,389.59,390.75,L7
1999-10-15 21:52:49+00:00,406.40,377.83,377.98,365.34,357.78,366.61,366.79,368.89,371.57,383.98,389.98,392.16,378.19,382.11,L7
1999-11-16 21:52:44+00:00,406.40,377.83,377.98,369.15,365.71,366.61,366.79,368.89,371.57,386.80,383.63,392.16,378.19,382.11,L7
1999-12-09 21:58:57+00:00,404.49,378.84,376.17,366.86,364.83,365.63,368.73,368.90,373.14,387.56,383.60,392.01,377.97,381.07,L7
2000-01-10 21:58:52+00:00,403.82,378.89,376.00,365.33,363.19,364.46,370.00,368.64,374.00,387.95,384.99,393.20,378.88,382.28,L7
2000-02-04 21:52:37+00:00,401.08,378.15,376.71,365.10,362.50,364.90,369.66,368.37,372.88,385.34,382.82,388.04,375.04,380.16,L7
2000-02-20 21:52:29+00:00,400.82,378.19,375.98,363.60,362.27,364.77,370.35,368.12,373.51,385.20,383.48,388.91,375.25,380.03,L7
2000-03-14 21:58:35+00:00,400.82,378.19,375.98,365.72,362.27,364.77,370.35,368.12,373.51,385.20,383.48,388.91,375.25,380.03,L7
2000-04-24 21:52:10+00:00,396.65,377.86,373.62,365.37,363.60,364.15,371.75,368.13,374.91,385.27,378.77,384.81,372.12,377.05,L7
2000-05-26 21:51:48+00:00,396.65,377.86,373.62,364.46,365.36,364.15,371.75,368.13,374.91,383.84,380.34,384.81,372.12,377.05,L7
2000-07-29 21:51:02+00:00,394.95,377.89,372.94,365.37,369.26,365.55,367.59,368.24,372.40,375.40,365.31,378.53,358.12,366.69,L7
2000-08-05 21:57:08+00:00,401.87,378.50,370.93,366.00,371.20,367.01,369.60,371.78,377.20,380.55,369.69,383.58,362.02,367.47,L7
2000-08-14 21:50:56+00:00,399.99,377.79,370.60,365.22,370.57,367.12,369.11,371.27,375.35,379.80,368.56,377.02,360.10,367.53,L7
2000-08-21 21:57:02+00:00,400.12,377.63,369.78,365.97,370.47,367.99,368.07,371.58,375.01,377.59,367.15,372.56,357.79,365.82,L7
2000-09-15 21:50:25+00:00,399.73,378.75,370.00,362.83,368.56,367.59,368.98,371.53,375.81,377.62,370.78,375.70,360.82,367.74,L7
2000-10-17 21:50:01+00:00,402.25,380.50,372.48,363.27,367.63,368.63,370.50,372.12,377.02,380.30,374.59,380.86,364.73,370.95,L7
2000-10-24 21:56:17+00:00,404.47,377.32,371.57,362.13,366.66,366.25,367.08,368.81,373.81,374.79,375.65,382.04,364.59,371.23,L7
2000-11-02 21:50:13+00:00,403.77,377.78,372.40,362.61,365.79,366.35,367.57,368.54,373.54,375.59,375.93,380.59,364.38,370.90,L7
