,dates,mex0043-0000,mex0043-0001,mex0043-0002,mex0043-0003
0,1985-09-30 16:17:33+00:00,221.13006157069964,217.88193865743818,,201.30602678357843
1,1986-01-13 16:09:40+00:00,232.1988454140294,227.40040878954136,242.52073535055882,236.98321012269236
2,1986-01-20 16:15:42+00:00,222.29364694407155,224.3229944134343,221.94261657654926,230.0005978388455
3,1986-03-18 16:08:16+00:00,226.83379015863608,220.06654741448673,210.90404708327284,212.16374625955723
4,1986-03-25 16:14:19+00:00,215.50865263789632,212.3689926590916,210.64186690336453,218.62188910377
5,1986-04-03 16:07:57+00:00,223.5526444188646,220.03995746153197,220.2625924206218,227.14282470197858
6,1986-04-10 16:13:58+00:00,215.30251912948694,215.24491932398445,216.67168466422882,218.52170385130654
7,1986-04-19 16:07:35+00:00,216.92968427482492,205.34640656148895,210.47964617346048,214.29056229008245
8,1986-04-26 16:13:36+00:00,228.80076111452354,218.8925513843783,218.50014328484798,227.10304614016582
9,1986-05-05 16:07:11+00:00,236.76111772300504,219.04529593852334,215.93678144933983,216.28676343344924
10,1986-09-10 16:02:57+00:00,219.15055353041578,217.52011495384727,214.9722709847629,224.20973917422518
11,1986-09-26 16:02:27+00:00,221.69947761974697,220.11906069361243,216.95592872349906,222.89650808503444
12,1987-07-18 16:13:40+00:00,214.73762165971314,207.97222822384555,200.99722592614975,202.9042307782792
13,1987-08-03 16:14:08+00:00,211.14951979569656,195.71710231466767,193.36614661419657,201.45019279781036
14,1987-08-19 16:14:36+00:00,201.10973762394218,190.82325364170265,191.3538347157442,188.60161332769337
15,1987-09-20 16:15:25+00:00,214.6857149162777,208.15861090220795,202.66048177187943,201.58715724673823
16,1990-03-13 16:02:52+00:00,238.27216712384805,233.79346329330622,227.44264071385606,223.6719127678835
17,1990-03-29 16:02:21+00:00,232.44529233065595,226.1202085416207,226.40412637311,226.6089201239149
18,1992-09-01 16:10:44+00:00,215.76394703546077,204.43251296786434,198.12353628440735,192.33138093036044
19,1993-01-07 16:09:59+00:00,228.6542446552561,224.39780675631476,220.40147917087359,228.71051080466805
20,1993-01-16 16:03:54+00:00,218.98779612623918,214.96379405060787,211.6031887809819,219.2999461122911
21,1993-01-23 16:10:10+00:00,229.15577524669064,225.80447491996392,219.3588713853346,226.94175940291746
22,1993-02-08 16:10:21+00:00,230.13430080472247,226.2161896092866,219.9293418163124,220.27966401749478
23,1993-02-17 16:04:13+00:00,222.6105173854723,218.37076671907852,210.38557286932777,216.28128553566268
24,1993-02-24 16:10:24+00:00,216.66327334714586,217.93108381141738,223.21171498947606,222.96923939565107
25,1993-03-05 16:04:22+00:00,208.39849338590668,,181.82264521950697,181.94173688618912
26,1993-03-12 16:10:37+00:00,225.39799456791508,215.8806623423315,212.48754987748396,220.8872469806532
27,1993-03-21 16:04:25+00:00,229.2343766681929,222.65836775624732,221.36225236958597,225.3982665538543
28,1993-03-28 16:10:38+00:00,227.85601461309255,218.2149168882118,210.3441251981167,217.64863281039527
29,1993-04-06 16:04:30+00:00,223.29041541093272,223.68384196349376,222.00946080240874,225.81495319234412
30,1993-04-22 16:04:40+00:00,233.343013177862,229.14663752956994,225.81674397293827,228.97664334002974
31,1993-05-15 16:10:55+00:00,207.2065432001638,199.92975844671804,199.16012189652264,202.59924380602752
32,1993-05-31 16:10:59+00:00,214.46052086785983,203.0858498940222,204.53485811601956,203.7371035310886
33,1993-06-09 16:04:48+00:00,233.22969393386705,225.26462475151055,217.97370860667948,225.42679833954384
34,1993-08-03 16:10:50+00:00,220.31056757833335,214.29317460234063,205.94546680025914,204.78417311749854
35,1993-09-04 16:10:48+00:00,214.28131858571854,209.64517263219523,205.07266264392274,201.54428407745888
36,1993-10-06 16:10:41+00:00,217.8944989683332,220.80828228979883,213.62217250606096,218.1717594549459
37,1993-10-22 16:10:35+00:00,216.4507426936166,208.10701610002923,214.9159243110251,213.1715409506963
38,1993-11-07 16:10:28+00:00,222.42004421301806,216.1818817226491,212.5460499278588,209.77894314964732
39,1993-11-23 16:10:21+00:00,213.97751924859585,204.3933843994165,194.7159984556044,199.63196075130696
40,1993-12-02 16:04:09+00:00,226.54391727923394,227.75862676433024,223.03845514690119,
41,1993-12-09 16:10:17+00:00,219.36926633540605,218.5892150662455,211.42817545056437,214.77209054954426
42,1993-12-18 16:04:01+00:00,220.190215849065,222.50639583604683,221.61856265053373,226.42530909819754
43,1993-12-25 16:10:08+00:00,226.23573371372353,219.73520073673092,215.74977583338915,224.7244841343623
44,1994-01-03 16:03:50+00:00,226.31323478296935,222.2778157154933,218.8635880552128,226.27152736241666
45,1994-01-10 16:09:54+00:00,216.62383943817593,221.63782481814553,226.45237069692564,232.12857773579242
46,1994-01-26 16:09:41+00:00,221.51929784378888,215.72926287068975,215.88873155204078,221.40725436684158
47,1994-02-04 16:03:26+00:00,227.24273486948795,212.76286887024855,212.5614052503331,220.8649961432056
48,1994-02-11 16:09:32+00:00,219.00042490888268,216.57884413515143,209.10002161259433,217.79244172475217
49,1994-02-20 16:03:13+00:00,218.85061087528425,214.46925926151624,201.57713465594065,214.84871422042497
