,dates,per0189-0000,per0189-0001,per0189-0002,per0189-0003,per0189-0004,per0189-0005,per0189-0006,per0189-0007,per0189-0008,per0189-0009,per0189-0010,per0189-0011,per0189-0012,per0189-0013,per0189-0014,per0189-0015,per0189-0016,per0189-0017,per0189-0018,per0189-0019,per0189-0020
0,1985-01-26 14:42:08+00:00,218.06174444477932,213.3085323271991,205.29035187194484,206.398935168202,210.2898339171026,217.98529064635446,212.3472232739438,221.20881367785094,227.3767837741271,244.23923386196998,246.2121558477271,240.00182797842902,243.30583258722604,234.64385941541866,225.21229723215137,227.93026376821038,235.85965222732486,234.80413811425302,223.08551728129845,206.91371875593643,207.81694041236312
1,1986-04-19 14:37:04+00:00,226.53523325888486,215.02293265791033,212.83269402386276,223.49518387066217,223.57360224701864,227.37723491967418,223.5539433926296,230.52878125095438,235.59862545288163,250.020552621903,250.84954932254888,250.1619066328122,253.5825506127064,240.84422688353146,233.57733650051674,234.07285991226945,234.11603115083193,232.63886755584016,215.4861095757636,198.05672419241267,197.88577116541805
2,1986-05-05 14:36:40+00:00,222.88505500750333,211.65667976304303,207.260599640344,217.17742572859265,222.98860425738198,232.36825996877192,234.82762748235947,239.77582722471178,246.89948799160467,243.69672311107408,240.69505696616048,241.33818014985155,238.2570482039878,230.10394392135248,228.59472882999648,232.88780013134945,232.38734694516123,222.37281978115556,211.58647821887385,194.3501031754351,190.09902996412296
3,1986-12-15 14:30:32+00:00,223.90204231616303,214.83005884545244,211.73713696464077,215.09714450017222,209.97626855578733,214.64785362736842,215.2175657805279,221.20743981755913,231.94164844616284,247.04178173612465,250.17929281031445,257.367433964621,253.86335961244473,251.44102762715931,236.00439223515886,239.07207401122008,245.33411240226565,234.32097395636194,219.25670523105828,200.137559517845,197.24660466736862
4,1986-12-31 14:31:01+00:00,,,,,,,,,,240.66096329964142,237.15288635104517,242.73106088338346,241.22651548793422,232.91251058510645,221.64919271461167,226.3849303659031,227.4478625501758,225.2194235652562,208.65444205418697,194.16633387507142,181.597353481686
5,1987-01-09 14:25:06+00:00,,,,,,,,,,,,,,,,,,,,,
6,1987-04-06 14:34:23+00:00,234.9615317048632,217.16627815256703,213.14761400716395,221.39394702301692,222.7589130492848,232.3406798902062,233.3870768998058,239.59821408834054,248.26245214589213,253.9665003024209,250.34374577956822,252.31267589058768,253.31836529528834,246.22969450047464,235.21376860862267,233.71338521245403,237.29356173519326,226.82766824242088,220.30115630860752,202.76753750221093,199.381618736473
7,1987-05-24 14:35:48+00:00,224.82909462418039,216.56627345188363,206.1837835593935,215.2647749398373,212.68739656161748,223.72145960593187,229.92813228422267,233.2938668007194,236.49418800793683,243.55783562129145,239.51926886526763,243.7668192899285,245.47059923338716,236.47549007178276,235.34356741892253,231.34916616346055,233.21860503866452,227.45055810086933,219.63867728801625,194.60219538557723,188.96432140846613
8,1987-10-31 14:39:29+00:00,219.38709330131505,201.06737528779723,197.0083990925133,198.30180508464468,207.7732628683597,216.53160439418258,219.37334005125464,226.43577033996627,234.60960989140156,239.39692680134726,241.49688607739117,245.74511045822246,245.61241441495707,235.03768850902188,227.9303116427892,233.8721019792891,234.26704017597072,232.06569710009947,214.44574249909226,194.81669694953325,185.89637543173436
9,1987-11-16 14:39:51+00:00,219.35896266650022,208.30803873492476,200.38771444833588,197.15125715405165,200.63360697622235,209.08525353032752,214.75894621615234,225.11216604298588,237.2206214116475,246.6949867095772,246.20122217933144,248.6085692784491,243.8628964603712,244.38105602828665,229.1536408102588,233.74053051426927,234.37248706255053,233.1304416798405,211.5176409227198,197.6331130476592,191.51246646899213
10,1987-12-18 14:40:20+00:00,221.22684667979001,209.66966680049728,206.41789154877526,206.4872711637453,209.60370576298558,215.659750458592,213.3070612449877,224.56725218780676,233.98660351035792,248.12541775628645,252.15218706836328,255.52134437074687,255.98596341283584,247.38289839811,230.7717816910017,232.552380887223,236.0068623066872,228.10087549638465,215.33755941133688,196.44334944463333,195.10581179120564
11,1988-03-07 14:41:36+00:00,216.71059021020162,205.07669402374833,203.82087598250564,210.779392397154,215.88635467124342,224.5329487765541,224.1771583563541,232.09343446140812,239.83340139069227,251.05291517421773,249.6021792294285,248.0313269388664,252.49721869878078,247.89401080528833,234.1118215204512,237.66721658229844,236.26352320728083,236.79622932372956,222.24299922602944,206.10251734230118,
12,1988-03-23 14:41:44+00:00,224.51751106427938,214.0816380600115,209.8525433021258,217.12624095185677,216.60519198332668,219.67486888403076,220.7914504260923,226.43145987223784,241.45878356760088,251.0899284123962,246.91246869097517,246.48528301841546,243.3696565949037,234.43773627136977,222.85458633233424,234.315899597774,231.90620322359567,228.62004642135975,214.01507415287196,,
13,1988-04-08 14:41:50+00:00,223.14876625498863,211.15369834126565,208.02730115662735,213.3945431973417,216.36772516419182,224.5841173598869,223.58926037043176,221.84065847504013,235.3216175068256,246.45657394508112,247.01844354787238,245.39966097413193,248.98622782668838,237.7983114552656,230.85728471537874,228.22018956090247,232.71158677253956,233.38602698902818,212.94401236913606,199.19157538127322,203.56149868731416
14,1988-06-04 14:36:05+00:00,,,,,,,,,,,,,,,,,,,,,
15,1988-06-27 14:42:23+00:00,215.80816242604797,210.30239524539851,201.56018380886167,210.01342524069338,212.30872408789745,221.71845703172755,225.95022047613145,224.56999982988975,233.14558202745425,243.8246921712454,240.5276398148797,235.50273863055202,232.05757101538336,226.16584948902832,223.27749200382007,223.78913798613885,225.96892233132294,218.16205892074123,205.12521404826498,184.59306442290864,179.64730137439295
16,1988-07-06 14:36:14+00:00,,,,,,,,,,,,,,,,,,,,,
17,1988-08-14 14:42:27+00:00,215.24581770992177,209.20311206369234,200.73907899978974,203.53456626426777,206.23543420237,218.01086769664627,222.5740972932894,217.29281129915438,222.0251238997318,225.24855216102426,224.57700825181493,222.54531637860887,226.79050904785583,224.2506996428934,222.4789226505347,219.47210295051065,226.76477978260954,228.7887061717523,209.99986250495024,187.10008186330356,187.51526974437235
18,1988-11-02 14:42:21+00:00,221.5659045019615,212.5152700589487,204.69935695606668,213.8406707768372,222.58989037924897,232.7986626075297,233.85611965238553,239.51195243615138,252.36955933507292,258.2358623340245,256.07416352409945,254.0995542307003,256.96695794906,252.07240713613592,241.04284158241393,243.85718124457765,245.3242434002635,234.75813811904177,224.4060092792819,210.70183323522858,204.25144481240025
19,1988-12-04 14:42:16+00:00,227.92983837660918,222.7257919977866,211.03547146487105,221.6655896228759,223.98602839128517,229.85330895347627,225.497914823992,228.67037832291953,238.05616412256433,253.68576766775323,251.52313631596388,249.99001550275446,252.54027304988745,249.62343810256232,239.97524148880044,243.0203345296974,250.61958490944235,242.9246020255112,224.5795127323612,212.55866471436846,208.25098431707818
20,1988-12-20 14:42:04+00:00,223.22198220326572,213.50681912062703,205.91222789407345,213.1572242101304,215.67067270098164,222.9377328411979,222.97528358284438,227.36614705363706,237.61510903845922,250.04745426845875,249.0075072369202,250.95097706336503,252.39495317221616,244.19188564376083,236.29896479612393,240.9567425278152,246.0260319094241,238.55165931533386,220.62958790587712,,
21,1989-04-27 14:40:32+00:00,220.34924633957945,212.70315276851173,207.08235412664575,216.53271428897457,220.49089820529318,232.84940907558956,236.9739032341921,232.83020824693034,240.3495384956838,251.23269200298319,251.96962213393627,244.46344398663302,249.28742624164474,242.20784128197968,239.32960674416177,238.81546757569376,238.5184336138613,239.61218319404176,213.17707288465252,204.01732048777313,
22,1989-05-06 14:34:17+00:00,224.30742770391646,219.15371947324005,206.66999095432482,205.39923944744214,205.09862520818652,218.27283164814037,217.6374574831413,222.09396965362276,228.02341479608216,240.88560554117424,242.7991553812261,239.82446166176797,240.85209321012235,228.46932983380302,229.52962222861248,236.14865592178037,239.4027272453419,227.78687496748674,217.26898408615156,202.51745021936625,199.00630280429053
23,1989-05-13 14:40:18+00:00,213.8871030068976,207.54445420022768,200.31424182056642,211.59394621864786,212.00062764944568,221.76352806143612,221.64926387130197,221.54277370586743,232.21365131987284,240.77824068281606,242.4671455748218,244.3519100293325,236.77242878885897,235.29466133181168,229.5734262681405,232.63399642045331,232.82893323256096,231.6250319734339,218.64080392849007,,
24,1989-05-22 14:33:58+00:00,,,,,,,,,,,,,,,,,,,,,
25,1989-06-14 14:39:39+00:00,219.22875188749404,210.30101771742028,202.36870171059817,205.4523879912981,208.35143587164785,219.10452482328594,217.42603203268365,218.07972253782265,225.1785995465545,226.86010647127702,230.3744270453502,232.11379155116367,233.0951094305126,226.54078859610485,227.66683462861002,225.23837467384755,229.1411885446451,225.67921325059814,208.78879248926867,190.52414580622434,188.07220953680618
26,1989-07-25 14:32:44+00:00,,,,,,,,,,,,,,,,,,,,,
27,1989-08-26 14:32:02+00:00,,,,,,,,,,,,,,,,,,,,,
28,1989-10-04 14:37:23+00:00,221.36501215788343,204.1115664332238,198.17781847772278,202.44187559217542,209.31157389650187,219.56428612426433,222.81903470050355,225.5064522519435,238.9195225459105,254.25581384324911,254.11148440050087,251.58822365662502,254.39244971275195,245.60922344917594,237.1559665152333,236.86512369526625,239.93146508668895,235.65733650436388,221.11890762620772,,
29,1990-01-24 14:33:55+00:00,224.50748016793145,204.97525201345456,204.84691342638624,210.0390597023978,218.64009520426282,222.622134814571,219.1778043382206,222.22791865801065,236.52403477825104,249.67277136452137,246.67357225334212,249.52072056202672,250.09962968302554,242.3112556920481,226.6615203673853,234.37102760034793,233.9895593909427,227.02350229421097,212.9492944220778,202.06721053084883,198.23215350158213
