,dates,mex0044-0000,mex0044-0001,mex0044-0002,mex0044-0003,mex0044-0004,mex0044-0005,mex0044-0006,mex0044-0007,mex0044-0008,mex0044-0009,mex0044-0010,mex0044-0011,mex0044-0012,mex0044-0013,mex0044-0014,mex0044-0015,mex0044-0016,mex0044-0017,mex0044-0018,mex0044-0019,mex0044-0020,mex0044-0021,mex0044-0022,mex0044-0023,mex0044-0024,mex0044-0025,mex0044-0026,mex0044-0027,mex0044-0028,mex0044-0029
0,1985-09-30 16:17:33+00:00,202.14978082995023,207.81596347678126,215.80667770641867,217.97950708409542,221.70565392938823,216.51297456827126,210.4661036633799,208.85863007026745,204.8258783243011,207.45962002817927,203.0141739857553,199.91474205993882,196.86173241250515,191.24624704910195,191.6018958607997,186.16104598268635,181.0317864169964,181.75567850030387,184.11524074436974,189.12234755966074,186.08600894335493,187.69573687978016,191.13723362817942,186.46784743948828,190.09061261959602,189.64368769986055,193.68711904763705,201.7750499723227,197.89010105419467,195.56181088252586
1,1986-01-20 16:15:42+00:00,200.85503069698137,210.56271542314087,217.08429910757937,221.70530733007902,224.80137264831924,224.74397258513736,223.90174562951606,225.8725530121887,223.18459556916605,221.16744146462548,218.1746892112717,218.26458012956925,214.60154290084895,214.5552956757793,215.08388625368823,218.9273792293084,220.98209654096678,222.43117871323938,220.14528419878505,219.95036752173493,218.4646103599982,219.3500053295181,218.37083876208317,221.7261685207879,214.10165361210696,213.1427369071108,210.32178596964553,205.45866889167692,194.34231438543662,196.2288963931328
2,1986-03-25 16:14:19+00:00,199.63603726492823,207.92409597896832,212.05933919102608,218.58286473756482,218.22242567845052,220.06057348877567,213.74125780027651,215.87086758276473,217.54452287305895,216.63518502155995,216.60783647695013,220.1517776471892,220.75575144007254,217.25526967476884,222.93725339120817,223.02185409366456,220.0583739398894,226.30874646966657,224.80164958007526,227.57178483865627,226.72323837047423,220.40549444977185,217.70086359349241,211.41643920445338,206.78791754918134,200.60637191779435,198.41115772503747,194.09349931777496,183.0215168313261,189.52714479320014
3,1986-04-10 16:13:58+00:00,192.0373687505966,199.76553985261523,201.11815892385943,206.49850368052498,214.077767397667,218.2537870410866,213.26101060271517,210.5534940620637,210.73227735572917,206.84416129595286,209.4547440740496,210.82521545439133,206.61380054018426,212.25408611296916,211.96611350500288,216.58220472698102,217.92279447473194,221.19655429643555,222.53164035237023,214.17689940476154,212.27541525801107,209.28464288152196,206.74670467534168,202.06834184021773,198.21375711900194,197.9175966432004,194.78728130566455,191.77399757737928,185.43951430605722,182.9780344989254
4,1986-04-26 16:13:36+00:00,184.58493047723923,192.4693783565857,193.8821497595078,201.0869235027567,205.63117996300073,203.10547220771346,202.69875626680783,200.69983247059662,201.09659142151318,202.53091532294582,197.26810189629256,196.85655354683618,199.4723770344009,198.8961284192234,212.47398323482165,206.86315250107128,208.69773657525548,206.12452433368148,203.15779750925736,201.29401234249704,198.35243832143652,196.01760186595595,193.80703305598504,185.74258526407695,183.49723341819316,179.3790271299292,186.179359261534,184.38707623439228,179.12889720201863,179.20321463733166
5,1987-07-18 16:13:40+00:00,175.95636011850706,189.66068587466842,195.62408931571727,195.16339122313312,203.59809382118425,202.09404384092886,205.5649152328472,203.54081900595384,202.82398650528145,197.73417980143932,194.6953245378883,194.44170440798467,197.15661307425864,196.76522704214779,194.17134743267167,194.81172618180037,196.99962762445284,198.20110585332424,191.43368359291534,192.30045326216222,192.8438839075364,193.8084066091041,190.40625674201297,191.985887512965,195.07408964760063,189.30928121091557,197.3314090624691,198.3875989146202,188.97886585806907,190.21478946869155
6,1987-08-03 16:14:08+00:00,156.39024817220462,175.79855818501937,181.94249021899657,188.06388137756414,197.69466034257192,193.77325238510554,191.4544014508982,190.74306846506198,187.228386061013,180.2149881907682,179.4807945412242,175.97908352749235,182.6178993860588,178.70876011566884,181.07847298386216,179.8004155441144,175.98598349313212,175.2589326320427,175.3337198372002,166.91435592155327,172.13631436910464,171.45300335078846,170.25541256364846,172.78002086775876,181.41852467973905,182.9602189611953,190.8022908362014,192.03706526652596,179.7526885142667,174.33096645121628
7,1987-08-19 16:14:36+00:00,,181.66159628774463,190.46927767328094,193.42767498108344,195.09103356547203,184.99620481657465,196.55307819288075,194.73724901535013,193.00411105415122,195.7744677463734,194.79136700251368,190.9559574525863,188.45842604584817,189.36486126046884,184.33351409615483,188.73646739715477,191.22841163751366,183.71882658199593,183.62305299311546,173.2284859934535,184.35305583140502,178.04730262471043,178.1805085349862,184.07994800039182,181.49049032120053,187.36757586857794,190.8713172594832,186.7412121651246,183.3703029131523,182.8892646380357
8,1987-09-20 16:15:25+00:00,149.6672239014084,203.46264863601667,207.07019845127832,211.84186961502644,215.4674144361416,215.80791083155543,212.8260185702984,207.0828805211053,209.55463245121504,205.25029541855386,208.0427555459428,204.20665559645622,208.25565914703202,210.02739647087037,204.15311283419427,202.60510285409404,201.02269507483248,202.73734314973578,200.27407832071563,204.7232055796861,202.90910970361136,201.62993503425892,203.6543793329087,202.35284741748742,200.22618889633165,204.4855982214955,203.78416791960376,205.4982573653056,201.43071920595503,200.07844289413984
9,1990-04-21 16:08:41+00:00,178.13567288884428,177.00575725410712,189.05159904549916,190.80143067998154,196.57821915570779,190.4041435311572,192.7482890677331,192.07419519740665,187.4349199565366,186.6861178546803,189.25906490996377,189.9526327281466,188.44353491482778,197.3082245092638,191.76685941662546,188.38635584988447,191.98131908009336,194.93965817948856,198.83229769941772,196.42389211571341,198.27044934324692,200.92319927342197,194.48677526977016,202.28659693597302,197.3981486060421,197.52266859052384,200.60811475046043,200.92382693058792,192.21439390988027,186.72576360694356
