,dates,chi0452-0000,chi0452-0001,chi0452-0002,chi0452-0003,chi0452-0004,chi0452-0005,chi0452-0006,chi0452-0007,chi0452-0008,chi0452-0009,chi0452-0010,chi0452-0011,chi0452-0012,chi0452-0013,chi0452-0014,chi0452-0015,chi0452-0016,chi0452-0017,chi0452-0018,chi0452-0019,chi0452-0020,chi0452-0021,chi0452-0022,chi0452-0023,chi0452-0024,chi0452-0025,chi0452-0026,chi0452-0027,chi0452-0028,chi0452-0029,chi0452-0030,chi0452-0031,chi0452-0032,chi0452-0033,chi0452-0034,chi0452-0035,chi0452-0036,chi0452-0037,chi0452-0038,chi0452-0039,chi0452-0040,chi0452-0041,chi0452-0042,chi0452-0043,chi0452-0044,chi0452-0045,chi0452-0046,chi0452-0047,chi0452-0048,chi0452-0049,chi0452-0050,chi0452-0051,chi0452-0052,chi0452-0053,chi0452-0054,chi0452-0055,chi0452-0056,chi0452-0057,chi0452-0058,chi0452-0059,chi0452-0060,chi0452-0061,chi0452-0062,chi0452-0063,chi0452-0064,chi0452-0065,chi0452-0066,chi0452-0067,chi0452-0068,chi0452-0069,chi0452-0070,chi0452-0071,chi0452-0072,chi0452-0073,chi0452-0074,chi0452-0075,chi0452-0076,chi0452-0077,chi0452-0078,chi0452-0079,chi0452-0080,chi0452-0081,chi0452-0082,chi0452-0083,chi0452-0084,chi0452-0085,chi0452-0086,chi0452-0087,chi0452-0088,chi0452-0089,chi0452-0090,chi0452-0091,chi0452-0092,chi0452-0093,chi0452-0094,chi0452-0095,chi0452-0096,chi0452-0097,chi0452-0098,chi0452-0099,chi0452-0100,chi0452-0101,chi0452-0102,chi0452-0103,chi0452-0104,chi0452-0105,chi0452-0106
0,1986-02-04 14:07:59+00:00,221.34910096778563,211.34247254012456,185.8567870596672,180.38403853421838,,,,134.13085714605577,,,,,,,,,,,,236.20587074310615,,,232.3897391067166,,,,,,,213.8484698489626,,,,,,,,,,,211.9249636496724,,,,,,,,199.76377257827207,,,,189.65928057553504,,,,205.2959473790144,,195.38627200032707,,,,,,195.51715445948287,196.2508588701478,,,190.79247428870022,,,,,,,175.58693538013495,,,,,,177.91968881206984,178.87367986456886,189.01571408332674,188.99462699345412,200.67420592735846,,200.38735673519508,188.9042233924759,,201.07001943425576,193.25749936762833,187.4425407167914,184.03483696771286,,,,,167.01357560467267,,,,169.9625217476348,,,,
1,1986-08-15 14:02:41+00:00,201.16211577895425,185.63229681670612,188.82245981778377,176.97338921156822,138.03637244052067,,,138.50299626667874,166.79361292506573,173.6444666986286,178.08499759756816,,,186.38731126187213,195.37192470190416,189.85798139946567,195.04807346298233,191.81138724818206,201.68810025613192,210.07096144379355,186.94587019418609,,200.6141343277849,174.32149949313694,191.43673890979719,166.4226254701565,,,177.5935168847043,180.5231681053848,,155.35126835984588,,146.21701347174334,165.29924672287282,163.9396827473166,168.11072609962096,163.560161538783,159.83692700798795,171.00666525422102,184.6478507335782,168.55496362800537,166.74339799169078,158.45487309401065,154.75346358931557,161.65573689121072,168.0666801104202,166.61624024473699,168.76463072169085,161.63054336013434,163.1112614480127,161.33320879866497,168.8132728945176,165.92346222220672,,145.56550025483162,177.55577313740352,130.99076071083763,163.89424994060522,146.6883039043024,146.11171451441453,152.3036020173087,154.48642550987182,150.01376695225073,166.3483692369784,167.03962841851546,145.43070014785386,161.40145500327353,166.2022112353053,145.98372620786293,138.3658590942664,121.03475619307392,137.03384038735174,,,141.88802829023615,138.74823047269928,145.07187454702253,142.8974223016527,146.7350998093963,49.86737152930395,,,,,,140.8566974687376,,,,,,,,132.49472606933392,116.9662418796278,115.83914459638093,125.49447536021441,,131.08963680337988,,119.56940984617069,135.46529519587602,138.07097471608236,144.1456568675827,144.43061382313115,142.32818136975416
2,1986-10-18 14:00:32+00:00,198.44358165436444,199.53414085773983,190.31181626608864,188.81538597783683,162.64320512985725,,,,149.73291985109734,186.19461891820214,184.78344656011615,,,,205.57982136155832,214.71004896142054,205.01121424739293,202.87128109414655,206.8604455806235,224.23908211711714,223.23056852028387,,208.08569981726677,203.95151198476606,204.6097248560929,196.22618541306517,,,,,,184.6597746805354,,181.36100200158458,181.81663196979198,186.00077414498722,184.4114364740098,184.1674833877812,187.36856307406163,182.55483958706054,186.73750256671576,181.97767549636797,172.33179803053233,177.23550126249933,182.45800968014163,182.94898629738753,174.25907083861148,171.42801546514391,172.0434358920216,182.47290478822612,181.2486208756652,186.60884524357672,191.5502759822838,201.77855645007037,212.43320832405612,187.13026970668142,181.23819221978695,165.61219259865598,170.47242917976382,170.28034816637546,163.71518556924693,167.71085514594876,173.92519943180116,181.5571693983744,183.4932992827172,177.1141592026159,171.7567040695396,164.15431980229246,162.33941618018088,173.005023201626,169.80991315982084,159.6383367231474,160.52981156632723,,,150.76237205772202,127.57242414509402,156.4039283904987,148.9956227405469,152.84345891268464,57.67843854598654,,,,,,149.54616418804218,,,,,,,,133.64794896489863,139.8121928392833,130.23983272439833,151.98700452232944,165.23600092882452,173.14672232974885,159.1715684869596,153.24153082454526,157.4343913477356,164.08567364817117,157.0807301377777,131.4583481389509,153.9248250191311
3,1986-12-21 14:00:01+00:00,221.57349426929719,223.13614179833752,226.22639191952,208.66349637870346,179.94227992305107,177.52838754270937,193.5010195603072,188.6565025631627,,186.1813259987203,212.86558366971363,212.7370043644051,217.4989186728666,211.1731505883857,214.77023611118818,215.29593371983043,216.65243743751282,220.8538278095428,225.86599369690168,220.4737200236521,213.8194128775577,213.93566195726228,214.0035559005236,206.6301206372815,208.78215256520738,204.49584078203983,206.88371529477405,201.2442250411088,205.73735379171518,202.35683256424835,206.5766569314352,205.8442329471677,200.62062406664776,204.71256487288844,204.30515525263513,199.51295165057596,194.8859752406957,194.3762847118247,193.33109454713082,196.61283519781477,188.78654320096447,194.38354382934958,193.3183773060489,193.65936885457842,195.2914446771297,195.69338123531156,198.71822366048647,200.92653583073016,200.4677196034075,193.4813878007724,192.44147117401505,199.46899101994433,198.98772714412732,198.05323137762414,195.32746194975823,195.08025498659634,190.62736920740036,191.4957904241395,192.71252953725877,186.3647202162887,188.1706408208724,188.6872027598542,191.26258651859993,195.85505474836478,188.11743407439516,185.17569465143242,179.9495073874101,175.03748871184433,179.76096318838916,179.41633702959825,176.90541300484261,186.08791176436426,183.59757725037122,170.96589499166208,179.6414188925365,172.9480655038029,171.52878089772736,168.26623319441387,171.87757464445244,169.47276769039686,179.41101754393466,185.01367457049236,185.2051710631448,174.7977683745101,176.03162423408196,169.51563193240202,187.44872637826418,199.21557395016768,,,,,,,159.57484540068765,162.66950410624287,161.3526885040728,171.532800239309,169.47424599953644,174.27088352955045,156.12278766474324,160.12864712488664,175.67533807662682,168.54544864061998,167.73408252384507,172.7157682115751,179.87638933801668
4,1987-01-06 14:00:30+00:00,205.55097018125983,212.1021064110922,206.3395897182893,206.57991623141157,172.54768379351862,170.9381070104721,186.05165402262384,149.03895560974942,,182.95892413623199,200.20472716113795,201.01267766020314,204.65414488683564,204.65133787332556,206.86149117280056,203.95406708879312,206.84319473688817,207.49195772725835,212.21155957085716,206.8420794287452,203.05725047408635,205.4035131689695,201.69353822051332,200.00164497035314,193.5055874685292,189.00694624243482,187.24801711292423,194.90035321089934,192.3182592824847,188.71427174944205,178.77095089785487,183.409457596057,191.7946311378412,181.99066568435603,168.70607843573646,187.199019023981,178.16955523576496,182.72738374039093,189.2640044689484,172.82991935918577,181.62418425406963,183.7513294210689,186.56791062706031,176.02979915155458,178.56247676255128,175.26863723290873,181.02164539364213,187.3283017703323,175.77783459048405,178.10782487146713,180.66605302923875,182.40544693175264,182.57870027074966,180.98378446603476,177.92761908106706,178.43165266009566,174.75393451457165,176.1965787491202,180.79977092310403,176.8763069545323,173.57406722398818,164.7298327025486,172.9872164922065,184.0464117790238,178.54077882474024,176.64871177154907,177.16899597444683,154.3496643352279,156.55110274460452,163.66449873521128,161.22160414143605,173.75372751096342,170.2808744887002,168.276373404941,158.61923352290688,145.0147106193876,158.17840661335103,148.57808358020526,150.00897571238326,156.205254680094,,167.39009181106556,177.07484261091147,150.56470723318066,163.44991288886348,154.91731627261055,162.09798809151627,157.40395142341623,155.7488515427373,,,,,140.11103177881725,128.10834271615607,125.51465369097988,142.58550014839057,152.06053941669518,150.24501717244468,162.85500261536058,152.04349282280347,158.00522697367518,160.0389664765711,156.75707292372257,156.89452667960842,170.37783901523918,156.40353368114498
5,1987-01-22 14:00:58+00:00,219.18528020061297,221.64095623775287,223.95610956452055,215.93675499223775,203.54806393561753,203.13138961532593,197.1795743445976,161.2305266929482,,188.49936005751343,215.05821778755055,,,,223.89620158090253,214.52105228055632,223.72970959343624,223.47406496886688,219.5722026305863,211.79020875709213,210.66885433150844,214.6853531309365,213.90694355211406,208.4592170417638,215.2221436532302,216.97673374755112,207.76346752055483,206.78293192255643,214.44290896614984,203.31793169197257,205.52394882143446,201.73736467536082,210.3379313597908,202.82237696788425,201.20843892985548,188.3958888864524,197.3658058570691,199.77158225974657,198.11594177520794,195.31842699206044,196.09999313337252,191.6281973580319,187.6393095767426,183.47289544455654,179.73474056067084,181.99081501363412,185.12548511656342,190.61056166050128,198.83767731060684,199.48550025037517,192.9623663466403,187.13009488604388,202.9610507489391,196.65920997895938,197.9380857234265,192.34501599482914,190.8853692934991,187.69275316728928,187.94547955426407,188.87307525921082,186.49549056099858,186.2895555407383,189.80451544456164,193.9350892777419,190.89587491081397,187.7486217921736,190.88230955085763,187.17636292558598,177.71042806593525,168.3397094772506,174.06837835114231,177.81805101403813,180.26073662665775,186.86572506764833,179.48930730995437,169.56899317063505,167.34118605595722,172.35470045285953,166.27459574149273,171.46863836097995,177.5898975625141,181.08232871135615,190.54967531930626,175.77934156234818,178.17882421169108,168.2268293930517,178.41920607595702,170.57112061713676,164.40554678321027,177.2898382655488,186.92845819363274,190.8858960998698,174.88095446053927,161.80260113059535,149.07507710105398,142.9964353174368,151.2460181228881,159.49111627683516,162.35250653136112,161.59751244950218,166.18577368990177,160.19952768086023,174.20281139793778,171.2105757193706,171.24509928031088,178.89363056780326,171.2647542432833
6,1987-02-07 14:01:33+00:00,226.13996659033404,216.60820073747925,232.28780339958104,241.9118860058049,239.96104450485947,230.07712589720364,189.06646302420538,147.93364304490436,,208.9752941218377,234.05637176709186,,,226.07427511629854,231.2628437185752,244.47212180155765,240.14219736278602,242.1604093008242,235.50919876025335,219.9719866792423,217.5200122598985,222.7526697691551,227.94667203888335,226.0850435587018,231.16454534719492,234.85388710632276,224.74481347606675,219.08168860179273,219.256129177908,212.62728913984094,210.4883319660472,219.23661715925527,217.93790325074838,217.10372273562348,212.80727720615806,198.2183587124609,199.0636978589231,203.86317500257135,213.76662518766975,206.21585695463855,188.20505429496183,195.16438863770924,191.77882255806915,192.60329909435387,195.7364355211967,180.0610525892145,185.32819874889805,205.6776155421616,202.1539824724598,206.58647379598813,199.36597906658378,196.22209445194756,195.29165441908694,205.90155614208783,212.4344816041251,205.85641888595245,207.16749697377148,202.88032268740545,196.65697953117888,196.59317562291426,205.43069976671353,205.86676277839257,202.40255688730252,199.46830819408106,197.21747857562957,206.18891895967053,197.4445846532705,193.90772579717373,187.38796742416133,175.675124014901,181.00865012358474,196.04545198544952,188.11144769938394,189.7272769043376,190.44287020368478,185.86873070810344,189.89017420749337,192.68553920708956,181.80726897448963,181.91892681014244,175.58696952039818,185.70740072753324,200.4206567277091,194.84018324348935,188.96336011459357,184.6715624473399,194.00410195781745,190.82328195585183,184.26098906261922,189.3642209324488,191.20511473187872,198.55239066388577,187.63557482443332,179.48738483937598,182.47052087249463,177.23446281702016,172.6547541653264,176.75182204991108,171.6145543208199,163.60674667879553,165.68808894893186,188.44964545531514,190.7976912505025,171.58185549674974,179.96260586372796,198.11340660203777,192.32065165070586
7,1998-03-09 14:17:33+00:00,216.66167413715195,204.54011476611498,189.0326273242526,151.05461888325345,104.81325361108486,,170.06124606231697,189.44441261650988,,186.56094448074055,182.41847284438293,176.91421821027157,194.64179730175337,217.399739501338,215.35313698228245,222.8626047060682,228.11544341455843,213.69094163337758,220.3687907073976,214.5290631695197,218.4098214631933,219.38262967943012,213.3687093571352,202.5623737631294,209.24738900913061,209.36204980997232,214.26801872710143,205.93987842681622,201.3381073664431,191.98435910486143,189.29577022435427,208.83727748163668,194.90989601193684,188.14455639194904,180.29921090443563,188.50277089082476,208.84708747205596,215.44556748979116,208.65366521679238,215.9192368571971,200.46377105972311,192.52289494473868,193.67617688498447,194.72239731275909,204.28212495717875,200.96697898697104,186.06481370481814,202.02628676028067,205.96645320148204,191.76033384407336,186.408433145898,187.91689518919685,184.81293954019063,188.29669611236733,179.01993964337322,189.97801765984735,192.72287765613066,,211.5266129419882,203.43981397021776,187.91298664481928,202.98291949301162,216.09100678363725,206.7700573992419,209.8330938370932,200.51966827401728,181.21045122843643,184.55665689995155,194.48466328819708,190.65802142629505,199.98618696740306,192.85868394656805,174.51344124986227,177.42636803539236,184.48873280493896,166.7899161477936,165.82180614481055,177.47180719757702,198.25989923882537,191.29615926154878,200.1418678448686,206.7316759022221,199.0391969594239,204.43695888426197,199.7663034373174,200.7968502668593,202.3214924576606,200.18776544729315,204.0313561142818,194.13220150536878,193.0705013355612,205.03839108606152,193.79499877131252,176.56809738787982,178.72387511053805,191.5675879673114,171.59941334365854,149.04729092783126,,,,,,,190.8064259924489,171.07156395011097,184.28964132445552
8,1998-03-25 14:17:47+00:00,220.15297300986214,207.05455931871018,187.3055303284653,168.70101745709133,114.65175908460562,,124.19823233990638,198.4444879555665,,198.2880797710598,192.1527548902475,193.8987098202753,195.01666284837592,202.01088122376504,213.77002674576892,218.17447583215082,215.06394729104235,214.98893208388395,218.54914566192883,219.79393415943352,217.48383662570117,219.50814414739622,219.60817058742037,218.82359923467948,215.28410248145624,206.2189738279506,209.34322355498134,192.6389874243634,193.08339580706286,207.78840185958722,211.50475170211251,209.71010684242353,198.2609600828526,202.37386013175936,195.0620425722383,197.0466003649012,191.33630517881014,198.8245397356588,207.01425264641915,213.41705434292962,207.497764626768,196.88068613131983,196.714915618648,191.61191235130516,188.41311694566363,206.2049944397964,197.17120338604926,202.10068190957284,200.16939877486053,203.75556290771354,199.01983880301552,194.5241771384301,192.55281618651668,196.9341127448424,197.70765374127498,197.6608069857658,199.7618378155952,195.04949090767818,195.76664964419984,204.95674069663292,207.6356005586838,210.8141990371278,207.64154310256754,218.1321744443199,219.3866597743369,209.56978451070194,205.61323872009567,196.13536751191958,202.06592151715716,203.58178676386726,197.92799802599347,196.17976051075368,192.96418373728835,186.53860566424757,188.25430616679145,182.61864408202902,179.2398243169017,184.9029098698173,192.62704224834187,206.13649464799167,200.66882162202458,210.66985468638615,206.62606297021375,207.39117050384866,211.25011305105593,209.00915163721163,211.60230506296654,203.216140606885,213.8978323504526,215.4961215693446,202.81302053926643,211.7585626485557,211.43150550849143,196.35309102300968,197.01515423758423,187.00872865732046,184.95938736601704,169.16925455426727,172.81054498814495,177.5071480860481,193.61750416556725,189.42580186797682,189.82292749717686,195.7734563311177,194.4193764945265,189.84722101574255,192.36584312963208
9,1998-05-28 14:18:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,133.54838773202533,,,,,,,,,,,118.30540942547945,112.43279285869585,,,,,129.04813621787207,138.93186570163172,140.04512952800138,135.94662144034675,136.986410025274,127.20993402758114,146.8881231996799,147.07042557009814,143.09005545329438,156.29658835378206,143.780898778846,141.89434532705337,146.11640532439523,128.81734912441695,124.4618928679456,119.76339520074383,108.53648332566718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4625798032296,112.41742287372519,,,,,,,,,
