,dates,per0225-0000,per0225-0001,per0225-0002,per0225-0003,per0225-0004,per0225-0005,per0225-0006,per0225-0007,per0225-0008,per0225-0009,per0225-0010,per0225-0011,per0225-0012,per0225-0013,per0225-0014,per0225-0015,per0225-0016,per0225-0017,per0225-0018,per0225-0019,per0225-0020,per0225-0021,per0225-0022,per0225-0023,per0225-0024,per0225-0025,per0225-0026,per0225-0027,per0225-0028,per0225-0029,per0225-0030,per0225-0031,per0225-0032,per0225-0033,per0225-0034,per0225-0035,per0225-0036,per0225-0037,per0225-0038,per0225-0039,per0225-0040,per0225-0041,per0225-0042,per0225-0043,per0225-0044,per0225-0045,per0225-0046,per0225-0047,per0225-0048,per0225-0049,per0225-0050,per0225-0051,per0225-0052,per0225-0053,per0225-0054,per0225-0055,per0225-0056,per0225-0057,per0225-0058,per0225-0059,per0225-0060,per0225-0061,per0225-0062,per0225-0063,per0225-0064,per0225-0065,per0225-0066,per0225-0067,per0225-0068,per0225-0069,per0225-0070,per0225-0071,per0225-0072,per0225-0073,per0225-0074,per0225-0075,per0225-0076,per0225-0077,per0225-0078,per0225-0079,per0225-0080,per0225-0081,per0225-0082,per0225-0083,per0225-0084,per0225-0085,per0225-0086,per0225-0087,per0225-0088,per0225-0089,per0225-0090,per0225-0091,per0225-0092,per0225-0093,per0225-0094,per0225-0095,per0225-0096,per0225-0097,per0225-0098,per0225-0099,per0225-0100,per0225-0101,per0225-0102,per0225-0103,per0225-0104,per0225-0105,per0225-0106,per0225-0107,per0225-0108,per0225-0109,per0225-0110,per0225-0111,per0225-0112,per0225-0113,per0225-0114
0,1985-03-26 14:23:59+00:00,119.4534634746222,65.63291845737723,68.88729671225502,57.09290960470525,72.11485528562667,95.71878679145155,96.73200344894911,108.98191787044505,114.44897340430882,96.8576895726149,115.59454597012224,121.36880484687993,132.0577889377087,139.7188141612924,138.89064307971455,137.9088970158398,139.82117420751894,145.03918011133362,147.91903289496105,145.7468205631435,146.92555143886807,142.85707224293986,144.24135029493988,141.27672377758574,143.5149036184414,151.2661480723538,145.43466153741446,151.97419989082428,156.0943049306787,154.3982875708352,156.36048674938527,158.39939948852995,156.84472204701183,153.96947441963263,154.3853505468224,157.21102113758144,162.49563527064666,157.24388550337605,152.015841440991,153.36533795932849,154.91179899858165,158.36303541557788,164.0302149718086,174.7800220383042,171.60897390938715,175.0048756844634,172.62621238772778,173.31195009760538,177.49872508103152,179.41605769307165,189.57547043546376,197.35964840367967,191.06088151243856,194.74118091672983,186.91757138286087,180.9043105642585,180.2042201882532,188.33860476364526,184.27749183424163,175.48124708368425,171.40862430676117,176.29578800729197,182.42518192651556,191.99687192479297,181.29886313871677,181.2782174234576,182.98224337097685,192.1682809581746,188.19478334094845,194.13351455486412,193.62923439497456,196.822457883563,198.69470703579879,202.75519200296563,202.83930550709823,208.1404695261838,197.85124525746852,205.19299734885675,209.88217339153138,225.4557378731518,218.43337452761608,216.13541463880802,209.168758595761,215.32995564849784,225.83095734907536,211.03375461476713,207.41344977526666,199.1170926283657,197.20889720556735,198.35302374825991,211.58956880118257,204.80694374283252,191.90344880093528,192.31620578154872,200.7641903727693,200.26936914084166,183.74855030318008,190.2489570830898,198.8579054832385,204.71537068799603,181.54394122750227,182.44833239887578,187.250962675584,187.4026104152353,183.54062969490485,193.54648181095664,199.62790486273545,202.42148383781716,210.80553640580143,194.79163792239825,190.71022018088405,193.59337003933268,198.38644146978834,203.79145086335802,212.27180970574017
1,1986-12-26 14:13:08+00:00,128.2687836945452,73.31368413546613,68.69536812700866,80.11336976447559,97.41408790119225,103.56322313855163,109.24454968190147,116.00729891597067,122.36445878079329,128.72877057516274,133.87766393872946,127.76474044372566,125.78404339892167,141.19446654014857,142.50284959298997,133.31131250193468,135.00116685162726,136.62042323884498,132.11407227139495,129.95299691482623,130.709990192974,147.43151361751396,151.37077107337836,138.56316049806892,142.73578406134914,156.195075242916,151.61696817590564,138.4640755873727,153.26555967412256,159.29601653429506,161.62196004933642,167.1674220970794,177.0115773806596,158.26423517308967,163.45191460645117,172.36905670089195,172.5758135373137,173.8029755553407,168.08926960545614,154.9079623080894,160.85058625209962,180.00306288263565,170.84861293457976,161.26792164482663,159.24669677768145,179.12872823379246,177.30080545167357,169.06808861308713,164.30334184775995,186.45455240799942,192.80264540960388,184.05497128937864,172.9612614414346,175.84999955853334,179.04362792641967,184.81838097705295,186.76830174836743,183.18706733342913,173.59098652553484,168.07096811220458,173.25863645204487,174.60264361064634,185.42485269573706,179.85665555944257,182.16344228672028,177.4266963008938,188.61689562560778,199.14717581937742,200.28068053697007,202.05954926946737,202.6686088246202,199.89347553611114,194.83940725783026,203.9563883541549,204.2546458874719,197.26081696780312,197.56199853186513,212.94814191673476,212.59033319272163,208.29370967493617,199.54470037283193,201.48139040192396,192.1850927637318,195.77340357417714,195.46925094632377,210.86471624784076,194.67542615930898,191.62680291681852,203.61678551231262,205.8070369296933,206.43155247305043,195.55009775521077,194.50083653081447,187.19692594528547,191.52605044104212,188.73448496932087,184.04942989032668,174.20303155481912,178.0193207319807,182.90036862953949,187.88133690595106,178.7614372072432,174.1794034199698,176.21513474964837,180.6103239111266,180.415493744758,175.8722367354043,179.59569020580926,181.95491637654345,174.18475629560714,170.06520074056533,176.95107371507905,177.13028014949896,196.96055706019112,193.2124822426996
2,1987-12-13 14:22:07+00:00,140.3100450223411,95.64378069293696,108.44531851277223,110.76090242842824,109.78277471382594,122.94721310568934,136.69875924451068,130.85712988329942,130.87549652205962,137.22393531430583,141.88368642926156,150.65265623137267,151.0176783752966,146.90182797589347,149.05761415323582,135.82836678918,132.08443482278608,132.54921146387525,158.0702806241438,174.21236395689414,152.68549255797,127.1816921121658,135.7884910593692,140.70399818012612,169.1503065919295,174.3735941501895,170.71599309713824,178.70350345748454,162.68545106478746,150.6532416619776,151.34063165258866,171.8928646655898,162.1948754582619,173.25935226997086,184.50758575171693,181.86822078456734,177.37766340439714,173.7382546605084,179.2269996352643,178.27530223747613,162.23196414848258,161.92920096089614,197.11041205483653,192.59436136857968,181.9251066358982,184.22630962207433,175.88511653182763,182.7134180605571,195.97027985631254,197.85453788023526,208.35686244133348,199.36454132791954,192.4500033539519,198.21643012854082,193.00122081323815,188.0435681479711,190.31769049527125,193.14494716545119,192.50390985043117,208.89205612687215,193.3158933283843,183.74914309609483,199.47021182248432,200.3768179822884,181.2021483323629,180.4952757679572,175.90285413070208,164.43034342091465,189.55117275973026,194.12456291393835,212.19462897723702,214.6458043161855,218.40791784610514,228.19461744008734,222.83686300913337,214.08300985777277,222.4678957911312,217.92307369528066,225.64179641946004,231.97542305337555,239.130737024582,234.23797814580763,220.38144351923634,215.62778222674825,224.8347176764013,219.86537874424874,219.22773139311255,231.99805231417804,235.12090207001614,216.25139533034042,210.04343469838068,220.39063358367335,207.6077004384647,197.10385728524582,201.15778149693747,220.17534378106586,205.42109317495067,194.7769569860016,198.4511276592755,198.88930153555015,197.25314797856686,203.60933002765046,204.03691077490288,194.78616842908568,189.42277065827702,205.65187852096255,200.6913278972816,198.59735083270743,204.2462518380443,221.0134333983719,196.2352574541576,160.31199376836372,169.04852149713176,197.52717098259353,223.99562525611353
3,1988-01-14 14:23:03+00:00,127.75100892906269,103.79460637980172,88.96144115482504,97.75492344384288,120.55553389022558,127.93849851888818,130.81691255720654,105.39768866391987,114.84251109527366,138.93830516161566,168.95773220969102,147.54739446250042,148.92029114632965,159.2418684881425,143.23540509636385,117.52443602299877,124.3663535082557,163.08793441065686,169.60374271766653,160.9060933824491,144.22613727095705,116.58516284971641,125.99539645768812,163.23930574136656,163.65889740554718,143.4041901805202,169.08845097656717,182.62950187332342,153.0449598191093,144.2998254365351,141.693538654671,157.28732071232434,147.0826089916382,162.51818476798033,169.67476175232792,164.72403276636007,178.04372505680823,161.01397648549982,168.1797452206769,174.9150206930164,165.38761761773375,163.05763986828703,174.4700380351401,173.1234435980568,168.61604920043476,173.33608843247333,179.3586424638283,177.52574649476395,190.68261585623674,178.0056762229842,206.8839655652372,183.03719030857496,190.26188936914758,206.43360591723368,192.3952672377919,182.38386231626484,162.66031401943908,156.45040525990103,204.33782740380795,190.53688790546573,157.2200377785389,171.69817953152653,209.43494058133354,194.31283156448052,169.68289555905244,176.27327419482475,196.0224542438085,199.37363418055037,185.09639524213338,208.0197342682288,222.60910234480008,228.77201980511526,201.5183571087504,199.1904226966454,195.1864236702261,217.01629636052996,222.94274322589138,201.45080466788323,197.12357776634627,192.77811453123434,208.44839570666235,209.14201805402655,195.7870004928705,197.4752009462913,208.90936282299043,213.86638307107228,218.9695887851052,214.3012317053076,213.85843085006692,205.97847891440415,212.37332177977964,206.51329549077354,190.2514358628556,201.48986942029143,190.13596528628784,198.44842290163658,196.69333937157842,193.9767859163395,187.90816187074427,190.7062888587526,192.66421339406892,193.64105177380017,192.12373843779136,192.9256143118559,192.17526225703514,198.55200817835976,198.83613183417148,179.11466452843484,194.8757355907874,216.91553691505504,172.35238859430234,138.62327671187342,157.273470344514,203.84835355927692,211.42891824057992
4,1988-02-15 14:23:13+00:00,142.00773497811184,133.94253539131827,116.31845215146889,103.69122753974654,123.01313230676507,131.7396189724544,145.41645652488378,131.84832688153026,131.68555871322957,146.54956474996933,164.92416246002585,148.89346444217878,155.82547718654223,180.60831137541675,159.31042964110867,162.73496410316386,152.6753105130301,172.00613266963086,168.43936352020955,174.89051417984123,167.71190808218677,144.2880082335339,128.30112583948474,165.83839114815257,195.5427700292085,161.96137198379643,148.50584045476785,183.08239692613995,185.42190153945032,168.291682187018,167.11102031653672,175.24644910341902,179.79528812124477,165.9469243926772,177.66677834625244,180.23228785248844,195.36954618840264,191.45200970588493,162.85143640276408,182.51465752932344,211.52178402055006,189.14682757000088,182.52444838908912,197.08149292540034,201.977448932924,187.98671772104825,191.7609904789403,210.411939348128,204.1312392644378,218.05588631349136,206.86125768581405,211.48828614716763,195.26527630151378,210.31750228033124,207.32234773037487,190.68119252781253,183.9034112026089,195.2350274228225,215.65071765605933,208.55638772045398,171.9872403371585,171.95280828516644,204.73811167315094,209.45288177782464,193.86848833073478,184.4857841032312,204.24221108472867,212.69853614948016,202.11605322919124,207.76363212347678,225.27256301999338,231.69038401929694,215.64706677299063,213.26827928697594,220.98414245548312,232.54963702518268,232.5327617383491,220.18147048611252,221.28947205060928,227.64216003284417,235.78810302001835,237.37074805072794,215.13474428607356,224.9621431832492,232.49866579473476,231.32032317845642,230.23304013614973,227.25078188998845,217.51492198134173,220.70023293813216,,,,,,,219.26633069238528,,,,,,,,,,,,,,183.37268777455654,161.75939222024414,202.2770520347805,,
5,1988-03-02 14:23:24+00:00,144.70144419839852,137.29141209924427,129.9166977166987,102.60726526864042,113.48811679309577,129.74328601658675,148.71878436798335,146.37580075301034,136.15536965125415,149.2256589000339,167.3503820593299,147.19612239572,148.41940482500547,175.58249483449828,162.38778661776695,168.26689402243454,165.15602461634714,168.73866736443688,166.71125788049858,180.6118088304665,179.72424458051506,151.16525061560492,134.95077802823036,168.49871090592876,190.03031562368824,164.5003238494143,152.4602357630459,183.32640003906502,191.17746356260824,177.4520502422668,161.5604805620626,179.66266250498452,193.4716073591795,175.90490997329704,181.20166445049696,183.5643775471794,198.22405301886897,179.99816793593376,163.71209902080545,179.16855950257653,211.7818341805056,193.3506249353004,180.867348328415,195.7855491348679,219.38279911992998,189.45688893746618,195.83034277617534,205.19788820959394,212.47507568589387,217.2385626361921,208.93511106632712,216.25248412908854,207.27283903325036,217.12487609755058,212.69195786473338,197.28408991669,202.93470721181978,211.33023175939834,217.67877334905728,211.43823091588334,176.64682045099227,177.8883384967885,210.68699270359366,218.15159122529528,204.3421945292895,203.19307813623203,211.58786020238256,223.4410912650886,217.03019834562187,225.75516378456842,232.45297597980957,244.96696464832326,227.11972478489702,214.74106501481504,226.89091937679677,234.06239278365888,229.3425295991228,225.7918383367908,226.81593690575545,232.45508314896148,235.80588526283745,240.68843417214381,224.8532377246289,229.69018846063648,234.5647417369173,229.4329188957198,232.34853861447493,231.0398851044147,224.377131926276,223.47630898763163,224.72593692663713,229.37875270112923,230.83645469555677,217.8152336209708,209.45599600952858,221.3230805636232,217.23798766118182,219.7124031004002,215.6468858230234,214.61806828017362,214.14640086065543,207.28384300769164,212.90581334532916,219.06523534694384,210.55150688355874,211.0780924927667,196.95463545397618,188.7769666047583,222.95423194755313,223.4538882791007,185.85401994021603,169.7870755741407,202.54860752071755,216.40981959947607,221.9926206757149
6,1988-03-18 14:23:57+00:00,134.1779994208561,109.72967248189471,104.50216600803338,101.81910855339689,103.31984007501252,115.2053743745888,125.15193535466743,123.01203571458962,111.43400109583196,114.64754922692286,129.0518406828632,130.2094264088914,136.21299306826165,144.9722946592722,144.52429967856665,142.83751718738665,140.32383162301943,137.86770008708478,151.4576611731212,158.00877377073618,147.09563715950407,127.60170627243981,130.80633253562394,149.78527423226006,154.8065929896938,144.22733498868115,139.89202616261267,164.10520910329137,160.93532669492453,150.46569972055835,153.65576987310237,162.9370259070065,168.06896996681036,159.1611989354267,166.15207762140562,171.85624393958147,166.4305625237024,159.89652428794,154.83051058530026,165.94547182466474,174.85191520097646,166.660366514967,165.89130213711704,179.75501590501776,170.40659833000444,176.22978775577764,180.5775622293421,189.1572557017062,195.27419347863568,198.58801865791318,197.2389361023136,190.33155088908592,182.3397016282396,193.86065763108155,190.65605757567528,183.66496502175272,186.73615479756282,176.50474306855955,196.94779496669267,172.39880587253805,158.54363837763748,159.31748771578006,189.21194564014974,205.52672121710734,187.60320095671182,184.23249621031215,186.80310511706028,198.20601137492977,203.07272430878015,206.22110069577565,214.64199327776504,224.00671047534115,209.04483516139896,206.77547825322023,212.46935634652587,224.8179633076699,207.74577018830502,205.06409358170703,209.77265165781486,211.23472172177534,218.9886098302068,223.23581023232896,208.06518376924686,205.36722408325022,216.9681724099409,217.37440192176376,210.56965054604566,207.88855895944909,205.06542440066178,205.29372295261464,208.805758365087,201.82675568058232,199.24984029848517,190.4674059937185,186.98026734865832,196.33203121457592,199.21563075080834,195.61404595420106,198.2962900830122,202.01293373045914,201.06611721647687,185.49752745642064,184.625634076432,196.29260284493253,200.0901860537935,191.40284972893613,182.33993341191479,187.04949424667734,194.06813212256657,184.007785962512,163.04283264467233,158.15000271485286,179.4618634971669,190.20126934185862,202.1038044082268
7,1988-04-19 14:24:08+00:00,130.90105320120912,104.91502433210917,107.8797401892268,109.75835972790861,113.87360870297456,118.54660319211942,123.64937175758052,118.9045623971728,112.07708677601545,,148.2787666319329,144.97688391767542,143.1651885685643,154.30539069572296,146.87491309171924,149.72704417876656,140.95243977910087,133.7286920618875,142.39556058633326,156.71935337053935,159.44856517200898,134.10315791515492,125.16237396769472,150.86386952312415,165.57961135784336,151.0114543681837,145.04231768273564,161.26137170180846,174.17918505362337,173.84751620888068,159.45137576721083,173.06845652160263,165.3666890575126,156.74983418539068,166.9687719031706,185.40963722654217,178.4443349850584,150.12812387964826,147.9050326909227,176.93099683908326,161.19940405104572,152.4367993628958,166.22308459246398,191.5200280367335,184.5685330022867,180.7048816975178,187.8172538477489,192.1692127613132,194.72467419356883,194.365538348989,194.4017523524841,199.35995139788736,189.17264207782682,194.24679934518463,188.30060355439508,187.04056792467236,194.04021301684037,188.75533345006295,196.32944742964506,185.57422258846165,171.4103871797441,165.19500045231666,183.39063955212487,205.06258676723974,204.57923903976257,188.7296500764386,193.25297398108012,201.42448768852026,203.81015568664384,206.58711828890426,215.4645273148435,228.677764043898,216.29860455446743,206.9949985476906,210.57933673216735,220.51447884442447,201.10008607031165,198.8726130330215,210.6514916609494,209.52097551085967,209.56015209514342,231.09943763650267,228.17457530639547,209.50071752045847,219.27511420306118,222.96990591904432,219.0633651438128,212.73583023269916,204.55239875083666,210.48378858717024,211.15186270769487,205.14947708048498,204.28202194043033,207.70613222680834,194.05513969689244,197.5379770749908,200.8291506098476,197.63928655619526,199.9987401245082,202.7603036771845,201.065286478468,186.86678305497023,188.03610361481824,196.45298508110568,197.9535271882957,187.71287464201913,185.91919616587603,190.01588452345578,190.48915202405615,182.44293705919654,176.25475393272546,179.47246125036577,186.1577074251589,192.5097970738456,196.2516827173638
8,1988-05-05 14:24:17+00:00,132.89747026888833,104.44053580120064,104.10856344688783,105.94746214039407,112.39420430945134,126.03212057181304,122.82627119178554,131.3321200670705,113.85243082988345,73.45195104915518,,,147.4665338558256,159.17768953224783,144.70833407816042,147.7296584447633,140.10502478113006,144.127959278331,147.53857307979257,149.60649746198783,161.88019576345567,141.34672378625757,126.8396569565781,129.61806597482135,153.75471049378697,143.00228136297926,134.70699802182048,148.32730648104143,167.2459022372432,166.3833226497474,157.8944118764819,154.40298826019838,162.94478077334333,155.47101739598102,160.06215429713797,181.1365421183815,174.8844000897442,148.9560786299558,154.51210539547014,179.84247879018778,165.02535815855734,150.98401725278347,155.67721994582314,187.388224874361,174.8310760499535,171.60878155612085,185.13824471271442,197.8890282575856,197.16553807949882,198.8969926993597,197.8735716450046,196.86437059113575,195.11984561275293,197.185178534424,191.60923787132003,187.0056169646019,190.32116772760622,191.71003184022084,201.9729376944924,193.03512896761993,170.69499697313836,156.52978064278355,162.3834902105008,191.6505470449215,197.00631870296235,189.8501307906472,198.961115659211,198.436371869984,195.84927816137287,202.6019540042049,209.67623936984606,218.94440793683628,217.2964935856414,209.00435877586904,206.82170639770695,210.91565116837853,208.59651327597334,203.77492276833294,201.08958025355037,214.97934716429754,215.24270451286486,224.38420493199612,216.0765450376782,209.11239920956535,213.64370096305402,220.76737483197067,212.9661068525257,217.8073006813799,207.84316369569254,208.06237638374063,216.08070628566674,207.84653810737976,205.4058150629592,204.55149288142536,195.39198750555187,195.3560666889578,197.0340318543788,198.74884951996142,189.95049983000317,,,,,,,,,,,,,,,,
9,1988-05-21 14:24:02+00:00,131.95890247764143,101.54496575712973,110.51200193182835,111.95671796288774,128.37823389547435,114.78153843345038,127.80086327180265,137.18970915163607,110.23563501280894,71.41480673845021,,157.45510460416207,147.2012181403005,159.31679373952792,154.59654155891093,148.6878800209916,146.4193044020853,144.25438497099987,139.14841445505974,149.08903625652022,165.44564266198478,141.54288451138396,117.04437149047237,133.1269534262587,157.529644287327,139.56772860310403,138.15510866909423,154.00836856442947,170.12759085207605,167.85343967503655,159.39698018836467,160.3078031060433,159.87421840470236,149.64973765466925,157.42648640901302,179.34662020425708,164.27133894521057,148.4813390882598,153.06752700409166,177.74326725402534,160.3718557906352,144.51991667344527,156.98866929965266,193.69909681298824,179.14750531395953,179.09522862363542,189.01232488650737,199.9189442581019,191.91878560367223,191.96478028353442,193.66425094429002,195.13977414823302,192.9162300649433,199.00294439366337,189.271725775577,184.01384376008872,186.90765209296455,189.52517327344614,196.22107310135607,187.5737215621832,169.32165304242915,150.66122020929242,167.80912518748877,192.64543340383062,185.68777208566135,186.71543355749554,191.41982206495905,190.152831072992,190.30175663757223,203.05782833472983,217.9390532768095,220.8120632573873,215.1701069360638,204.85967548436963,203.8318433579505,215.62141313966583,214.63165293794083,209.32828749952176,213.72564301800617,213.42221265217188,207.13722452122786,229.97851272957547,223.7732947488991,213.92116461659452,220.34415734564004,222.0030268412025,221.71050305347438,218.57541709997875,213.92025576830352,216.06142385012419,219.2628120744822,208.31195938217144,211.63794314046828,205.9403498952763,202.11166607481547,201.06119345504746,,200.22697912294953,198.69002123876083,202.14897304291577,202.7031448599531,197.73145244287596,188.81262715924177,196.45553151758816,193.12310558455246,,193.15400621561713,186.13969721031089,198.69966202341044,200.52976678499508,175.4766112872817,168.20428502329648,179.6052226049213,191.65267617629092,208.26985959925844
