,dates,jap0191-0000,jap0191-0001,jap0191-0002,jap0191-0003,jap0191-0004,jap0191-0005,jap0191-0006,jap0191-0007,jap0191-0008,jap0191-0009,jap0191-0010,jap0191-0011,jap0191-0012,jap0191-0013,jap0191-0014,jap0191-0015,jap0191-0016,jap0191-0017,jap0191-0018,jap0191-0019,jap0191-0020,jap0191-0021,jap0191-0022,jap0191-0023,jap0191-0024,jap0191-0025,jap0191-0026,jap0191-0027,jap0191-0028,jap0191-0029,jap0191-0030,jap0191-0031,jap0191-0032,jap0191-0033,jap0191-0034,jap0191-0035,jap0191-0036,jap0191-0037,jap0191-0038,jap0191-0039,jap0191-0040,jap0191-0041,jap0191-0042,jap0191-0043,jap0191-0044,jap0191-0045,jap0191-0046,jap0191-0047,jap0191-0048
0,1984-07-31 00:45:29+00:00,108.83148184140154,116.79452739864067,121.89690158917668,121.05238469281504,123.27033714100062,119.12263969160017,123.79642247796204,124.08661051721447,128.72687971761994,129.41875820981232,126.4910082998645,128.45708409546995,125.17528267670147,126.87643712643852,128.8224017983245,133.01051409664626,130.9228259114556,139.8640507765524,146.0196944858392,143.2330951683428,127.73437532988743,122.01581024130552,127.25601284731759,132.34884302817863,137.6103673201522,136.5588803240881,130.0551993563587,132.40539164861062,132.72460762197682,137.6506388173407,135.09424521351366,134.5705603035853,146.91535203489718,143.04875418425812,139.26538884904576,142.49430409369572,150.00941707435035,157.8598326734951,147.46362428421182,144.0558396334538,146.611022152712,152.71402365807606,162.74568960771654,157.3274637458176,151.25909542461838,151.43549841857305,154.54566673857826,159.7113852798984,164.43380192533013
1,1984-08-16 00:46:00+00:00,116.13826220574914,124.15153192270405,126.85638135941701,125.94761349276328,131.08002170214246,128.14559267348005,130.8402427120133,134.57859154199537,133.3984408970448,132.79057729325442,130.76509912758897,131.39450568117738,136.98878405781645,135.48457463731538,136.34230965132127,139.6911632493287,143.1664495995191,151.461865330711,148.99248742983153,139.83413985615766,128.20401280715296,138.99720217535415,139.53289756209594,146.49542465244275,139.31409078890076,144.4351556512043,133.866108869511,140.4216410616615,148.02976868696737,149.2061781795166,149.82198888175088,144.2476717947184,144.56908810159112,156.18788478733012,149.8636847955178,150.09941082207112,160.17029614241594,171.23771544624947,167.18659272991894,161.96307211661613,161.90977480654038,161.67274955720714,159.2428803417504,164.52652532966758,159.15503894178283,163.83383821702276,166.96438252132356,166.84121324530872,176.99857587880047
2,1984-09-17 00:46:20+00:00,116.10978579060388,123.14409362235281,128.55137903266012,126.11525387020329,131.72999205008287,126.05381097219431,127.68019347674938,134.16156952995362,130.01838550209052,124.4788629930799,114.11989555726895,123.05495764569355,123.67163656294467,124.88330983916542,131.46982387367058,138.6227504707141,139.91451106754639,140.9724122479396,145.00130878281166,142.65317964172036,128.43791644120222,134.17387845339,137.48586008104746,138.10591789556065,136.84754965008813,138.7500973456065,140.7428122783835,128.0854832400426,139.39428054145824,144.72408581139393,137.59951734012176,136.14864654127507,140.37795406651188,146.2849456981109,143.32288660703472,156.25078335939043,158.47555615403002,160.43485044770532,159.8423351637504,151.02895731762862,149.4190090158947,156.76585713492096,159.60335120850664,162.58895160853268,157.29926965224888,152.57160272114407,160.3004978837846,169.6133008129624,177.69725975899186
3,1984-10-03 00:46:20+00:00,107.00985516357726,113.03451606740603,114.01977239827576,115.37223655270046,117.56962127697726,118.76727982767352,117.10132832132096,119.28634502881303,116.65567210937168,116.47169698470455,100.95292709509135,121.21263287797848,120.02644063527691,120.2133518681421,126.08613305148305,130.42312687046876,122.70502719403906,131.20921946372985,139.7060981685238,129.48387313100616,117.49121763078054,120.0107256779343,119.85251454589037,122.97199386862596,122.10564995009453,119.79566903543407,116.67372792544805,122.52358608471911,128.44309782034773,123.1595709116598,120.74177704313934,123.02166192294264,132.78259967938743,130.69148621397954,127.55184290269648,132.1745661826317,143.57670338642492,146.4463532571411,134.6082162066374,127.03587321038555,138.64716726527743,143.1275074018243,135.29030074161238,141.3212758259766,138.69599668359774,131.70118843698864,,,
4,1984-10-26 00:52:01+00:00,119.82308213879048,123.2677967488026,127.68624403745962,132.18588167634002,135.42132172572428,134.05946117722786,130.79273395812922,132.59362673959464,124.18668573084933,118.50546992157088,95.11598932225698,124.35106624584839,131.19261760526072,126.46372455124644,125.08632253758596,133.72700983325225,134.10816448751078,144.18729521091123,144.3608951959162,145.6109866099547,131.12199728873148,130.74157863450642,131.15018814082248,142.80906297308542,139.6830870147141,135.6264686166945,138.53306501347433,131.18066029424202,138.3122092019803,136.99686860162595,133.00602192286158,123.09437014813673,132.38806933916456,138.9220415749982,141.3654207333537,147.9577128161503,157.34852279015223,158.8361783269939,155.92616172352623,145.48085106790663,143.69978484222713,152.77977686542354,159.49661709105737,160.03740618488888,152.56768196248086,156.70562468958857,154.27194887122624,166.53405543164564,176.1633630646138
5,1984-11-04 00:46:10+00:00,125.88420321902854,135.12040681779945,143.1033430008251,143.53919737053351,144.4192691280595,145.53595495687324,140.63301789613067,142.678966098105,144.13666968655843,140.96164300730092,135.4322138341965,146.64553512251234,146.68927212629467,148.7075761641532,148.48336946285863,156.2892961912799,153.11940649224306,163.54458218383976,163.40381793968064,157.9239716296937,146.4164466531089,143.95176346934377,158.57176106118794,158.19681676407515,164.63646677208834,157.00444038088574,146.81744960688084,151.7354755399972,156.58805600401894,155.1538146171449,155.3458995704172,158.97075069943165,164.9560702056104,171.26213196124175,162.21230454617123,165.7941950603596,182.82158916018102,174.71632553752968,168.13180337196698,165.6267623342597,172.94083756328774,174.61395205888206,176.34257330479892,175.377600189916,174.643420597638,177.5710653196293,176.32345000831833,181.6023163953416,185.37833209906756
6,1984-12-13 00:52:04+00:00,126.73577155072508,131.84026743601146,138.30394877830142,140.5094230793306,138.30256946295157,135.16381546234874,132.0718755590692,136.2863408418853,135.07655186966028,135.57772373256716,139.85370769645075,141.97824320371876,137.91563609283887,139.7192076602285,142.80658322334878,154.12632354903135,157.64164483785208,160.93492180374247,166.13819928167263,158.6190602198505,135.44014879771535,129.53841216359228,131.97540837970863,144.20111671509918,148.89867878512882,144.54397834424935,137.32922829893806,137.2095358971607,143.10891580129783,152.88323129659122,145.31369538710828,142.91850236422016,161.25400115788838,159.87266096973642,163.41206266232462,164.00408000219932,176.59833247371364,176.4636802468636,165.715481442673,163.9114922387781,164.527124929307,167.6351476717505,168.82118242692866,169.82784093597806,168.2272919283398,165.7474309442564,163.71797635873298,167.8759170160348,171.33552298939378
7,1985-01-07 00:46:30+00:00,134.35517848562353,137.72083045543332,139.84510672476694,137.2990773559563,140.7976589488616,139.20152219591165,141.38412283217605,141.82797962058984,146.22923253099287,146.22952241267194,118.88971044016404,146.95532609318244,142.5814365577918,141.37501838059265,145.20128988258557,153.92897606902383,148.21694529659285,159.40254599825474,160.8236208031936,158.84924550619633,151.2267005388688,144.02666090990212,150.28637786255055,148.31541418149666,148.92444277586773,143.39412442341418,147.62305633887237,143.1791982126165,150.96638012522973,164.52814579974464,155.28981117465568,150.78138877267125,157.24686816749525,161.17571329061101,160.7078568322092,166.25851957579323,175.04115608827092,166.51967552766283,171.28104547278633,169.80576824479724,166.88737428290798,177.36909999680432,178.37683429599386,180.56776390375427,169.06974253930915,172.0027417921203,169.83224339775842,175.1208543069592,176.8285145572889
8,1985-01-14 00:52:20+00:00,123.54186514763896,132.04980088273217,143.6894110464474,142.92955016471186,143.60986233537923,142.39408518413333,143.7713503873925,145.80389561479274,155.9204134715688,155.22103828812112,134.75760763001753,142.61605553670324,137.11598216143867,133.7110812849206,135.01728218838542,145.14097879186147,152.02788822025133,158.59323117641335,157.1034903237843,154.7311553552323,140.31782172276306,136.55428756268566,153.38044118055407,157.84563032855633,155.8177051152458,149.0888449463571,152.55180995377222,155.2109352709394,154.12016457755044,168.98518815059407,162.1224484202277,152.6976271265976,154.6961381167603,155.27223687667902,158.74185463086613,162.7995889181474,172.4550502359485,174.28970320881254,170.37195152648874,168.46545153598095,167.4031552875755,172.63978682554594,173.23034601127654,169.94860468429175,168.8955424909443,171.76332343730294,174.57246897133285,177.41566096828345,186.12263188306176
9,1985-02-15 00:52:26+00:00,119.31109037356896,124.69290423523896,129.80613241403643,129.4898485654324,136.22009089793528,134.7492140392655,133.43817016549286,133.25683700789415,138.42244356438266,137.29634774790287,132.06759356377327,133.5174327367531,136.42293778556362,138.8685930353536,136.87293718321928,144.84570108230517,143.55672926915153,143.99674803964524,145.70198267431434,141.02436694952175,139.6556260301303,132.06132102669872,138.55032858713574,146.41738893606006,142.67575865855363,144.87512307491514,138.9770713013803,149.74192567331596,151.615732591277,152.5120240433009,152.28546382633513,149.65717133092227,157.1635246915437,161.87834845374203,159.6101410292069,158.94252300480275,168.08911392817348,167.58483124443464,167.0942846586321,159.59800343974854,161.1789998279995,160.46935436263712,167.67962742917499,168.5449917683578,165.17556079482046,163.7653867991683,167.1683084868303,166.17384034087746,179.1022226343748
