,dates,chi0358-0000,chi0358-0001,chi0358-0002,chi0358-0003,chi0358-0004,chi0358-0005,chi0358-0006,chi0358-0007,chi0358-0008,chi0358-0009,chi0358-0010,chi0358-0011,chi0358-0012,chi0358-0013,chi0358-0014,chi0358-0015,chi0358-0016,chi0358-0017,chi0358-0018,chi0358-0019,chi0358-0020,chi0358-0021,chi0358-0022,chi0358-0023,chi0358-0024,chi0358-0025,chi0358-0026,chi0358-0027,chi0358-0028,chi0358-0029,chi0358-0030,chi0358-0031,chi0358-0032,chi0358-0033,chi0358-0034,chi0358-0035,chi0358-0036,chi0358-0037,chi0358-0038,chi0358-0039
0,1985-01-25 14:04:27+00:00,222.75367471661994,210.70658930661926,202.344204259163,209.9336826205659,196.8728043951504,180.16211532481296,175.5717476256375,175.9556377872822,174.623060913876,174.5503793719364,171.76350861850003,182.73909521188642,180.35214892808892,190.84444752594487,187.35370011920048,189.3654605174026,189.62974729745648,188.130177843283,182.16108037196847,168.76548495872828,168.16785861755827,164.1863438166622,168.2676131926478,164.53807458622734,179.73952454762266,170.74438925216145,150.15759858855503,161.46927860668342,169.3251272385187,166.6086453561144,156.81006269210798,155.41853044906645,167.05144593464723,150.44281352121624,152.48061100958037,174.48991186251146,178.52899283212054,175.05410650740902,175.1420376257977,187.9061207763128
1,1986-01-28 14:01:10+00:00,207.27428323445392,191.18903537743253,190.9871811583446,192.80850337576788,197.47721393234062,181.89954559050864,156.90480145569802,140.8036566623071,145.1016096345852,162.98305164047218,149.63818632023998,164.47677578138502,168.7104647491749,173.18292231894895,165.98678814644651,170.58288630572162,175.94203621547933,166.2641115816798,143.07273232496732,145.26467573261922,153.5346498680883,153.50471801056406,156.32340700643107,158.04688188255648,143.76215284940545,145.21742129580502,146.34576472037776,150.31892099476528,133.38311672640575,133.6455260404265,130.96380195529636,137.08081721437162,153.73734435455853,145.41881918601163,151.63132333843484,161.3128201998495,160.98800004824466,158.3169675027982,167.80713318060754,170.1928959748815
2,1986-08-15 14:01:53+00:00,210.2519635668943,196.6681711623992,191.76593935944084,187.6862068264944,175.29495453473444,157.16817764691606,131.2545392431628,136.9701758538119,144.53590011467844,136.36474274878398,147.51142491299998,179.3698918942479,172.57502089062694,151.20662941673976,152.2757595242552,150.14713281021375,166.41078387682157,180.73316085233915,157.0411311298267,137.94216726118725,146.28645898801483,138.5151295785935,141.0895968268245,136.6472297641257,139.02951925790452,129.19870766782006,123.31810735839157,104.29538826485869,121.92210622887347,159.6849389823999,,,,,128.98091503831526,143.38748432728278,139.40448728068617,133.80425121306638,,168.9883829960288
3,1986-09-16 14:00:46+00:00,181.22657269981883,164.9997924406859,,163.9803714002934,153.74083482530736,143.51795504109134,127.76208128537236,112.45944146147491,113.69895665246543,131.38857767001036,122.90015843674767,138.45849203306489,140.89235871685142,139.11383678908703,138.674086958638,123.52772403839367,142.97415010235497,148.82274097820527,135.3474339097544,119.14219250992528,112.77075370512202,123.70326705694359,,124.09399585018846,117.77229896630564,111.7855834463227,102.30332336704899,95.49436929071061,103.30583163751287,125.67870684477396,125.51538894919061,121.31606339294311,,106.40645969732154,92.97356663105867,125.87228261866656,111.34894972076003,109.22438502917608,,137.04358448778595
4,1986-09-25 13:54:18+00:00,185.8612535562035,177.97921800943035,,,,,107.59723649782968,93.26545621648083,84.82068795923628,120.69245294916742,130.26975968067578,140.02304841036155,136.47161014510328,152.63401088935086,135.8458257990082,138.67276643909577,129.18390847023977,110.8511331188122,121.5048174673425,110.43837900130775,110.09547096153847,118.18674134061999,,113.43732428021018,118.96355740653831,108.31725373034155,105.69671194463304,90.03061173963388,106.55122802392921,133.4246829146701,111.7424085620827,,,113.2808200186323,107.70359593636616,127.70481247677567,114.65015438601782,121.57875453156059,,157.0177379830266
5,1986-10-11 13:53:47+00:00,205.4249496092033,191.93785958348604,197.54900162164049,190.05167696110706,185.07178603412117,175.95759676697,,129.02888982544877,136.82855087602778,147.52534558465533,162.27868692137093,155.94429897129046,171.8693484930378,166.27672785549967,,164.95063291957052,159.22144439430352,,149.4360823360439,134.7799694125786,127.90496909930913,131.73306777155594,134.27713445907273,157.37315779872037,152.9396380500759,141.97827357416523,128.527635124547,115.2000902498371,123.08792208671254,137.0832949881983,134.01674050471678,141.0395308591681,149.91886591909707,126.3105046342973,132.3663524628014,153.2076259196799,131.3304847063422,123.58025315382456,142.61668745357534,171.8559027870836
6,1986-10-18 13:59:44+00:00,178.82192154864623,152.57776227588295,,,,,105.7900447154272,107.75416845529635,111.24857106048069,,119.51741834272772,132.819380024053,138.04528746600457,125.79963603787911,120.80280512099448,,,95.2068174243137,111.44740246931681,,,,,,102.13798606602344,119.10674800313598,106.10555680182365,93.66561497542216,92.92334978041627,118.52218922793935,104.48302496888053,106.19459235792112,108.00485202738527,99.6431046047063,103.93984570566876,117.99015981534667,,,,
7,1986-11-03 13:59:10+00:00,197.21775099340715,188.26989866481625,186.7230625686499,178.11882135702984,170.00107742151002,164.13119994204752,151.93807254981053,141.6660211024573,134.10650504260167,130.3103644620644,145.636654770537,166.0745490985677,180.81715560862114,164.0907277129166,148.933587275832,152.81724460828616,146.32261006677217,145.00863363835452,135.13935194844538,142.97334308761356,136.99499641439377,133.2075937130156,141.13575977418708,135.15088388779714,130.27819956064604,134.06070501049376,129.02985575523104,107.92887935358115,105.34128733564778,133.91818032247517,125.20206435707817,125.03789522062102,142.2564696088698,123.05672739992711,113.79851795304134,134.23987066760418,126.83322193819411,125.6270612983464,129.12952879860092,157.79484722147777
8,1986-11-12 13:52:38+00:00,190.88055537698804,186.11483500813293,185.56604909205925,182.64820658274596,166.53356171040718,148.5168022684344,144.91267036784566,138.57077617499232,133.24353090184235,136.33435585516105,128.39774632033354,155.60285911598015,171.65647285883003,174.06058433592634,148.45725039034474,139.3664442781295,134.16888880208623,135.74782527927235,140.64975839167013,146.6432734829461,145.77110312212184,141.75395194290985,146.3323837609778,143.03203407121035,128.9451557641807,132.31522361016508,129.86997687300348,120.78972783939591,104.64699544134544,124.25352391803494,131.94284241539242,139.05042180196574,145.17525612131996,126.5019016045217,120.39716054062492,131.13178170461651,117.54845003437906,122.78722539359,135.915970205342,162.43996983100072
9,1986-12-21 13:59:13+00:00,206.70875556473925,182.31214650170554,171.23357121463766,171.11727997301867,184.06128979308053,181.08400892457212,154.50566760196773,154.1936739215639,150.08051277382685,161.5754766832673,148.29502964791953,165.58127138990443,184.03492967069926,190.14580740907934,187.20452321013823,172.2790480577995,173.77913286246525,164.291427184394,163.26717573340716,147.73467481084663,143.37611894312906,161.53557965294863,156.62188770554087,158.22202175886912,150.6672735581684,157.23303909653865,147.19157502983683,150.5843341207517,143.81168753072023,135.7457048914329,135.3849361914419,148.5816686944651,157.08262490372778,134.42403843961847,134.50792527360704,150.23028335150013,161.39278168986738,155.796033353557,148.50861979317392,169.93248319260454
