,dates,per0116-0000,per0116-0001,per0116-0002,per0116-0003,per0116-0004
0,1984-05-06 14:44:27+00:00,,,,,
1,1985-03-22 14:47:32+00:00,,,,,
2,1986-04-10 14:42:40+00:00,,,,,
3,1988-01-26 14:46:24+00:00,,,,,
4,1988-03-30 14:47:10+00:00,191.93937864952716,203.78982806452677,212.50652840502997,217.45091768553922,194.29299671916343
5,1988-05-01 14:47:21+00:00,216.90714840611895,229.42195344730678,198.225529479644,198.60814102617306,199.78355479268052
6,1988-10-08 14:47:44+00:00,179.30548736775717,175.08693974668984,189.434152013267,198.49193163472344,
7,1988-11-25 14:47:44+00:00,186.58916425191074,186.65389546188868,196.66915232263545,210.88584420509073,208.64932926090268
8,1989-03-01 14:46:53+00:00,,,,,
9,1989-03-17 14:46:13+00:00,212.97898992550776,196.0170457777384,219.7446329677545,233.64009902938474,230.73574660251126
10,1989-05-04 14:45:53+00:00,,,,,
11,1989-05-20 14:45:33+00:00,198.6193129653763,187.10029339414734,203.4868403419876,211.81043530715573,212.4705590423429
12,1990-02-16 14:38:35+00:00,196.37457023069604,173.2926186083394,198.4820375798294,206.30713539304443,199.38726475429866
13,1990-04-21 14:37:22+00:00,190.91806602863417,173.03311734276687,190.08314697687743,202.59950868236413,195.7570620712413
14,1991-05-26 14:39:45+00:00,186.24606126922112,174.39300939915717,188.19197808149636,196.2333547225232,196.48587544464706
15,1991-08-30 14:40:48+00:00,,,,,
16,1991-09-15 14:41:02+00:00,,,,,
17,1991-11-18 14:41:20+00:00,160.81751389526886,161.26809938662709,178.9002905365849,187.02731486699042,194.62788284138946
18,1992-12-06 14:38:21+00:00,183.26797138508414,178.04594756810906,190.25538691178005,195.45932430728868,195.7298227028894
19,1993-02-08 14:39:02+00:00,,,,,
20,1993-03-12 14:39:18+00:00,,,,,
21,1993-04-13 14:39:26+00:00,,,,,
22,1993-04-29 14:39:33+00:00,215.20919644246516,210.50984465068044,192.92865210357118,213.76605619097296,224.7024968485039
