,dates,per0114-0000,per0114-0001,per0114-0002,per0114-0003,per0114-0004,per0114-0005,per0114-0006,per0114-0007,per0114-0008,per0114-0009,per0114-0010,per0114-0011,per0114-0012,per0114-0013,per0114-0014,per0114-0015,per0114-0016,per0114-0017,per0114-0018,per0114-0019,per0114-0020,per0114-0021,per0114-0022,per0114-0023,per0114-0024,per0114-0025,per0114-0026,per0114-0027,per0114-0028,per0114-0029,per0114-0030,per0114-0031,per0114-0032,per0114-0033,per0114-0034,per0114-0035,per0114-0036,per0114-0037,per0114-0038,per0114-0039,per0114-0040,per0114-0041,per0114-0042,per0114-0043,per0114-0044,per0114-0045,per0114-0046,per0114-0047,per0114-0048,per0114-0049,per0114-0050,per0114-0051,per0114-0052,per0114-0053,per0114-0054,per0114-0055,per0114-0056,per0114-0057,per0114-0058,per0114-0059,per0114-0060,per0114-0061,per0114-0062,per0114-0063,per0114-0064,per0114-0065,per0114-0066,per0114-0067,per0114-0068,per0114-0069
0,1986-04-10 14:42:40+00:00,194.99428472254215,195.0534965534076,200.86967666143136,207.53523606037436,,,,,279.30021979357707,278.4552452719613,,295.3050095943779,303.13043695384965,294.73127315930293,,305.7667339220871,301.8028279163459,295.03877069621694,286.7696082596645,273.31690754369924,262.3080771747626,259.01832529969886,233.7279583451307,239.38897452337818,238.31243356339738,231.51027849846903,219.83434668434955,204.85127553404044,202.71363608201162,,,213.95641418365162,219.46012882284467,,185.25324109350873,,,147.10275123709698,,170.86970827169648,175.31173865579794,179.0951777815503,,,168.58559381583922,149.96042763798795,145.66495602927793,,148.07256960858126,,,,,158.5253838088576,178.9342657752917,165.88566966489256,184.70711491518512,215.8615617711156,221.67542987459854,224.32358905163193,249.79012849861692,241.9460301191353,223.91448203279654,224.8968494055934,256.82774251693866,265.47899414227777,277.1326565973856,262.9114710144067,258.21535122553394,253.37202705142644
1,1987-11-23 14:45:21+00:00,,,,,,,,,,,,,268.75918801876225,257.84287955450543,253.30942442927483,280.0510437299905,,,,,,,,,,,,,191.04607745803492,,,,,,,,195.83251227176225,180.94712646663615,188.57881562744365,169.05629573402703,,,,,158.22749832121343,126.20354525017353,107.2967458618586,,110.19142687268481,,,,,131.3091170837544,151.53259850509545,159.77777572883127,186.71798642192854,235.90699812161708,240.6829449147485,238.41616398989066,244.406240506987,239.3042872083036,253.62390953972664,252.0176162639927,268.9427421751798,260.1439655715701,260.22189778861616,257.9698453547279,264.91291053530733,262.76110778265354
2,1988-03-30 14:47:10+00:00,194.37989735941093,186.41451425084045,190.3160322769537,190.02435944832774,192.91804865120957,220.02186309458526,245.29607115353105,240.38735365512883,244.2646253393003,250.3735602429473,247.00895484393567,267.41168841015724,263.71999933002155,254.83520833814546,,,,265.5677514896318,255.50215035664883,,244.32279991414282,237.3406857433945,216.2512034660697,232.70333913123432,234.84667561760716,,226.7787980427495,,220.61506349472197,163.02412612139779,214.2919460860206,242.02443665258875,222.1554828494797,226.1662772090433,198.24022571194763,213.5621555107346,209.40850420070268,209.53089033091948,205.3929421192115,203.78528342837853,208.72529997896862,213.05690353741176,210.71690006159196,191.6736260910912,184.72275143425634,182.8282869713437,187.40235268503056,192.13243342987278,178.7702723172752,178.14053681750522,190.16657037924415,184.46551109414017,173.9327130630946,181.71065923626145,225.63239698034917,240.07704219250218,228.615382552725,249.87983173686337,230.0949495158289,226.4353869296787,244.8200904384965,266.3614502256316,256.74310304188305,285.73967926491383,272.1744673164427,279.05328494676576,274.62083735757983,270.27133046157667,268.9893486143327,
3,1988-05-01 14:47:21+00:00,195.04048997022267,188.3087085799733,193.28758381148924,188.82816862302752,191.7488468053854,218.4933437921157,237.3641157986538,248.92340755751889,252.40379825671533,255.82762291122387,247.9557308922673,256.17525249843567,274.8251230690104,269.8412720965217,255.52292093523704,273.07232174557305,277.4550938288213,265.371012243284,251.1550710748741,243.47022438715769,235.6688398107288,238.77432484599598,214.39956843882356,235.17275214000648,214.32879421371945,241.7141903019582,227.44678369093606,223.77434178675685,209.5173104417936,202.2405400638473,,239.3799737315968,236.77971200977328,231.99253936136807,210.99941753772703,208.4276670404509,215.53225447813492,205.907695801885,212.08597075374428,223.5836927254345,223.6783443447178,223.05073511348334,207.19565025757925,193.19140843408064,215.58807810248888,197.2625128053961,186.82672715685248,159.6274385972428,186.64883366011367,180.39146431042144,191.7575000572981,197.02412597368175,197.36279490348215,203.2219657046981,209.6748283506406,230.73491476995724,246.6434918510801,254.49655183524146,239.81754690860402,241.60623440945727,260.57863831079715,267.42305200800774,259.9407598636011,271.5393444881547,273.10395466902435,280.69559013942126,282.8605060366723,291.4597595700959,294.0959765879112,283.9614531825579
4,1989-03-01 14:46:53+00:00,192.96811799007375,188.4089658457212,196.1149626144757,197.26367892419654,203.822472718396,223.50599883263146,224.80134323622323,231.52966235941182,237.79189813576448,241.91366244009157,201.29876441743917,245.76631180075577,260.7456749093822,257.8508904019631,247.82165241992365,258.3264064110666,253.61330924257078,251.479839511818,244.97703981094145,231.76010297025846,226.671329355197,228.73172255300506,202.41291539404023,226.76318702559325,230.6073977191089,247.31290643146423,223.9756588392445,,,200.7983728042642,216.15075941440875,236.4087937953053,230.27321509300728,,,245.38669399686285,235.0621464473955,230.35531494803075,231.26676264533114,226.09840615573657,226.5694630772847,216.03930269154029,229.94094187775295,228.07616608571135,193.46981236992048,189.73639074595548,208.1567378163382,190.8835200807942,181.78086389502545,194.63461114976485,173.339047964256,174.29215230531867,221.99406980164156,213.25316440670173,235.1768431496475,223.23077568909565,218.9626077739972,256.29447054759635,248.86024254478957,270.3451865224152,288.9217897936824,279.57938089870675,272.1480751588085,273.30233349081095,266.0003428253225,272.1386391776107,275.87882070265783,286.82138497123447,289.3103834420855,281.1272673012962
5,1989-03-17 14:46:13+00:00,207.61564261593347,201.0052054475624,207.13265497582756,200.74031074897545,205.0496343520668,214.3916718968053,218.89263139896093,199.8910748853751,219.56267679550064,237.00178170915896,236.9758889200671,249.21133179304977,251.10926832147317,239.69910003067156,231.22743110090218,250.11146551449977,244.59743282239657,251.17203044453765,248.19228766005705,,222.79840146071956,227.61686690668,208.85626816564894,228.94742086581005,237.33061463207136,251.62054233756257,230.76664399817918,231.64554275859814,232.0344182895186,207.36184229629637,,208.28013097597878,245.08449510931706,,,,228.82799486411352,222.56791187468718,206.27925789870017,217.07625588010137,210.78659042355218,218.21867316888017,216.62976188515833,221.7487712234297,215.09498152326552,,,,,,,,,,221.6594920987526,237.4856314230501,238.7994600705766,231.25017720203996,250.77554388695495,271.5704199937716,276.7689488567801,270.5620371098247,264.32026848987334,264.4833450195008,267.4471425818607,269.10096840352276,271.78057657461807,288.7294883627949,287.58645354282726,274.26621332943466
6,1990-02-16 14:38:35+00:00,200.130953106594,194.1425153305417,201.71631331513913,203.7276820682078,199.54270794314027,203.27522985000212,200.73260734206193,212.34980988158316,217.31751990749575,214.29391816031665,,243.38899756266255,244.65440119627797,237.58063709942806,230.1529517027978,226.23776085652744,219.2439494813375,224.66018400811865,221.58541782862676,198.95463081585112,197.38275120407616,193.19721470561484,195.67887082581697,177.3904385376697,198.02082580941294,,201.21530247726116,192.28889270130904,185.17337725721643,146.37216762687814,189.60418382927463,234.63967077383504,242.24763480583448,237.1408960841258,231.18930743271238,224.1991215175085,219.51186899798478,223.57682978895662,214.28323922003452,230.05881227408605,215.88670072240873,226.53075155220736,230.5030206071898,220.05192651259944,183.45189280120994,167.34057986241635,193.60039588143454,209.0673256294163,197.5456782919869,198.28985327385413,177.267410450738,189.62779605380936,217.8282821568223,220.68554375106655,213.6853445530081,211.71217278086982,235.38465836816567,266.58344446526996,276.21698569754085,269.21282339018495,273.0940571433325,263.2979143737243,257.3582938876748,274.9299464914467,276.85731523944264,276.2636188797077,281.10207238860676,272.9687525462713,280.44730670619526,273.8536342257724
7,1990-04-21 14:37:22+00:00,196.26275101946882,196.72926684559252,200.98740362575953,200.36676551157348,208.8552014922978,208.397785986981,209.22573167440294,213.90132005588438,215.19274178124985,213.66612457549485,220.27233419298898,241.79672642807282,246.41149912761392,245.56522839066798,245.64475953915507,236.3833129454148,,,,199.21533553503554,212.25290184337499,204.8915253591884,207.70724709074327,194.5229866383347,187.67172289445446,,,177.83846145486422,151.19403846896398,112.87192152884947,,237.225327132012,242.4842475623035,242.40888045776052,230.01820916128946,,,,,217.21992458516195,235.25552188404004,234.96938912634207,227.88769010673892,229.34075445377078,227.57268065225912,218.79486458343547,205.00697912742206,187.62866157037547,215.93290068716732,206.09178921060803,180.95482396447687,196.94359213047272,197.99640058365938,238.67181338652358,232.34271288163578,,,,,,,,,,,,,,,
8,1991-11-18 14:41:20+00:00,206.67490007220823,199.79539541295892,204.32822556058844,202.53151934859153,197.259636256257,204.92844718380871,198.30675749553257,193.74546493262443,183.47798445523233,179.81784780146188,175.2073230753692,,,122.56002592638548,,,,179.88515908594994,166.7808817709847,190.51839383179464,172.71815776073552,,,166.6129368166753,167.43177229583443,165.23957589356937,179.64079025296977,184.5962940944726,171.1109133540162,152.83329813923618,169.79454394930792,200.41184548056353,206.99316324107687,183.23014165570697,173.7485738138718,187.90029311110624,196.16850567494518,203.28343061997413,209.6324006274349,214.8514300316207,224.0809377990406,211.87856418785714,,188.38618718969812,206.11847338906637,204.56618301686055,188.39901496935852,187.50765058003117,189.639853623126,191.51152989066372,177.83548187652156,196.79738234626615,226.44732629602515,225.36230147751837,222.61421720594237,235.59800069211008,235.6064552114156,255.29422593732727,254.20218217635193,267.0401422970672,273.89995371345736,270.73224810721604,263.69927387918085,267.7568949032145,268.8808416700316,266.88556106227065,274.62062696181204,274.0553470701335,282.08041025019463,271.7065882814237
9,1992-12-06 14:38:21+00:00,202.9415604519469,198.81940328098122,211.51724604616822,212.80769707392466,210.61206984052347,204.15961218585312,198.55862201547149,184.81115305655976,189.8164078713375,196.923130222495,193.28690423439986,196.43424453557455,201.34446234168348,,204.8948295577858,203.57331536790096,189.36127548991587,209.6831134840985,203.9034221076219,199.04409638444042,192.04883650562482,191.65744412341576,189.3044960863827,184.44379057581907,170.7174446863221,163.60422504492044,179.60717748800369,181.29609783358592,172.22903001505875,174.89941797528945,172.7259590711888,198.39473067643613,211.59499550961235,183.29359789848976,178.39155763568115,,186.83496002979965,188.31104693070822,174.3936437594477,,,196.7665756254846,199.9134510369759,192.04125935634943,199.75853715268508,214.28009213410428,182.21441325994925,168.9873686717304,191.82613364147096,197.67988840835244,185.5098148065852,192.75356154369842,198.58722147808749,194.89987897951153,221.40316260858475,248.85361773654148,258.6438621346168,260.2133824738798,262.53381684371436,255.40456548835584,253.4955823480626,279.9786657488113,282.91982440714435,271.2863346736975,265.12933045788907,263.47501403192246,268.26839084659554,268.98472088895664,289.0333600957548,290.34426957384596
