,dates,jap0082-0000,jap0082-0001,jap0082-0002,jap0082-0003,jap0082-0004,jap0082-0005,jap0082-0006,jap0082-0007,jap0082-0008,jap0082-0009,jap0082-0010,jap0082-0011,jap0082-0012,jap0082-0013,jap0082-0014,jap0082-0015,jap0082-0016,jap0082-0017,jap0082-0018,jap0082-0019,jap0082-0020
0,1984-04-26 00:41:23+00:00,201.96979195785246,209.58653237873216,242.93807393493512,227.5414417653744,212.55030799548402,,216.50777238412948,206.88860005358487,,193.95428254288697,187.90529084391184,,182.69481182406543,190.07674224531954,190.2022279244788,193.98743723012134,191.4971643416921,168.0046251879859,,161.72413008752451,187.4519572080402
1,1984-10-12 00:38:08+00:00,209.27902023050765,207.83214679559882,218.03765819495305,,215.20978341192037,208.85434588577303,221.20824106105272,206.55545720505228,192.09144791792963,190.00451256913198,183.3909789955474,173.17342838553367,,171.57198783488653,189.32629967091378,190.5790365551684,184.03605363326415,191.50322647971538,188.81930888081962,173.47447721250867,173.05557479933336
2,1984-12-06 00:44:13+00:00,210.61510375431718,202.81054682969037,220.0753255392113,,214.40321848804075,221.900551207519,235.40656684831092,231.00834119527747,224.36117647700354,211.11975675339255,190.80502427575607,171.25790600638402,,179.2452402381277,187.56399572885874,185.77779379382298,179.925190000445,184.91372846339993,185.0531625841401,188.27113218013844,
3,1985-05-24 00:38:10+00:00,198.11454696608507,194.84959102689822,204.85928290249223,200.57814923538876,207.82708618771468,216.65753604713913,223.83853406232632,211.10513547710357,201.16089310661766,195.72963523653777,184.42166626720754,,177.69543688374478,186.82155724090143,192.89655187218457,193.0080269044575,181.67661160558333,185.5914567352877,153.30111963382402,147.47228506740163,146.29291444106082
4,1985-05-31 00:44:21+00:00,184.41654141884848,194.1992581886752,220.15817076575416,201.6324569551726,186.56099408285826,185.52752186967098,165.3027383223487,167.60068308310593,185.76795045248855,180.51194763895714,162.62306509293722,,,174.32797383760294,182.4795144828654,175.36241286181763,,167.3548550120615,,132.75154460127806,120.71454291027496
5,1985-06-16 00:44:19+00:00,208.57626986839438,210.14833328260363,233.18067327131428,215.89475307140407,192.6772593629578,,199.25297735726505,191.9594183077558,185.73480843705698,191.2142796040765,176.9370257613092,168.14136656686804,170.87990000716164,178.99550389081804,188.10642857550576,190.2045794663789,181.28748120217662,177.65907161328073,163.65636988591382,166.3572097991084,141.00979488735882
6,1985-08-03 00:44:00+00:00,194.345937096715,201.3667717101964,217.1657557881222,192.83734215512527,177.68042415001818,179.69140374647077,183.732154458926,173.9190301239465,167.381600087954,168.07698257925225,159.6478906443102,148.40769059295948,151.24298384034913,156.68975723161356,171.50047500085995,165.68395253309293,,,,,109.14847311270107
7,1985-09-13 00:37:21+00:00,212.9027667396592,204.72138944049672,212.0587260891569,,216.26491385241277,215.30479041612543,222.07266369021852,211.7673568970988,198.52498884426896,192.9315606244134,183.62410310824262,,,185.70040354484632,198.1816736977908,193.10179725160194,193.51618728973648,193.70016106048217,,163.93669063327656,
8,1985-10-15 00:37:01+00:00,209.13659303944658,209.33195344689574,216.02738868592655,220.05041094722964,223.63874925964154,213.81457609639008,223.26172168506224,205.09424122641684,196.78151519750284,,197.09043124395836,188.42462471283008,182.0961098578433,,197.48273548054607,199.3306461302904,205.07386041602498,208.7940496645695,160.64728427278382,179.08897199092218,
9,1985-10-22 00:43:06+00:00,226.41937078913176,230.3922892151092,,226.9618763369423,207.6981352372968,212.856653653767,210.46172571464956,204.86123939421947,,212.54176451392908,198.74936059905954,192.28811086399398,199.84718612954194,,,212.50927580548478,215.34009327095802,207.00980979632712,192.95347293339165,195.11684846909884,
