,dates,usa_HI_0002-0000,usa_HI_0002-0001,usa_HI_0002-0002,usa_HI_0002-0003,usa_HI_0002-0004,usa_HI_0002-0005,usa_HI_0002-0006,usa_HI_0002-0007,usa_HI_0002-0008
0,1990-08-28 20:08:09+00:00,,,,168.94558845166858,174.3243842435316,195.06633936513316,203.8782128581907,205.37755342146636,208.9766419124438
1,1999-08-29 20:41:13+00:00,220.27352039855828,215.82457689966745,215.4538554418938,206.4403565764462,196.89601149302806,198.831985113038,201.6858375371226,210.30674475672186,204.72401848151435
2,1999-09-14 20:41:06+00:00,222.52982618475775,217.43676206549497,217.119979398841,202.28374370206603,200.99607423578522,202.04752773977066,202.98226256635877,207.14306827132015,207.45847506444704
3,1999-09-30 20:41:18+00:00,220.8118032549531,211.78647771137588,209.42979686034494,192.57817263382418,197.60575709672844,197.37591482678107,200.45572284773118,208.8840842388334,205.08033984906658
4,1999-12-19 20:41:12+00:00,210.87712275364584,214.5352504420557,214.4438385553149,201.56605243905614,201.63065909417708,204.2079598014479,221.17060360105677,222.0638896882521,218.52819756864332
5,2000-01-04 20:41:06+00:00,190.61898418496037,,,,,,,,194.50378350880118
6,2000-02-21 20:40:54+00:00,233.0327337924933,218.18666151345218,214.5128349565143,211.78727443177866,202.94607069686234,205.9527204165536,211.5436345940729,213.61850849005154,211.05571464448195
7,2000-05-27 20:40:14+00:00,228.10260628159793,211.29169262271182,216.88067504509894,205.8936453504162,196.52470768616814,197.15192280230602,199.45499978865354,200.0805150287187,198.0603460226385
8,2000-06-28 20:39:57+00:00,200.24831150270114,191.5844787370744,198.81314321953894,192.6989314377077,187.9948061867887,193.1445117443839,191.2591674556192,201.11922733665023,194.65273841844845
9,2000-09-16 20:38:49+00:00,207.56405996385547,204.35012321805672,206.61643778830503,198.77108083155704,199.80561066165822,206.1048885090959,209.75503525177743,214.46321846600728,206.92345483936344
10,2000-10-02 20:38:42+00:00,213.4720332483366,196.8208268393499,193.87736419052248,192.83245156918554,194.98552893327474,199.17205754079433,208.75986520022337,210.64189315024618,208.32604282280545
11,2000-11-19 20:38:36+00:00,,,,205.21237489455274,200.62548908270543,,,206.23713292140604,205.94190077087225
12,2001-01-06 20:38:42+00:00,,223.09255050004543,218.94407225690784,213.43808207642041,196.4556575533486,,,,165.96829839156413
13,2001-01-22 20:38:48+00:00,233.5338412558704,221.3575387626536,222.48557559277594,212.0717434476648,200.71468920729689,205.83066542241198,215.68308838166934,215.73817993041058,213.6558603773944
