,dates,usa_HI_0030-0000,usa_HI_0030-0001,usa_HI_0030-0002,usa_HI_0030-0003,usa_HI_0030-0004,usa_HI_0030-0005,usa_HI_0030-0006,usa_HI_0030-0007,usa_HI_0030-0008,usa_HI_0030-0009,usa_HI_0030-0010,usa_HI_0030-0011,usa_HI_0030-0012,usa_HI_0030-0013,usa_HI_0030-0014,usa_HI_0030-0015,usa_HI_0030-0016,usa_HI_0030-0017
0,2000-01-25 20:59:13+00:00,219.08559818229517,207.40333270350692,210.62856919875816,199.7305148505067,190.01856624864382,180.8628981222306,205.7003751174442,220.04112494719837,198.45318588788328,197.47939178992516,196.4324497365459,207.10476648414345,206.62773996221216,207.4378635337996,207.44091611752248,198.81026125018116,204.63662716682003,204.22300949347334
1,2000-02-26 20:59:03+00:00,181.79309933200904,186.25494891228522,196.388548695748,196.0527390607158,195.57044907578506,196.4179535403316,202.59068585942867,197.9687118716958,177.63392662152032,182.01172591363354,177.7992384339214,192.0325930159732,200.6037109282753,210.70614916439735,207.90014813167932,205.95948563089235,215.95035220208632,221.81801174927014
2,2000-04-30 20:58:42+00:00,211.03068388798866,204.3672137026797,206.03964776170346,194.7960946592372,185.6684005976339,177.2127168841802,192.63641769613704,213.26720429333363,197.3002572474439,202.10912453227456,201.46610592432307,201.86645756288294,209.26188178047565,211.14877814081024,209.6857170892822,213.68845402597304,212.88764816696468,209.2075116313456
3,2000-06-01 20:58:19+00:00,227.3288900007292,198.70234180541286,210.09397570698047,202.38784151773234,194.51873837476958,194.52196628882973,202.98852959128635,214.21598845637806,207.10707255436915,201.46920829080727,207.6074863352917,209.16613956846652,222.3932738271743,216.79578355244888,215.12239681586027,211.7211821866273,213.27104112636977,219.1544594012501
4,2000-07-19 20:57:48+00:00,218.16718239163998,200.9346172808778,198.1335653500499,195.4461517812563,188.83195564475042,176.63978518217536,192.8062997579665,217.32220481731594,199.1598993794289,206.37358372766323,197.76073535389327,203.62319533725696,212.64996107297736,206.9563197288836,205.9759007500525,209.26069240106415,202.60703632854364,200.83391155263143
5,2000-09-21 20:56:52+00:00,202.58359776782626,199.46612333404025,206.61746493850654,194.35849806049944,,,,198.9217370701976,180.43248168369985,186.22751871855428,190.3554874297032,199.9423387002378,194.39660377013504,199.17231853951978,197.63273172645273,193.6096110787996,191.66318556326843,
6,2000-12-10 20:56:47+00:00,206.84871570113478,197.6878715486908,213.1830445390725,203.67998269430586,198.09585159618152,192.16229502121126,202.06516567635697,200.68735607406092,186.5904984917273,189.1235967332309,192.46619805965344,202.6634815971626,200.4054741448887,205.39494692005098,203.12158214790733,194.85413581660958,208.0545514319831,211.97218240418758
7,2000-12-26 20:56:52+00:00,176.91811975611103,185.1983632972957,196.0203279361,198.8025309479852,197.47760199220198,190.50014710949344,188.80209751001985,179.17651021639347,169.67304497053593,178.59918451495184,180.59023985634104,192.49831833027912,195.4017922998279,206.75529692302342,194.9415559348464,194.76978020589132,208.88635016506015,205.8452086393379
8,2001-02-12 20:56:50+00:00,213.54508575753306,212.6090785404859,204.06003282286426,197.15928655627445,191.0891569653868,185.9859350242402,192.42614736465038,207.81287001535577,196.45693070174755,196.59579725924624,198.2365713430867,210.6964074055776,212.03714739326475,213.74091629314796,212.49084454634422,213.74626483226427,218.22718883172092,210.95222200293517
9,2001-02-28 20:56:44+00:00,180.35135202846436,174.86556534976813,175.39520486876518,188.08626849732877,184.58067045844285,188.0021251241654,189.04368094618883,180.95192845112354,176.05749372325744,185.23125061191288,188.74968313054785,196.44629878693576,202.48830905312332,208.30989760413496,201.71883715589888,203.15464001199888,213.24826499290077,211.0058125174639
