,dates,usa_HI_0030-0000,usa_HI_0030-0001,usa_HI_0030-0002,usa_HI_0030-0003,usa_HI_0030-0004,usa_HI_0030-0005,usa_HI_0030-0006,usa_HI_0030-0007,usa_HI_0030-0008,usa_HI_0030-0009,usa_HI_0030-0010,usa_HI_0030-0011,usa_HI_0030-0012,usa_HI_0030-0013,usa_HI_0030-0014,usa_HI_0030-0015,usa_HI_0030-0016,usa_HI_0030-0017
0,2000-01-25 20:59:13+00:00,218.4748010623853,207.15901385554295,210.3842503507942,199.2724170105743,189.45475352257316,180.12994157833873,204.78417943757935,219.4773122211277,197.99508804795087,196.7464352460333,195.82165261663602,206.43844235333268,205.5806591852238,206.82706641388972,206.7745919867117,198.19946413027128,204.07281444074937,203.3068138136085
1,2000-02-26 20:59:03+00:00,180.57774617761305,185.76880765052684,195.90240743398962,195.1412241949188,194.4485846255734,194.95952975505645,200.7676561278347,196.84684742148414,176.72241175572333,180.55330212835838,176.58388527952542,190.70675321117758,198.52024837788218,209.49079601000136,206.5743083268837,204.74413247649636,214.82848775187466,219.99498201767616
2,2000-04-30 20:58:42+00:00,211.07155491604792,204.3835621139034,206.05599617292717,194.82674793028164,185.70612770045784,177.2617621178513,192.69772423822593,213.30493139615757,197.33091051848834,202.15816976594567,201.50697695238233,201.91104413894757,209.3319464000058,211.1896491688695,209.73030366534684,213.7293250540323,212.92537526978862,209.26881817343448
3,2000-06-01 20:58:19+00:00,226.25552574221857,198.27299610200862,209.66463000357624,201.58281832384938,193.52794059768286,193.233929178617,201.3784832035204,213.22519067929133,206.3020493604862,200.18117118059453,206.53412207678107,207.99519674100037,220.55322081258467,215.72241929393826,213.95145398839412,210.64781792811667,212.28024334928304,217.54441301348416
4,2000-07-19 20:57:48+00:00,215.19529003231878,199.74586033714934,196.94480840632144,193.21723251176542,186.0886703899924,173.07351435098994,188.34846121898474,214.5789195625579,196.93098010993802,202.8073128964778,194.78884299457206,200.3811309452702,207.55528845699817,203.9844273695624,202.73383635806573,206.28880004174295,199.8637510737856,196.37607301364966
5,2000-09-21 20:56:52+00:00,206.78790767922544,201.1478472985999,208.2991889030662,197.51173049404883,,,,202.80263852687378,183.58571411724924,191.2726906122333,194.55979734110238,204.52885860358236,201.60399218967652,203.37662845091896,202.2192516297973,197.81392099019877,195.5440870199446,
6,2000-12-10 20:56:47+00:00,205.66779656799312,197.21550389543413,212.71067688581584,202.7942933444496,197.00577239635845,190.7451920614413,200.2937869766445,199.59727687423785,185.70480914187104,187.70649377346092,191.28527892651178,201.3752061791899,198.3810413452173,204.21402778690933,201.83330672993463,193.67321668346793,206.96447223216003,210.2008037044751
7,2000-12-26 20:56:52+00:00,175.56490847975687,184.65707878675406,195.47904342555833,197.78762249071957,196.228483890952,188.87629357786844,186.7722805954886,177.92739211514348,168.6581365132703,176.97533098332684,179.23702857998688,191.02208784698368,193.08200154036362,205.40208564666926,193.46532545155097,193.41656892953716,207.63723206381016,203.81539172480666
8,2001-02-12 20:56:50+00:00,212.10878129814014,212.03455675672873,203.48551103910708,196.08205821172976,189.76333746440872,184.2623696729687,190.271690675561,206.4870505143777,195.37970235720286,194.87223190797474,196.80026688369378,209.1295298135126,209.57491117716262,212.30461183375505,210.92396695427922,212.30996037287136,216.90136933074285,208.7977653138458
9,2001-02-28 20:56:44+00:00,178.35122350195243,174.06551393916337,174.5951534581604,186.5861721024448,182.73439797243182,185.60197089235106,186.04348815642092,179.1056559651125,174.55739732837347,182.83109638009856,186.74955460403592,194.26434039437729,199.05951729338855,206.30976907762303,199.5368787633404,201.15451148548695,211.40199250688974,208.005619727696
10,2001-03-16 20:56:40+00:00,184.5802946915844,185.73272106387518,189.2592419642987,191.45151688910366,197.0184341401058,199.2364442260358,198.69825192077175,198.1688260652675,185.87294883244067,184.43687163530092,187.6046574433768,197.86251977377867,201.1142869661591,210.73062198025258,215.77258293121486,212.0776789709888,214.96585305798294,218.05369749970592
