,dates,jap0159-0000,jap0159-0001,jap0159-0002,jap0159-0003,jap0159-0004,jap0159-0005,jap0159-0006,jap0159-0007,jap0159-0008,jap0159-0009,jap0159-0010,jap0159-0011,jap0159-0012,jap0159-0013,jap0159-0014,jap0159-0015,jap0159-0016,jap0159-0017,jap0159-0018,jap0159-0019,jap0159-0020,jap0159-0021,jap0159-0022,jap0159-0023,jap0159-0024,jap0159-0025,jap0159-0026,jap0159-0027,jap0159-0028,jap0159-0029,jap0159-0030,jap0159-0031,jap0159-0032,jap0159-0033,jap0159-0034,jap0159-0035,jap0159-0036,jap0159-0037,jap0159-0038,jap0159-0039,jap0159-0040,jap0159-0041,jap0159-0042,jap0159-0043,jap0159-0044,jap0159-0045,jap0159-0046,jap0159-0047,jap0159-0048,jap0159-0049,jap0159-0050,jap0159-0051,jap0159-0052,jap0159-0053,jap0159-0054,jap0159-0055,jap0159-0056,jap0159-0057,jap0159-0058,jap0159-0059,jap0159-0060,jap0159-0061,jap0159-0062,jap0159-0063,jap0159-0064,jap0159-0065,jap0159-0066,jap0159-0067,jap0159-0068,jap0159-0069,jap0159-0070,jap0159-0071,jap0159-0072,jap0159-0073,jap0159-0074,jap0159-0075,jap0159-0076,jap0159-0077,jap0159-0078,jap0159-0079,jap0159-0080,jap0159-0081,jap0159-0082,jap0159-0083,jap0159-0084,jap0159-0085,jap0159-0086,jap0159-0087,jap0159-0088,jap0159-0089,jap0159-0090,jap0159-0091,jap0159-0092,jap0159-0093,jap0159-0094,jap0159-0095,jap0159-0096,jap0159-0097,jap0159-0098
0,1984-07-31 00:45:05+00:00,117.85845050986043,128.7601237380776,146.19322864171457,154.7456205873917,153.95580640024434,166.3688747261383,182.60444069352113,179.93668409171465,181.2402373023551,161.75307182185514,162.48488519422506,160.46229737080102,162.03116985348055,167.75692432808333,160.19610738887485,159.53687262765317,155.2132545700851,167.0417326935451,170.0979032742164,160.51268721330342,160.2897262671475,157.061575247211,154.43089455294162,157.81036721917658,155.49431666404917,156.26817156194937,158.84098565764197,156.1216703607954,144.24950322110627,153.67339595614243,150.00071538119863,144.1278675627557,149.17792978040367,145.6794409270846,140.80032864596703,138.09973290628483,130.0653386588953,134.7750251253812,129.4618777244408,130.0164586995142,131.57228335461934,129.36006197777434,124.86087870585261,118.35740958591053,108.29374411735613,116.06070599907036,132.502164769555,138.7633978502868,129.13825885766244,130.5910502624597,129.6884542061565,128.55457318677418,129.1297467667254,129.09166223778976,125.81608128677883,124.09495502935317,117.9340341306602,104.06546012737107,102.24837566098007,106.04493074553011,105.54262686721529,108.28874999332055,102.38618388115827,107.14683402025028,118.66491742310302,123.83177737671379,128.30355442453077,134.7351263490475,129.53769716710684,126.0272719162187,129.31902230375516,140.32687329338302,140.47671032554533,133.0945656053986,128.5050356633949,131.61480814853775,136.76162541455335,154.7230489643385,153.96259142600684,151.8217995434507,152.5445576254922,167.63137913927483,171.778166477617,171.5518478096959,167.85246903156192,174.1909810591642,174.34885889568898,179.55064456851287,182.4874812186634,186.99532074213454,188.0592167583107,190.0615218302798,194.51099195813924,195.51108293496983,199.12867187136436,201.68045779039488,201.8279600450831,192.01933873738975,181.07582259844006
1,1984-08-09 00:39:12+00:00,120.90623912779009,130.460248168847,145.7198992950582,150.3847666393906,158.44833066963963,172.63395693562904,182.263144987684,184.592945733151,182.56369075700366,174.2874258764034,173.48014796081287,169.30298635821993,166.83049363519285,174.63124594890547,178.98767230489796,175.8136995309382,164.15285533887433,165.4599943305203,161.79653553079083,153.7464528727446,155.82565452240468,152.9384444123901,158.8847799646935,157.98777280135823,158.7666109017429,157.5944049214615,159.9701272856551,161.28041485685438,153.75129591105076,152.614334139907,148.16987363711195,145.40466563701318,142.8378214035696,141.2605973513923,136.80507523643547,127.22413237512174,135.22049778546622,136.30185536054006,133.594567300809,132.66177203908543,132.31182923984898,129.6879356841993,123.93817652830893,116.75644504163365,105.38171908388667,111.8423302909664,132.28746353734442,137.73721301141563,126.68997068664862,121.33979734368084,122.92411135742134,128.19380342933218,137.52689128128463,133.5874242050511,130.11510304245837,124.62804416342793,113.45912407414849,101.39807071064504,106.87594124160704,112.06729341763581,112.97064679587157,111.61225591730452,104.82697511428391,107.37193130412622,117.76382972736371,121.57347573499443,123.12194525156451,134.1728969600507,140.60606069353219,132.6283478692178,131.7195235969321,142.88844175806491,142.98261125835734,142.6894485237741,133.98908847907336,133.1782932942644,137.89775594784163,147.54871681707732,150.90308079671973,148.9849604495116,152.6562764110721,155.54208528631324,153.4346755686345,158.10867623135897,170.21677770312164,176.71077897435265,178.54478755786872,172.73675295751946,182.66728689901453,185.81204865729703,182.6841521509155,190.0215375706549,182.05641266112625,182.94423671753162,183.97205375376234,189.95566394006636,191.09711218026007,187.65114325332434,172.75462451982418
2,1984-08-16 00:45:37+00:00,,,,153.61237586392517,,,,,,,,,,,179.71046859105556,176.09084596019596,170.10074281550433,172.72293471271877,151.09393808619575,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.04317831373757,134.56235205426685,139.31649439670556,132.6773452296057,132.9244114737653,133.84235689741502,136.8937063925589,129.37072419491358,,,,,,,,,,,113.87851741593515,119.9057577475258,132.90866807127085,137.28853032509468,134.16580563357132,128.57878189753382,132.09295933856944,138.49214646967,140.89196517928545,139.15994254531742,136.41180941319539,140.6459525983434,141.6746581329076,153.82068417498138,153.5147912321466,156.48352923187775,157.26972502686004,162.85691413231228,165.58964268662731,170.97806174116016,178.55428121007637,177.84047033360883,,,,,191.3191439070339,191.74918433268817,,,,,,,
3,1984-09-17 00:45:56+00:00,113.33216596827639,118.39562413471681,127.26155249751474,141.53869095707188,150.7094956221817,152.26424832113665,166.3761245688421,171.02337288812976,165.22282370464106,170.04906195066997,168.15773755980922,163.4354469423372,164.92394677275456,161.4698875469014,158.87462224149004,159.1003948012351,165.31353868910455,160.64104117913357,150.33269959551197,148.25861304607656,148.43361814150578,134.99293335616935,134.7747782871062,132.15479263069702,138.81892098087428,151.30490325964493,151.6871407447982,149.2335953221688,124.54646806592157,137.61288206040373,139.71991842381604,130.6468676466261,128.83335855356853,127.23376324562813,128.25644628299258,127.81213601163142,131.7602384005207,128.29094157499622,121.80646759247708,114.84033847847954,109.82464285043795,109.33180724739081,108.03277055380053,115.82656748347713,112.61853522981977,107.81346406326668,110.47739011563581,123.21220756353841,127.16705353255364,128.13216383684926,119.3216491629316,115.8462069746061,114.2471284237874,106.95452179957351,104.51749633990228,98.40353453128733,100.78442623954807,99.74577161714208,101.62313721432909,99.20808439493015,97.76402886718259,101.77273963670312,97.70978967871396,97.90130648257562,105.4473497936572,111.51730504840991,109.5771986714541,109.25445091628798,118.56795480936202,115.24207492940282,117.41126755603841,117.60418522724189,110.06949271612496,115.61032906706542,121.47635934050177,126.92119923226068,130.4423084609264,134.30867102855072,132.80220930771478,135.71063333749342,142.66709847065005,144.64789012434588,144.15763021525294,146.92236090386749,147.69106508535236,151.34492300500528,155.886215014945,161.3346935368437,165.54315936077865,170.8856596155867,178.82028013537035,177.59965828353813,182.39659003511622,178.54381809031776,182.22875280994037,185.3930544481526,186.94811016035982,184.61429587008368,156.29755057609796
4,1984-11-04 00:45:46+00:00,121.92749006565336,140.07474576915428,145.56557903793598,151.53111791940697,167.71713662399907,181.15653079418087,184.21112446963897,189.86608481100984,166.98502086948534,167.72792517079978,177.41832720014438,174.10945071871254,170.27579094996784,165.839879419086,167.086048757089,167.88433614765145,162.59499138446472,166.04750645258025,163.3081090473696,164.0667886990671,158.28048198187554,152.7906109874572,154.82844516772425,152.6176766935747,152.91438290279157,156.30299704192373,152.21711146247168,150.6674781613915,145.4977643160589,144.0326332310001,139.83701086615002,143.17701092899227,140.42226990194933,133.68964586820422,136.63741887698436,133.74111254140604,132.3819178380229,132.94212378443578,130.97408916279323,129.46391169463772,127.91641397776263,126.78155733108952,124.39079525069087,123.00834953483664,129.9713161539337,129.06484088505078,131.09652589410175,129.18126995070043,117.65182416546256,114.31496105042837,117.63448363258951,125.12928625785628,118.49598535984826,119.85251266587369,116.54082350215587,116.2562936978371,111.28011843543862,111.97060466099327,114.82024977497872,119.61906433608974,115.54914565138938,116.83196896665068,114.5585319123136,114.95815378221354,116.237175352782,125.44336152058156,122.84899172078039,128.20769795491736,127.73875667033363,128.97661225687398,131.36155505396187,134.94134794480095,134.61909883823895,135.4557192157635,140.80370366429847,140.95247811092003,141.684875846809,143.63217187224942,146.20484829724177,143.62973908900642,150.28196202309698,151.19832205619872,149.02651793686914,158.35875678989456,162.29275001859196,171.0800939893764,167.39773672450485,174.51009174030722,183.82256457797288,185.38983038266866,186.19436594247065,193.08035023367012,192.46460691396533,192.9072948371533,200.42724667486254,202.52016243425757,201.54933647266998,193.99228283768394,179.83040532821892
5,1985-01-07 00:46:06+00:00,117.50491323838467,126.9743104490748,133.904177227069,138.9891203953655,155.77217357752994,166.1877878565036,176.42757666247496,186.19596751048653,178.4074950949124,175.48097274414658,169.02256976923948,169.51105233760046,170.27157495074042,154.70074785538569,161.36195412086946,163.79310436201507,160.1848824356008,155.94158897213413,156.33819362696613,152.593993156392,151.78826683595426,144.3774643640042,143.39143470362464,143.96820357426867,142.47899447757297,141.89122585898656,145.5135381293609,143.5554812566886,138.08521408707156,137.3146950210418,134.51130198390695,130.54570180697033,131.35405837370448,132.89607680026305,129.0273760896233,130.24075618646742,125.77052269340768,121.32450008960456,120.97697337289699,118.59931029501573,117.8270684685237,120.50002078067276,120.6147034245065,119.96631995393058,119.73340658788726,117.86115341456059,116.09118539663194,117.33693270010062,123.6911053415732,122.53708652928873,116.05746639339878,113.52602787373024,112.96571728849658,113.94923856237371,111.5809945838483,110.83424597292972,107.9261635625142,107.96730815859142,107.46456199603868,109.4761257941463,102.95532824733093,107.79300330243348,105.88951389590753,106.95983354282717,113.99044491624835,112.63749674501584,115.88347263156221,117.22801425547645,120.34783801963631,121.81128777409612,123.91570640978924,126.7629970072876,129.63844919027702,127.34120532071887,124.76545094718999,130.15417362233225,135.41882636774358,133.8873604483536,137.03441342833815,138.17169920683443,148.16349953046384,150.9012890940131,153.36432491368294,148.0509971517244,153.0453415094653,152.95207241518372,158.69125271917522,162.49779056450672,168.72997550078634,174.7331212379792,175.79891898512025,186.10786171703967,182.09407536000305,184.58908107234925,188.6968432227976,190.47467303979556,197.41031975043995,196.16365587126808,176.59698590007343
6,1985-01-16 00:39:59+00:00,108.85766321561732,116.90513531890792,129.75573599070094,136.31582292671925,147.65344691801297,161.42822779444072,171.6760287585268,185.0171564812901,181.79191215726394,176.80311091085173,173.0805255295556,169.858705914306,170.3133663910638,157.34611544113815,157.2573907521492,161.10317028094184,153.40060375972598,149.75100565812096,143.1367668588635,139.94846783378955,140.99529198351246,137.51491306939818,141.28969325140372,143.3495528963943,146.97264676415992,139.31396357319187,144.2425332863164,144.4833600378818,139.61515313240363,138.98854230981573,126.55752674548552,124.60036738485579,125.28882286056647,124.52569084317679,123.88569984328993,117.08167741378061,120.53507686061408,117.07331500465648,118.37419646203594,115.99076662334492,118.60514793209595,116.09205942805497,115.74696486032872,113.39694461627985,116.97952788614518,113.69414978030272,119.66629391007163,116.64373767309286,114.10889599063808,117.41208032546903,108.65788470113972,104.0708027980013,100.69608595332807,106.21734602477908,113.36261174944036,109.41751873700585,105.86675507716552,105.11970853865374,104.95486518246196,106.22553832679813,105.75036551896585,107.81052928286942,101.51805719172486,105.26809022507067,103.41935304062291,102.76721918872397,101.83179911333764,108.17694449634317,112.32816403454495,114.65681766483985,126.19025348903918,127.24364320995835,125.28878992182686,126.80507767348405,126.21340694846353,126.94598098909682,128.73968485274546,138.22751413264743,133.28674780750723,133.2510114742779,136.68789221874692,139.69042238819077,141.5021596697364,141.58612471137332,143.07666190110032,147.08401732468883,159.97982053889785,162.60270147318278,167.9073022897234,164.56508212722238,172.96241407184152,178.34977888971355,180.13398975114745,184.90713294657965,186.23635313413533,186.71601191361174,193.964716903533,185.62952190136255,168.2214622721574
7,1985-04-06 00:39:59+00:00,110.54088230136608,131.77606185715132,137.0283718192876,155.86128570209968,158.91406740818644,164.81561521281776,189.85043744981203,196.15090840134928,186.14754739870205,175.4366601382955,176.0307574555377,171.07348141229818,169.6465461924469,174.30150406723166,156.0987753788276,150.57794017441302,163.5882214293993,169.92974762479753,166.55283389501142,161.1621404416405,158.26051504580204,151.08422823770997,144.51628248994024,143.97468771700858,141.7661884023181,142.6587198718131,146.09103580892486,144.73181832312866,136.48641112870013,144.11083189726455,141.22519876193786,152.05154951695363,147.2113034995241,140.1207506767473,134.7128849334142,137.64810883264147,139.948734171043,133.98491427970197,122.9844756156613,126.2501524748354,119.38682594926381,122.06361893232955,117.22067619115444,113.96246957542084,127.07893000405149,127.31380373593257,130.3043118059266,127.73846757867076,127.52549655815673,129.99299416917867,129.5405922400277,119.0723656603765,111.29825541131147,110.18888435470672,110.65861148986012,112.62299081309354,105.79233100061704,104.98822337132853,102.53147288854689,100.73585158646279,104.52904575905669,106.91784330151015,110.06145890709391,114.8276028798704,119.30858964483159,131.75394657277377,129.2534886431641,133.5419821410032,122.45777312318526,119.63480895663037,130.04876996725758,133.0511809774652,138.75786044032387,128.40442418834158,128.1948518695526,137.58573945002237,147.71466893652774,141.9924897748416,147.73587119086955,143.9277496428587,155.40143176273818,158.28452884199555,165.5595833218598,156.8116311058959,160.27812589421023,161.81241314665968,167.76358695496805,158.8587898459744,175.5151817192691,177.02206899625128,191.2471006597043,187.09006934246486,193.1906379845786,198.01721162190313,206.1099306763714,208.03551945130584,207.71056309043593,195.38831352839722,180.45509532740917
8,1985-08-28 00:39:09+00:00,115.36512399352463,126.99259088916475,136.50400220969482,,,,,,,,,,,,,,,,161.82714958700404,157.81416520638177,144.7172391985368,138.66206444012968,161.95946905982817,181.2598244763666,187.92435279608998,192.08164794693846,190.8485230344961,175.3585949587868,170.3726991630404,177.197618407491,165.29027431840473,,,152.78875601365314,154.3840631786669,145.76603187458807,144.30877605751436,143.84875430239745,142.4541436897057,145.82258956682864,147.48806396747423,143.08512208649285,134.7578818852828,135.8032142165652,129.77508825681053,124.72724124398744,124.12150076323303,145.8764821163498,139.09291882985414,126.60558757162347,126.48270485809583,130.95660491082688,128.50044292280535,123.41893162155591,,,,,,,,144.42965422936615,147.36169733629936,146.8220314747486,135.28241711492382,139.05702218432776,136.20252279061762,132.87314179818426,135.15686819700352,137.53855442291828,144.22870718217604,155.80640559924524,167.16092499674517,176.20186909936882,179.46244285444243,174.86033413136357,175.35019094314046,174.56379295227782,174.02176388827104,175.65516650580858,175.36926432413424,169.10435821697556,170.13951673042334,174.9688289868368,174.71430662495231,176.1272695708021,181.59953581911145,187.4035552553046,195.02133940468184,194.80578764789468,198.01820449646877,201.94737838415045,202.3603872694295,203.8193037125277,203.46160954208716,208.69720279933517,203.49643218029115,197.9391143104652,180.326729732847
9,1985-11-23 00:44:12+00:00,,,,,,,,,,,188.5605187022254,184.2043212545119,181.03755732620402,167.18955541922568,161.68150939093357,161.5076426631415,169.88646236264097,166.09775589675485,157.35976664870972,155.1164828247126,157.0175090886528,156.57158126551198,153.543753086596,157.45755663293005,161.8108157827504,161.73939170607116,160.7665806528232,153.79321355766803,148.69772400909756,,,,,,,,,,,139.2464138823037,134.28217250135404,127.47313075630692,122.14647321387875,122.61451472225599,118.52395691591663,115.5112595005576,124.6154938644142,126.33979075018092,122.48794678822614,120.18693730329619,117.74150261604763,124.43018404367672,124.6280724811837,123.14115309799072,120.65995367239863,111.62117942063989,107.1829089009138,104.32659579590486,104.54350462898584,103.12771112050717,108.475074202505,116.87377844126124,122.59201969461196,132.2622835600193,130.4923186618965,127.09167583943398,124.23190784611228,129.85828682327272,128.92984676139673,129.88186062384398,138.47157981083737,143.50311095556327,149.8784932402138,148.8119116856704,160.21855703071515,158.74027046925593,163.27846116661013,163.28175539001535,158.8238919761415,162.23486411442573,162.5318244145169,167.09536778671162,166.26779834805092,170.6226460455353,176.14549819364618,181.41888556372544,181.08726075816668,181.29759031016835,180.90171584123948,183.71434490435098,183.89223618802038,185.555021693338,186.4610677590949,191.73394971567598,195.1293152826837,196.96672051729595,200.43046579861502,194.2925134163773,174.98651832015423
