dates,satname,nzd0289-0000,nzd0289-0001,nzd0289-0002,nzd0289-0003,nzd0289-0004,nzd0289-0005,nzd0289-0006,nzd0289-0007,nzd0289-0008,nzd0289-0009,nzd0289-0010,nzd0289-0011,nzd0289-0012,nzd0289-0013,nzd0289-0014,nzd0289-0015,nzd0289-0016,nzd0289-0017
1999-08-12 21:53:08+00:00,L7,360.28,347.26,346.38,342.17,347.40,355.98,358.57,364.66,362.14,370.47,379.00,370.99,382.13,378.82,373.06,379.95,388.45,383.13
1999-08-21 21:46:56+00:00,L7,354.74,334.88,334.19,338.88,346.59,353.46,354.22,353.68,347.51,362.96,365.69,371.01,362.77,349.19,347.64,359.36,374.12,370.59
1999-08-28 21:53:11+00:00,L7,346.08,330.99,329.34,334.46,340.24,348.41,345.72,349.70,344.60,356.17,365.24,362.89,349.28,,346.10,358.94,366.33,362.49
1999-09-22 21:47:00+00:00,L7,371.84,348.47,345.74,352.11,350.83,359.26,365.89,366.28,364.15,372.91,386.93,385.83,364.60,356.17,373.44,384.17,378.99,366.15
1999-09-29 21:53:16+00:00,L7,333.10,323.07,326.34,331.60,337.99,342.48,341.40,342.50,341.54,358.12,368.93,339.24,,346.73,354.59,362.30,362.02,352.96
1999-10-24 21:46:56+00:00,L7,371.27,356.55,361.53,357.72,357.14,362.44,368.18,369.02,377.56,381.74,378.28,375.78,382.42,372.94,379.35,379.59,374.07,365.78
1999-10-31 21:53:08+00:00,L7,345.75,337.55,346.63,347.09,339.18,351.41,355.81,350.98,359.31,360.10,360.47,356.39,371.68,369.27,364.14,365.11,364.46,361.25
1999-11-16 21:53:08+00:00,L7,349.59,342.59,342.59,343.18,349.49,353.97,363.14,361.58,361.62,368.49,372.41,,,366.98,373.91,363.11,357.13,360.87
2000-01-19 21:53:01+00:00,L7,374.85,359.78,363.13,362.76,371.67,375.99,374.75,376.82,380.25,388.73,385.81,389.37,383.04,387.80,390.29,388.84,382.81,374.12
2000-02-04 21:53:01+00:00,L7,364.31,354.14,355.91,355.22,352.24,365.16,360.83,368.78,375.30,378.43,374.33,375.13,378.06,376.48,379.19,378.63,368.83,366.90
2000-02-13 21:46:48+00:00,L7,342.75,334.70,331.54,330.13,336.56,343.01,343.39,347.71,354.77,334.93,346.33,357.72,356.73,356.89,354.46,348.86,342.98,345.77
2000-02-20 21:52:53+00:00,L7,349.79,341.58,342.40,349.31,349.65,356.42,362.19,364.64,366.33,354.85,359.43,369.72,369.77,365.86,363.10,365.10,365.09,363.22
2000-04-01 21:46:34+00:00,L7,363.36,349.31,350.99,356.62,350.30,349.28,359.53,368.57,368.78,364.51,378.98,375.48,370.66,366.18,367.65,368.61,359.37,358.32
2000-04-17 21:46:20+00:00,L7,366.35,357.32,352.55,360.50,361.57,365.73,369.57,365.63,366.67,368.86,376.04,381.65,384.30,381.34,377.84,377.46,367.33,363.10
2000-05-03 21:46:19+00:00,L7,367.86,359.41,354.94,362.00,368.49,371.60,372.06,371.56,375.07,378.00,388.43,380.99,374.62,388.37,379.55,377.81,371.40,367.04
2000-05-19 21:46:07+00:00,L7,351.96,346.85,344.25,351.38,355.55,,,,,,,,,,,,,
2000-07-13 21:51:43+00:00,L7,363.56,349.05,349.38,347.16,350.05,,,,,,,,,,,,,
2000-07-29 21:51:26+00:00,L7,371.44,353.92,353.86,355.26,361.54,,,,,,,,,,,,,
2000-08-07 21:45:08+00:00,L7,,,,,,,,,,,,,,,,,,
2000-08-14 21:51:20+00:00,L7,354.49,344.63,339.49,342.20,343.87,346.03,351.30,353.12,355.60,357.56,366.18,,,,363.59,356.19,379.91,378.10
2000-09-15 21:50:49+00:00,L7,341.22,327.60,328.75,334.85,333.20,340.56,339.35,347.14,347.40,351.48,355.69,,,354.14,352.23,356.62,357.68,362.08
2000-11-27 21:44:26+00:00,L7,352.86,342.32,340.09,340.60,348.53,360.11,368.72,364.62,362.81,359.94,363.24,364.49,369.78,366.53,370.24,369.77,364.98,358.47
2000-12-13 21:44:28+00:00,L7,342.18,328.32,331.22,332.16,334.47,341.65,338.04,340.97,334.73,327.83,343.22,,,351.73,351.35,355.37,353.39,357.34
2001-01-05 21:50:40+00:00,L7,365.46,354.68,358.37,357.80,366.80,372.98,374.05,375.89,367.62,372.51,380.70,382.79,370.28,365.40,369.76,374.19,378.37,374.67
2001-01-14 21:44:33+00:00,L7,333.38,326.38,329.60,329.26,330.45,330.40,326.10,332.19,337.43,319.29,325.00,347.58,346.64,349.07,350.79,351.86,354.59,351.27
2001-01-21 21:50:46+00:00,L7,364.95,350.91,352.64,355.24,358.69,363.99,363.89,371.90,377.10,362.89,366.47,373.77,372.77,371.16,371.29,375.14,376.20,376.92
2001-04-04 21:44:06+00:00,L7,366.98,347.56,351.47,357.30,360.73,365.80,369.56,370.42,376.91,385.44,380.42,385.07,383.66,380.40,379.34,380.71,380.99,379.86
2001-04-20 21:44:10+00:00,L7,368.09,353.65,351.48,355.49,359.45,359.20,365.93,368.23,365.94,372.83,374.02,385.88,383.41,381.28,382.16,377.70,382.66,380.94
2001-04-27 21:50:19+00:00,L7,332.32,,,,,,,,,,,,,,,,347.08,351.88
2001-07-25 21:43:18+00:00,L7,335.99,331.39,326.63,332.00,,,,,,,,,,,,,,
2001-09-11 21:42:38+00:00,L7,351.55,343.55,340.82,341.41,345.31,347.25,362.34,359.13,345.84,349.17,365.25,372.66,372.68,364.80,363.47,363.56,363.52,360.72
2001-09-18 21:48:41+00:00,L7,355.12,342.74,338.84,339.81,342.14,344.43,356.82,352.73,336.49,340.98,362.04,380.20,372.94,371.39,365.55,365.34,367.75,358.96
2001-10-04 21:48:30+00:00,L7,357.85,346.06,347.39,347.43,349.61,351.75,355.86,355.77,344.69,356.65,354.51,364.62,382.29,378.87,371.68,365.67,363.09,358.86
2001-10-13 21:42:15+00:00,L7,367.57,352.29,348.57,351.64,355.51,359.55,363.88,358.98,353.94,351.99,366.23,371.24,380.73,382.74,375.78,373.02,372.39,365.11
2001-10-20 21:48:33+00:00,L7,343.62,335.69,334.35,337.58,339.88,350.37,354.08,345.02,337.78,348.37,351.56,354.34,375.72,375.64,368.26,365.49,363.61,355.07
2001-10-29 21:42:21+00:00,L7,364.68,344.81,341.47,342.81,346.46,350.20,355.51,348.90,350.43,358.64,360.69,379.33,380.19,381.32,376.25,373.36,371.11,366.63
2002-01-17 21:42:52+00:00,L7,350.35,342.59,342.79,348.22,345.09,350.18,359.34,355.73,351.62,360.82,357.60,371.44,366.71,370.55,363.63,369.21,366.15,365.81
2002-02-02 21:42:54+00:00,L7,327.64,318.00,318.32,327.83,319.06,321.31,324.70,319.29,220.29,224.26,256.74,267.16,,335.37,339.19,335.49,331.25,337.91
2002-02-18 21:42:54+00:00,L7,339.27,329.26,329.57,332.81,333.68,339.49,339.61,343.13,336.75,317.90,338.43,338.27,346.12,344.42,348.12,350.32,355.25,356.39
2002-02-25 21:49:11+00:00,L7,370.11,350.61,350.63,355.05,357.16,367.58,371.57,377.73,363.39,368.80,371.27,376.73,370.34,375.67,374.38,374.57,372.65,375.46
2002-03-13 21:49:08+00:00,L7,356.29,340.75,344.09,344.41,346.30,360.28,366.13,347.05,344.71,346.34,360.11,365.12,361.85,360.47,352.76,359.05,361.17,360.24
2002-03-22 21:42:52+00:00,L7,345.38,335.34,333.52,336.84,337.60,344.69,352.68,333.34,332.02,337.22,349.99,348.62,352.74,352.51,342.80,349.49,358.58,354.40
2002-04-07 21:42:52+00:00,L7,362.94,347.05,344.10,347.73,357.92,364.68,361.50,361.27,356.46,356.63,362.71,366.09,364.85,365.41,366.11,364.59,363.43,366.57
2002-04-14 21:49:02+00:00,L7,356.32,343.20,345.19,348.57,352.18,362.43,361.31,350.79,359.75,349.17,350.66,358.19,364.49,360.76,355.69,355.61,352.89,356.66
2002-05-16 21:48:57+00:00,L7,331.74,325.94,330.10,324.03,322.27,325.00,322.21,311.08,216.15,221.61,318.50,,331.90,349.42,343.86,340.30,328.90,342.90
2002-06-10 21:42:36+00:00,L7,,,,,,,,,,,,,,,344.39,344.69,339.67,342.83
2002-07-19 21:48:33+00:00,L7,,,,,,,,,,,,,,,,363.54,358.37,354.97
2002-09-05 21:48:14+00:00,L7,387.62,389.70,374.38,370.05,370.44,375.33,369.74,373.89,372.43,371.16,379.45,386.98,381.95,382.55,378.73,378.51,371.18,372.78
2002-09-14 21:41:55+00:00,L7,351.78,346.21,337.47,322.69,328.74,333.59,344.88,346.46,345.32,347.31,348.68,362.90,356.13,350.04,349.36,342.99,338.21,340.82
2002-09-30 21:41:47+00:00,L7,354.55,351.35,327.68,333.58,333.11,341.01,349.75,351.61,350.66,356.98,359.35,363.04,354.62,345.65,343.04,337.86,338.79,340.93
2002-10-16 21:41:48+00:00,L7,360.93,350.93,344.15,356.09,346.44,343.56,350.36,351.82,343.68,346.31,349.04,360.99,358.83,357.82,352.74,341.89,340.18,340.60
2002-10-23 21:48:03+00:00,L7,353.06,340.64,341.04,344.25,344.39,349.16,351.35,351.04,349.49,354.45,365.19,366.62,362.01,356.81,354.06,346.53,343.54,355.23
2002-11-01 21:41:54+00:00,L7,375.12,362.15,361.17,362.59,365.48,369.85,367.79,362.93,361.36,367.09,367.43,376.00,369.25,359.53,360.59,363.11,364.71,362.25
2002-11-17 21:42:06+00:00,L7,360.57,352.52,342.93,346.99,347.59,348.77,351.04,349.41,350.33,349.53,356.18,362.75,357.56,354.10,345.60,339.90,342.65,344.55
2002-11-24 21:48:26+00:00,L7,346.51,345.66,328.22,329.00,335.96,347.57,333.26,336.09,344.04,345.50,357.12,359.85,351.14,343.17,345.13,335.44,329.32,341.02
2002-12-26 21:48:36+00:00,L7,356.32,344.40,338.38,319.39,339.05,348.82,345.98,348.60,349.50,350.20,356.15,352.48,351.08,346.33,346.71,345.86,348.37,357.23
2003-01-11 21:48:38+00:00,L7,364.35,354.12,355.58,336.73,348.27,354.74,351.75,349.45,353.17,358.84,363.71,365.62,361.12,353.92,343.45,346.51,354.73,362.20
2003-01-20 21:42:33+00:00,L7,360.54,356.49,349.42,335.03,341.02,346.59,348.18,351.71,350.79,358.33,368.54,366.09,357.00,350.49,351.77,350.81,358.68,357.95
2003-02-05 21:42:41+00:00,L7,349.88,340.56,333.08,325.87,340.18,339.57,341.51,347.04,343.19,346.95,355.26,356.67,348.95,344.21,347.02,347.52,346.93,349.40
2003-02-21 21:42:44+00:00,L7,344.12,335.97,328.60,320.27,324.77,340.32,339.90,341.05,340.13,338.15,346.05,350.47,348.74,344.75,347.40,346.79,345.65,344.71
2003-03-16 21:48:58+00:00,L7,370.68,352.03,351.34,355.30,338.14,346.20,354.39,357.75,352.05,354.98,367.58,368.78,367.85,367.90,370.03,372.78,363.67,370.61
2003-03-25 21:42:41+00:00,L7,352.03,337.05,334.63,331.39,330.50,340.86,342.98,346.26,335.58,343.39,352.30,351.88,354.04,358.50,356.22,351.61,355.51,358.08
2003-04-26 21:42:49+00:00,L7,,,,,,,,,,,,,,353.42,357.61,359.75,360.94,363.55
2003-05-03 21:49:01+00:00,L7,349.99,343.10,334.07,336.71,340.84,341.83,351.67,356.97,358.66,359.68,365.73,364.30,360.16,361.58,363.77,364.34,362.78,360.59
2003-05-28 21:42:46+00:00,L7,,,,,,,,,,,,,,,366.36,369.98,363.58,360.13
2003-08-15 21:37:12+00:00,L5,333.38,319.67,325.98,332.07,329.19,313.75,319.36,326.45,326.25,325.56,320.03,318.40,336.44,351.91,354.57,352.34,356.17,360.35
2003-08-16 21:42:28+00:00,L7,323.95,,,,,,,324.02,315.89,231.10,316.33,320.07,327.61,342.16,334.03,339.04,,
2003-08-24 21:31:12+00:00,L5,,,314.29,324.84,327.55,322.50,332.79,358.27,357.40,352.28,343.95,,345.41,350.22,365.46,374.31,377.00,375.25
2003-09-25 21:31:42+00:00,L5,366.91,343.60,333.92,332.96,338.32,336.39,336.64,342.78,353.34,356.41,360.91,364.90,362.17,368.54,380.46,392.56,397.38,425.73
2003-10-18 21:38:12+00:00,L5,355.13,336.11,338.52,337.60,341.69,330.65,335.64,339.01,345.50,351.67,360.10,364.43,376.37,380.27,386.18,393.38,400.52,399.14
2003-10-19 21:42:20+00:00,L7,352.60,334.97,330.45,330.68,332.45,330.83,329.78,339.86,347.57,,,,,365.82,372.82,378.70,387.47,383.56
2003-10-26 21:48:38+00:00,L7,,,,,329.14,327.58,336.76,347.73,349.46,351.65,359.98,,365.03,,,,,
2003-11-04 21:42:27+00:00,L7,367.28,346.89,,,,,,352.55,359.32,363.65,371.93,,381.92,381.87,383.32,386.50,,
2003-11-19 21:38:38+00:00,L5,349.64,333.59,325.03,330.20,334.69,346.04,346.68,359.04,362.04,367.20,375.91,379.70,378.91,367.39,371.65,374.49,378.06,372.22
2003-11-20 21:42:43+00:00,L7,,,,,343.28,342.09,343.54,351.27,356.76,363.69,370.82,,375.02,372.55,,,,
2003-11-28 21:32:34+00:00,L5,330.56,325.98,320.10,320.68,325.22,329.89,330.28,332.39,330.08,333.04,342.47,,354.28,358.38,361.63,360.54,362.01,347.91
2003-12-05 21:38:45+00:00,L5,364.70,340.50,337.99,343.05,352.13,351.58,346.67,345.15,350.97,362.31,369.99,,378.22,382.35,392.78,393.77,389.06,386.72
2003-12-06 21:42:46+00:00,L7,370.27,341.48,336.58,340.95,,,,,,368.19,377.74,379.68,385.70,385.90,384.86,388.16,386.44,389.22
2003-12-13 21:49:01+00:00,L7,350.69,339.26,337.85,342.12,349.81,344.52,,,,,,377.98,387.51,389.35,391.64,386.73,387.16,376.97
2003-12-14 21:32:38+00:00,L5,343.26,332.89,328.88,336.52,342.04,339.97,338.10,346.67,352.03,355.93,366.98,377.92,378.66,386.19,389.35,389.20,378.33,373.20
2003-12-30 21:32:48+00:00,L5,338.00,324.48,323.26,324.05,323.69,323.58,333.10,338.00,344.36,349.45,361.20,,368.95,364.14,363.60,363.25,356.06,355.69
2004-01-22 21:39:04+00:00,L5,350.24,330.60,319.24,320.47,326.92,328.86,331.67,333.58,341.95,350.98,356.67,359.32,361.45,365.96,364.67,358.01,354.66,348.60
2004-01-23 21:43:06+00:00,L7,,325.64,328.35,331.04,334.31,332.77,338.57,343.06,346.11,355.00,359.47,,,,,,368.02,358.52
2004-02-16 21:33:00+00:00,L5,353.92,339.47,334.50,339.55,339.85,340.60,339.92,345.10,347.69,356.28,360.81,,369.92,368.62,371.81,376.88,377.89,377.48
