dates,nzd0289-0000,nzd0289-0001,nzd0289-0002,nzd0289-0003,nzd0289-0004,nzd0289-0005,nzd0289-0006,nzd0289-0007,nzd0289-0008,nzd0289-0009,nzd0289-0010,nzd0289-0011,nzd0289-0012,nzd0289-0013,nzd0289-0014,nzd0289-0015,nzd0289-0016,nzd0289-0017,satname
1999-08-12 21:53:08+00:00,357.14,345.57,344.69,340.80,345.71,354.29,355.82,361.52,359.70,368.27,377.43,369.42,380.56,377.35,371.49,378.38,386.88,381.66,L7
1999-08-21 21:46:56+00:00,352.51,338.38,337.60,338.34,344.30,352.03,352.02,354.17,350.94,363.22,369.85,368.50,369.95,361.67,357.85,367.15,378.78,374.52,L7
1999-08-28 21:53:11+00:00,350.65,336.07,335.00,337.17,343.10,350.98,350.17,352.97,349.05,361.07,368.45,366.77,363.20,361.67,354.08,364.56,374.78,370.65,L7
1999-09-22 21:47:00+00:00,352.09,337.09,335.61,339.22,342.96,350.97,350.73,352.44,349.82,361.33,371.14,369.61,361.62,357.44,356.99,367.53,373.90,367.72,L7
1999-09-29 21:53:16+00:00,353.04,336.84,336.31,339.77,344.52,351.83,353.01,355.19,351.86,364.01,373.07,365.91,361.62,357.53,358.88,368.86,373.90,366.98,L7
1999-10-24 21:46:56+00:00,353.41,338.69,339.07,341.60,345.18,352.16,353.20,354.83,354.07,365.10,372.61,366.22,364.18,359.12,360.96,369.31,372.59,365.54,L7
1999-10-31 21:53:08+00:00,354.60,339.76,341.38,343.38,345.56,353.28,355.58,356.57,356.59,365.98,372.02,365.96,366.77,362.05,362.56,369.86,372.57,365.99,L7
1999-11-16 21:53:08+00:00,355.22,340.79,342.21,343.90,346.72,354.04,357.62,358.44,358.19,367.17,372.69,365.96,366.77,363.42,364.60,369.64,371.27,365.94,L7
2000-01-19 21:53:01+00:00,354.93,341.56,343.20,344.91,348.16,355.15,357.35,358.01,358.72,367.83,372.91,367.49,367.50,365.17,366.22,370.53,371.31,365.69,L7
2000-02-04 21:53:01+00:00,354.95,342.33,343.98,345.54,348.08,355.66,356.90,358.17,359.67,368.25,372.60,367.83,368.25,365.95,367.06,370.89,370.61,365.38,L7
2000-02-13 21:46:48+00:00,354.17,341.59,343.02,344.76,347.52,354.88,356.23,357.45,359.68,365.38,369.81,366.90,365.68,364.02,365.68,368.26,366.55,362.10,L7
2000-02-20 21:52:53+00:00,354.42,342.67,344.24,346.13,348.22,355.58,357.68,359.29,362.14,365.09,369.56,367.17,367.02,366.26,367.60,369.21,366.02,361.71,L7
2000-04-01 21:46:34+00:00,353.85,344.95,347.26,348.57,348.70,355.13,357.60,359.65,364.99,363.77,367.58,368.45,370.28,368.50,369.58,367.80,362.42,360.23,L7
2000-04-17 21:46:20+00:00,353.46,345.37,346.89,349.11,349.17,355.35,357.38,358.54,363.79,363.09,367.63,369.10,371.03,369.10,369.61,367.99,362.07,359.72,L7
2000-05-03 21:46:19+00:00,352.04,345.64,345.05,349.04,350.79,355.93,356.34,357.84,362.52,361.62,368.81,370.54,368.70,370.09,369.34,367.14,360.46,358.77,L7
2000-05-19 21:46:07+00:00,351.15,345.54,344.62,349.55,350.91,355.45,354.12,355.88,361.53,359.64,367.58,370.54,368.70,369.87,367.97,367.00,360.22,357.80,L7
2000-07-13 21:51:43+00:00,350.60,344.89,344.11,348.44,349.77,355.45,354.12,355.88,361.53,359.64,367.58,370.54,368.70,369.87,367.97,367.00,360.22,357.80,L7
2000-07-29 21:51:26+00:00,349.99,344.12,342.96,347.51,348.53,354.02,353.93,356.10,361.30,357.40,366.40,369.26,368.17,368.61,366.11,365.22,358.31,356.81,L7
2000-08-14 21:51:20+00:00,348.67,343.57,341.79,347.62,348.44,351.54,352.73,353.05,357.42,356.60,367.98,370.99,368.87,369.87,364.52,363.20,362.79,360.52,L7
2000-09-15 21:50:49+00:00,347.89,341.97,340.24,345.93,346.53,348.61,348.56,350.01,353.99,356.24,367.46,371.32,368.48,367.21,362.57,361.74,361.54,360.50,L7
2000-11-27 21:44:26+00:00,348.14,338.89,337.70,340.26,342.82,348.70,352.79,354.58,354.97,356.06,361.51,367.78,373.07,362.54,361.83,360.67,367.33,366.04,L7
2000-12-13 21:44:28+00:00,349.67,338.49,337.98,340.02,342.79,348.97,352.42,354.96,352.86,351.65,358.83,367.78,373.07,361.29,361.10,361.24,365.74,365.63,L7
2001-01-05 21:50:40+00:00,350.78,340.18,340.28,342.06,345.60,352.91,355.34,357.55,354.57,354.70,362.41,373.28,369.67,361.38,362.03,363.03,367.47,366.69,L7
2001-01-14 21:44:33+00:00,352.84,340.37,340.88,342.29,346.23,351.60,354.43,357.85,355.23,351.97,358.43,369.24,366.52,361.46,362.42,363.43,367.58,366.24,L7
2001-01-21 21:50:46+00:00,352.42,340.65,341.31,343.06,346.75,352.18,353.85,357.65,356.64,351.99,358.48,368.44,366.15,361.87,362.59,364.00,367.71,366.73,L7
2001-04-04 21:44:06+00:00,355.20,342.18,344.38,345.79,350.43,356.31,357.52,360.23,360.14,355.28,360.30,369.77,367.66,364.47,365.91,368.29,368.54,366.85,L7
2001-04-20 21:44:10+00:00,354.72,342.57,344.15,346.16,350.47,355.47,356.68,359.05,359.16,356.16,361.09,371.10,368.93,365.79,367.07,368.47,369.39,367.77,L7
2001-04-27 21:50:19+00:00,354.10,342.57,344.15,346.16,350.47,355.47,356.68,359.05,359.16,356.16,361.09,371.10,368.93,365.79,367.07,368.47,367.69,366.80,L7
2001-07-25 21:43:18+00:00,351.63,341.64,340.63,346.18,350.32,352.73,351.87,351.18,357.31,366.43,368.15,376.41,374.47,372.38,371.68,370.14,367.10,367.96,L7
2001-09-11 21:42:38+00:00,352.81,342.92,341.49,345.65,349.73,351.98,357.11,355.83,355.04,362.08,368.18,376.16,374.87,370.78,369.94,368.94,366.96,366.85,L7
2001-09-18 21:48:41+00:00,352.68,342.55,340.62,344.20,347.41,349.67,356.35,354.27,349.80,356.25,366.25,376.77,374.00,370.57,368.45,367.65,366.80,364.98,L7
2001-10-04 21:48:30+00:00,355.34,344.96,342.51,344.43,348.01,349.54,358.43,356.89,346.63,353.46,362.92,374.81,376.80,373.12,369.68,367.03,365.73,363.12,L7
2001-10-13 21:42:15+00:00,354.56,344.59,341.93,344.34,347.60,349.64,356.42,353.77,345.34,350.68,361.81,372.32,375.81,373.39,369.13,366.46,365.37,362.08,L7
2001-10-20 21:48:33+00:00,356.49,345.00,342.48,344.12,347.78,351.96,360.70,356.73,345.62,351.11,361.12,369.81,378.07,375.81,370.15,367.82,365.36,360.72,L7
2001-10-29 21:42:21+00:00,356.63,343.90,341.26,343.06,346.31,350.41,357.79,353.09,344.60,350.73,359.88,370.23,377.26,375.64,370.00,367.57,366.75,360.73,L7
2002-01-17 21:42:52+00:00,358.27,345.04,342.76,344.77,347.63,351.87,360.44,356.24,347.76,354.12,360.94,371.79,377.14,376.21,370.48,369.19,368.05,362.76,L7
2002-02-02 21:42:54+00:00,357.83,343.70,342.05,344.51,345.86,349.86,358.91,354.98,347.76,354.12,360.94,371.79,377.14,372.67,368.24,366.66,365.13,361.22,L7
2002-02-18 21:42:54+00:00,357.42,342.98,341.55,343.94,345.40,349.60,358.21,355.31,347.83,350.89,359.06,368.53,374.19,370.30,366.83,365.67,364.85,361.45,L7
2002-02-25 21:49:11+00:00,356.61,342.62,341.34,344.14,345.45,350.27,357.72,355.47,347.76,351.26,359.25,368.28,372.60,369.86,366.54,365.52,364.59,361.88,L7
2002-03-13 21:49:08+00:00,355.79,341.65,340.97,343.87,344.86,350.88,356.98,352.98,346.52,349.94,357.97,366.73,370.69,368.83,364.83,364.42,363.71,361.23,L7
2002-03-22 21:42:52+00:00,355.42,341.23,340.76,343.84,344.73,351.23,357.09,351.64,346.54,349.99,356.96,363.55,368.77,367.22,362.86,363.14,363.10,361.05,L7
2002-04-07 21:42:52+00:00,354.07,340.33,339.43,343.06,344.56,351.52,356.02,350.33,346.25,348.55,356.84,362.69,365.81,365.01,361.37,362.10,362.20,360.96,L7
2002-04-14 21:49:02+00:00,355.26,340.67,340.34,343.76,345.47,353.06,357.79,351.82,348.89,350.03,356.40,362.52,365.29,363.89,360.52,361.52,361.41,361.19,L7
2002-05-16 21:48:57+00:00,353.62,339.52,340.14,342.68,343.80,350.95,355.14,349.11,349.40,348.27,352.14,360.74,358.36,359.38,356.42,357.77,356.84,359.58,L7
2002-06-10 21:42:36+00:00,353.62,339.52,340.14,342.68,343.80,350.95,355.14,349.11,349.40,348.27,352.14,360.74,358.36,359.38,354.72,355.96,354.62,357.44,L7
2002-07-19 21:48:33+00:00,351.60,337.83,338.50,340.93,342.33,349.74,352.50,345.85,346.52,343.91,349.97,357.34,355.78,356.85,352.65,353.91,352.36,354.97,L7
2002-09-05 21:48:14+00:00,353.62,345.33,343.56,343.92,346.12,353.73,352.89,343.14,347.96,347.50,352.02,361.71,358.08,360.41,352.86,354.54,351.85,354.15,L7
2002-09-14 21:41:55+00:00,354.92,347.34,343.56,341.19,344.29,350.39,351.14,345.09,350.00,349.42,351.14,362.50,358.15,359.62,353.26,353.30,349.74,352.44,L7
2002-09-30 21:41:47+00:00,356.87,350.24,342.82,340.84,343.78,350.01,351.02,348.56,354.12,353.73,352.91,365.64,358.68,358.68,353.47,352.01,347.43,350.91,L7
2002-10-16 21:41:48+00:00,355.90,352.06,341.99,340.66,339.43,342.93,346.14,345.54,348.86,351.69,350.29,365.80,355.97,356.43,350.59,348.01,343.08,346.15,L7
2002-10-23 21:48:03+00:00,356.66,350.82,342.50,341.80,340.92,344.63,348.09,347.70,350.14,353.28,353.39,366.70,357.59,357.07,351.62,348.29,343.60,347.72,L7
2002-11-01 21:41:54+00:00,356.97,351.19,343.91,343.75,343.18,346.98,348.87,347.55,349.90,353.68,354.23,366.90,358.10,356.34,351.72,349.03,345.04,348.49,L7
2002-11-17 21:42:06+00:00,357.09,352.83,343.59,345.28,344.64,348.23,349.49,349.02,348.43,351.72,357.62,365.32,359.76,355.14,350.19,347.43,345.02,347.22,L7
2002-11-24 21:48:26+00:00,358.20,353.24,342.98,344.31,344.87,349.45,349.58,349.84,349.77,352.64,358.77,365.85,359.90,354.78,350.70,347.20,344.42,347.50,L7
