dates,nzd0289-0000,nzd0289-0001,nzd0289-0002,nzd0289-0003,nzd0289-0004,nzd0289-0005,nzd0289-0006,nzd0289-0007,nzd0289-0008,nzd0289-0009,nzd0289-0010,nzd0289-0011,nzd0289-0012,nzd0289-0013,nzd0289-0014,nzd0289-0015,nzd0289-0016,nzd0289-0017,satname
1999-08-12 21:53:08+00:00,357.14,345.57,344.69,340.80,345.71,354.29,355.82,361.52,359.70,368.27,377.43,369.42,380.56,377.35,371.49,378.38,386.88,381.66,L7
1999-08-21 21:46:56+00:00,347.88,331.19,330.50,335.88,342.90,349.77,348.22,346.82,342.18,358.16,362.26,367.58,359.34,345.99,344.21,355.93,370.69,367.39,L7
1999-08-28 21:53:11+00:00,346.94,331.45,329.80,334.83,340.70,348.87,346.47,350.56,345.27,356.77,365.67,363.32,349.71,,346.53,359.37,366.76,362.89,L7
1999-09-22 21:47:00+00:00,356.41,340.16,337.43,345.36,342.52,350.95,352.39,350.85,352.15,362.11,379.22,378.12,356.89,348.97,365.73,376.46,371.28,358.95,L7
1999-09-29 21:53:16+00:00,356.81,335.84,339.11,341.98,350.76,355.25,362.15,366.21,359.98,374.72,380.79,351.10,,357.80,366.45,374.16,373.88,364.03,L7
1999-10-24 21:46:56+00:00,355.27,347.93,352.91,350.72,348.52,353.82,354.18,353.02,365.12,370.54,370.28,367.78,374.42,365.47,371.35,371.59,366.07,358.31,L7
1999-10-31 21:53:08+00:00,361.75,346.17,355.25,354.09,347.80,360.03,369.81,366.98,371.75,371.30,368.47,364.39,379.68,376.74,372.14,373.11,372.46,368.72,L7
1999-11-16 21:53:08+00:00,359.59,347.97,347.97,347.56,354.87,359.35,371.89,371.58,369.40,375.49,377.41,,,371.65,378.91,368.11,362.13,365.54,L7
2000-01-19 21:53:01+00:00,352.56,347.78,351.13,353.01,359.67,363.99,355.25,354.53,362.92,373.13,374.67,378.23,371.90,377.40,379.15,377.70,371.67,363.72,L7
2000-02-04 21:53:01+00:00,355.17,349.22,350.99,351.22,347.32,360.24,352.83,359.64,368.19,372.03,369.76,370.56,373.49,372.21,374.62,374.06,364.26,362.63,L7
2000-02-13 21:46:48+00:00,349.32,338.24,335.08,333.00,340.10,346.55,349.14,354.28,359.88,339.53,349.62,361.01,360.02,359.96,357.75,352.15,346.27,348.84,L7
2000-02-20 21:52:53+00:00,350.36,341.89,342.71,349.56,349.96,356.73,362.69,365.21,366.77,355.25,359.72,370.01,370.06,366.13,363.39,365.39,365.38,363.49,L7
2000-04-01 21:46:34+00:00,346.79,340.39,342.07,349.37,341.38,340.36,345.03,352.00,355.89,352.91,370.69,367.19,362.37,358.45,359.36,360.32,351.08,350.59,L7
2000-04-17 21:46:20+00:00,350.35,348.70,343.93,353.50,352.95,357.11,355.57,349.63,354.23,357.66,368.04,373.65,376.30,373.87,369.84,369.46,359.33,355.63,L7
2000-05-03 21:46:19+00:00,352.15,350.95,346.48,355.12,360.03,363.14,358.31,355.85,362.85,367.00,380.57,373.13,366.76,381.04,371.69,369.95,363.54,359.71,L7
2000-05-19 21:46:07+00:00,352.53,347.16,344.56,351.63,355.86,,,,,,,,,,,,,,L7
2000-07-13 21:51:43+00:00,346.13,339.67,340.00,339.54,340.67,,,,,,,,,,,,,,L7
2000-07-29 21:51:26+00:00,347.15,340.84,340.78,344.63,348.46,,,,,,,,,,,,,,L7
2000-08-14 21:51:20+00:00,343.92,338.94,333.80,337.57,338.18,340.34,342.05,342.55,347.38,350.16,360.89,,,,358.30,350.90,374.62,373.17,L7
2000-09-15 21:50:49+00:00,344.08,329.14,330.29,336.10,334.74,342.10,341.85,350.00,349.62,353.48,357.12,,,355.47,353.66,358.05,359.11,363.41,L7
2000-11-27 21:44:26+00:00,359.43,345.86,343.63,343.48,352.07,363.65,374.47,371.19,367.92,364.54,366.53,367.78,373.07,369.60,373.53,373.06,368.27,361.54,L7
2000-12-13 21:44:28+00:00,357.32,336.47,339.37,338.79,342.62,349.80,351.29,356.11,346.51,338.43,350.79,,,358.80,358.92,362.94,360.96,364.41,L7
2001-01-05 21:50:40+00:00,357.46,350.37,354.06,354.30,362.49,368.67,367.05,367.89,361.40,366.91,376.70,378.79,366.28,361.67,365.76,370.19,374.37,370.94,L7
2001-01-14 21:44:33+00:00,360.52,341.00,344.22,341.13,345.07,345.02,349.85,359.33,358.54,338.29,338.57,361.15,360.21,361.74,364.36,365.43,368.16,363.94,L7
2001-01-21 21:50:46+00:00,349.52,342.60,344.33,348.49,350.38,355.68,350.39,356.47,365.10,352.09,358.76,366.06,365.06,363.96,363.58,367.43,368.49,369.72,L7
2001-04-04 21:44:06+00:00,346.98,336.79,340.70,348.55,349.96,355.03,352.06,350.42,361.35,371.44,370.42,375.07,373.66,371.07,369.34,370.71,370.99,370.53,L7
2001-04-20 21:44:10+00:00,351.80,344.88,342.71,348.37,350.68,350.43,351.68,351.94,353.27,361.43,365.88,377.74,375.27,373.68,374.02,369.56,374.52,373.34,L7
2001-04-27 21:50:19+00:00,349.75,,,,,,,,,,,,,,,,355.79,360.01,L7
2001-07-25 21:43:18+00:00,357.99,343.24,338.48,341.62,,,,,,,,,,,,,,,L7
2001-09-11 21:42:38+00:00,357.55,346.78,344.05,344.04,348.54,350.48,367.59,365.13,350.51,353.37,368.25,375.66,375.68,367.60,366.47,366.56,366.52,363.52,L7
2001-09-18 21:48:41+00:00,351.98,341.05,337.15,338.44,340.45,342.74,354.07,349.59,334.05,338.78,360.47,378.63,371.37,369.92,363.98,363.77,366.18,357.49,L7
2001-10-04 21:48:30+00:00,362.99,348.83,350.16,349.68,352.38,354.52,360.36,360.91,348.69,360.25,357.08,367.19,384.86,381.27,374.25,368.24,365.66,361.26,L7
2001-10-13 21:42:15+00:00,349.86,342.75,339.03,343.89,345.97,350.01,348.38,341.27,340.16,339.59,357.37,362.38,371.87,374.47,366.92,364.16,363.53,356.84,L7
2001-10-20 21:48:33+00:00,365.33,347.38,346.04,347.08,351.57,362.06,373.08,366.73,354.67,363.57,362.42,365.20,386.58,385.77,379.12,376.35,374.47,365.20,L7
2001-10-29 21:42:21+00:00,350.68,337.27,333.93,336.69,338.92,342.66,343.26,334.90,339.54,348.84,353.69,372.33,373.19,374.79,369.25,366.36,364.11,360.10,L7
