dates,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0080,nzd0532-0081,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088,satname
2000-08-19 22:11:49+00:00,341.89,300.02,321.43,324.74,327.75,322.73,319.33,319.07,325.90,339.76,338.12,328.14,325.86,335.90,339.88,340.04,338.30,339.79,338.83,336.40,336.41,331.20,338.22,344.18,354.65,358.12,349.35,346.46,344.85,342.86,340.59,329.86,323.23,320.87,319.37,323.83,324.34,331.08,334.06,339.45,340.01,336.85,334.57,335.33,336.72,342.92,339.26,330.05,328.24,323.52,315.73,319.72,309.54,307.25,304.60,293.82,285.07,278.82,271.94,282.71,279.85,279.52,278.95,281.86,286.30,283.83,284.19,286.25,288.34,286.31,287.43,286.05,285.98,285.94,283.60,285.88,286.38,287.66,288.92,284.02,282.64,282.60,281.88,291.06,305.49,311.46,306.59,305.23,303.05,L7
2000-09-27 22:17:24+00:00,338.87,296.12,318.49,321.43,324.95,321.59,318.58,317.95,326.09,338.80,338.19,329.87,327.40,335.72,338.78,340.12,338.88,339.57,337.70,336.71,336.06,331.66,335.38,342.09,354.50,356.89,351.88,347.84,344.11,341.13,337.58,329.32,323.68,320.59,319.89,322.42,323.78,330.92,333.40,338.41,338.91,336.55,333.64,334.61,335.63,342.02,339.21,331.62,328.85,323.44,318.06,319.15,311.91,309.19,306.41,296.51,288.42,282.36,275.74,282.89,281.24,281.70,280.45,282.33,284.53,283.77,285.73,286.57,288.19,287.28,288.50,288.61,288.70,287.27,285.47,288.33,288.72,289.92,290.40,285.71,284.40,282.74,283.00,290.43,304.16,309.86,304.94,303.25,301.78,L7
2000-12-25 22:11:14+00:00,326.93,305.50,312.12,313.51,314.68,308.98,303.81,303.22,313.23,331.01,327.39,320.78,317.67,326.86,331.31,332.37,331.85,331.03,334.32,337.61,335.01,333.04,326.85,337.91,354.20,354.44,356.96,350.60,342.63,337.65,331.56,328.24,324.59,320.04,320.94,319.60,322.66,330.59,332.08,336.32,336.70,332.97,326.23,326.24,330.37,335.79,330.52,329.11,323.92,323.17,325.06,317.99,319.03,315.02,311.85,304.59,298.47,292.95,287.15,283.24,284.03,286.06,283.47,283.26,281.00,283.64,288.80,287.54,287.73,290.17,291.72,296.29,296.87,291.25,291.10,295.71,295.74,296.69,294.83,290.80,289.66,283.15,286.34,288.54,300.18,305.07,300.01,297.31,297.97,L7
2001-01-10 22:11:15+00:00,331.55,312.06,316.24,318.90,319.97,316.45,312.41,308.50,319.48,335.49,332.96,327.19,323.65,331.79,335.05,335.92,336.27,336.12,341.81,340.45,342.60,339.06,337.27,342.09,353.78,355.58,354.54,351.85,345.95,341.36,336.36,331.34,330.55,325.57,325.25,327.53,329.89,335.62,339.78,342.77,345.13,338.82,332.43,332.53,333.76,338.50,335.84,332.36,327.85,327.42,327.61,322.10,319.03,315.02,311.85,304.59,298.47,292.95,287.15,283.24,284.03,286.06,283.47,283.26,281.00,283.64,288.80,287.54,287.73,290.17,291.72,296.29,296.87,291.25,291.10,295.71,295.74,296.69,294.83,290.80,289.66,283.15,286.34,288.54,300.18,305.07,300.01,297.31,297.97,L7
2001-03-22 22:17:09+00:00,331.90,313.12,317.10,321.51,322.25,318.72,315.39,308.37,323.70,337.95,341.13,338.47,335.11,337.87,336.40,339.37,340.80,341.05,342.02,342.05,342.49,340.74,340.78,345.90,355.11,355.48,354.22,351.94,345.41,341.90,337.22,331.39,329.66,325.01,323.97,327.20,331.69,337.23,340.71,343.67,345.22,339.45,333.98,335.06,336.10,342.49,338.91,334.86,329.74,327.84,328.31,322.99,319.55,315.90,313.05,306.87,302.59,296.56,290.76,288.25,286.17,287.09,285.46,286.12,284.59,288.65,293.23,293.92,291.87,294.41,295.13,299.21,299.70,295.05,295.25,299.64,299.17,300.99,298.94,295.27,294.79,288.50,291.01,293.85,306.46,310.34,306.90,302.06,303.87,L7
2001-04-07 22:17:01+00:00,331.95,314.13,319.45,323.12,323.10,318.35,315.51,308.01,324.38,338.36,342.53,338.77,334.82,337.56,336.77,339.91,341.37,341.88,344.64,344.01,345.38,343.47,345.32,348.29,356.16,355.84,354.78,353.76,346.85,344.33,339.25,332.79,332.17,326.53,323.02,328.12,332.54,336.64,341.93,343.75,345.81,341.06,334.77,334.69,336.75,343.52,339.81,335.29,329.91,328.40,328.92,324.30,318.12,314.50,312.69,307.94,304.16,297.86,292.98,290.26,287.43,286.56,285.92,287.36,286.93,291.77,296.06,298.06,294.92,297.00,297.62,301.04,301.01,297.12,296.94,300.95,299.60,302.22,299.24,296.95,295.51,292.40,293.36,298.06,306.94,312.94,309.42,304.93,308.81,L7
2001-04-16 22:10:54+00:00,332.29,313.97,319.99,323.11,322.45,319.93,315.35,308.16,323.81,336.97,341.81,338.72,333.77,337.46,337.37,340.64,341.96,342.47,343.72,344.34,345.74,344.43,344.44,348.03,355.47,355.77,353.02,351.76,344.08,342.92,336.25,330.74,329.74,325.69,321.93,326.81,330.97,335.67,341.93,343.75,345.81,341.06,334.77,334.69,336.75,343.52,339.81,335.29,329.91,328.40,328.92,324.30,318.12,314.50,312.69,307.94,304.16,297.86,292.98,290.26,287.43,286.56,285.92,287.36,286.93,291.77,296.06,298.06,294.92,297.00,297.62,301.04,301.01,297.12,296.94,300.95,299.60,302.22,299.24,296.95,295.51,292.40,293.36,298.06,306.94,312.94,309.42,304.93,308.81,L7
2001-07-05 22:10:09+00:00,338.47,312.83,323.84,326.72,325.64,324.85,321.83,316.15,329.93,340.40,345.73,340.55,336.92,341.99,341.71,344.16,344.14,345.54,342.96,342.82,343.59,342.68,343.67,346.67,355.47,355.77,353.39,350.60,344.08,342.92,336.25,330.74,329.74,325.69,321.93,326.81,330.97,335.67,341.93,343.75,345.81,344.74,339.47,339.81,339.91,347.28,345.76,339.76,334.16,328.40,328.92,324.30,318.12,314.50,312.69,307.94,304.16,297.86,292.98,290.26,287.43,286.56,285.92,287.36,286.93,291.77,296.06,298.06,294.92,297.00,297.62,301.04,301.01,297.12,296.94,300.95,299.60,302.22,299.24,296.95,295.51,292.40,293.36,298.06,306.94,312.94,309.42,304.93,308.81,L7
2001-08-13 22:15:49+00:00,335.99,307.77,322.25,324.86,323.49,323.50,320.09,315.61,328.03,338.64,344.16,338.93,336.21,340.23,341.37,343.18,341.97,343.64,341.26,342.07,342.02,340.97,341.50,346.77,356.17,356.81,354.97,351.01,343.37,341.25,334.65,329.86,327.89,323.51,320.70,324.10,329.13,333.72,338.69,340.79,342.69,341.78,336.69,337.33,340.18,347.64,344.35,338.19,332.91,327.00,326.51,321.31,317.60,313.68,313.83,307.45,303.01,297.24,293.93,289.16,286.43,285.67,285.08,285.69,284.56,288.69,292.23,295.70,293.55,294.56,295.58,298.59,298.98,295.67,294.21,298.44,297.31,300.09,296.92,294.61,290.76,288.79,289.58,295.67,303.90,311.52,307.51,304.10,306.27,L7
2001-11-01 22:15:17+00:00,336.54,302.90,320.80,322.89,321.88,321.86,319.89,316.87,327.83,340.77,343.16,337.31,336.50,339.82,342.99,342.50,339.54,341.78,339.91,338.01,338.46,335.81,336.55,339.01,349.04,354.69,354.00,348.70,345.71,338.63,331.22,326.74,327.85,322.07,319.75,320.76,325.12,327.57,330.06,334.66,338.36,337.06,331.97,332.12,338.66,342.66,339.47,332.11,327.49,322.69,321.44,315.60,314.56,310.01,312.46,303.69,297.91,291.62,289.40,282.51,279.56,279.55,278.10,278.54,278.90,280.86,283.48,287.50,286.59,286.22,287.20,289.29,289.98,286.53,285.92,289.77,289.71,292.09,289.27,289.93,281.24,277.77,280.25,286.43,294.75,302.89,300.96,299.90,297.37,L7
2001-11-26 22:09:21+00:00,340.89,308.21,321.97,323.84,324.90,324.22,319.94,318.81,330.04,341.98,345.09,339.43,338.51,341.69,345.22,345.24,342.69,345.74,342.56,341.23,341.95,338.71,338.88,343.97,358.40,360.43,358.54,354.08,350.88,345.51,338.10,333.52,331.16,326.74,324.48,324.22,329.31,331.54,334.37,337.54,341.17,341.01,337.98,337.80,342.59,345.26,343.17,336.73,331.44,327.25,324.39,321.09,320.91,311.15,312.61,304.33,299.11,292.88,289.60,284.15,280.02,280.83,278.18,278.62,278.96,282.21,285.44,288.71,287.42,287.68,288.45,291.91,292.01,287.61,287.72,290.61,291.19,293.61,290.73,291.03,285.55,277.77,280.25,286.43,300.87,307.06,305.39,302.33,300.16,L7
2001-12-19 22:15:37+00:00,343.17,314.65,328.90,330.14,330.31,328.65,324.60,322.07,332.38,345.29,347.88,341.73,340.83,343.70,347.26,347.45,345.35,348.16,345.33,344.31,344.65,342.01,342.04,347.67,361.04,364.19,361.57,356.62,354.12,348.31,340.87,335.77,332.04,328.38,326.87,327.87,333.35,335.82,339.36,341.23,344.71,343.15,339.82,339.21,343.42,347.66,346.01,339.76,334.30,329.51,327.21,323.46,322.42,314.61,314.81,306.36,299.73,294.02,291.59,287.12,282.36,281.75,281.31,282.24,283.28,284.93,289.30,292.57,292.42,291.63,292.86,295.16,294.76,293.05,292.14,298.06,300.73,302.30,300.00,302.32,294.99,288.82,290.32,296.96,306.24,312.21,311.22,306.89,305.53,L7
2002-04-03 22:09:32+00:00,344.27,324.24,332.89,334.24,335.27,331.78,327.77,325.79,335.57,349.49,351.63,345.56,344.81,347.78,350.21,351.67,352.16,355.28,352.14,348.41,348.63,345.95,344.26,349.81,361.04,365.28,364.32,360.67,356.68,351.61,342.90,337.41,333.00,330.39,327.62,328.95,334.54,336.83,339.89,341.53,344.88,343.66,340.93,339.74,344.11,348.55,347.26,341.63,335.08,330.19,328.65,325.53,324.36,315.46,314.38,306.32,299.40,293.36,290.17,287.18,281.66,281.04,280.61,282.21,284.44,285.73,290.88,293.09,292.95,292.27,293.31,295.66,294.72,293.14,293.26,299.61,303.39,304.46,302.56,308.52,301.87,292.44,294.47,300.00,309.04,313.38,313.72,308.37,306.98,L7
2002-05-21 22:09:29+00:00,350.64,321.69,333.45,335.42,335.91,332.81,328.43,326.67,335.34,347.78,350.58,346.01,345.53,348.62,349.73,353.11,352.70,356.63,351.65,350.19,350.32,346.77,347.28,353.17,362.98,367.65,367.71,364.54,356.54,352.52,345.21,340.40,333.05,331.13,329.96,330.83,334.70,338.97,343.19,342.97,344.80,349.23,347.67,346.31,348.19,352.66,352.54,347.40,341.11,336.34,332.99,331.32,330.27,319.21,317.16,309.02,301.54,296.43,293.78,291.74,285.15,283.95,284.51,285.94,287.67,289.00,295.12,297.63,298.25,297.04,298.51,301.04,299.55,299.57,298.36,306.36,311.74,312.52,310.72,308.52,301.87,310.91,310.45,318.02,317.73,321.53,321.47,313.88,313.69,L7
2002-07-31 22:15:11+00:00,342.25,303.77,323.27,324.45,323.03,322.12,325.16,322.96,332.11,346.65,347.79,341.34,340.99,344.14,345.09,351.33,351.32,355.55,349.84,343.06,343.11,337.71,341.28,346.85,354.87,355.59,357.29,356.60,344.56,341.56,334.61,331.57,326.71,324.96,321.92,322.55,320.96,328.75,332.26,333.30,332.27,,,,,,,,,,330.20,327.59,321.95,322.80,323.55,317.53,306.70,301.56,297.26,290.53,286.88,284.69,291.56,291.21,289.72,285.90,292.02,297.21,301.32,294.07,295.34,295.08,295.34,298.82,298.33,302.88,305.56,305.54,304.98,306.02,304.82,304.53,299.27,304.58,314.65,332.21,323.76,320.59,320.45,L7
2002-08-09 22:08:57+00:00,352.22,303.77,323.27,328.20,326.08,323.88,325.91,322.44,334.21,345.37,348.22,339.05,337.61,341.17,341.86,341.71,340.42,344.46,339.98,336.66,338.28,334.85,340.99,347.53,358.70,358.18,355.05,350.77,334.35,324.01,334.61,331.57,326.71,324.96,321.92,322.55,320.96,328.75,332.26,333.30,332.27,,,,,,,,,,330.20,327.59,321.95,322.80,323.55,317.53,306.70,301.56,297.26,290.53,286.88,284.69,291.56,291.21,289.72,285.90,292.02,297.21,301.32,294.07,295.34,295.08,295.34,298.82,298.33,302.88,305.56,305.54,304.98,306.02,304.82,304.53,299.27,304.58,314.65,332.21,323.76,320.59,320.45,L7
2002-09-26 22:08:32+00:00,350.48,311.59,323.31,327.52,323.04,323.93,324.51,321.91,331.91,345.81,347.83,339.51,337.37,340.76,340.73,341.72,343.31,346.48,339.38,335.84,330.34,326.71,340.99,347.53,358.70,358.18,355.05,350.77,334.35,324.01,334.61,331.57,326.71,324.96,321.92,322.55,320.96,328.75,332.26,333.30,332.27,,,,,,,,,,330.20,327.59,321.95,322.80,323.55,317.53,306.70,301.56,297.26,290.53,286.88,284.69,291.56,291.21,289.72,285.90,292.02,297.21,301.32,294.07,295.34,295.08,295.34,298.82,298.33,302.88,305.56,305.54,304.98,306.02,304.82,304.53,299.27,304.58,314.65,332.21,323.76,320.59,320.45,L7
2002-10-19 22:14:44+00:00,346.11,310.10,320.95,325.70,322.19,321.69,319.92,317.80,327.79,341.62,344.73,337.24,332.48,336.19,337.20,339.45,339.37,342.53,334.65,339.32,334.92,330.84,342.66,348.03,358.14,357.37,356.11,353.70,340.39,333.04,337.92,333.65,329.86,326.38,322.56,326.39,325.32,334.34,338.14,339.58,339.42,340.54,341.75,,,,,,,,330.20,327.59,321.95,322.80,323.55,317.53,306.70,301.56,297.26,290.53,286.88,284.69,291.56,289.06,285.72,284.33,289.52,293.68,295.07,291.27,292.48,295.63,295.93,297.08,294.48,299.86,299.75,302.47,300.27,299.93,298.35,297.36,294.04,301.33,308.07,321.28,315.06,309.52,310.42,L7
2002-10-28 22:08:34+00:00,344.84,312.45,320.95,325.64,321.38,321.06,318.89,316.82,326.92,340.51,343.79,336.33,332.19,335.35,336.76,338.64,339.05,343.06,336.20,339.88,336.17,332.77,341.65,346.62,357.08,357.80,355.36,352.98,340.69,333.26,335.65,330.53,326.68,324.08,320.75,325.12,326.97,333.81,336.52,338.28,339.45,339.58,338.46,336.48,336.69,342.16,341.48,333.84,328.10,327.93,326.59,326.26,325.19,328.14,324.68,316.62,312.78,305.30,309.26,290.53,301.54,284.69,291.56,289.06,285.72,284.33,289.52,293.68,295.07,291.27,292.48,295.63,295.93,297.08,294.48,299.86,299.75,302.47,300.27,299.93,298.35,297.36,294.04,301.33,308.07,321.28,315.06,309.52,310.42,L7
2002-11-13 22:08:42+00:00,343.38,314.40,321.69,325.32,321.91,321.33,319.54,317.45,328.29,340.99,343.75,336.90,333.61,336.56,337.66,339.74,340.51,344.05,337.62,339.65,336.17,332.77,341.65,346.62,357.08,357.80,355.36,352.98,340.69,333.26,335.65,330.53,326.68,324.08,320.75,325.12,324.68,330.28,330.75,332.56,339.45,339.58,338.46,336.48,336.69,342.16,341.48,333.84,328.10,327.93,326.59,326.26,325.19,328.14,324.68,316.62,312.78,305.30,309.26,290.53,301.54,284.69,291.56,289.06,285.72,284.33,289.52,293.68,295.07,291.27,292.48,295.63,295.93,297.08,294.48,299.86,299.75,302.47,300.27,299.93,298.35,297.36,294.04,301.33,308.07,321.28,315.06,309.52,310.42,L7
2002-12-31 22:09:08+00:00,339.53,314.87,319.48,323.48,320.49,319.96,317.81,315.63,327.28,340.33,342.03,334.95,330.73,334.95,336.46,337.29,338.18,341.27,337.00,337.59,333.79,332.41,338.77,345.43,355.07,355.91,353.94,351.92,340.38,331.25,332.95,327.05,323.68,322.25,318.80,323.28,325.07,329.17,327.56,325.64,343.04,339.58,338.46,336.48,336.69,342.16,341.48,333.84,328.10,327.93,326.59,326.26,325.19,328.14,324.68,316.62,312.78,305.30,309.26,290.53,301.54,284.69,291.56,289.06,285.72,284.33,289.52,293.68,295.07,291.27,292.48,295.63,295.93,297.08,294.48,299.86,299.75,302.47,300.27,299.93,298.35,297.36,294.04,301.33,308.07,321.28,315.06,309.52,310.42,L7
2003-03-21 22:09:27+00:00,336.94,316.44,317.72,320.79,317.40,317.77,321.04,318.73,329.25,343.81,343.53,339.94,335.69,339.65,340.49,343.25,344.53,345.99,341.85,339.77,334.29,329.53,329.01,344.50,352.58,354.29,354.32,354.24,345.79,339.52,332.95,327.05,323.68,321.03,318.80,323.28,325.07,329.17,327.56,325.64,343.04,339.58,338.46,336.48,336.69,342.16,341.48,333.84,328.10,327.93,322.98,324.94,328.44,333.48,325.81,315.72,318.87,309.04,321.26,,316.20,,,286.91,281.72,282.76,287.03,290.15,288.82,288.47,289.62,296.19,296.52,295.34,290.62,296.83,293.93,299.39,295.57,293.84,291.87,290.18,288.82,298.08,301.49,310.36,306.36,298.46,300.39,L7
2003-04-13 22:15:43+00:00,336.35,314.57,317.61,322.01,320.79,317.81,321.49,319.86,331.38,343.42,343.52,340.42,336.56,341.32,342.56,345.44,344.63,346.41,344.41,343.06,342.76,338.01,333.57,347.52,356.04,357.32,357.97,357.00,349.16,343.55,336.74,330.84,326.72,324.22,322.31,324.99,328.12,332.15,332.11,330.62,347.60,344.40,343.99,341.56,348.36,350.67,344.62,337.18,331.81,330.15,325.66,324.24,326.32,327.39,321.19,315.12,311.97,304.49,309.36,291.30,301.78,290.17,287.99,287.95,284.85,288.07,294.85,296.73,293.49,295.01,294.81,303.05,303.02,298.89,295.89,303.02,301.14,306.42,301.36,301.10,299.12,295.62,295.66,300.99,307.38,314.71,312.78,305.47,309.74,L7
