dates,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0080,nzd0532-0081,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088,satname
2008-05-05 22:10:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.09,339.13,329.33,,319.89,299.81,307.47,306.08,298.99,292.96,299.88,310.74,302.34,310.00,296.13,287.27,282.98,277.84,,,,,,,,,,,272.96,284.55,283.03,279.81,283.10,282.43,282.13,276.76,285.76,,,,,,,313.48,307.92,311.82,L7
2008-06-29 22:16:33+00:00,354.30,319.68,341.47,338.83,,,,,,,,,,,,,,,,,348.11,352.86,340.22,347.54,358.99,362.28,360.29,357.90,356.67,353.48,345.52,344.09,344.55,331.31,324.07,324.92,330.91,339.08,347.92,336.73,353.67,344.80,352.11,342.76,316.28,352.31,338.16,332.78,335.03,323.63,319.36,314.31,317.52,312.47,310.06,310.48,304.83,298.41,287.12,288.23,280.66,281.89,,,285.08,290.09,293.48,295.22,291.31,299.58,302.50,303.09,301.56,293.25,292.61,300.72,304.34,307.09,305.77,304.54,,,298.89,304.47,317.83,330.53,318.65,314.99,320.94,L7
2008-08-09 22:09:59+00:00,328.37,310.19,324.39,332.60,328.91,323.00,318.92,311.91,326.24,337.76,338.95,333.32,331.64,335.41,337.05,338.28,339.20,343.16,339.69,335.66,333.54,331.98,329.32,,,,345.36,346.20,338.24,338.06,331.74,328.99,332.52,327.36,323.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-09-01 22:15:59+00:00,344.95,337.24,339.15,340.44,338.69,337.30,332.35,332.32,339.17,354.35,357.26,351.03,346.33,348.40,352.07,348.96,355.73,353.20,352.99,349.75,350.66,341.48,339.99,344.89,353.74,364.32,356.63,358.61,357.37,353.50,349.00,345.45,345.61,340.81,337.77,332.90,335.19,340.43,345.42,347.48,352.84,350.03,346.89,344.99,350.60,352.21,348.02,341.38,335.51,329.82,324.55,319.63,321.03,318.81,317.18,309.71,298.23,294.98,294.10,291.36,284.47,283.98,286.96,284.46,284.70,,,284.75,287.65,284.42,286.20,285.07,281.50,281.55,278.19,282.35,288.81,287.39,284.23,282.66,282.05,285.35,,,299.42,312.78,306.94,302.73,297.96,L7
2008-10-12 22:09:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.57,348.77,355.53,348.59,347.96,353.13,355.70,356.56,345.61,336.34,336.10,332.96,327.12,320.20,320.64,310.77,305.24,297.79,294.52,287.67,,,,,,,,,,,295.57,297.91,302.39,302.57,297.37,294.98,295.82,294.52,300.88,296.24,,,,,,,,312.30,308.68,309.20,L7
2008-10-19 22:15:43+00:00,,,,,,341.96,,334.33,342.02,353.72,359.30,351.70,351.21,351.49,357.56,352.06,357.01,354.66,355.64,356.44,352.16,344.95,344.53,343.34,355.09,364.74,362.58,359.97,359.63,357.57,348.74,346.16,,,,,,,,,,,,,345.15,348.78,348.31,339.91,335.69,331.70,323.29,317.93,315.58,311.79,310.59,299.55,294.23,288.29,288.87,287.00,288.25,286.69,289.60,287.82,293.85,288.19,286.39,291.39,295.44,,,,280.94,280.12,278.20,288.54,295.49,295.89,292.68,288.24,297.65,289.99,284.65,296.70,307.86,,,309.89,313.66,L7
2008-10-27 22:10:37+00:00,330.48,319.33,327.35,330.64,337.81,335.74,331.87,325.36,338.85,352.24,352.84,348.34,341.42,338.88,343.73,349.28,353.27,352.74,350.53,343.69,339.43,344.69,343.98,346.57,354.39,359.08,362.41,366.54,357.65,353.03,355.45,342.69,337.01,334.05,331.70,333.01,338.73,336.71,341.83,354.03,357.25,351.58,344.23,335.98,337.36,338.05,338.18,336.92,335.75,323.89,322.06,319.84,315.50,312.21,305.47,299.93,296.01,291.60,285.03,283.84,279.30,278.06,277.72,281.42,280.38,284.72,289.33,292.27,290.78,295.11,295.24,290.19,290.78,285.20,287.17,288.84,291.83,295.17,291.55,294.83,295.65,291.64,289.52,297.90,310.68,313.62,310.62,297.21,299.82,L5
2008-11-13 22:09:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.91,295.57,292.18,290.00,288.53,284.48,285.87,292.17,301.81,,,,,L7
2008-11-28 22:10:42+00:00,341.03,328.95,335.43,330.47,338.23,334.55,331.86,326.69,341.02,349.44,353.50,347.78,341.77,346.44,348.05,351.03,350.93,356.04,354.67,352.88,351.36,342.34,345.56,346.50,359.16,366.79,368.63,365.26,359.17,359.20,351.56,343.11,334.45,333.64,334.68,341.12,341.45,341.25,339.49,342.79,350.78,350.44,347.99,344.82,349.45,352.78,346.98,336.34,333.62,331.69,326.90,321.07,316.81,315.10,310.84,302.70,293.81,295.07,289.76,283.97,282.20,281.68,280.24,281.94,271.94,275.15,278.12,278.88,281.09,281.39,279.63,281.94,279.33,275.68,277.78,280.73,286.13,284.35,287.40,281.99,281.81,279.64,280.33,287.41,295.90,300.43,300.18,294.04,293.74,L5
2008-12-22 22:16:31+00:00,,319.17,325.24,327.76,333.29,322.93,323.18,326.59,338.13,347.21,338.14,334.20,329.47,331.61,337.90,347.70,346.22,349.10,345.89,342.32,354.12,343.21,341.06,343.77,352.37,348.23,352.88,350.54,350.76,353.29,347.76,339.09,333.58,330.55,324.07,325.99,,,,,,,,,,,337.75,337.08,329.11,325.66,324.26,314.80,311.86,309.22,304.15,296.21,293.01,287.13,282.83,280.74,276.74,280.43,278.26,276.76,275.96,277.95,283.07,286.53,285.07,287.54,,,285.35,279.76,283.05,293.94,294.48,298.20,293.38,295.19,298.26,290.65,292.17,296.72,306.50,309.41,,300.71,304.53,L7
2009-02-24 22:16:58+00:00,,,,,,,336.97,338.05,355.50,359.35,363.74,357.81,354.02,353.26,358.47,362.52,363.25,368.34,364.85,363.28,365.09,357.82,356.91,362.97,367.41,377.32,371.78,371.14,371.64,369.07,361.64,358.45,,,,,,,,,,,352.77,345.89,353.23,360.85,354.38,349.46,337.28,335.81,335.46,329.63,327.66,323.75,319.99,308.27,305.22,301.91,293.36,291.23,291.33,290.83,291.26,291.59,290.80,292.18,295.21,297.97,294.92,,,294.39,293.82,,,,,,,,,,,,,,,,306.98,L7
2009-03-28 22:17:13+00:00,337.46,331.69,337.35,336.11,334.16,330.49,329.45,321.32,330.90,344.88,345.06,339.69,337.36,342.39,344.84,344.60,349.58,355.50,352.85,350.66,348.59,339.71,340.49,339.60,351.65,356.48,356.36,357.48,356.41,349.41,344.32,342.33,331.68,325.82,326.44,329.11,330.50,335.15,343.93,345.10,349.16,346.67,343.65,341.75,343.98,349.85,344.73,343.43,335.55,332.95,325.33,322.93,319.03,314.03,311.75,304.80,,,,,279.37,276.53,278.11,276.90,279.76,278.79,280.30,284.30,284.90,283.34,288.44,286.64,290.60,288.79,289.74,291.85,296.83,,,296.39,293.75,289.13,285.92,297.85,306.49,312.87,309.08,308.09,302.37,L7
2009-04-13 22:17:18+00:00,,,,,,341.01,333.54,327.22,333.23,351.58,355.79,347.46,345.73,343.89,350.33,347.48,350.27,347.08,345.46,346.53,348.71,344.11,345.48,345.87,355.56,361.47,359.26,358.87,357.15,352.12,349.10,345.84,339.18,331.54,327.42,330.58,332.67,336.80,342.80,345.60,350.75,344.94,338.88,330.99,337.46,349.19,348.70,339.59,329.90,326.41,322.14,316.01,315.06,313.66,312.83,303.75,294.91,288.06,285.61,,,,277.06,275.35,284.88,276.41,280.01,284.05,290.57,287.12,288.51,283.99,288.51,294.43,293.05,295.91,301.75,302.87,302.09,,,295.96,291.27,297.79,305.71,313.75,307.53,302.10,307.12,L7
2009-04-22 22:11:10+00:00,328.77,308.41,316.44,314.22,317.81,313.84,308.77,311.88,323.39,336.98,342.34,338.03,335.46,333.57,333.10,334.96,333.99,346.43,349.70,340.29,341.59,334.90,332.74,340.51,349.70,363.13,361.81,362.11,330.82,354.09,361.77,353.20,349.52,329.52,337.41,343.18,334.80,348.94,344.99,353.69,352.01,349.58,348.29,344.71,,358.90,373.76,,,,,,,,,,,,,,,,,,,,,290.54,285.16,,,,,302.41,,,,,,,,,,,,,,,,L7
2009-06-25 22:11:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.53,281.46,,,,,,,,,,239.09,,278.24,,,,,,,,,,268.73,262.79,276.99,,,,,,,,,,,,,,L7
2009-07-11 22:11:07+00:00,,,282.38,,,,,,,,,,,,,,,,,343.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.26,317.89,307.00,299.56,302.45,293.83,286.99,284.72,274.99,293.27,285.45,293.43,283.70,,,,,,,,,306.60,326.22,317.30,326.75,320.65,311.21,316.81,311.74,304.20,,,,,,,L7
2009-08-12 22:10:57+00:00,339.26,336.94,345.59,340.81,327.70,307.67,322.18,320.28,330.00,351.35,353.52,334.70,,,,332.70,316.72,320.51,338.31,345.84,347.43,344.71,340.56,369.09,,383.88,,,367.32,,352.25,347.22,343.16,329.68,326.02,326.64,330.80,340.81,346.11,351.74,363.22,388.78,359.44,344.52,347.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2009-09-04 22:17:08+00:00,347.64,334.18,342.67,339.23,343.98,342.24,337.09,334.63,344.62,355.87,355.01,349.52,341.90,348.08,352.34,353.06,358.25,356.62,360.69,356.33,356.36,348.47,347.20,352.51,365.09,371.92,367.05,376.31,373.68,370.55,361.67,357.54,352.72,343.68,343.06,341.53,347.46,348.74,352.36,356.02,363.54,358.28,358.11,353.78,358.27,361.21,357.34,347.86,343.48,340.54,334.56,328.91,328.40,322.29,319.29,312.17,308.77,306.59,301.97,297.05,292.82,295.24,294.51,293.77,,,,300.88,300.12,298.34,300.41,298.98,299.62,294.61,296.34,302.74,307.80,308.72,306.31,308.41,307.05,299.82,,,314.35,325.83,321.60,317.63,317.81,L7
2009-10-22 22:17:14+00:00,,340.47,348.88,351.28,347.99,345.29,339.91,335.01,341.80,360.20,359.15,352.41,352.60,356.93,357.41,355.61,361.25,361.57,356.67,357.24,353.55,352.47,347.84,354.09,360.39,369.23,370.88,364.89,369.78,368.61,361.96,353.54,329.88,306.78,310.51,325.70,,,,,,,,,,,,345.75,342.84,336.74,331.24,327.47,319.99,318.55,318.05,312.86,306.98,303.97,298.92,295.90,291.99,291.81,294.18,293.39,299.88,295.78,297.29,303.87,306.51,303.62,,,302.29,304.21,304.29,306.90,310.07,313.03,311.20,307.86,307.93,304.30,300.64,309.82,321.86,328.35,,,328.09,L7
2009-11-07 22:17:29+00:00,347.44,337.00,345.32,343.56,340.45,340.80,335.09,327.60,334.95,351.85,353.96,352.00,349.12,349.50,355.20,357.55,357.44,353.90,354.17,349.52,346.10,342.12,343.09,342.65,356.03,363.86,369.08,365.08,365.26,359.11,354.87,349.07,342.24,335.22,328.91,334.81,330.15,340.29,350.80,354.90,,,,,,,,,327.92,324.77,322.11,317.89,315.55,313.32,309.70,298.44,289.64,287.45,287.26,284.74,279.50,278.34,283.93,283.31,289.73,284.87,286.68,292.31,295.59,291.28,296.03,,,288.34,290.16,297.43,307.01,305.27,307.52,306.32,300.34,296.81,302.99,310.47,318.35,322.07,321.54,,,L7
2009-12-02 22:11:36+00:00,348.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.78,329.70,335.45,344.47,351.26,359.11,357.71,351.77,350.31,358.91,360.96,354.26,343.24,338.19,336.41,329.76,325.07,320.80,316.28,313.00,305.29,302.10,,,,,,,,,,,,294.09,291.39,291.40,292.94,288.78,286.25,282.60,291.76,293.64,297.23,,,,,,,,320.66,320.23,321.88,316.72,L7
2009-12-09 22:17:51+00:00,339.79,328.32,332.72,331.95,331.00,328.25,323.36,314.23,327.36,338.25,340.41,338.82,334.64,337.55,340.19,347.40,345.53,345.09,347.48,341.71,341.60,331.52,330.60,332.38,343.34,355.37,361.38,357.75,354.77,354.64,348.59,345.77,333.60,327.86,321.82,320.25,321.32,329.62,330.56,340.07,341.34,343.50,338.82,339.81,345.26,351.08,343.73,338.13,334.07,328.68,322.11,316.59,313.74,309.82,306.01,297.88,293.21,290.96,286.79,281.20,,,,275.71,279.05,278.89,280.40,286.37,285.83,282.53,285.81,284.22,284.48,285.86,285.68,291.03,293.37,296.00,293.85,,,286.92,285.85,295.11,306.60,313.82,311.19,304.81,302.04,L7
2010-02-11 22:18:50+00:00,327.81,317.88,326.92,328.47,337.24,333.45,326.79,327.85,339.01,350.26,346.15,347.16,336.24,340.21,339.11,351.36,352.71,355.68,353.61,349.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-02-19 22:17:53+00:00,343.33,338.99,346.98,347.47,344.54,339.79,338.86,334.38,339.81,356.43,359.72,352.26,351.24,353.80,353.20,352.34,360.45,359.01,356.27,355.44,349.91,348.49,348.94,348.87,359.25,369.58,369.09,365.60,366.14,361.39,356.76,351.82,344.44,336.77,339.78,340.98,344.47,350.59,355.53,362.57,364.79,359.81,354.50,347.15,349.67,354.48,345.07,340.50,335.42,329.49,322.68,317.62,315.27,314.82,309.48,301.14,298.42,292.49,291.12,285.33,287.25,285.83,290.72,292.09,295.82,292.80,301.29,311.24,314.40,312.27,314.54,304.62,307.94,307.04,306.26,313.02,311.14,314.68,312.88,312.16,310.50,308.06,304.30,314.24,319.97,324.64,324.82,311.98,305.80,L5
2010-02-20 22:12:45+00:00,340.86,338.53,345.95,353.05,346.01,334.46,,,,,,332.88,340.94,356.03,362.84,361.01,370.12,363.51,371.59,363.88,,,,,,,,,,,,,,,,,,,358.03,366.01,369.40,363.79,361.55,360.52,359.51,367.80,355.60,348.28,340.83,336.93,329.53,323.67,323.70,317.85,317.63,,,,,,,,,,,,309.15,311.69,310.41,311.75,314.83,310.50,306.58,305.55,306.96,311.88,,,,,,,,319.62,330.11,333.49,330.58,317.59,309.75,L7
2010-04-09 22:13:00+00:00,354.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.63,334.69,333.75,335.49,342.45,356.81,358.47,362.89,364.14,360.85,353.23,359.75,369.40,360.82,350.51,350.85,338.80,333.31,334.09,326.20,320.74,322.58,311.05,303.99,298.11,,,,,,,,,,,290.94,299.52,301.45,301.83,302.39,298.93,298.87,305.57,307.23,312.20,,,,,,,322.38,331.67,328.24,317.02,325.12,L7
2010-05-11 22:12:55+00:00,,,,,,,,,,,,,,,,,,,348.52,346.89,342.32,,,,,338.29,361.58,351.48,345.81,331.33,,,,,,,,,,,,,,,,,330.33,333.53,325.73,,,,,,309.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2010-08-22 22:19:13+00:00,329.65,317.03,333.35,336.51,335.95,333.33,333.39,331.74,,,,,,,,,,,,,,,,,,,365.93,362.24,358.53,359.20,352.18,347.55,343.39,341.91,337.88,341.01,339.05,342.32,344.03,347.72,352.06,349.11,344.44,340.64,340.28,338.55,330.20,328.88,,,,,,301.08,291.79,280.91,266.98,268.13,273.06,260.60,264.88,276.07,268.49,267.13,276.65,269.05,277.78,279.96,286.84,286.77,285.75,297.26,306.25,,,,317.92,311.71,308.47,293.02,293.19,286.04,282.67,293.85,305.79,314.95,314.53,321.95,,L7
2010-10-25 22:19:27+00:00,340.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.13,329.73,341.26,348.75,346.66,341.34,336.11,338.77,344.92,337.63,332.12,329.23,325.26,321.24,317.22,315.52,312.34,309.27,300.46,293.27,289.53,286.76,283.97,277.04,274.41,276.36,275.37,273.69,274.43,271.55,,,274.26,274.98,275.26,277.83,281.33,279.93,286.97,287.16,294.65,298.52,292.17,292.65,288.61,289.49,296.77,,,305.80,297.39,301.74,L7
2010-11-02 22:16:48+00:00,346.36,333.66,333.00,334.74,343.81,338.04,336.47,336.24,346.99,353.95,353.62,355.28,350.37,347.43,344.05,351.80,352.56,354.91,353.78,352.77,351.07,348.12,337.57,345.55,357.81,368.84,366.60,365.88,355.24,358.57,359.81,349.25,343.80,339.70,337.23,330.06,335.37,342.13,344.05,353.65,360.40,361.28,354.24,350.35,352.96,357.90,349.52,340.95,340.14,336.66,327.91,323.75,323.10,320.10,309.24,307.24,303.56,296.49,290.89,290.37,286.95,289.32,290.30,282.95,275.92,284.24,286.25,290.03,288.06,295.81,297.59,303.44,299.36,295.11,296.74,305.69,306.46,306.56,301.65,301.23,304.01,289.14,286.46,296.82,305.95,315.89,310.67,303.68,313.07,L5
2010-11-27 22:10:35+00:00,,,,,,,,,339.83,354.02,345.09,337.49,340.08,338.18,346.32,345.61,350.80,,,,,,,,,,,,,,,,,,,,336.42,339.95,346.02,352.23,358.72,360.57,355.44,353.03,354.38,358.60,354.43,346.06,334.86,331.74,326.73,320.64,319.93,318.36,315.84,306.26,298.91,295.91,294.26,288.42,288.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2010-12-20 22:16:50+00:00,356.04,341.15,340.75,341.82,346.25,340.98,337.44,336.37,354.12,357.01,362.20,356.28,347.36,359.18,361.31,364.50,362.02,370.75,364.69,359.96,361.54,352.65,350.99,358.63,367.79,370.70,375.23,372.86,364.55,368.38,367.53,361.79,355.63,348.64,341.14,343.88,337.78,346.99,345.47,355.92,361.22,362.18,355.68,352.72,357.83,358.28,351.69,343.53,340.16,333.06,329.31,323.24,320.90,315.70,312.22,305.61,297.96,295.40,289.97,285.43,276.67,274.09,272.70,272.60,272.35,277.18,278.39,277.98,279.36,283.11,282.64,292.78,295.69,290.38,291.57,297.28,301.53,302.99,301.02,295.27,286.16,282.44,284.30,292.14,295.91,306.30,302.83,308.17,310.02,L5
2011-01-21 22:16:54+00:00,350.69,341.06,346.56,345.69,342.81,343.90,340.87,334.82,346.65,361.14,360.20,350.10,350.11,354.27,358.28,357.01,366.54,362.00,358.14,353.96,358.02,352.07,345.68,344.71,354.90,368.76,375.54,375.62,372.47,372.39,365.33,354.38,351.71,340.57,333.26,335.81,329.86,342.08,347.80,357.58,361.65,362.48,354.90,357.46,359.57,364.01,357.48,350.86,342.20,337.10,331.82,328.90,323.37,321.06,317.02,310.47,304.72,303.45,299.56,295.98,290.06,291.14,295.98,296.33,296.24,294.64,291.37,293.19,297.84,296.65,301.54,295.69,299.57,301.93,302.76,313.81,312.07,314.11,312.64,310.56,304.08,300.79,301.84,303.83,309.02,318.23,313.75,307.69,314.01,L5
2011-01-30 22:10:44+00:00,322.26,320.36,325.63,329.42,324.52,322.17,321.02,322.22,334.47,340.02,343.62,338.35,336.77,339.56,342.05,344.45,339.19,346.07,341.74,340.99,342.12,335.34,336.96,347.70,353.17,352.34,353.93,356.25,349.34,347.38,345.33,343.63,336.47,331.32,323.90,319.78,321.44,325.12,331.43,340.29,350.55,348.83,346.38,340.52,345.55,348.60,344.65,332.88,325.70,320.33,320.04,313.24,311.40,306.76,303.44,299.28,296.59,,,,,,279.17,280.61,283.14,,,,,,,,,,,,,,,,303.48,295.01,,,,,,,,L5
2011-03-03 22:10:44+00:00,336.64,323.26,326.70,326.11,328.93,327.28,324.24,322.84,335.42,338.69,343.62,336.31,337.18,346.50,346.07,350.26,350.85,354.21,356.95,356.41,353.61,350.33,344.26,350.95,361.14,363.54,362.04,360.58,350.87,345.97,347.85,340.56,330.74,324.05,320.10,321.44,325.64,328.19,327.60,336.89,339.90,346.31,341.21,336.82,344.47,349.89,344.10,338.49,328.73,,,,,,,298.68,292.02,,,,,,,,,,,,,,,,,,,,,299.88,296.17,290.40,290.65,287.47,289.31,291.22,,,,,,L5
2011-04-03 22:20:35+00:00,335.08,331.58,336.62,336.36,337.67,337.01,332.04,328.42,337.49,345.46,347.90,345.02,344.31,344.36,345.00,347.69,352.57,356.98,355.06,349.91,349.53,346.29,344.17,343.69,353.25,357.88,359.83,359.96,355.11,356.07,356.49,344.82,339.14,329.75,322.76,323.41,321.18,321.80,328.10,331.69,338.38,333.23,337.63,330.46,332.24,326.34,320.09,312.38,309.55,,,,,,309.83,298.38,289.34,284.98,285.87,278.45,,,,268.03,271.85,279.78,270.57,274.34,274.70,275.95,280.92,286.89,290.61,291.63,291.33,296.44,299.71,301.86,301.23,300.16,,286.96,287.25,298.15,308.26,314.78,313.74,305.94,310.12,L7
2011-05-14 22:14:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.38,310.50,309.83,308.35,301.00,291.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-06-15 22:14:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.40,331.40,,324.89,323.00,319.70,319.31,,304.54,305.15,297.13,304.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-07-01 22:14:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.94,313.25,307.98,310.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-07-17 22:14:18+00:00,,,,,,,,289.80,,,,,,319.53,325.85,,313.09,322.01,330.36,348.14,,,,,,,339.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.74,281.98,270.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-08-09 22:20:22+00:00,331.24,310.59,329.19,329.97,331.51,326.71,326.23,320.46,336.80,345.21,344.49,340.50,332.96,341.56,339.51,343.07,340.90,345.14,343.98,342.55,337.75,330.25,328.53,,,353.46,355.42,353.63,348.35,348.94,345.63,338.95,338.92,330.17,321.94,324.43,324.90,323.09,322.70,331.92,349.15,343.05,344.91,334.86,347.72,345.35,347.62,337.85,333.59,326.25,320.59,318.15,312.95,305.21,303.19,,,,281.67,276.52,273.81,277.91,277.87,277.23,273.39,275.82,282.46,280.02,286.89,290.50,293.04,297.50,296.03,289.78,292.14,300.98,,,298.21,299.38,302.53,295.25,294.88,301.29,310.75,319.56,317.88,306.93,311.46,L7
2011-08-18 22:14:11+00:00,339.22,333.95,347.01,340.34,336.29,339.10,332.60,332.51,338.99,354.09,354.26,342.80,337.72,344.12,349.81,352.30,357.01,355.21,353.74,347.21,344.00,340.51,332.44,337.17,344.70,360.73,361.94,355.14,354.76,351.21,350.90,350.70,341.72,336.52,326.67,335.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-09-19 22:14:03+00:00,346.36,349.15,355.58,350.47,349.24,348.01,345.67,338.96,351.25,364.21,360.38,355.70,356.13,360.07,356.73,354.73,350.21,362.55,362.55,352.71,343.96,325.73,330.60,,,,360.97,362.86,345.99,354.12,358.49,357.88,356.54,346.34,328.28,325.13,324.97,329.06,345.15,355.79,365.83,362.46,365.43,363.12,366.86,369.64,366.96,356.70,350.03,347.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2011-10-12 22:20:12+00:00,330.34,324.54,333.43,336.36,337.75,333.91,328.93,325.96,338.47,345.64,348.85,343.21,336.13,342.30,339.35,348.85,345.27,352.17,346.07,338.70,335.40,334.72,330.48,335.44,346.19,347.97,351.97,350.64,349.13,347.71,344.24,346.26,341.39,336.97,328.14,323.30,320.82,327.01,336.55,339.25,343.11,345.57,340.09,340.02,343.78,351.62,348.02,338.72,331.09,331.62,324.26,318.89,310.90,309.93,308.98,297.57,,,,,271.73,273.94,273.90,275.44,277.15,277.88,279.74,278.28,283.68,284.21,282.26,283.74,280.88,279.94,281.39,286.23,287.72,287.69,,285.42,284.50,278.27,281.76,285.82,294.35,296.88,299.47,293.82,298.05,L7
2011-10-28 22:20:19+00:00,338.80,337.23,341.67,340.31,336.73,334.43,331.50,328.07,343.36,352.49,355.47,347.83,347.43,349.62,352.41,351.32,354.86,360.09,353.72,341.49,343.07,334.58,334.25,340.20,353.42,368.18,364.44,360.56,360.81,351.26,348.67,345.02,341.38,333.68,332.99,336.60,338.26,332.57,337.17,344.94,,,,,,,,,333.66,330.29,323.88,318.98,315.62,311.06,309.18,301.07,295.15,288.52,286.37,281.84,277.66,277.52,278.22,277.05,281.23,277.17,277.34,279.02,281.59,279.07,278.83,,,275.88,277.32,279.47,284.62,286.38,288.59,286.75,285.09,280.53,283.02,291.65,300.92,302.38,306.53,,306.88,L7
2011-11-29 22:20:40+00:00,342.85,343.84,343.21,337.77,338.08,342.15,338.34,335.59,343.21,360.25,360.61,350.50,351.95,353.43,360.21,359.90,365.69,364.07,362.81,361.88,355.01,353.15,355.81,358.70,375.24,391.74,388.95,372.27,379.41,,,,,,,,,,,,,,364.94,361.50,360.90,364.56,357.66,345.25,340.45,334.01,326.21,322.09,317.81,,,,,284.55,283.79,283.76,277.59,274.19,279.48,280.85,287.62,281.61,276.10,282.39,292.96,287.68,293.79,290.68,293.40,294.14,298.65,308.18,,308.47,308.16,313.62,309.52,305.73,331.15,331.87,324.71,337.32,333.47,318.78,323.79,L7
2011-12-24 22:14:43+00:00,333.64,,326.90,335.06,330.98,,,,,,,,,,,,,,,,,,,,,,,,357.15,359.19,352.56,351.61,347.29,335.67,330.78,329.56,330.83,333.88,344.98,352.63,358.92,355.96,352.76,346.78,354.45,361.39,356.94,342.39,332.33,331.42,323.03,324.28,326.51,318.65,314.82,301.96,,,,,,,,,,,,288.64,283.13,286.33,287.95,291.67,288.78,283.82,285.65,293.80,296.55,,,,,,,,312.72,320.86,314.77,311.02,307.82,L7
2012-03-20 22:21:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.65,355.11,348.01,344.51,339.63,332.60,329.33,332.71,337.62,337.60,347.85,352.73,355.65,354.07,356.06,362.63,364.57,362.89,354.42,346.28,,,,,308.93,310.51,305.87,302.56,293.44,288.78,286.63,283.17,280.95,281.41,284.13,281.20,286.86,295.19,295.91,295.20,297.86,297.40,305.56,302.40,295.99,,,303.52,304.23,301.73,302.86,303.07,293.53,291.73,297.26,310.35,316.71,322.65,313.62,,L7
