dates,satname,nzd0532-0000,nzd0532-0001,nzd0532-0002,nzd0532-0003,nzd0532-0004,nzd0532-0005,nzd0532-0006,nzd0532-0007,nzd0532-0008,nzd0532-0009,nzd0532-0010,nzd0532-0011,nzd0532-0012,nzd0532-0013,nzd0532-0014,nzd0532-0015,nzd0532-0016,nzd0532-0017,nzd0532-0018,nzd0532-0019,nzd0532-0020,nzd0532-0021,nzd0532-0022,nzd0532-0023,nzd0532-0024,nzd0532-0025,nzd0532-0026,nzd0532-0027,nzd0532-0028,nzd0532-0029,nzd0532-0030,nzd0532-0031,nzd0532-0032,nzd0532-0033,nzd0532-0034,nzd0532-0035,nzd0532-0036,nzd0532-0037,nzd0532-0038,nzd0532-0039,nzd0532-0040,nzd0532-0041,nzd0532-0042,nzd0532-0043,nzd0532-0044,nzd0532-0045,nzd0532-0046,nzd0532-0047,nzd0532-0048,nzd0532-0049,nzd0532-0050,nzd0532-0051,nzd0532-0052,nzd0532-0053,nzd0532-0054,nzd0532-0055,nzd0532-0056,nzd0532-0057,nzd0532-0058,nzd0532-0059,nzd0532-0060,nzd0532-0061,nzd0532-0062,nzd0532-0063,nzd0532-0064,nzd0532-0065,nzd0532-0066,nzd0532-0067,nzd0532-0068,nzd0532-0069,nzd0532-0070,nzd0532-0071,nzd0532-0072,nzd0532-0073,nzd0532-0074,nzd0532-0075,nzd0532-0076,nzd0532-0077,nzd0532-0078,nzd0532-0079,nzd0532-0080,nzd0532-0081,nzd0532-0082,nzd0532-0083,nzd0532-0084,nzd0532-0085,nzd0532-0086,nzd0532-0087,nzd0532-0088
2007-08-14 22:17:00+00:00,L7,,,,,,,,,,,,,,346.77,351.81,352.24,358.36,353.01,355.93,360.87,361.29,351.04,345.08,,,368.81,363.84,365.60,354.87,357.22,351.11,351.15,341.60,340.29,336.02,337.82,341.96,346.02,350.92,355.05,358.66,355.80,354.96,351.77,358.92,367.68,360.52,351.86,347.18,,,,,,322.83,319.16,316.50,311.79,303.24,303.09,295.80,296.26,296.18,298.03,295.13,295.85,302.87,304.44,302.36,304.52,306.57,303.52,300.51,299.98,,,306.56,307.85,307.68,306.47,309.24,304.79,301.45,308.05,319.21,332.80,329.93,331.94,333.48
2007-10-02 22:13:42+00:00,L5,,,,,,,,,,56.54,66.81,60.92,59.20,62.48,67.64,80.07,84.22,92.52,90.06,92.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-18 22:17:07+00:00,L7,342.39,338.75,342.05,347.12,343.23,336.98,330.38,332.10,341.78,355.27,360.02,353.24,343.95,344.28,349.79,348.38,352.84,356.06,362.02,356.26,353.22,349.86,347.15,348.97,357.30,359.69,365.93,366.54,358.63,356.00,353.07,347.78,339.08,333.46,335.38,334.55,341.76,342.45,349.57,,,,,,,,,,336.97,340.08,333.36,329.20,327.39,317.99,317.12,305.69,301.63,297.95,293.98,289.50,287.83,287.24,286.06,289.97,290.04,289.87,292.17,292.91,295.69,294.40,,,,289.91,287.34,289.00,293.21,296.00,293.14,292.56,288.92,288.85,287.74,295.98,302.31,312.15,,,301.85
2007-12-04 22:17:13+00:00,L7,343.03,332.05,338.47,338.43,339.71,334.72,332.84,330.73,340.51,349.75,350.33,349.54,344.41,351.85,353.55,356.08,357.30,364.17,360.51,359.06,361.29,354.01,351.49,347.40,364.08,369.37,369.48,371.02,366.46,361.66,357.88,344.75,334.46,334.23,332.71,328.43,335.27,341.55,343.45,349.10,352.98,352.02,347.10,345.49,347.01,350.24,345.24,338.40,329.73,325.20,324.75,316.30,314.73,312.50,307.23,298.10,286.00,283.25,282.38,280.63,,,,,268.86,277.18,280.68,276.66,277.89,277.21,278.85,283.37,284.01,279.46,278.43,278.87,285.92,286.56,283.07,281.10,,,277.89,283.87,291.75,294.34,298.18,289.48,293.74
2007-12-20 22:17:17+00:00,L7,335.31,322.89,330.40,331.08,334.20,324.18,321.13,312.37,320.49,330.27,332.95,326.58,327.15,327.78,337.29,334.76,335.90,337.58,337.73,337.18,344.89,341.94,337.06,335.86,340.84,349.02,356.21,356.86,349.67,346.77,342.65,328.78,323.67,316.04,314.17,315.55,322.30,329.99,333.15,,,,,,,,,,,307.28,308.76,303.36,303.96,301.81,294.25,292.21,274.84,272.49,268.70,262.41,260.54,258.35,250.86,256.45,266.89,262.72,267.69,268.61,270.40,270.21,270.00,,,263.87,265.47,267.80,273.98,277.02,274.89,268.56,272.41,271.57,274.39,280.14,289.41,293.25,,,282.98
2008-01-14 22:11:08+00:00,L7,305.55,295.44,342.59,350.79,344.43,343.80,340.93,337.66,346.98,357.12,359.09,355.44,349.23,351.41,353.40,357.29,354.50,359.37,360.58,361.01,360.67,352.25,351.73,351.16,361.19,365.12,359.94,359.03,359.95,360.28,355.05,349.07,347.79,340.27,339.36,338.63,345.01,351.51,352.58,355.51,359.81,355.35,355.60,351.53,358.78,362.54,356.71,350.78,342.08,336.53,333.46,,,,,,,,,,,,,281.88,291.86,295.24,297.84,300.10,299.27,292.37,292.08,290.91,292.91,289.82,,,,,,,,,,,,,,,
2008-03-02 22:10:58+00:00,L7,,,,576.95,634.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.36,324.35,333.88,338.97,350.71,345.27,339.83,339.50,340.60,347.49,342.41,329.90,322.97,322.44,313.83,310.89,304.33,,,,,,,,,,,,,,521.14,550.46,528.72,,,,,,,,,,,,,,,,,,,,
2008-03-25 22:17:07+00:00,L7,357.64,351.26,355.16,357.15,352.35,351.23,345.35,340.50,353.17,361.58,362.83,359.21,359.27,356.43,358.79,357.84,357.50,362.16,360.76,360.46,356.56,349.93,348.10,352.49,359.63,362.76,366.10,361.95,360.24,355.56,353.60,346.78,341.34,333.73,331.39,337.81,339.09,345.31,349.12,353.20,360.56,361.27,355.99,356.65,357.95,360.97,361.96,351.89,348.19,342.75,341.22,335.06,330.70,325.16,322.20,318.54,314.80,307.70,,,,287.63,291.26,288.14,,,,,,,,,298.53,297.08,293.46,298.59,301.09,302.72,,,299.72,296.07,291.83,303.06,312.58,321.84,317.55,318.46,318.54
2008-05-05 22:10:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.19,560.27,541.41,527.93,,,,,,,,,351.44,334.70,325.20,,315.46,295.38,303.04,300.91,293.82,288.19,295.45,306.61,297.17,304.36,290.49,282.50,277.81,273.07,,,,,,,,,,,265.21,276.80,276.83,272.92,276.21,276.23,275.24,270.56,278.87,,,,,,,307.28,301.72,304.93
2008-06-29 22:16:33+00:00,L7,345.39,310.35,334.47,329.03,,,,,,,,,,,,,,,,,338.78,343.95,333.90,337.74,350.08,355.02,353.29,348.99,351.77,346.72,338.26,337.56,336.38,323.47,315.55,316.40,320.59,329.28,338.59,327.82,344.34,333.91,339.86,331.23,302.28,339.24,324.16,318.78,321.03,309.63,303.03,297.98,302.44,298.47,296.99,294.15,287.01,280.59,272.04,271.90,265.58,264.07,,,272.01,272.27,271.70,275.62,274.98,277.80,282.90,278.59,277.06,273.65,270.83,278.94,284.74,285.31,286.17,282.76,,,279.29,288.14,298.23,308.75,299.05,295.39,299.16
2008-07-15 22:16:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.27,,,,,,364.32,,,,166.93,,,,,,,,,,,,,,,,136.45,,,,579.64,,,,,
2008-08-09 22:09:59+00:00,L7,327.64,309.43,323.82,331.80,327.91,322.11,317.98,310.77,325.01,336.87,338.06,332.18,330.70,334.41,336.32,337.39,338.61,342.36,338.93,334.93,332.78,331.25,328.80,,,,344.79,345.47,337.84,337.51,331.15,328.46,331.85,326.72,322.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-01 22:15:59+00:00,L7,348.13,340.57,341.65,343.94,343.07,341.19,336.47,337.32,344.55,358.24,361.15,356.03,350.45,352.78,355.25,352.85,358.32,356.70,356.32,352.93,353.99,344.66,342.25,348.39,356.92,366.91,359.13,361.79,359.12,355.91,351.59,347.78,348.53,343.61,340.81,335.94,338.87,343.93,348.75,350.66,356.17,353.92,351.27,349.11,355.60,356.88,353.02,346.38,340.51,334.82,330.38,325.46,326.41,323.81,321.85,315.54,304.59,301.34,299.48,297.19,289.85,290.34,292.34,290.29,289.37,,,291.75,293.48,292.20,293.20,293.82,290.25,288.55,285.97,290.13,295.81,295.17,291.23,290.44,290.80,293.13,,,306.42,320.56,313.94,309.73,305.74
2008-10-12 22:09:25+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.66,339.44,344.64,336.34,336.43,339.13,342.63,342.56,331.61,322.34,322.10,316.63,310.79,305.12,306.64,297.70,288.91,279.97,276.70,272.59,,,,,,,,,,,273.79,278.31,277.89,278.07,277.77,273.20,274.04,274.92,279.10,276.64,,,,,,,,292.70,289.08,287.42
2008-10-19 22:15:43+00:00,L7,,,,,,352.18,,347.47,356.17,363.94,369.52,364.84,362.03,362.99,365.92,362.28,363.82,363.86,364.40,364.80,360.92,353.31,350.47,352.54,363.45,371.55,369.15,368.33,364.23,363.91,355.55,352.29,,,,,,,,,,,,,358.29,361.05,361.45,353.05,348.83,344.84,338.62,333.26,329.73,324.93,322.86,314.88,310.96,305.02,303.02,302.33,302.40,303.42,303.75,303.15,306.12,304.92,306.83,309.79,310.77,,,,303.94,298.52,298.64,308.98,313.89,316.33,311.08,308.68,320.65,310.43,303.05,312.03,326.26,,,328.29,334.10
2008-10-27 22:10:37+00:00,L5,324.21,312.76,322.42,323.74,329.18,328.07,323.75,315.50,328.23,344.57,345.17,338.48,333.30,330.26,337.46,341.61,348.16,345.84,343.96,337.42,332.86,338.42,339.53,339.67,348.12,353.97,357.48,360.27,354.20,348.27,350.34,338.09,331.26,328.53,325.70,327.01,331.47,329.81,335.26,347.76,350.68,343.91,335.60,327.86,327.50,328.85,328.32,327.06,325.89,314.03,310.56,308.34,304.88,302.35,296.27,288.43,283.46,279.05,274.41,272.34,268.68,265.51,267.10,269.92,271.18,272.17,274.00,278.47,279.28,279.78,281.44,272.94,273.53,271.40,271.84,273.51,278.03,279.84,277.75,279.50,278.40,276.31,275.72,286.40,296.88,298.29,296.82,283.41,284.49
2008-11-13 22:09:55+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.71,289.79,286.98,284.22,282.03,278.70,280.67,287.84,296.61,,,,
2008-11-28 22:10:42+00:00,L5,341.85,329.81,336.07,331.37,339.35,335.55,332.92,327.98,342.40,350.44,354.50,349.07,342.83,347.56,348.87,352.03,351.60,356.94,355.53,353.70,352.22,343.16,346.14,347.40,359.98,367.46,369.27,366.08,359.62,359.82,352.23,343.71,335.20,334.36,335.46,341.90,342.40,342.15,340.35,343.61,351.64,351.44,349.11,345.88,350.74,353.98,348.27,337.63,334.91,332.98,328.40,322.57,318.19,316.39,312.04,304.20,295.45,296.71,291.14,285.47,283.58,283.32,281.62,283.44,273.14,276.79,280.12,280.68,282.59,283.39,281.43,284.19,281.58,277.48,279.78,282.73,287.93,286.35,289.20,283.99,284.06,281.64,282.13,288.91,297.70,302.43,301.98,295.84,295.74
2008-12-22 22:16:31+00:00,L7,,313.17,320.74,321.46,325.41,315.93,315.77,317.59,328.44,340.21,331.14,325.20,322.06,323.73,332.17,340.70,341.55,342.80,339.89,336.59,348.12,337.48,337.00,337.47,346.64,343.56,348.38,344.81,347.61,348.95,343.09,334.89,328.33,325.51,318.59,320.51,,,,,,,,,,,328.75,328.08,320.11,316.66,313.76,304.30,302.17,300.22,295.75,285.71,281.56,275.68,273.14,270.24,267.05,268.98,268.57,266.26,267.56,266.50,269.07,273.93,274.57,273.54,,,269.60,267.16,269.05,279.94,281.88,284.20,280.78,281.19,282.51,276.65,279.57,286.22,293.90,295.41,,288.11,290.53
2009-02-24 22:16:58+00:00,L7,,,,,,,333.56,333.91,351.04,356.13,360.52,353.67,350.61,349.64,355.83,359.30,361.10,365.44,362.09,360.64,362.33,355.18,355.04,360.07,364.77,375.17,369.71,368.50,370.19,367.07,359.49,356.52,,,,,,,,,,,349.15,342.48,349.09,356.98,350.24,345.32,333.14,331.67,330.63,324.80,323.20,319.61,316.12,303.44,299.95,296.64,288.90,286.40,286.87,285.56,286.80,286.76,286.93,286.91,288.77,292.17,290.09,,,287.14,286.57,,,,,,,,,,,,,,,,300.54
2009-03-28 22:17:13+00:00,L7,341.46,335.88,340.49,340.51,339.66,335.38,334.63,327.61,337.67,349.77,349.95,345.98,342.54,347.89,348.84,349.49,352.84,359.90,357.04,354.66,352.78,343.71,343.33,344.00,355.65,359.74,359.50,361.48,358.61,352.44,347.58,345.26,335.35,329.34,330.27,332.94,335.13,339.55,348.12,349.10,353.35,351.56,349.15,346.93,350.27,355.72,351.02,349.72,341.84,339.24,332.66,330.26,325.80,320.32,317.62,312.13,,,,,286.14,284.53,284.88,284.23,285.63,286.79,290.08,293.10,292.23,293.12,297.24,297.64,301.60,297.59,299.52,301.63,305.63,,,306.17,304.75,298.91,294.72,305.18,315.29,322.65,317.88,316.89,312.15
2009-04-13 22:17:18+00:00,L7,,,,,,349.57,342.60,338.22,345.08,360.14,364.35,358.46,354.79,353.52,357.33,356.04,355.97,354.78,352.79,353.53,356.04,351.11,350.45,353.57,362.56,367.17,364.76,365.87,361.00,357.43,354.80,350.97,345.60,337.70,334.12,337.28,340.78,344.50,350.13,352.60,358.08,353.50,348.50,340.05,348.46,359.46,359.70,350.59,340.90,337.41,334.97,328.84,326.91,324.66,323.10,316.58,308.91,302.06,297.46,,,,288.91,288.18,295.15,290.41,297.12,299.45,303.40,304.23,303.91,303.24,307.76,309.83,310.16,313.02,317.15,319.98,317.49,,,313.07,306.67,310.62,321.11,330.86,322.93,317.50,324.23
2009-04-22 22:11:10+00:00,L7,320.41,299.65,309.87,305.02,306.31,303.62,297.95,298.74,309.24,326.76,332.12,324.89,324.64,322.07,324.74,324.74,327.18,337.23,340.94,331.93,332.83,326.54,326.80,331.31,341.34,356.32,355.24,353.75,326.22,347.75,354.96,347.07,341.85,322.16,329.41,335.18,325.12,339.74,336.23,345.33,343.25,339.36,336.79,333.89,,346.63,360.62,,,,,,,,,,,,,,,,,,,,,272.14,269.83,,,,,284.01,,,,,,,,,,,,,347.78,,
2009-05-15 22:17:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-25 22:11:11+00:00,L7,,,180.08,206.64,170.65,,,,,,,,,,,,,,,,,,,,,,,,98.68,101.52,128.45,131.42,,,,,,,,,,,,,,,,,,,306.70,299.63,,274.36,253.42,,,,243.08,230.21,234.20,258.91,,296.41,,,,,,,,,,290.53,287.01,301.21,,,,,,,,,,,,,
2009-07-11 22:11:07+00:00,L7,,260.88,287.88,214.35,171.86,,,,,,,,,,,,,,,350.54,,,,,,,,,,130.46,147.61,159.42,155.14,,,,,,,,,,,,,,,,,,,,,319.26,328.16,319.83,313.56,316.45,305.68,299.82,296.57,288.99,305.12,298.28,303.70,297.70,,,,,,,,,323.71,343.33,332.70,343.86,336.05,328.32,336.06,328.85,319.60,,,,,,
2009-08-12 22:10:57+00:00,L7,345.17,343.13,350.23,347.31,335.83,314.89,329.83,329.57,340.00,358.57,360.74,343.99,,,,339.92,321.53,327.01,344.50,351.75,353.62,350.62,344.75,375.59,414.16,388.69,,429.67,370.57,444.28,357.06,351.55,348.58,334.88,331.67,332.29,337.64,347.31,352.30,357.65,369.41,396.00,367.56,352.17,357.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-04 22:17:08+00:00,L7,344.64,331.04,340.31,335.93,339.85,338.57,333.21,329.92,339.54,352.20,351.34,344.81,338.02,343.96,349.34,349.39,355.81,353.32,357.55,353.33,353.22,345.47,345.07,349.21,362.09,369.48,364.69,373.31,372.03,368.27,359.23,355.34,349.97,341.04,340.19,338.66,343.99,345.44,349.22,353.02,360.40,354.61,353.98,349.90,353.56,356.81,352.63,343.15,338.77,335.83,329.06,323.41,323.32,317.58,314.89,306.67,302.77,300.59,296.89,291.55,287.74,289.24,289.43,288.27,,,,294.28,294.62,291.01,293.81,290.73,291.37,288.01,289.01,295.41,301.20,301.39,299.71,301.08,298.80,292.49,,,307.75,318.50,315.00,311.03,310.48
2009-10-22 22:17:14+00:00,L7,,347.71,354.31,358.88,357.49,353.73,348.85,345.87,353.49,368.64,367.59,363.27,361.54,366.43,364.32,364.05,366.88,369.17,363.91,364.15,360.79,359.38,352.74,361.69,367.30,374.86,376.31,371.80,373.58,373.85,367.59,358.61,336.21,312.86,317.12,332.31,,,,,,,,,,,,356.61,353.70,347.60,343.91,340.14,331.68,329.41,328.18,325.53,320.80,317.79,310.61,308.57,303.68,305.63,305.87,306.06,310.01,309.60,314.18,319.07,319.18,320.51,,,321.29,319.41,321.18,323.79,325.27,329.92,326.40,324.75,326.93,321.19,315.84,322.49,337.06,345.24,,,344.98
2009-11-07 22:17:29+00:00,L7,355.89,345.86,351.96,352.86,352.08,351.13,346.03,340.89,349.26,362.18,364.29,365.29,360.06,361.13,363.65,367.88,364.33,363.20,363.03,357.97,354.96,350.57,349.09,351.95,364.48,370.75,375.72,373.53,369.91,365.52,361.76,355.27,349.99,342.66,337.00,342.90,339.94,349.59,359.66,363.35,,,,,,,,,341.21,338.06,337.61,333.39,329.86,326.61,322.10,313.94,306.55,304.36,301.57,300.24,293.81,295.25,298.24,298.81,302.13,301.78,307.35,310.91,311.09,311.95,314.63,,,306.94,310.83,318.10,325.61,325.94,326.12,326.99,323.59,317.48,321.59,325.97,336.95,342.74,340.14,,
2009-12-02 22:11:36+00:00,L7,346.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.95,327.49,333.35,342.47,349.35,357.11,355.38,349.15,347.84,355.91,358.16,351.26,340.24,335.19,333.41,326.26,321.57,317.57,313.28,310.20,301.79,298.28,,,,,,,,,,,,290.59,286.72,287.20,287.69,283.53,282.05,277.93,287.09,289.44,292.56,,,,,,,,315.99,316.03,317.68,312.05
2009-12-09 22:17:51+00:00,L7,340.61,329.18,333.36,332.85,332.13,329.25,324.42,315.52,328.74,339.25,341.41,340.11,335.70,338.67,341.01,348.40,346.20,345.99,348.34,342.53,342.46,332.34,331.18,333.28,344.16,356.04,362.02,358.57,355.22,355.26,349.26,346.37,334.35,328.58,322.60,321.03,322.27,330.52,331.42,340.89,342.20,344.50,339.95,340.87,346.55,352.28,345.02,339.42,335.36,329.97,323.61,318.09,315.12,311.11,307.21,299.38,294.85,292.60,288.17,282.70,,,,277.21,280.25,280.53,282.40,288.17,287.33,284.53,287.61,286.47,286.73,287.66,287.68,293.03,295.17,298.00,295.65,,,288.92,287.65,296.61,308.40,315.82,312.99,306.61,304.04
2010-02-11 22:18:50+00:00,L7,321.99,311.78,322.35,322.07,329.24,326.34,319.26,318.71,329.16,343.15,339.04,338.02,328.71,332.21,333.29,344.25,347.97,349.28,347.51,343.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-19 22:17:53+00:00,L5,350.51,346.51,352.62,355.37,354.41,348.57,348.15,345.67,351.96,365.21,368.50,363.55,360.53,363.67,360.38,361.12,366.30,366.91,363.79,362.62,357.43,355.67,354.04,356.77,366.43,375.43,374.73,372.78,370.09,366.84,362.61,357.09,351.02,343.09,346.65,347.85,352.79,358.49,363.05,369.75,372.31,368.59,364.37,356.44,360.96,365.01,356.36,351.79,346.71,340.78,335.85,330.79,327.42,326.11,320.01,314.31,312.78,306.85,303.27,298.50,299.40,300.19,302.87,305.26,306.35,307.16,318.85,327.04,327.57,329.83,330.34,324.37,327.69,322.84,323.82,330.58,326.94,332.24,328.68,329.72,330.25,325.62,320.10,327.41,335.77,342.20,340.62,327.78,323.36
2010-02-20 22:12:45+00:00,L7,347.04,345.01,350.81,359.85,354.51,342.02,,,,,,342.59,348.94,364.53,369.02,368.57,375.16,370.31,378.07,370.06,,,,,,,,,,,,,,,,,,,364.51,372.19,375.88,371.35,370.05,368.52,369.22,376.87,365.31,357.99,350.54,346.64,340.86,335.00,334.16,327.56,326.70,,,,,,,,,,,,324.26,325.29,321.74,326.86,328.43,327.50,323.58,319.15,322.07,326.99,,,,,,,,330.95,343.71,348.60,344.18,331.19,324.86
2010-04-09 22:13:00+00:00,L7,347.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.03,328.60,327.66,328.12,335.45,350.14,352.11,356.22,356.36,352.10,344.99,349.75,360.07,350.82,340.51,340.85,328.80,321.64,322.42,315.43,310.74,313.25,299.38,291.26,285.38,,,,,,,,,,,279.27,283.96,287.45,284.33,284.89,284.93,283.31,290.01,293.23,296.64,,,,,,,308.38,316.11,314.24,303.02,309.56
2010-05-11 22:12:55+00:00,L7,610.77,614.35,553.14,637.45,586.48,,,,,,,,449.10,,621.77,,,,340.71,339.44,334.51,,,,,332.22,355.72,344.03,341.71,325.67,625.59,637.96,500.12,,,,,,,,302.34,262.62,,,,,318.62,321.82,314.02,,,,,,298.42,,,,,,,,,,457.09,,,,,,,,,,367.61,,,,,,,,,,,,,,
2010-08-22 22:19:13+00:00,L7,322.83,309.89,327.99,329.01,326.58,325.00,324.57,321.03,,,,,,,,,,,,,,,,,,,360.57,355.42,354.78,354.03,346.62,342.55,337.14,335.91,331.36,334.49,331.16,334.82,336.89,340.90,344.92,340.78,335.06,331.82,329.57,328.55,319.49,318.17,,,,,,290.37,281.79,268.41,253.34,254.49,261.52,248.10,253.34,262.43,256.95,254.63,266.65,255.41,261.11,264.96,274.34,270.10,270.75,278.51,287.50,,,341.16,302.92,295.04,293.47,276.35,274.44,269.37,267.67,281.35,290.79,298.28,299.53,306.95,
2010-10-25 22:19:27+00:00,L7,344.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.13,333.54,344.90,352.56,351.10,346.34,340.82,344.48,350.25,343.34,337.83,334.94,330.97,327.91,323.89,321.67,318.05,314.60,307.13,300.54,296.80,292.91,290.64,283.19,281.68,282.51,282.04,279.02,281.70,280.44,,,283.15,282.98,285.26,287.83,289.33,288.82,295.86,295.16,303.54,306.52,301.06,302.65,297.50,297.49,303.44,,,313.80,305.39,310.63
2010-11-02 22:16:48+00:00,L5,337.18,324.04,325.79,324.64,331.18,326.82,324.59,321.81,331.45,342.73,342.40,340.85,338.49,334.80,334.87,340.58,345.08,344.81,344.16,343.59,341.45,338.94,331.05,335.45,348.63,361.36,359.39,356.70,350.19,351.60,352.33,342.52,335.38,331.62,328.45,321.28,324.74,332.03,334.43,344.47,350.78,350.06,341.61,338.47,338.53,344.43,335.09,326.52,325.71,322.23,311.08,306.92,307.56,305.67,295.77,290.41,285.20,278.13,275.35,273.54,271.41,270.96,274.76,266.12,262.45,265.88,263.81,269.83,271.23,273.37,277.39,278.19,274.11,274.91,274.30,283.25,286.26,284.12,281.45,278.79,278.76,266.70,266.26,279.99,285.75,293.45,290.47,283.48,290.63
2010-11-27 22:10:35+00:00,L5,,,,,,,,,351.52,362.46,353.53,348.35,349.02,347.68,353.23,354.05,356.43,,,,,,,,,,,,,,,,,,,,344.42,347.55,353.26,359.14,365.96,369.01,364.94,361.97,365.24,368.73,365.29,356.92,345.72,342.60,339.40,333.31,331.62,329.22,325.97,318.93,312.73,309.73,305.95,301.09,300.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20 22:16:50+00:00,L5,351.04,335.91,336.82,336.32,339.37,334.87,330.97,328.51,345.66,350.90,356.09,348.42,340.89,352.30,356.31,358.39,357.95,365.25,359.45,354.96,356.30,347.65,347.44,353.13,362.79,366.63,371.30,367.86,361.80,364.59,363.46,358.12,351.05,344.24,336.36,339.10,331.99,341.49,340.23,350.92,355.98,356.07,348.80,346.25,349.97,350.95,343.83,335.67,332.30,325.20,320.14,314.07,312.44,307.84,304.89,296.44,287.96,285.40,281.51,276.26,268.21,264.09,264.24,263.43,265.02,267.18,266.17,266.98,270.19,270.89,271.64,279.03,281.94,279.38,279.35,285.06,290.53,290.77,290.02,283.05,272.41,270.22,273.30,282.97,284.91,294.08,291.83,297.17,297.80
2011-01-21 22:16:54+00:00,L5,355.69,346.30,350.49,351.19,349.69,350.01,347.34,342.68,355.11,367.25,366.31,357.96,356.58,361.15,363.28,363.12,370.61,367.50,363.38,358.96,363.26,357.07,349.23,350.21,359.90,372.83,379.47,380.62,375.22,376.18,369.40,358.05,356.29,344.97,338.04,340.59,335.65,347.58,353.04,362.58,366.89,368.59,361.78,363.93,367.43,371.34,365.34,358.72,350.06,344.96,340.99,338.07,331.83,328.92,324.35,319.64,314.72,313.45,308.02,305.15,298.52,301.14,304.44,305.50,303.57,304.64,303.59,304.19,307.01,308.87,312.54,309.44,313.32,312.93,314.98,326.03,323.07,326.33,323.64,322.78,317.83,313.01,312.84,313.00,320.02,330.45,324.75,318.69,326.23
2011-01-30 22:10:44+00:00,L5,315.08,312.84,319.99,321.52,314.65,313.39,311.73,310.93,322.32,331.24,334.84,327.06,327.48,329.68,334.87,335.67,333.34,338.17,334.22,333.81,334.60,328.16,331.86,339.80,345.99,346.49,348.29,349.07,345.39,341.93,339.48,338.36,329.89,325.00,317.03,312.91,313.12,317.22,323.91,333.11,343.03,340.05,336.50,331.23,334.26,338.07,333.36,321.59,314.41,309.04,306.87,300.07,299.25,295.47,292.91,286.11,282.23,,,,,,267.02,267.44,272.61,,,,,,,,,,,,,,,,283.73,277.45,,,,,,,
2011-03-03 22:10:44+00:00,L5,332.82,319.26,323.70,321.91,323.68,322.61,319.30,316.84,328.96,334.02,338.95,330.31,332.24,341.25,342.25,345.59,347.74,350.01,352.95,352.59,349.61,346.51,341.55,346.75,357.32,360.43,359.04,356.76,348.77,343.07,344.74,337.76,327.24,320.69,316.45,317.79,321.22,323.99,323.60,333.07,335.90,341.64,335.96,331.88,338.47,344.29,338.10,332.49,322.73,,,,,,,291.68,284.38,,,,,,,,,,,,,,,,,,,,,290.55,287.77,281.07,280.15,278.14,280.91,284.22,,,,,
2011-04-03 22:20:35+00:00,L7,333.26,329.68,335.19,334.36,335.17,334.79,329.69,325.56,334.41,343.24,345.68,342.16,341.96,341.86,343.18,345.47,351.09,354.98,353.16,348.09,347.63,344.47,342.88,341.69,351.43,356.40,358.40,358.14,354.11,354.69,355.01,343.49,337.47,328.15,321.02,321.67,319.07,319.80,326.20,329.87,336.48,331.01,335.13,328.11,329.38,323.67,317.23,309.52,306.69,,,,,,307.16,295.05,285.70,281.34,282.79,275.12,,,,264.70,269.18,276.14,266.13,270.34,271.37,271.51,276.92,281.89,285.61,287.63,286.89,292.00,295.71,297.42,297.23,295.72,,282.52,283.25,294.82,304.26,310.34,309.74,301.94,305.68
2011-04-28 22:14:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-14 22:14:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04,121.71,138.80,141.66,113.47,,,,,,,,,,,,,,,,,,,291.21,291.88,292.54,292.22,280.83,269.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
