,dates,usa_CA_0035-0001,usa_CA_0035-0002,usa_CA_0035-0003,usa_CA_0035-0004,usa_CA_0035-0005,usa_CA_0035-0006,usa_CA_0035-0007,usa_CA_0035-0008,usa_CA_0035-0009,usa_CA_0035-0010,usa_CA_0035-0011,usa_CA_0035-0012,usa_CA_0035-0013,usa_CA_0035-0014,usa_CA_0035-0015
0,1984-03-23 17:50:13+00:00,195.1512199548394,189.03684812972062,188.3079574114193,194.57570332229034,185.9140849227828,189.93814920663857,196.3165046587245,191.34262222882106,188.25631751358839,190.22989904435693,192.11932678482412,185.94623925510078,198.2184616985355,204.8043852620744,210.10545117032322
1,1984-04-27 17:55:52+00:00,188.49535271265378,183.38694773194337,171.35926805170328,178.56533148281105,175.36149782349221,181.11400870785008,189.25606480247794,185.1815607778346,180.22998791560877,179.1478101111771,187.6630773430045,189.76256499500505,186.4051180653192,192.23380066730925,193.7815350151563
2,1984-05-06 17:49:52+00:00,193.0406208881809,186.2436332557856,191.6427875173016,200.9168075409862,186.86342445020236,185.99866031007696,198.09644579623506,191.95632240046365,187.80553025187595,185.52325105772732,192.44057325845378,190.08655020387857,182.7899179254084,195.06483464634246,193.95511767738412
3,1984-05-29 17:56:43+00:00,199.33931676059547,190.33284957557166,,163.95577088399057,172.95297438782876,173.2997356259604,183.06530725868922,182.17021891365607,183.6398348312428,169.14670972193414,176.891901395038,185.63213418471202,181.02507815454422,192.3823202662085,192.63137890472487
4,1984-06-07 17:50:43+00:00,201.34864052447332,194.5061341385599,197.298791505864,191.4842145032345,190.4168779844398,193.88658934728136,203.72949765158555,195.10706878747985,189.88238554460455,188.31088087971375,193.547088160271,188.62130177575426,192.23794244072104,202.07915949240223,196.58402520258733
5,1984-06-23 17:50:58+00:00,194.97914695057108,186.7314542849792,190.09584715593195,194.54535135992512,190.17353557166507,209.12349607704138,194.40411048898804,188.4430024538846,189.6006691569313,187.5126441979753,195.43182253547465,191.79181583109718,194.03726259203663,199.23910559841693,191.5985347041708
6,1984-07-16 17:57:29+00:00,192.87269324875567,191.2579472167382,203.63824324266892,202.22321553926258,198.27463476190198,222.75313699056872,204.87951646496433,186.9342099848478,191.79285668583054,195.74710055927503,196.773248255306,202.00052538219524,216.0198914423137,214.8505754696303,199.0040574245855
7,1984-08-26 17:52:34+00:00,174.3188450262357,181.29940949150898,159.35518559464393,177.30292568004717,182.41203753002995,200.60108467031887,193.6333350141656,175.80961616024405,176.27404592921087,177.8669725768616,183.82769156977176,186.12199322759085,185.98758002266985,194.0349671120361,184.40202194043965
8,1984-10-13 17:52:38+00:00,193.3388782107977,195.6726710610562,176.41250823084079,185.3599556977453,179.83184440765586,183.13626465168343,197.0483191602794,195.5863731174485,191.27966270053514,192.81596444759728,197.1844355966879,208.31088725290513,203.41860160347903,203.45663826865527,190.89019575584936
9,1984-12-16 17:52:39+00:00,188.2573387561767,188.1341332286347,185.42672837370097,180.12891688274925,180.82506550304947,186.22045507891795,193.86574989793243,187.00569102156265,179.7238075972241,180.76172487833486,190.97538505430316,191.68947713408429,189.76838367636444,192.5383089320722,188.95538210298633
10,1985-03-29 17:59:06+00:00,196.25699103602363,184.1368091987464,184.24563144738616,187.17107522855318,182.72966530661157,183.58703829763783,196.83012475868483,198.05833235164343,185.09979488832565,184.58448090858548,194.80537375698538,189.8435846419165,186.5914673907864,193.1534629232779,194.45969293497762
11,1985-04-23 17:52:47+00:00,203.45527463992565,196.05535792576148,193.9175303079436,194.48272543906552,184.9326257736294,183.58306160272426,193.24506235118932,193.2242330416263,192.7792098190486,192.8745135243341,202.6377366706837,198.2245239941024,195.7138852475987,202.8273840599915,197.09950864655642
12,1985-08-29 17:52:02+00:00,184.18801139846718,190.39531285716092,169.30986712164045,174.46170464236135,181.06798874386536,194.47519537093467,194.40381064306663,182.91176578736096,175.13559777995553,180.44731040100717,190.1941579565791,187.42886574996828,185.87897533367922,188.3076908699635,177.29492127551953
13,1985-09-21 17:57:55+00:00,187.9336371118223,188.62913454225978,175.91858448522868,181.2205874219331,190.47589882543824,203.90170949008922,198.80122686557087,178.7891329955126,182.7644427476351,192.15658609517416,193.45148206497936,196.8457928055993,197.72162130488695,204.5897660778779,196.0708398027709
14,1985-10-07 17:57:46+00:00,185.601368821265,192.51722676605795,176.59240304364508,178.6449980861463,175.8952752905426,199.76948039276937,201.60246734898172,183.43625091699678,184.9654791065069,177.3141491089947,193.0044310953366,197.58787769112277,196.46085726775294,203.14073647845024,179.8408311057474
15,1985-11-01 17:51:17+00:00,183.71960593163755,198.83910103676632,164.9239503718428,176.05383866205966,183.41986473735568,185.65346602091958,188.7690077435151,179.8393760956303,176.05178252234543,175.79805531147846,189.37925330584628,200.42702517440603,197.57511195759457,199.6416868649899,179.548508384799
16,1985-11-17 17:51:01+00:00,175.36645228918863,188.49196088067603,171.17467803806105,159.67515170798794,183.3327670756726,186.69302604608785,190.82425548435234,179.82700639883626,174.79844759960605,169.3088062738984,179.053065026849,187.26808673100064,188.40544793112124,191.54344720146682,165.69945721089564
17,1985-12-10 17:56:46+00:00,195.0760009071606,196.50637302470122,181.91401700945767,177.39267857262323,186.1265744115544,190.00053513722534,198.34682848758453,190.068160903546,186.16134219454918,182.12777474633523,194.23857210671187,190.19837482782464,183.75913463566724,198.52773139205422,194.61537712855215
18,1986-01-27 17:55:50+00:00,198.2301826267694,203.29363344164068,183.83569479255382,188.45653057122584,194.1098611267002,198.54461424439307,204.99793960223863,200.95061336551677,194.77139691819193,191.9716952980637,201.9251416068127,201.13210847379304,197.39039815054113,207.353061093993,210.73845807982306
19,1986-02-05 17:49:27+00:00,173.74482185419754,180.00974391078248,158.8671985165327,175.73901367859818,171.92051208273008,177.9981271040531,188.5065940923195,179.53617265429924,178.5159796190698,173.86658114890224,180.87785575598082,176.99391303857067,170.1343476569813,186.27729671924743,182.3011022769227
20,1986-02-21 17:49:05+00:00,171.74246660715173,181.9614505606878,169.99271745260793,182.83079208003284,187.5856392070722,185.96428163167596,193.4271788987946,182.85897392895427,178.84762327222356,176.0517082492839,185.13528972858137,182.22527797736603,172.66693559765227,187.1051704151887,181.34074780193282
21,1986-04-17 17:54:06+00:00,181.06248314870703,187.87591185423133,190.81453188666745,186.9491298287683,180.35296600879119,184.36712404912635,196.55691936904398,191.12635968020604,184.36326131896877,184.8511774128756,193.11541914697824,190.84675673863495,192.28591350659775,194.0801923196212,197.12399184897356
22,1986-05-03 17:53:42+00:00,176.03472392684935,182.64934165423458,187.15055742802056,179.95364126459003,176.11535809341268,182.76737296864502,193.9309424288524,189.15664392760618,182.9957152078067,182.16484397048373,186.60537666737224,189.01603914457954,184.55286737648103,190.6603843828102,197.15272935418767
23,1986-05-12 17:47:17+00:00,197.06679634687808,191.94472765492316,192.91903209902966,194.36868920642488,186.62779540301452,189.71638544949886,199.85983326791032,195.5831053115431,187.08655734502142,190.52907457627018,197.91044533781047,198.75752825801868,187.8268298558428,200.35798762890644,203.48022565147556
24,1986-06-13 17:46:21+00:00,194.96516376749383,194.85007285103444,184.60102436043678,184.22388788527275,189.6644319275403,193.25529564609823,188.07435029666814,186.24140656174376,197.31167345363218,194.9098634058621,204.19889379432163,203.593338609383,201.38689645480676,208.1611200198953,211.9613875672387
25,1986-06-20 17:52:18+00:00,184.22042209738308,177.81932456403666,,179.4533838564389,164.8695773887243,168.91788199935053,163.71338492908959,177.98293814927686,178.75646305208244,170.61158376689824,183.487143303411,187.12723407423647,176.5045419318664,187.35636112254016,178.51140664289574
26,1986-07-15 17:45:17+00:00,190.521851815951,194.5503349192138,195.99815218818796,187.41655437851068,196.90313374234518,210.66261905386096,195.5818469952038,182.4393826565787,181.55812474269015,190.69805712022747,195.74063811405193,204.0285010599499,196.96486285357267,197.8248304789872,185.38147664381182
27,1986-08-23 17:50:03+00:00,187.73442125596418,192.21574046309,195.25948981850482,184.41043616535345,189.72873849344344,204.33149079071603,198.4984246480508,187.33253677878324,189.6627395521656,193.16236691865092,208.22585066078224,210.63250401154622,210.4813029652583,218.38392834196713,196.93754443831423
28,1986-09-01 17:43:32+00:00,186.21585444499897,189.74539955732868,170.26802572158445,180.14933694973166,192.34314490828265,203.54882655282285,192.96270340621106,184.42269427079597,178.96941347280537,193.02370343408415,193.50102919222303,203.67601616491274,195.7544823290974,201.47318444309542,177.0966107143638
29,1986-09-08 17:49:28+00:00,182.94695265777557,192.60745853912422,173.2218216564496,178.8803382684303,186.22367050505707,201.73827059687702,195.16635768165565,176.64226587718522,182.79582267351643,184.10795316381294,200.29803470226776,202.8463068553198,203.3670976464167,206.90241922965268,185.02611819639444
30,1986-09-17 17:43:01+00:00,193.1165909191947,195.74282254034222,188.86979291322453,189.31495653905495,200.66145150478167,209.85740294560514,196.69751482823892,189.21113443348895,188.5996964178019,201.0409980765093,212.69712003030193,216.26417019578645,213.46267621259346,217.21356608888928,201.95332532179185
31,1986-10-03 17:42:31+00:00,185.49414947043763,189.4831920889322,163.84682812611126,187.58201585346947,191.2424777264359,191.61411063913792,194.48278995224743,189.435427926331,184.66017279872008,185.18501432956296,189.74894849415085,196.05684905615288,202.1997039591791,195.7883175390573,184.74581794576545
32,1986-11-04 17:41:25+00:00,200.11601231537807,198.15145087495335,165.56315801510547,192.57902713163907,199.52862000744554,200.34639085145125,201.62774179542208,198.97431993349932,192.64661926124919,188.97083808665622,200.95769877056475,206.1314341732699,200.15438427475036,204.3107912448225,193.9205471196558
