,dates,chi0299-0000,chi0299-0001,chi0299-0002,chi0299-0003,chi0299-0004,chi0299-0005,chi0299-0006,chi0299-0007,chi0299-0008,chi0299-0009,chi0299-0010,chi0299-0011,chi0299-0012,chi0299-0013,chi0299-0014,chi0299-0015,chi0299-0016,chi0299-0017,chi0299-0018,chi0299-0019,chi0299-0020,chi0299-0021,chi0299-0022,chi0299-0023,chi0299-0024,chi0299-0025,chi0299-0026,chi0299-0027
0,1985-07-27 14:09:17+00:00,196.94448976791227,187.23848055689214,191.89579045467096,,186.54852792095443,179.97865592281042,179.36789705926682,183.23890928233328,149.64060808282397,155.01165609890782,,160.80958229958523,163.56851224398494,171.7107785971499,166.81553599121293,159.93173426090044,176.47108751457776,170.348905647158,159.45069884817627,166.30571812248618,183.6763880161134,199.7384526149131,196.05361692184397,202.27086135944845,197.47980071546974,200.26406425197843,217.9849393933933,202.3865442818161
1,1986-02-04 14:06:23+00:00,211.85719556559292,210.83300364817464,225.53473796275583,218.88192630858396,216.90338848763912,204.71349976861998,205.14994877625793,204.0383057255523,183.64625426393857,188.77785896101244,,193.23529665256063,194.4334601037382,187.68775808019754,189.36027816776908,175.81925433603615,183.73384674366065,185.1850306320695,182.54790900332208,189.90253321027438,203.57193558019617,220.18864014872247,204.44520271964515,213.2214003471253,213.29390762650308,202.51214672562105,247.26519811011684,217.908488865913
2,1986-07-30 14:01:40+00:00,191.37683993927894,179.966610385426,195.04804326128183,185.1959806905748,188.43718794585536,181.3107118400865,178.81474720899257,178.88619022749214,151.7794707949998,149.62808410971485,158.90649697410245,153.10729414737128,161.72724957624615,152.56993412473128,155.08941038019057,146.00767567299184,167.06327766106398,161.86685116255686,165.02520950278503,176.43756110702049,193.83247076951199,201.14795602147842,183.26368522266492,201.6967777086589,187.9839162499465,200.58379311132342,217.5761860942944,201.69584449701176
3,1986-08-31 14:00:29+00:00,201.5395836556738,196.44671434768773,203.6283792579088,191.14520370812318,191.3693391190052,179.35755842504085,187.08510837624794,182.135074420517,154.1624256262397,155.23614653038183,162.41818678770383,165.73578732892236,162.04570025238647,165.02264681496314,162.73256410171396,156.72168826012947,164.30295322756092,167.4609299319123,164.9096165331991,177.1581361775676,182.6476348602502,202.94305212495036,190.75766924023893,201.56405864014076,201.7253062437872,205.13476823949586,252.88729649521164,210.92988212241022
4,1986-11-03 13:58:22+00:00,217.28673286665648,214.35267026280542,219.65013961098225,207.02966288867745,209.54308085853057,200.86668723386381,196.1145553547252,193.58580755668,174.81805413846527,172.12106819921894,170.09480708456616,173.6949848096711,177.73324248070566,174.48895515540232,171.1775144529879,170.7604929290297,182.54343155983378,180.92037127169743,180.48918566895904,186.7924081987984,197.72615167178296,211.68128692828245,212.61653731450357,209.19702984744956,211.1616337263153,214.17615502027095,273.28359764069927,236.3539327484616
5,1987-01-06 13:58:54+00:00,205.61196259809222,196.61476148459403,208.09011776700464,201.2346793895306,197.36331052187538,188.2926917140064,186.92362776778097,183.82216871676263,164.5912950856528,169.16476874000966,177.66078285033177,175.72275461314672,172.39062657060322,174.50536627853506,169.30248930407262,163.6124879006827,173.43452338466608,174.48532092674873,171.22768472593935,176.57509800893973,188.16773155179982,207.89255379130694,203.68702182405627,198.13594948425458,201.03430189853879,198.11166330009473,219.50778649997153,210.07909467462707
6,1987-02-07 13:59:57+00:00,210.11991880584003,208.50474959043427,216.84984931489674,210.87581458469398,212.92949062886356,205.1029511993805,202.44510710325684,202.49642164284913,184.81508484775935,185.70383469849295,192.74265839215067,188.1306795187464,191.17167367208782,189.35105710382524,185.58046419418497,182.34635083008732,188.67314106843676,192.11520150712624,189.47896517147376,194.39975445016998,209.60226698870136,219.9745545442562,206.94605104832408,213.64629780660027,226.5051674037203,213.01134225697842,255.4378485117742,226.95430322606634
7,1987-03-27 14:01:45+00:00,212.54171028546003,206.04947232930797,216.31245185268682,217.02123379384676,222.67804076994912,216.32449398664545,212.73261299876177,209.2862507662795,192.69272528052392,196.4679072733518,209.3177053266102,200.59816393917416,201.37192672892905,194.8370882230332,201.86992266376328,186.45906005244402,206.89694566040626,208.8714749517674,205.57604462337304,212.81169152521952,226.73370433327793,237.90798945905422,228.35292331271285,227.95341712713514,229.16795006047505,220.28870881682872,250.5525743896989,222.6404058024205
8,1987-11-06 14:07:20+00:00,202.50557346533301,200.96053661420964,205.41874390379206,195.263680365816,197.83434078826065,192.28167175271014,194.03341404131203,184.79399281162452,156.77293605556255,153.7848215381441,165.56260611684587,176.20202013979915,173.6363658176771,178.078680036661,177.7973563508084,169.53993351539842,179.25153667289268,175.45587072530427,174.00923877948765,177.20399236269859,178.61378189628059,206.47164455182428,204.54830476118406,198.93044566760778,203.62544540556937,197.8278048664083,261.99920600819223,220.00498902662102
9,1987-12-08 14:07:53+00:00,208.3382611852397,209.92589612574236,216.81351282294807,205.18681536148353,203.175994562773,200.7613153961795,197.2348431856648,191.1834501755572,173.99472642765068,167.42374653001755,177.03923037572744,181.2142549966712,184.8412101888294,183.39867332557733,174.5133219050697,173.77134099471738,184.55005964992077,174.65603074895435,181.09482508104617,183.414673489281,187.48436120197863,211.2965547246639,201.7615207405223,194.5106567630606,202.6226159333948,201.21476103240832,241.58727181206126,214.5062559582912
10,1988-03-29 14:09:29+00:00,211.18879576252925,208.93185762166334,217.34839976195073,214.24834561839745,218.02815867805722,210.28539461386777,208.17085425559063,209.25695443976397,186.92180695386264,183.76019912066292,184.17243870908374,191.84947183090634,194.6029956097423,190.14937063358536,188.4017961182281,183.99896706599213,197.1526092021828,195.39321742006499,195.9440270116768,204.77071035859464,216.48324047463234,231.44413596296323,223.6885256703068,226.9112779243674,221.6944215799636,219.41178319069653,248.86469334810778,226.4173119833365
11,1988-04-30 14:09:40+00:00,211.52321923832739,206.1631526088414,212.42456549033986,203.1915999644338,210.42806518638903,206.88403121779453,204.73822978618819,202.37452730673166,184.38764758311484,187.58801322693617,190.4377529524858,192.59818492072807,193.2590372473498,189.71234123451742,181.7961045681046,179.13757145807665,194.2920276928118,194.03602959074593,191.86566422211394,203.47753210563536,218.56110452616798,231.11841603103082,222.5560822055099,215.62510649247656,211.65959570257024,209.38948839194006,246.56697903641466,216.70196079915
