,dates,per0077-0000,per0077-0001,per0077-0002,per0077-0003,per0077-0004,per0077-0005,per0077-0006,per0077-0007,per0077-0008,per0077-0009,per0077-0010,per0077-0011,per0077-0012,per0077-0013,per0077-0014,per0077-0015,per0077-0016,per0077-0017,per0077-0018,per0077-0019,per0077-0020,per0077-0021,per0077-0022,per0077-0023,per0077-0024,per0077-0025,per0077-0026,per0077-0027,per0077-0028,per0077-0029,per0077-0030,per0077-0031,per0077-0032,per0077-0033,per0077-0034,per0077-0035,per0077-0036,per0077-0037,per0077-0038,per0077-0039,per0077-0040,per0077-0041,per0077-0042,per0077-0043,per0077-0044,per0077-0045,per0077-0046,per0077-0047,per0077-0048,per0077-0049,per0077-0050,per0077-0051,per0077-0052,per0077-0053,per0077-0054,per0077-0055,per0077-0056,per0077-0057,per0077-0058,per0077-0059,per0077-0060,per0077-0061
0,1986-03-16 14:48:34+00:00,,,,,,,,,,,,,,,,,,,,,,,381.05082697403054,377.9523080340478,355.7397551488842,,,,,,,,,,,,,,,,,,,,,,,,,,,197.35332383943526,188.8171426714718,,,,,,,,,
1,1986-05-03 14:47:30+00:00,,,,,,,,59.31092838856534,94.82519582027668,179.0754400966566,184.82062178165495,54.756215871790474,,,226.96516838319937,,,,,,283.16654213543944,298.6115703109125,343.2423431732486,352.2139652738829,334.8898787007361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.14938012461701,35.782159128887876,26.530854750419437,,25.556727534186102,
2,1986-09-08 14:43:16+00:00,,49.01412214089938,30.015147285802712,,,,,74.72342386377144,110.56125629062748,180.93099024370858,,54.7004655438472,51.768923079609365,,240.75701156571554,,,,,,,,,404.14115230450324,371.00276896914687,363.879498769971,374.3890798500141,359.9611048713153,,,,,,,,,,,,,,,,,,,,,,,,160.97298580402406,153.54400952468455,,,,70.41648618103733,68.18650315283719,56.48411658293716,,65.35855082452399,
3,1987-04-04 14:45:05+00:00,,,,,,-1.3039047256423606,46.5549409706859,96.22900385165826,149.70068821166933,,,22.661874825905656,20.893220167489893,,,,,312.97659596819983,,,,,,,,,,,,,,,,,396.53387882005234,396.6030724345946,396.38868791568854,400.12260514957626,382.3251449927367,361.5279836447554,351.8935744925953,333.98165690815796,337.6331462830756,336.4741460720532,329.6309114862114,,,290.84912604274643,269.13403669189654,236.07660991321842,232.96509692474712,,,178.45375238155324,175.4081711058481,168.15086957578566,,142.53285976847224,133.18829383784094,128.38905844410723,132.4095837090874,138.31190520117647
4,1987-07-25 14:47:55+00:00,,30.060428173349656,-2.911181803075879,,,-6.42539756418385,35.00739410234606,52.39082009598488,120.87569461735904,173.7084638847437,195.5981030276919,,,,,,,,,,,,,,,,,,,,,,,,,,,397.9674385608804,379.3280741845094,356.6557148704077,336.0222202480284,328.78387850749095,329.2595400158924,341.8443214470426,346.6933418933175,,,312.87596486157145,295.7423164003923,234.29292952682124,238.43340612457163,,186.25345753582886,160.18387575010064,159.1582732553862,200.35387454530346,,130.0815792564907,122.27198488366176,129.16728241875373,136.05087786463235,134.48626021446074
5,1987-08-26 14:48:52+00:00,121.88687693837315,58.92406912494782,,,,-3.423927838201851,18.073058653377274,58.04947216099404,108.5445266114911,171.9943745377834,177.5602305344138,81.60656921936926,66.5626507479962,,226.47262876741655,273.97552220766727,292.4807626173745,314.12752581993857,292.6566020470791,298.468355139772,287.6826296971182,299.1162092825926,375.94317403641423,396.6529018743493,378.76666466831483,375.7807179134068,,,,,,384.63239555400054,363.8036776498692,365.1432188574324,371.21670332983393,374.07041808282764,367.1282354281065,357.49905547010394,343.3011504107631,318.5656832972331,308.3961704135728,292.40231875357466,278.69967386740456,291.3462101452183,291.6223777527928,287.35406732482227,270.06950147994166,252.27304861235632,235.7934950823514,211.12891936410043,215.70110895901092,159.65948741989374,143.36372364334306,118.61960255377166,130.3991262966333,136.59205484961564,,94.30031640034949,95.47222977274207,109.31969302013016,107.19692392249353,118.23211646496415
6,1987-09-11 14:49:16+00:00,117.5914697095888,,,,,,20.30564788474107,60.354393627220226,112.01297926410882,168.54641687213945,170.61063001822663,73.62700174967664,36.641379918990935,,243.89360468659783,284.1465727213028,301.31435765593704,310.0984774903383,278.2951286532954,303.01875269944054,289.96258651718136,306.2935285330067,391.90174508958387,,,,,,,,395.62191418127446,383.3276984201631,381.01709081656855,376.0597875109111,385.032194463575,377.7856845995037,370.23245510592426,359.7393714723047,346.5559246053527,315.95046799012056,302.5155275894416,276.6070835833565,280.3474052301299,289.82505145557155,291.7175241787829,288.82178270131845,281.37468567651,269.8026095441099,253.63244945434434,224.05189971215893,227.59287310957507,194.41773877937888,174.4143944391791,143.35270038602982,149.7204180762075,129.6322555739588,61.09260706253719,57.934622499288494,,86.10259256134476,106.04496430491868,113.34059352306757
7,1987-09-27 14:49:38+00:00,141.6338561392454,99.87823610802248,,,,-0.3419096078271253,28.438798816665667,67.39151046295034,129.6989528550149,170.0537655909627,183.92364041725222,112.30175782088234,,242.8467581533569,251.41917456540872,288.86358800390116,333.45025736297737,344.3518688479299,363.20040661529663,376.0346479309892,385.2168700017602,,,,,,,,,,,,,,,,394.78057025996276,386.87038292768415,364.86937883692786,336.7109947146281,315.85916435784407,303.3879317250917,298.90547197415816,307.3114775128498,311.2705219760812,315.61346677341675,297.6409420435059,285.6049899816463,268.98039111035837,243.56736005059517,233.65910930064229,216.9358391932084,190.1543107404977,175.51729726773735,171.5305979680983,157.6635854647953,129.9413592334096,118.11579937566977,98.51220356872709,102.76584210746314,114.36660264922102,115.5573016538628
8,1987-11-14 14:50:35+00:00,175.44931395344983,159.3401080571602,154.66352556167647,149.8146058410146,112.74511061913636,-2.760596640111813,24.874119390783264,70.98190818613197,129.27437457131484,179.8324344660938,196.29665888568377,144.22962249776896,,258.8949855165164,287.4922129790094,317.92815704238933,331.24023537292214,353.57238713895987,366.2569410587033,365.43230847071857,357.2857609911079,371.759253430229,,,,,,,,,,,,,,,,389.1325330876383,372.1055666670736,347.4848189896682,334.85462968088456,314.3131642512289,312.67062958232117,324.31307865340347,322.52056197566407,324.22756005844366,319.0045338901545,320.64223780212507,288.8560476318013,261.07034240727006,245.2966259459566,206.8720534498115,186.74077921846157,170.56617555317598,158.51030862633007,157.5140237786765,139.68570923227102,132.18613609664342,118.90317779394509,118.79041314656956,126.98725727422335,120.24054270449962
9,1988-04-22 14:52:40+00:00,180.3290066037454,173.0845910946164,161.36686704699795,158.86511787771843,161.0907711116343,160.4014352294798,,121.76069030648635,,,248.4759092482691,180.25467632251707,,,288.25039553131984,324.11570519971394,344.8945161603722,351.6566601798317,365.4312361269925,364.1589538476582,357.4361259922707,356.24551241099226,380.04586449207454,389.5915184389224,390.2124055591,388.936014413679,393.46710913898085,381.511937408263,391.6445455788176,389.8579966067951,382.1335917426598,376.0617459704035,382.7609121462674,376.0778187434454,378.57931546596404,390.4361116559322,,398.7099502820993,378.77436082091646,343.9347420200409,349.22004664397326,338.6051703004346,341.2355078079838,351.4241901273945,332.6431922603081,333.9648013878578,340.9617292965392,304.4551631656873,274.281225934274,239.88263769760343,222.94166313263426,186.3444725821757,185.34214060712807,179.8126540924297,177.08708746520452,171.47331237128768,167.0326155765654,159.14677328840594,150.02323349367984,147.3955430985205,149.245735541114,139.74960183837587
