,dates,per0155-0000,per0155-0001,per0155-0002,per0155-0003,per0155-0004,per0155-0005,per0155-0006,per0155-0007,per0155-0008,per0155-0009
0,1984-12-25 14:41:08+00:00,230.94419559186767,201.45619014072392,202.72565478855137,212.63966318316292,240.74694661565255,207.91753743713008,,,214.16207514530407,199.68496927578897
1,1985-01-26 14:41:44+00:00,203.75179914405012,182.88986847119935,186.53916402799436,190.09070551465925,203.28757659585432,206.42156458852853,200.26689375258445,203.42328889047917,191.97915972251064,184.30719404947
2,1986-02-14 14:37:39+00:00,202.13403799592177,189.38811113996786,188.505338569181,189.40570083035598,206.92606057943414,197.31229667026912,186.31404248359544,204.47859098424348,207.57507456082777,195.64221181299928
3,1986-04-03 14:36:38+00:00,,,,,,,,,,
4,1986-05-05 14:35:53+00:00,183.0178248604774,182.15584645614427,186.2085346912584,190.61876507435355,209.59882668322987,206.27939593446894,208.55267367395555,197.4591931492821,183.52619588119714,159.7878616729836
5,1986-08-09 14:32:48+00:00,,,,,,,,,,
6,1986-08-25 14:32:12+00:00,,,,,,,,,,
7,1986-09-10 14:31:38+00:00,,,,,,,,,,
8,1986-09-26 14:31:09+00:00,,,,,,,,,,
9,1986-10-12 14:30:38+00:00,,,,,,,,,,
10,1986-10-28 14:30:05+00:00,201.29450021449583,182.06665039591573,181.69643598770935,185.2640857495507,195.94158565667036,193.1715937037813,194.92722726784712,200.9705445458788,196.803123155678,181.7867226729969
11,1986-12-15 14:29:44+00:00,211.76106568520058,195.48865638543043,195.2731280083124,194.37950258203006,209.8283942355525,207.7835693244121,204.43613688287437,206.83918072722014,208.40724986166546,200.91742702282343
12,1986-12-31 14:30:37+00:00,184.95568588976118,163.37634334254392,171.23355195628807,169.99600953498646,181.6242392337284,176.50725715864266,182.48008954849558,190.93979287845218,184.205078505019,164.17437713271448
13,1987-02-01 14:31:12+00:00,,,,,,,,,,
14,1987-03-05 14:32:27+00:00,189.16482165652366,178.41697773819553,175.46269942787862,183.00644794032482,205.62004097217178,204.72078247159416,201.83770705824003,207.0487567587822,199.01658568766587,193.83197566370777
15,1987-04-06 14:33:36+00:00,180.62666986756392,170.30615080948036,169.27700395537357,175.0283404786864,187.2329048556125,184.08444766450387,184.62093623262197,189.03462874684806,187.15761967968987,180.28129350945161
16,1987-05-24 14:35:00+00:00,186.27243521549389,168.83187909943211,168.57703116518417,168.34890801254357,183.75269543441823,191.83905667675577,192.7290704395765,199.4791183773827,195.97395757417706,179.40064690582824
17,1987-06-09 14:35:23+00:00,,,,,,,,,,
18,1987-07-27 14:36:25+00:00,,,,,,,,,,
19,1987-11-16 14:39:03+00:00,,,,,,,,,,
20,1987-12-18 14:39:32+00:00,199.43875553427995,170.47477693133374,169.49890742015188,167.25946185694113,185.72578700241863,178.6109069510526,185.35625558789692,187.30445170285867,189.16516724900512,179.73092534372
21,1988-01-03 14:39:48+00:00,199.67435645489488,174.94269465299334,179.02077063520102,171.7717525635743,193.01387247763714,219.54574300315335,199.01511973527766,192.68875383268434,194.9993740347364,184.24194795439715
