,dates,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086
0,1999-08-26 22:07:32+00:00,148.5233412088181,163.9396496738416,171.67401601510238,168.42087958410283,159.45736792369527,162.90782452674972,162.47126493128295,146.98747135638934,142.22588568632585,140.29680457472813,142.5605537007932,140.8776457918031,137.71519823914397,134.96311621541372,130.2186944169227,141.29011546886477,143.29952600929363,144.03496088171315,146.11277503908406,149.71929692893204,147.8611582254961,152.54569330915467,154.654924386986,140.82996756769217,122.46742534916746,128.10239311758497,131.35260249519035,133.3239786117117,129.73345330487322,135.31021127675172,139.93474749669372,128.32981060248437,139.88657841415645,144.46708895619395,134.15458671556502,120.93985518240679,121.59721762644614,130.32086186476639,131.1997193653244,135.6632752769189,132.8108751876682,126.75658572675815,144.96789208825044,158.51893082601396,,151.7703800722818,129.18649954969857,,152.85313735352486,139.2182283071163,127.1755693027668,122.18429225942262,131.1343357715245,156.44182660129218,159.35439716038456,170.15499616762276,159.2727472358963,161.17633309744554,180.24071657326755,180.7506476879007,180.64629751367187,162.61437894821944,169.64017954727922,177.5366958753487,184.32634055100363,177.19255130100112,188.45459635288108,193.79500114341062,190.4763065493218,180.22261492208065,169.6418633366236,169.57107747624144,172.64934243292407,173.79035345141148,173.04316154505364,167.04391585936867,169.58726258022418,170.125953363468,172.34828251538215,177.57363268814,180.37066311069265,174.87519381260267,175.82279443233648,176.22317052897023,174.82548568681753,176.25456977440945,168.63134966133157
1,1999-10-13 22:07:36+00:00,136.0723029814023,146.6974694207038,,,148.94538532945347,156.9280468780441,152.15729621031485,142.78598761967433,140.31602059733638,140.53301959029062,141.16812502632337,134.53292437775832,129.8027391645645,132.07708094279872,122.27998857833848,148.11650512604655,145.00561809065272,153.36701739307574,149.6794329468269,142.8481295158976,147.11834820485709,148.0768249247514,148.09936858545723,143.7440412861459,141.24787547401962,142.5805307524518,130.37615746812168,129.77736717594016,128.38689753840623,141.0878427435468,148.58796712681436,138.7723606079368,133.50989302856755,142.27351244623105,138.74352231591197,122.66758722911864,121.48167952773454,123.20139551113749,124.85123380945156,124.29221334892533,127.93951638775134,128.19251606944908,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.09376820039964,170.8800473404723,160.8083601082805,164.26292181699228,166.46876424436937,164.12855435619332,159.62551744785557,151.38233968436515,151.55489992106146,151.4582396926633,157.14862140836806,163.63583573798942,171.09964671876196,168.99083319691414,163.35226800921902,164.29332943360689,159.4747348263888,149.3755437828038
2,1999-11-30 22:07:23+00:00,123.8109930595669,130.11116707783592,134.12408146528097,135.32232287142688,135.24214909712794,140.068473402618,134.34876084954354,124.65604963799976,119.40188831146331,122.42698462692083,125.00360818633882,114.67588399245221,108.15824106682444,110.81102779262372,106.55258407567257,122.10859670991933,126.66282386729256,136.2511724257076,136.53792949109248,131.57073620070207,129.96145049546573,130.62176131324037,130.08506438553528,118.25580090005809,117.49830337123815,114.68774617177459,104.81218445283892,108.04248264332305,108.78542326826167,120.8210566726669,126.76902420977973,114.56504557922328,117.65803013981541,122.0741740497299,118.43370964510842,110.56430413573219,112.7289739668912,112.3167387582078,98.80438891726443,96.9342376910784,98.63317967979357,108.59969208953477,114.07080162473545,125.47199123203096,121.03171454998629,113.20030494628479,102.91405326321005,116.17409124365085,114.10940106995217,115.51103506919183,103.3918059019413,90.75291623192899,103.69281227269602,127.58047593132197,126.82642249556842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.55833494547818,128.59370225644273
3,1999-12-16 22:07:33+00:00,125.96730923448753,136.7573313218255,,,142.3910476396009,147.32092875542338,145.51421933972813,139.1940812904142,129.96024793324324,134.2459975130292,132.69950579752984,123.92806124762753,121.17490183183556,117.89251783636588,,130.91918145398603,133.2895317713631,139.94255327953033,138.95395288631198,135.45013342987255,137.8644513951874,136.9199104738616,135.28116843773432,124.71745613275014,123.60396761171484,128.37364504885514,113.36477813737164,117.3215814087818,116.81913912077376,126.11223056192989,137.22849893252535,123.12835825448698,124.94882925288783,130.05708205627843,127.50985730718007,117.0090047178488,118.58090877744044,116.82847158815069,107.30102183093636,107.05971276754585,112.88106959547335,110.07110566610682,120.53277757895394,130.05796661667694,133.35714185878422,120.50385549605764,110.84142044643502,125.80178718932065,122.7207452045406,125.9109027019953,112.95476146758709,105.36105226144922,118.89338051235755,137.8032019095524,133.40900800114136,147.6439819307519,142.212727073201,148.0678967159629,148.09189715319758,151.9477346341125,144.36114996738365,152.3391777878423,157.55203361103042,159.5645120104714,162.53734473276097,166.5880137988604,173.0684444886809,172.32374020055846,165.00126937535384,160.69501355764766,154.09021545693258,149.13211789414686,147.3263640567963,154.3896127210428,152.74125859149882,154.5220123115531,145.7943663076776,151.31093934228565,148.2012757164344,152.3632972223286,149.35440734386987,159.16240116834055,153.96477677618873,149.12443185485876,146.83300360732068,146.49197496951686,133.59271271866683
4,2000-02-02 22:07:23+00:00,,,,,,,,,,,,,,,,,,,,,,138.07233651664714,133.5000651575631,127.06915095425234,120.98576207954937,130.56095483788678,114.81443321208391,122.05255466217591,120.28467571176398,129.27585386389245,133.20800371531138,121.95854162837858,108.60449441873574,130.52197780589478,125.3337648284062,118.04324105323778,118.52708558167005,119.90855530170758,102.33088379195424,102.72667416527176,108.53329999261155,111.50303954262222,125.10061546820003,131.89247952388382,133.99516407040772,124.8296551248036,113.90191138382885,130.49330150844548,134.57648921581267,129.96040989104355,119.16439381735272,102.83490841585669,119.75141835221568,144.67973001763033,147.07180570801825,160.61957614816563,152.12175831109164,158.2908158419988,161.5326793968344,157.0182336417782,160.32972086009363,167.43044414774315,174.49384374481275,172.33973495026416,166.45609320940156,168.17197821652837,175.4920381216774,170.11851533149502,158.59794700490897,153.42427099226913,150.48197843794912,151.8101126232375,162.09206186547584,158.4454826807625,152.8792998337581,151.09747292499634,146.90511962851878,148.813087868791,148.80900834611447,154.7755909899619,161.64192946887925,160.84607040514973,162.9431688762022,159.43173787844216,157.4408970646918,162.9132941382008,151.68148665884212
5,2000-02-18 22:07:16+00:00,143.11175436851738,149.7102603558585,162.04388943049202,169.8653147310609,167.78559107372865,168.77914384413936,156.07271076742063,146.3362111558517,151.3681008603313,154.39698871875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.23494932107707,204.66977673664448,,196.50418042769263,199.05452370885183,203.3530104560025,202.94433887179807,214.85786905043682,208.768179689408,,,,,,,,,,,,,,,,,,,
6,2000-05-08 22:06:44+00:00,121.48363866372631,146.10163663107187,149.38704735297512,157.38767182649423,157.23011166499467,162.38126767232387,159.97194983784493,155.62907787582918,152.32112842934208,154.10433345110212,154.82077552769732,147.60353246902753,139.40523964026954,130.7041546382815,138.824867768679,144.1111619298678,138.74550815855355,148.42307454160533,151.6072620687341,149.41302337547575,148.428931810084,144.78428340148886,149.9878408256332,141.92977320739914,135.8397724112947,126.30768536326732,122.6936654012505,130.76504559011374,129.56482593767373,138.96833241336043,142.9112353564297,130.2939432499712,127.00828709641722,134.79263463538246,131.34891709269453,124.0566773744604,129.2485659231919,123.84281251963858,116.49845648352691,121.48678608147648,121.71175610528405,125.41284299986964,135.5618486335533,140.73182415989788,143.87875152752034,132.38484659014438,124.0229968439982,143.4751672523193,145.26251527074277,143.87921865222563,136.65679732141479,127.66618599172465,136.9051316169924,153.45644323396553,151.43301283270804,161.96941915613178,162.05871102327998,164.05133283764727,165.91300923213925,168.5792406689348,164.9036288286291,167.10965603831178,166.18309755905148,177.2264530274308,177.09859531496363,172.1157548287843,180.26636416569264,176.01182750885798,177.32534957372724,170.31603773038907,168.00524602520755,165.46565878846073,164.04512216999024,169.47165454043935,167.0544846693188,164.11416454516558,153.92303544995335,155.9194618627502,154.47939411803694,160.2432778426253,158.66686223127334,163.8481265813133,166.25045811708557,161.8263724439045,159.01871081697078,160.19476056340312,149.95496803162555
7,2000-06-25 22:06:19+00:00,,146.15743675263423,148.70656113157705,155.37112598701677,152.3849174231329,162.6266797266657,162.74615991194003,153.94652484225875,149.33172345451595,149.44020255810582,150.32417029376217,142.2014870860828,133.79945376386053,125.75625413622933,137.78203087219106,140.16090286054867,134.01692990613196,138.9182584983347,136.9707965835509,135.41082306299413,137.3839754681263,137.09407453173327,138.23571787575082,128.99462611653485,132.56740954438865,114.04927314931467,119.97848841436647,128.0525043959893,129.6514290557467,142.37078430777603,145.45687091622682,133.54535276541122,126.22978241504603,131.93574229754796,126.0399627702268,120.67275293171306,123.25186568991816,122.1787954959518,116.05646540263035,114.53219321374644,118.88806241096401,125.77612288664425,137.23548357868643,137.9567952501605,143.24814836465268,137.98755068796757,132.5531053413097,147.44146969983456,141.75895259502738,133.54884573159546,113.99819946244224,105.52033588297475,125.82196590789577,143.41365152997278,146.6272711495849,157.13107889243517,155.30850809972392,158.91462369675276,166.59526265936827,171.3271642520378,164.2115277761058,163.58874518699866,161.59690397445368,157.64745180193427,168.72289613289158,170.72533415225243,170.04935026263954,163.878677342566,168.0376958522417,168.97565126543748,167.71263315420032,163.32936893037385,165.70963731996443,164.47151746536358,162.71566747329564,159.52856535372018,152.94378799303303,153.91881520950864,152.37827422381298,157.7005223011093,146.39420544840766,155.89901087829074,157.05376960315849,159.05660830118538,158.5859113501668,156.9354234350398,150.634496975522
8,2000-07-11 22:06:05+00:00,100.95761947819304,146.2313533884399,153.02394456321736,153.19484226611422,155.94735423358418,164.33680899225442,157.75955489517713,152.34700151177958,151.34534233943197,150.3975880468912,150.1022895465061,142.84173274297092,131.78359214338167,129.49000085054598,136.62040796050258,135.4320633183553,130.9975757099474,138.34911109090393,134.63385392805517,137.0716973259872,139.107177765632,138.0320276828216,136.04550440542124,124.37950014753964,129.0626784488547,125.39702637216918,115.11152077734424,125.22059735055352,131.54444908083278,135.63150331806676,146.3128458830123,130.0682818815701,129.56483337992503,130.51643223542516,124.14608818763723,112.31475732333388,119.33426664518632,119.41514678413988,114.18307597328355,110.55077007103608,118.53691356257825,118.37380074633204,127.3065444059847,125.44584651693482,132.7524702823626,128.87298481231113,123.1850583565289,143.67108360253457,132.79205323368336,124.7720154565574,113.12585684545253,105.1737482864468,114.54459977438042,136.40698889795578,140.78516218027465,156.50056695357566,145.43250177958294,146.68592207150945,160.0504665572049,165.03103803634627,159.98689343177261,154.72787540246694,152.37221694159672,156.2592807337091,158.94129453919686,162.86341387211615,163.77631520323442,160.49177905863758,159.2481957282855,160.18427053516592,159.37906689560776,155.43580522652576,152.56722417291286,158.68285974320207,152.83832143029076,151.04900703642394,146.86061363753402,150.97024578193688,147.4603915448012,152.48357394867668,144.11877899710078,147.7554222395055,144.51133370199832,148.22654817431828,152.34741737225664,152.54134694409294,146.20054972247564
9,2000-07-27 22:05:48+00:00,61.4940833798824,146.2978721785173,155.0226609471665,159.71648407638304,157.65923860572659,166.0885850178658,161.7737446674563,153.53555280819845,150.83571618609312,151.7125512514059,147.06349221519386,143.24881811982175,134.97160160322463,131.6953586012067,131.55123008071456,134.31073811861188,135.6656522593305,140.29663115116665,141.10057728859664,137.60344518816714,136.62356161320133,140.5694016210981,139.42766862563786,129.18049622205484,126.25468194188328,120.98848532434415,121.49276452713819,126.08986191207906,134.5312416740016,141.87939639668923,146.85734351374947,131.79137660331358,132.43198597558722,139.01526786799323,129.1670420385798,117.16298491114395,125.32142001647294,126.96351037336213,117.89150179134435,121.36844149787528,123.19821705204423,124.26494970182661,127.88475380669416,133.6209967103328,132.3705595437463,137.8613068750762,131.8730743353539,144.49693357285565,134.2443547824559,128.61112393669018,114.64957066743722,111.18734292798985,121.17247919099187,145.1019839227576,147.47351639316426,157.20967723423706,152.05430902445707,157.97730683879274,163.60650658601025,172.49159354220666,168.0163304911391,164.64214123954966,161.89191014202464,168.73296754015348,172.2094962687567,169.3807048655243,173.0981542225686,166.74519136528937,170.47450962142943,167.65458663942331,162.118894122055,161.9309396291084,169.47997800878164,169.346606048519,164.976979724332,162.23057850670915,159.7596304899518,158.09261941559606,154.55530510014944,154.85303359778285,152.03368849643306,150.53566753539974,157.47994122142086,147.89122260904688,154.62291171879673,158.12344573470335,150.56996001847324
