dates,sar1383-0000,sar1383-0001,sar1383-0002,satname
1984-04-13 09:27:31+00:00,210.57,209.34,227.89,L5
1984-07-18 09:29:10+00:00,206.34,213.69,230.66,L5
1984-08-19 09:30:15+00:00,206.49,213.08,226.30,L5
1984-09-04 09:30:25+00:00,206.00,211.49,226.72,L5
1984-09-20 09:30:28+00:00,206.00,215.18,226.72,L5
1984-10-22 09:30:24+00:00,206.29,215.17,223.12,L5
1984-11-07 09:30:17+00:00,208.41,215.12,224.09,L5
1984-12-09 09:30:22+00:00,208.93,216.71,227.25,L5
1985-03-31 09:30:43+00:00,211.99,214.12,229.65,L5
1985-06-03 09:30:28+00:00,209.06,216.64,230.20,L5
1985-07-05 09:30:21+00:00,208.00,209.27,225.27,L5
1985-08-22 09:29:56+00:00,207.91,210.05,223.12,L5
1985-09-23 09:29:32+00:00,208.29,209.51,227.01,L5
1985-10-09 09:29:23+00:00,209.44,211.38,226.14,L5
1986-01-13 09:27:46+00:00,210.36,212.99,229.27,L5
1986-03-18 09:26:22+00:00,217.94,213.19,233.46,L5
1986-05-05 09:25:17+00:00,216.90,213.45,221.27,L5
1986-05-21 09:24:51+00:00,216.87,213.94,225.54,L5
1986-07-08 09:23:21+00:00,214.39,212.38,226.18,L5
1986-08-09 09:22:13+00:00,215.29,211.06,226.06,L5
1986-08-25 09:21:37+00:00,215.62,211.69,226.37,L5
1986-12-31 09:19:38+00:00,213.51,211.17,227.90,L5
1987-02-01 09:20:35+00:00,215.87,210.56,228.42,L5
1987-04-06 09:23:00+00:00,219.50,209.83,238.71,L5
1987-06-25 09:25:08+00:00,218.30,211.26,236.70,L5
1987-07-11 09:25:27+00:00,216.19,210.77,236.63,L5
1987-07-27 09:25:49+00:00,215.27,211.73,234.88,L5
1987-09-13 09:27:09+00:00,214.56,213.64,234.49,L5
1987-10-31 09:28:04+00:00,212.18,213.07,231.55,L5
1987-11-16 09:28:26+00:00,213.13,213.29,231.04,L5
1987-12-02 09:28:42+00:00,213.76,213.06,230.68,L5
1987-12-18 09:28:55+00:00,212.76,212.78,230.45,L5
1988-02-20 09:30:02+00:00,213.40,212.86,230.78,L5
1988-05-26 09:30:48+00:00,210.14,211.02,228.35,L5
1988-06-11 09:30:53+00:00,206.22,210.28,228.12,L5
1988-06-27 09:30:59+00:00,204.77,213.87,224.22,L5
1988-07-13 09:31:03+00:00,205.32,213.04,225.03,L5
1988-07-29 09:31:06+00:00,205.70,211.73,225.55,L5
1988-08-14 09:31:04+00:00,205.30,213.72,223.70,L5
1988-08-30 09:31:09+00:00,203.62,211.39,221.71,L5
1988-11-18 09:30:56+00:00,205.86,212.07,224.35,L5
1989-01-05 09:30:40+00:00,211.07,211.84,234.15,L5
1989-03-26 09:29:17+00:00,218.24,214.22,256.05,L5
1989-06-14 09:28:10+00:00,216.68,214.85,251.06,L5
1989-06-30 09:28:02+00:00,211.71,214.85,240.63,L5
1989-07-16 09:27:43+00:00,209.93,218.25,227.90,L5
1989-08-01 09:27:23+00:00,209.75,218.61,225.34,L5
1989-09-02 09:26:41+00:00,211.19,218.98,225.78,L5
1989-09-18 09:26:08+00:00,211.75,218.42,226.11,L5
1989-10-04 09:26:00+00:00,212.96,220.78,221.43,L5
1989-12-23 09:23:34+00:00,213.44,221.53,221.50,L5
1990-02-09 09:22:02+00:00,214.86,220.68,222.22,L5
1990-02-25 09:21:33+00:00,215.37,219.86,222.22,L5
1990-03-29 09:20:28+00:00,214.22,221.55,220.68,L5
1990-06-01 09:20:32+00:00,214.54,220.24,228.11,L5
1990-06-17 09:20:30+00:00,212.43,217.02,229.38,L5
1990-07-03 09:20:30+00:00,209.40,214.07,229.23,L5
1990-07-19 09:20:25+00:00,211.21,214.21,231.47,L5
1990-08-04 09:20:20+00:00,211.93,214.35,230.95,L5
1990-08-20 09:20:18+00:00,212.06,213.46,233.07,L5
1990-09-05 09:20:10+00:00,210.98,213.78,232.40,L5
1990-09-21 09:20:06+00:00,212.02,214.18,231.92,L5
1990-11-08 09:19:51+00:00,212.80,212.50,233.57,L5
1990-11-24 09:19:43+00:00,212.38,212.04,233.04,L5
1991-01-11 09:20:27+00:00,215.02,213.04,237.28,L5
1991-02-12 09:21:06+00:00,213.35,211.19,238.63,L5
1991-06-04 09:23:06+00:00,213.51,207.27,250.38,L5
1991-06-20 09:23:18+00:00,212.26,212.18,242.64,L5
1991-07-06 09:23:34+00:00,208.91,211.11,239.72,L5
1991-07-22 09:23:46+00:00,205.77,211.57,227.86,L5
1991-08-07 09:23:52+00:00,206.97,213.01,227.87,L5
1991-08-23 09:23:58+00:00,206.88,214.33,225.38,L5
1991-09-08 09:24:12+00:00,206.48,214.26,225.72,L5
1991-09-24 09:24:18+00:00,207.16,214.51,226.25,L5
1991-10-10 09:24:25+00:00,207.59,214.67,224.77,L5
1991-11-11 09:24:33+00:00,208.54,214.55,226.56,L5
1991-11-27 09:24:41+00:00,208.80,213.08,229.44,L5
1992-02-15 09:24:26+00:00,213.81,212.77,233.22,L5
1992-03-18 09:24:33+00:00,215.87,210.91,237.42,L5
1992-04-19 09:24:18+00:00,216.18,208.97,243.00,L5
1992-07-08 09:23:26+00:00,214.12,213.23,228.04,L5
1992-08-09 09:23:02+00:00,211.36,213.57,225.37,L5
1992-10-12 09:21:52+00:00,206.08,214.58,221.70,L5
1992-11-29 09:21:28+00:00,205.26,216.65,219.34,L5
1993-02-17 09:22:18+00:00,209.01,215.00,225.14,L5
1993-05-08 09:22:49+00:00,205.86,215.10,219.79,L5
1993-06-25 09:22:48+00:00,206.41,211.94,224.30,L5
1993-07-27 09:22:44+00:00,207.70,213.94,225.25,L5
1993-08-12 09:22:45+00:00,207.48,215.29,225.79,L5
1993-11-16 09:22:17+00:00,207.64,216.81,232.88,L5
1994-03-08 09:21:04+00:00,216.30,217.56,243.52,L5
1994-03-24 09:20:50+00:00,222.05,219.65,243.52,L5
