,dates,usa_CA_0132-0000,usa_CA_0132-0001,usa_CA_0132-0002,usa_CA_0132-0003,usa_CA_0132-0004,usa_CA_0132-0005,usa_CA_0132-0006,usa_CA_0132-0007,usa_CA_0132-0008,usa_CA_0132-0009,usa_CA_0132-0010,usa_CA_0132-0011,usa_CA_0132-0012,usa_CA_0132-0013,usa_CA_0132-0014,usa_CA_0132-0015,usa_CA_0132-0016,usa_CA_0132-0017,usa_CA_0132-0018,usa_CA_0132-0019,usa_CA_0132-0020,usa_CA_0132-0021,usa_CA_0132-0022,usa_CA_0132-0023,usa_CA_0132-0024,usa_CA_0132-0025,usa_CA_0132-0026,usa_CA_0132-0027,usa_CA_0132-0028,usa_CA_0132-0029,usa_CA_0132-0030,usa_CA_0132-0031,usa_CA_0132-0032,usa_CA_0132-0033,usa_CA_0132-0034,usa_CA_0132-0035,usa_CA_0132-0036,usa_CA_0132-0037,usa_CA_0132-0038,usa_CA_0132-0039,usa_CA_0132-0040,usa_CA_0132-0041,usa_CA_0132-0042,usa_CA_0132-0043,usa_CA_0132-0044,usa_CA_0132-0045,usa_CA_0132-0046,usa_CA_0132-0047,usa_CA_0132-0048,usa_CA_0132-0049,usa_CA_0132-0050,usa_CA_0132-0051,usa_CA_0132-0052,usa_CA_0132-0053,usa_CA_0132-0054,usa_CA_0132-0055,usa_CA_0132-0056,usa_CA_0132-0057,usa_CA_0132-0058,usa_CA_0132-0059,usa_CA_0132-0060,usa_CA_0132-0061,usa_CA_0132-0062,usa_CA_0132-0063,usa_CA_0132-0064,usa_CA_0132-0065,usa_CA_0132-0066,usa_CA_0132-0067,usa_CA_0132-0068
0,1984-05-04 18:01:45+00:00,132.64536064317025,130.36445390624138,125.39491239168183,114.85034559268429,111.39023787292842,115.82396680545028,126.8353128258662,134.99657871438802,134.3602505169028,133.04069045512716,132.68404840139806,136.5852730711628,149.72845457539322,136.59106627037247,137.08640068815112,141.26727160271554,151.78932527229813,141.8499356845163,131.01573699112117,121.09825179253508,131.32789963494926,137.49406357594546,129.47218562168825,140.4643489271535,145.3900246186159,150.7872367677583,149.75214413935495,151.50921612319698,137.56890300908498,142.38720206563724,131.94530491249063,136.22778322425106,143.04352764219848,157.53370699245966,150.86952935227592,147.2571648482953,158.25152518794707,146.96923173320175,146.47333975433733,143.25963395816507,145.50258416505332,148.2234447578132,145.57998710101052,133.56188451179452,118.78558713682624,95.16680008693368,93.49118931471604,100.5277820579126,94.08820589516166,92.25447928998683,101.03180151195473,89.68293943898803,79.71034042616145,72.78912698965716,68.37064084015265,76.25927222092426,86.68540690951605,95.28091282821259,119.75286733115139,111.67241766970704,98.16351802306437,99.32211261322746,94.5305500408818,89.66717175218533,93.33180695284375,93.31411619031734,99.98721535628955,109.39060987741452,124.77018874237308
1,1984-05-11 18:08:11+00:00,117.9179449493255,120.16380958950901,116.28605081186336,105.93505307787912,97.38945027102689,101.13583432509172,111.04842938592525,122.06180179774513,120.60755560059626,116.5728749544967,119.52893697013857,130.1463353743,140.2288132253409,131.96666317731137,130.52339926024572,125.51996223980198,130.70360402067172,132.32505800231107,115.52822662708188,106.17252565167615,125.86463770115712,134.1493849150605,125.55313581914443,134.1577435929364,140.93969239855454,140.51948056605627,138.20384149029178,145.97176713918526,133.71108527631557,131.9480246978639,130.27939574269013,136.0678942955079,141.97340232983282,147.8266689867502,148.14720991567094,144.21653502958634,138.62373774135972,132.41295397286046,134.51706930354393,136.97535851197006,139.8916884193717,143.27210792720007,139.96519071706115,133.83000772177272,109.30233065205586,89.48628519915196,81.4355073981651,81.19141420832709,76.93598314447921,87.18819000462562,87.7205712551221,76.05329408623567,69.03852037623055,67.69082483137767,63.19394329258948,70.82553337553081,79.56025752558986,90.84545236771946,103.74229489920704,96.69065689589407,81.54668465887195,84.67941044163506,81.96872345758804,74.28958850021648,78.9349436167758,80.66279443880116,89.9393963997854,102.49401498742044,119.21809740528231
2,1984-06-05 18:02:38+00:00,114.50396727429349,125.57450819721076,123.86938618862904,102.85979935377145,113.72576405198065,128.77161332686933,124.56220195216626,143.36933796357908,142.52959381866637,135.60554571680473,139.1516369067855,,143.99844106492984,124.03180749714791,124.18297892462154,139.74788905758695,126.71302726639371,146.16304125314016,119.36643539368417,117.72899630631122,131.0630347194017,141.49489404085224,128.80551018859893,140.44215132206955,145.71201598131015,144.81294051333154,,145.4685273145113,132.6420040623479,147.44734478523978,142.3060375247456,137.61380413313245,149.27909934925998,143.37828357022622,142.4793635502757,149.6230336426547,148.05132571934445,133.49457568394857,138.18884683367827,140.0904458407352,137.8745771367299,,150.96548577177438,124.83068715340171,97.93304131764859,89.48102645539879,85.1043275427333,67.74187727062701,84.14849371657114,101.62506405999846,87.77951358320308,,49.925437321351474,,,77.63322227330707,71.60732426351805,88.7279119760681,120.76849394916806,111.99113046235087,87.53892690419356,,,,,100.7384825159186,,,
3,1984-06-12 18:08:57+00:00,109.60169347367567,133.61083481374226,124.2534862662522,116.05179792263029,120.18414517473191,127.43926966698206,120.23349709931165,129.2931574895365,139.37107974582835,137.40312975000856,134.9318500338871,149.50750193997084,156.67420787456695,139.19790461482458,147.0873187235259,144.68584528361217,138.3739055146248,136.59689397640486,121.68958699622476,121.69313936680794,130.6590507555258,134.5441679154344,128.8797685263463,143.89988767176388,158.13627356799915,153.89498489380267,150.9174780988874,142.23805967289104,136.27943694688554,144.29647864212183,144.24795054709898,142.31327466494378,145.0089286114599,153.13282208753918,158.47768589972873,157.4806273387947,143.83926794827116,142.85884787204495,138.63159634920032,143.49774552924552,146.71278820114478,143.26820225160475,137.88862154005236,126.46172106213373,113.52688902270758,108.57687027955753,95.53228770112585,97.39606996261853,92.0844297058338,94.7361711415404,98.82096383642427,82.8191401234025,71.21918350923514,75.13041350870883,72.4777955451343,72.30401803074368,80.12492990360036,105.58441558530963,107.4158054702972,104.98316195191214,,96.32858440032368,95.75591181006256,84.4690083669927,94.78060651064824,,100.36934656290914,105.77300722693172,117.2956026258389
4,1984-06-21 18:02:54+00:00,113.76653748395572,132.0992902530306,122.69005202258114,116.42465036247387,126.22291840886021,139.09054237963755,138.91872250081633,131.8210579184315,140.40138633087375,148.84537648404455,146.23882412723913,155.26384237315318,150.67654713158714,148.19175496512074,142.01588835582447,154.98819617295524,150.88877549455043,146.961823160873,129.8639663440182,132.0891759308414,144.52790588563803,139.4046454919478,139.9794265781791,155.34323647998315,162.52898253236498,161.04508028846823,159.88496899310357,148.76335650893054,145.06572896692643,154.00739167620284,154.7500689655949,142.63994999895925,145.42194855408204,158.47532236824372,154.59868804788078,153.30662838563086,154.91152852444276,152.49934982355188,145.8234404447981,152.14577538626102,157.1597024633037,154.96239877341694,144.06448257929316,137.6375593376296,114.73980206586839,107.80874471218644,102.25498714144533,102.32713989402606,99.28045818351535,104.57213545746743,104.86346315329237,111.1201042174331,107.98614515444538,86.3994423299882,85.98868308178729,83.70380821146948,91.33779078231268,97.89906858533955,115.14924717907512,115.2844321217822,94.96377983418523,106.26938617666556,106.15538724146751,96.23262700688656,103.564174052032,106.78197565128403,112.67069600406677,115.96196954538982,133.05015619765982
5,1984-10-02 18:10:48+00:00,131.95839612699993,141.63828934360066,146.68681182879564,137.0728771398122,140.0122621835405,134.44147717482474,130.9785080836023,141.82545653063013,149.6779575710422,159.47866833908637,158.07049825099676,164.99491548440344,160.81779578912096,148.69771759170803,154.03958463808857,147.3112759157024,152.9440623699955,152.79587130243132,146.1584492966812,143.39756153916858,152.0404516248106,157.4946180975646,154.4268651044892,161.97956937922635,172.82735976229455,167.31920419179735,160.20138363781706,165.06264465051467,153.82181863129074,160.53105505628625,166.2063798501765,161.68909237296742,171.66291599579486,178.8402709144925,174.7877212894484,172.01217770951615,167.3738441450872,167.95546831697771,172.97579115818553,177.96145544414074,178.9762887210025,178.0882995222041,167.38603451201132,161.90291988063362,142.94122639777922,130.79699978428087,123.109073773934,123.27799778148821,121.03500026549546,128.01066729121015,130.09491099300402,117.1539789781804,112.53765469844956,112.92932150360892,108.77188692609852,111.79701877135011,110.07453757525116,118.79815686937974,125.47837587631278,129.0047857550796,115.18795078988973,123.52906378255823,122.37298747271694,114.61061598264371,122.38563971802093,128.12956826293475,137.11981364743377,158.55734975671047,177.34938754565394
6,1984-10-18 18:10:45+00:00,134.19915707494886,138.4487514640135,135.377615460998,141.64516547231025,148.21119224469234,137.61979683936346,126.93649846422217,138.49901587656169,144.86941806856018,151.1499221794728,159.42428020191042,165.5042927459605,161.32191171789535,153.8810334869549,155.65064235944612,149.72696403344986,150.37678041522798,150.81649540901014,139.20579761966982,136.5514416490294,153.80433396486052,157.246318750928,156.65856977648755,163.20968070101696,177.8359137438665,165.23693709348024,159.91732135124968,154.682473819137,150.27453037995,157.24009310318294,166.5236307719333,163.8355264241882,169.4187050865572,174.72721906053923,172.88771283577114,173.30639607796817,162.79691356238268,162.2641347921327,161.1712574139249,164.43498262984798,169.29576683890207,174.6661657369933,168.33268943811245,159.31279815765905,142.44751256597667,127.74156447699204,121.4319909422974,121.30649420880765,115.14020762769182,115.41851008735642,121.69188005763947,105.40684463077139,104.1565254919795,109.25427644702066,104.41392249987705,106.39926544019272,108.33668539924643,120.00647680499151,129.57536940897134,128.1807922744031,119.43242778627413,117.60455588076371,121.1196080156641,107.47245206776611,113.77790687572057,122.7461002026122,131.59182790869855,150.72323205425823,160.9368773908337
7,1984-10-27 18:04:31+00:00,121.35688266509864,129.26910059886023,137.3528797904437,133.65650893687757,137.85700399597442,139.28319224281546,130.1160608640071,138.4045451263672,146.76938969664175,149.08856711650935,150.03765409200906,160.78881527106532,165.4711580746949,141.7285111034916,148.07689266350317,142.1178160052236,146.44673144259053,140.69123724502728,132.61959164728808,130.15388191549556,132.74855166048982,147.05951102145264,151.31479614773227,163.77958350403088,173.38899951982154,168.33540160064942,165.64011451462923,153.52874333393189,147.13750698020976,152.2926650397382,155.71829603015274,156.91454010869538,160.99107252228535,171.80999221724664,172.87844925954377,166.21327942582187,162.4490237806717,162.43078449910962,154.49911561703527,159.51281715057877,170.68937897749385,165.38494647226054,161.4540397590601,157.41378433089963,149.68517194998563,128.76843455485016,127.96037493867021,132.49882735910543,125.15019647536948,119.76890160623921,121.22150656406214,110.60022480534587,97.76328461003621,106.10683207451967,111.51903951565522,113.98961426537899,112.87844191574987,123.84680783872949,131.5782293434304,134.6138524377298,120.54861236261084,116.325341610181,118.66304937967672,105.9805787537289,111.84689192431894,113.24957822057003,127.03106328438356,145.57398260831238,160.4182684719849
8,1984-11-12 18:04:23+00:00,109.8779839234097,114.71112776608709,110.47025929842685,105.49856066923141,108.7920265988483,121.84618018120398,116.23015749964385,121.47277884411999,131.89629552657354,128.87437014809373,138.3423342078293,132.5083534820708,145.6544755790435,129.42230037474218,130.10271102454215,133.85724775555738,134.85294089462025,133.55824448138185,125.92065986885332,120.3366979308139,129.75065388408206,133.2510270164479,130.1399720875599,142.46410927054154,147.15710139736166,146.87527107230164,151.24514444317225,150.72823890233263,136.60268489497935,143.92531706630015,152.9346929269512,142.66886798903937,145.04933747937463,151.48724699813403,150.17762040499792,147.58405859563226,154.3565298530398,157.69139187502037,145.99791124276177,143.66533067722864,149.4347404109743,147.75241096088345,136.86082060386923,127.82398925744974,123.23883424724139,107.92172677275082,99.88308745542932,115.61215045005997,104.27218975930583,105.5584001918786,104.71411882976952,98.450876578504,,89.27753239999714,86.68435718240013,88.11489652228664,88.62534950020014,107.56467076350546,107.3094687138578,118.38920223980321,101.17154656144214,107.29887394442301,101.42133237626169,95.14149798432257,103.80777853703998,86.60570090081052,103.53127909563983,111.72700055943426,125.9456329536165
9,1984-11-19 18:10:33+00:00,103.28088027272128,107.94066775596973,112.48003397001983,99.43533815611256,109.54501902283386,101.11494279355499,103.99815814763966,109.14136544115857,115.47641420849197,110.7796159799016,125.41274965812131,132.13371845964153,134.83286109141534,125.32657830479978,132.18774473343947,130.24732697689234,129.94451177860515,125.76805977272419,114.06929077981886,104.88081442543091,123.77838292325468,126.27986960159072,125.02543827516472,129.47680614573346,139.937489300152,128.7707521670133,126.6384166076666,129.06856726114435,118.11308731853752,127.10655557752598,134.778397109871,131.60953824856122,134.02071082155047,137.29800138319968,140.9804704107727,144.34275148406903,138.06940975249609,135.1918836258298,130.5726857395416,131.91506458019956,135.39202563342045,137.70129490078918,129.2149805120827,124.54269484379684,111.06783798168343,92.63894974760223,83.57133708229057,93.68588688665803,84.98607421280478,89.0163833623949,95.02260680149104,83.18790402370024,68.254520933158,75.41345197143877,67.87616506464805,76.79998975106172,80.17222864527969,94.77197444070379,111.6802919705154,105.81899633972134,86.2512454765363,90.71785140606823,78.123433604463,72.16308586880139,78.99184898264069,75.06950170899955,82.70633199920997,100.53867589081756,111.06986607702417
