,dates,chi0006-0000,chi0006-0001,chi0006-0002,chi0006-0003,chi0006-0004,chi0006-0005,chi0006-0006,chi0006-0007,chi0006-0008,chi0006-0009,chi0006-0010,chi0006-0011,chi0006-0012,chi0006-0013,chi0006-0014,chi0006-0015,chi0006-0016,chi0006-0017,chi0006-0018
0,1985-03-28 14:12:25+00:00,186.43829954630854,199.21342423252605,197.43544985300636,196.16747153278456,198.95525398431687,188.81305705643695,189.83726694592707,192.75481574297095,196.859931454876,191.40241316268842,,,,,171.17884959874743,182.28914671172976,176.620364816443,180.5276585115971,176.45195088664133
1,1986-11-26 14:00:17+00:00,190.38562203653404,207.50754477959939,204.0064404058951,202.68524138114776,205.03099504645365,192.93672462281575,200.9686328130465,202.90059724534223,209.34863556317615,208.50817902777493,204.61758219261634,170.90663259069555,168.05048467083827,183.6847266257223,184.88900778906714,187.89697089812225,187.785238323229,185.8628480227792,205.21092702602232
2,1986-12-28 14:01:13+00:00,184.57668644242239,203.87729659646067,201.74093201613775,197.1712796754702,197.36005440963987,191.75548935023795,191.68541917576198,193.64985361571695,200.1241798378401,197.22608716871258,195.7424774315204,166.85207087134415,169.0919609227339,183.70919473560832,182.88281817864546,186.04477974096454,184.50408442354524,187.25081217260956,194.067979078645
3,1987-01-13 14:01:42+00:00,185.9522627921515,203.40886319345358,200.6360261242144,194.68346959307746,195.43173759382267,189.83749576097296,186.61490742920964,186.50819850723025,191.8365383385035,190.51178793652633,181.05174898677868,162.37041863282911,158.8265304787471,177.14256059181164,174.6837051080506,184.21009583109046,181.02591950381643,173.27625701263244,182.6526160418045
4,1987-11-29 14:10:21+00:00,189.4527729245483,202.8720698569563,195.68863336984452,193.28415345724898,197.59634534633634,188.56050707297248,198.34354448883823,202.47080154473065,206.98953720845128,201.7572586528204,193.5039071672036,167.78450684023858,157.89580942353146,171.82748131224378,177.28270462736583,181.8352805175452,178.0975509242723,179.05633700637918,194.79761412520656
5,1988-02-01 14:11:26+00:00,190.21987785717505,209.83879358890934,201.86098377338715,197.5446151881662,198.37341908849658,194.81928305824124,195.48823343664344,196.97916025171986,203.75926540327978,199.35429220196949,196.77218047456498,165.04684447480102,165.32193021453836,179.85573506192603,181.646843082332,187.57170264504538,181.76992334384283,181.6200683784166,189.25777761447523
6,1988-02-17 14:11:41+00:00,185.15240025228633,197.3721980274188,194.96361547712644,190.61047537419677,194.45028815947379,194.17697612208332,197.04665141025131,197.00124232407575,198.08360450624048,196.13882143451582,188.74194239903272,,,164.87359656009858,174.84687004119962,177.990986701405,179.15322559928043,185.64917393726589,190.41601271657007
7,1988-03-04 14:11:51+00:00,189.2052485564759,204.08512075000755,201.98869861985588,197.819574263682,200.74721474770843,192.0425603305327,194.80587933103095,187.1418183764017,200.8931529071503,193.7129677783054,,,,,172.96615899234158,179.80910528106386,178.60179891757062,181.54261367198652,182.27315285055172
8,1988-10-14 14:12:36+00:00,189.4384828420778,207.88247673148683,204.20217405144882,204.86767022819123,201.00258830510828,195.82339102422316,200.88556259557973,200.08302716067882,203.1616698715426,202.6251734107471,187.9899268398243,179.41504522888613,165.62326212602537,177.1798954849242,179.64031142644347,188.32041659975278,186.42603085841574,180.88574355316115,190.4604066542824
9,1988-12-01 14:12:36+00:00,200.94194341740294,213.62350970439624,207.1888687809718,206.1012913804338,209.0492166295957,200.88146205462397,200.38838324122494,198.90060909393304,205.7378346548744,205.9946040285414,201.22970703711667,176.4001443055288,171.0801378196042,179.29400500638488,181.78746331602238,185.6724078050741,188.67945913966955,181.24095464013453,196.87859258498816
10,1989-03-07 14:11:38+00:00,175.00631347292122,197.36675706162083,192.96071706088975,189.52583048448764,190.43232829981673,183.2931865308007,180.72132240073552,182.24742296545725,190.78958314069777,183.86857761169603,,,,,162.009229327558,175.7388669097647,163.0883122172371,169.48936473596535,178.65942105019104
11,1989-03-23 14:10:57+00:00,188.19465720627653,204.77472467657603,197.34658802721697,198.69133339727614,200.29647722112412,194.7966965588933,193.14383314373828,190.75935043970128,199.2689982468917,197.18565639793383,,,,,170.27436876096573,178.8974322378213,175.0614024738291,178.69363576970244,176.62782066863352
12,1989-09-15 14:07:51+00:00,186.83123821530458,198.9773151501465,195.27336802225403,192.68573228137245,199.29485118472718,191.72127548021115,195.0099892060577,193.39935303420495,196.59450267007398,194.13831363503513,,,,,164.39860635443915,171.66612964602166,165.25132762128536,166.63005115073491,178.69655216233434
13,1989-12-04 14:05:49+00:00,189.55430063779573,204.06353313929333,209.81239942111185,207.30123589877195,206.60955779125902,202.14502126367844,207.11772398476757,202.1044013339144,203.99861416286305,202.27554024388235,191.90658799892037,168.73134425975388,159.46434018997854,172.67700882150197,183.31544389241716,190.02117193415992,193.65486325013285,191.64676355091723,198.25491569168105
14,1989-12-20 14:05:21+00:00,199.67834594912313,206.45207932113962,211.67884760273756,206.1927193659468,208.87124196584566,204.69296361428152,207.79593638605334,205.3502631610814,205.50787763518196,207.02200104976546,205.44109905704866,176.36509263020199,168.7869894662637,183.01686412854306,185.98569552725655,188.72194436922928,185.33298420485028,183.6888966735535,196.82753357574538
15,1990-01-21 14:04:21+00:00,192.58802803508217,206.7332059243186,207.81580532773162,205.32899183674385,,,,,,,,,,,,,,,
16,1990-02-22 14:03:18+00:00,,,,,,,,,,,,,,,,186.89789258030305,189.76524530867167,190.4555423026431,193.1028067205459
