,dates,chi0326-0000,chi0326-0001,chi0326-0002,chi0326-0003,chi0326-0004,chi0326-0005,chi0326-0006,chi0326-0007,chi0326-0008,chi0326-0009,chi0326-0010,chi0326-0011,chi0326-0012,chi0326-0013,chi0326-0014
0,1985-01-25 14:04:03+00:00,241.5447947283606,246.73724574927667,245.30656960751776,249.54738812200725,250.66830527323964,247.682823976774,247.10248563425412,239.65232787416855,237.2312712376097,226.1240709002535,229.50906768156722,214.89052787897822,219.06121214053306,216.52434606069744,215.3165415807097
1,1986-01-28 14:00:46+00:00,235.04599716728154,239.16788848814656,237.24369463705585,238.94657043192714,242.0021428528517,243.11831598135507,245.75441826789145,244.82814276368637,240.98738151559502,236.21823176290113,220.3825387033896,221.15790403186952,211.78839632638352,216.0187798334493,205.91003654291086
2,1986-02-13 14:00:24+00:00,222.1370134906478,240.6751258983598,236.8791923236181,232.5104571622498,241.05162815776623,236.90305637256603,226.37977578466982,227.64755912691697,223.2971258633583,208.72222985362146,206.28311793728352,209.43707056524434,209.08698183992874,209.5719769134657,208.6488235468238
3,1986-03-17 13:59:42+00:00,233.73612992018184,234.5019627436744,236.7526396389074,237.88536753083125,242.72804027510227,243.04193055707174,242.8288880677525,246.13199113508358,243.04745505707507,237.8569163137522,219.45675597520392,217.38222228143732,215.17789243317986,213.32124214414273,211.34267001509878
4,1986-04-02 13:59:23+00:00,240.28391335581426,253.69021763689472,257.37320918351213,248.52553712267755,243.37327755955567,244.82992962266343,245.78103279218595,245.35848253865643,241.20211445419164,235.55513806634974,236.01231811811368,234.16479165467976,229.0575008733382,231.8207935061155,224.68141306686135
5,1986-05-04 13:58:38+00:00,235.5822562273023,237.16662807805844,239.78903128402888,,240.215358777613,240.7832010073947,241.0193024173969,237.74823604123668,231.8986151492275,223.9456950952625,221.97206510808732,222.6280377260624,224.3190204759297,225.95200253242064,
6,1986-05-20 13:58:12+00:00,222.21559574972662,229.25162788369204,228.6915463060804,,229.81570125053844,228.13243360390607,231.88059841904948,,,220.25328644404226,216.39471174086617,207.54023981863656,207.11385779639943,196.07225804503335,
7,1986-06-05 13:57:43+00:00,223.4300790221352,240.90172452016833,232.6324223414074,,227.3392102856896,226.43446428895967,219.59013067010488,221.3848907329518,222.78654132401306,218.98232126602468,219.39711427974544,,206.487116856234,,
8,1986-07-30 14:02:04+00:00,221.31480929416378,233.76964872855194,232.96499203325635,,234.256065357695,232.5358776848974,220.2503113796784,228.46980203322278,224.902939057808,220.71180982097712,216.833277486155,217.92532963418506,213.51260275210495,184.39927875333888,
9,1986-08-15 14:01:29+00:00,241.7197850501177,248.60767998692563,249.93429933110036,248.6142701869431,,,,,236.41587311663383,233.71035066023535,226.01854200041305,221.5056750273313,214.54789653666583,213.13296743464758,
10,1986-08-31 14:00:53+00:00,189.62023214236189,203.80236818236028,211.95744658638546,,206.52060113292907,205.70968410285008,209.87709575105526,211.78519321375776,204.45054644664947,197.16291226239332,185.63503062356438,187.19598179557943,181.6123987375514,,
11,1986-10-11 13:53:23+00:00,217.21604403273875,231.09525632840592,237.03059429413244,,234.33606467969247,240.15184647949525,240.8828622295644,242.7341629616739,236.22672440176387,233.40482976355972,225.1999481530466,227.53727934834458,221.50628594965627,213.0481988176857,210.35565589321445
12,1986-11-03 13:58:46+00:00,237.1498438697478,243.75082457739495,246.93256103979706,241.35638503796406,246.94007878006437,252.95951246194292,248.03287040720357,243.0759355741867,240.86086673501393,235.77834379730393,231.80422554708616,230.72476661454982,225.88726126049306,226.51858212812795,222.42181220117135
13,1986-11-12 13:52:14+00:00,226.93944568671793,231.71297499127684,227.27826576920535,226.96068785280337,233.06600263854426,235.97886660234312,240.31800607925766,241.9844285237557,232.96024035925018,221.82850110279483,221.04536842905407,213.58963112545803,209.32319459606896,207.9288189437384,206.38027039531892
14,1986-12-14 13:52:25+00:00,229.40296202633687,241.72039377395348,248.3027258809526,241.2798373510928,246.03178615114172,244.98230305788098,246.5272758510422,251.1992600017487,245.8512247514474,241.64468845576198,228.04982378614875,224.16039818039496,225.1479305216885,222.78387245068285,220.15460155143762
15,1986-12-30 13:52:55+00:00,234.77508328623054,239.53694129440507,242.47059384117208,246.62968392247103,232.95910544647472,230.26715355019144,232.38127771360425,231.45277649818473,232.06216470714668,221.49527139085382,218.18738944731902,222.15770750477753,213.76132821736564,216.07854263169583,210.4859615416132
16,1987-01-15 13:53:23+00:00,211.18785120195133,220.27971086380802,224.80380649636695,,234.36072012332883,234.15275249123658,234.99868876983118,231.4198427364105,222.24660937836293,211.87790152998951,209.73717227607804,215.97869614449007,209.06619032825347,205.11788605940382,195.5784949723444
17,1987-01-31 13:53:53+00:00,242.66350401076676,248.75967901049188,239.61142756800928,,244.054195498942,249.57048577994175,246.98784993658995,,,236.64428104301751,225.17410227920766,235.17350771581047,217.99247247472078,231.989526920412,217.25904470038523
