,dates,chi0326-0000,chi0326-0001,chi0326-0002,chi0326-0003,chi0326-0004,chi0326-0005,chi0326-0006,chi0326-0007,chi0326-0008,chi0326-0009,chi0326-0010,chi0326-0011,chi0326-0012,chi0326-0013,chi0326-0014
0,1985-01-25 14:04:03+00:00,239.71707736093347,244.72675664510683,243.39181807973696,247.43108380182846,248.3030239742163,245.5665196565952,245.66642198841853,238.26578366439625,236.048630588098,224.78374483080694,227.96253760143657,213.14227648404793,217.23349477310592,215.03509487242349,213.30605247653986
1,1986-01-28 14:00:46+00:00,235.2440045531983,239.38569661265498,237.4511309461115,239.17584214193602,242.25838770521455,243.34758769136394,245.9099954996832,244.97835526334734,241.11550394177644,236.36343717924007,220.55008341454993,221.34730240100728,211.98640371230027,216.180119184937,206.12784466741928
2,1986-02-13 14:00:24+00:00,220.7195390654368,239.11590403062772,235.39421911625422,230.8691709856897,239.21724948984613,235.26177019600593,225.2660458791469,226.57223370089486,222.37993652939826,207.68274860846674,205.08371650056654,208.08122546286862,207.66950741471774,208.41699775218268,207.08960167909171
3,1986-03-17 13:59:42+00:00,232.71734951522026,233.38130429821666,235.6853458813286,236.70572706192834,241.40961857456375,241.86229008816883,242.0284177495684,245.35912324166443,242.3882442068058,237.10981068344705,218.5947110171595,216.40773667669146,214.1591120282183,212.491124777137,210.22201156964104
4,1986-04-02 13:59:23+00:00,238.24862395140903,251.45139929204896,255.24100123603998,246.1688862333662,240.739373624443,242.4732787333521,244.18187683158183,243.81446988703865,239.88516248663532,234.06259250311925,234.29015016054,232.21799309394433,227.02221146893297,230.1624095469705,222.4425947220156
5,1986-05-04 13:58:38+00:00,237.03069133553475,238.7599066971141,241.30643949265334,,242.08980421179615,242.46033639587435,242.15735857386522,238.84704888196472,232.83583786631908,225.00788084129962,223.19766404582245,224.01349739480645,225.76745558416215,227.13220891690634,
6,1986-05-20 13:58:12+00:00,223.76217721725766,230.95286749797617,230.31177451016052,,231.81715962028449,229.9232121452578,233.09576957210956,,,221.38744618689836,217.7033575980078,209.01957861366625,208.66043926393047,197.33243553709568,
7,1986-06-05 13:57:43+00:00,228.64751082220172,246.64089950024152,238.09830327481043,,234.09118085048158,232.47570111008935,223.68954137015714,225.34294244334708,226.16252660640905,222.8084379194068,223.81186426441712,,211.70454865630052,,
8,1986-07-30 14:02:04+00:00,220.96106029850134,233.38052483332328,232.59439784732427,,233.7982725397789,232.12627358465667,219.97236574022935,228.20144072616853,224.67404264884996,220.45239389082468,216.53395141290216,217.5869610296384,213.1588537564425,184.11103883094725,
9,1986-08-15 14:01:29+00:00,241.80791122740888,248.7046187819459,250.02662199302443,248.71631102380653,,,,,236.472895937234,233.7749765235822,226.0931103042748,221.58996963169676,214.636022713957,213.2047739494774,
10,1986-08-31 14:00:53+00:00,192.5967292146858,207.07651496191662,215.07568161453435,,210.3725385206424,209.15615439711988,212.21577202216693,214.04322547552076,206.37651514050611,199.34567678209754,188.15360506937694,190.04306595171536,184.5888958098753,,
11,1986-10-11 13:53:23+00:00,214.7518731499265,228.38466835731245,234.4490819407101,,231.14713765487662,237.29859598360738,238.94672796449765,240.86479194712666,234.63226088935596,231.59777111616407,223.11488048297468,225.18024633000243,219.04211506684402,211.04035587613498,207.64506792212097
12,1986-11-03 13:58:46+00:00,240.75673547153076,247.7184053393562,250.71120938452208,245.53278584002854,251.60782085295995,257.1359132640074,250.86685666574732,245.81219816864274,243.19473777146172,238.42339763861145,234.8562107485948,234.17483684234222,229.49415286227602,229.45753084069185,226.3893929631326
13,1986-11-12 13:52:14+00:00,228.2786001669221,233.18604491950143,228.68118951037164,228.51128777725032,234.79902608351438,237.52946652679006,241.37019888513237,243.000338819083,233.82675208173524,222.81054772161121,222.178499143073,214.87056149782723,210.66234907627313,209.0199818535344,207.8533403235435
14,1986-12-14 13:52:25+00:00,231.36357864528148,243.87707205479256,250.35670519603744,243.55002501513394,248.56905471683476,247.25249072192213,248.06776033735582,252.68662433336186,247.1198590342939,243.08247397632135,229.7088070791019,226.0357705985159,227.1085471406331,224.38141191797106,222.3112798322767
15,1986-12-30 13:52:55+00:00,237.07044481327773,242.06183897415696,244.87525829807865,249.2874709537888,235.92957330500636,232.92494058150922,234.18477605628416,233.19408524284123,233.5473986364125,223.17853651068842,220.12961843174355,224.3532707045618,216.05668974441284,217.94883720928982,213.01085922136508
16,1987-01-15 13:53:23+00:00,212.41072977966826,221.62487729929663,226.08491738730848,,235.9432688709625,235.56871716017199,235.95952193803734,232.34754372640265,223.03788375217977,212.7746791536486,210.77191568799236,217.14840608839322,210.2890689059704,206.11430564124723,196.923661407833
17,1987-01-31 13:53:53+00:00,243.6676596156764,249.8642501758925,240.66340010648605,,245.35369098764858,250.73319226983713,247.77682934044753,,,237.38066181995126,226.0237724064389,236.13400438137623,218.99662807963043,232.8077277836717,218.36361586578585
18,1987-02-07 14:00:21+00:00,229.83294905117313,236.30755692056047,233.6702768335167,,223.66148202315793,221.1981542407427,219.01044864004467,,,215.93884367462886,212.53958528805197,208.20342889411575,198.57536092632893,200.52851298988384,200.12405384922337
19,1987-03-27 14:02:09+00:00,236.90842636466977,248.37908372566585,245.69746292067114,247.78772914185936,243.30803353642193,247.3452856770895,250.3663939349484,242.56664110304627,238.47752484146253,225.7115019909401,227.1076680323872,223.18007341493694,220.4450497548116,219.19720967279866,217.34502881951553
20,1987-10-21 14:07:25+00:00,251.71188388492104,257.81111101688225,251.6260135768392,,250.82841660927883,250.54953190191213,242.28535166156496,244.79668727943107,239.34769307964388,233.37419035030604,227.65629442381066,225.59444450247238,223.6226008414792,218.72549318463237,214.88696280992772
21,1987-10-30 14:01:23+00:00,243.95942672380303,248.76215281286028,238.86280751449496,,238.68017466212498,243.94068370670257,242.45036628451976,240.56522542927323,238.58565402116017,229.33997501049345,219.23559493113768,219.81629330489793,217.7873352213538,219.2925232126911,194.74768718269004
22,1987-11-06 14:07:44+00:00,253.22934742287055,263.567026856208,253.47434725135716,,242.20842201037144,255.98311475496695,252.18575334780724,250.73918053998204,243.4093918472465,239.57398963543278,232.0967884779953,233.8071068116726,227.79627547647934,219.11026119536683,220.03657655131184
23,1987-11-15 14:01:45+00:00,240.45752878647704,252.4259478108874,243.8422330195898,247.90803052651836,240.80952138027712,246.34561093304814,238.66081353134632,233.88983690884717,234.6026683756371,229.63792926216914,224.07495627635754,221.61946456793595,216.99134530149016,212.3584230549183,209.25574534177883
24,1987-12-08 14:08:17+00:00,250.26445032375202,253.2829355609846,247.70557783677165,238.44096845014582,242.31577456273507,248.94784131927744,240.86117551330844,247.016658340876,243.61873670399532,236.44355024739792,233.9184477299327,225.52954482202665,227.54236770193012,222.9293873701722,215.89980917712919
25,1987-12-24 14:08:32+00:00,253.70001307483594,260.26873512207965,250.34318520117642,239.58124615116475,242.12392055093724,242.52696209537402,238.07540410863024,232.81581085490006,228.84987979702183,225.0803238384807,221.26121951189475,219.810621485182,214.82613171620378,207.2964578665294,200.8655661618248
26,1988-01-18 14:02:48+00:00,248.10258969482197,256.2736317256736,247.77958800227245,239.896751215042,244.16104125171694,242.8827440128617,238.19506367657794,242.27473851609767,241.10741263021646,233.7105910572771,229.9531703932478,234.765792417969,224.69142259408488,224.57492407652546,219.6210445014459
27,1988-02-26 14:09:36+00:00,248.79944182085552,264.62785015657664,256.55960369807065,255.19070228714517,253.33644120482342,250.75357177986038,246.51207517799472,243.89168596699514,241.19874777514863,234.73268738383825,231.82531233525043,231.6298633676401,227.4529784356165,226.03773332636837,222.665315194084
28,1988-04-07 14:03:45+00:00,243.3850323339156,254.61584468972936,256.6532226315697,,252.75990386355568,249.97347874266936,241.11883018973117,238.26956268880946,239.38254713258056,232.3642529213766,230.555992790937,233.13687613359943,225.27833544436177,219.18029282693956,219.5042588726334
