,dates,nzd0114-0000,nzd0114-0001,nzd0114-0002,nzd0114-0003,nzd0114-0004,nzd0114-0005,nzd0114-0006,nzd0114-0007,nzd0114-0008,nzd0114-0009,nzd0114-0010,nzd0114-0011,nzd0114-0012,nzd0114-0013,nzd0114-0014,nzd0114-0015,nzd0114-0016,nzd0114-0017,nzd0114-0018,nzd0114-0019,nzd0114-0020,nzd0114-0021,nzd0114-0022,nzd0114-0023,nzd0114-0024,nzd0114-0025,nzd0114-0026,nzd0114-0027,nzd0114-0028,nzd0114-0029,nzd0114-0030,nzd0114-0031,nzd0114-0032,nzd0114-0033,nzd0114-0034,nzd0114-0035,nzd0114-0036,nzd0114-0037
0,1999-07-18 21:58:25+00:00,,,,,,96.13438071000371,92.4818998773467,,89.44961626366374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1999-09-20 21:58:32+00:00,126.61214757616384,119.33621607980244,120.82137786791351,116.56718983033517,130.36769388210837,103.89039255917086,93.00609404992284,114.85533420136302,,112.68630775679975,116.08513663907173,,145.6296246023151,145.1478843039676,140.91972644783843,,131.67137216481197,130.72833629166368,124.9293345193732,130.68171630168126,145.5914745024725,158.6643084934935,168.47176483924318,170.69204675340418,164.05973328571625,168.21580135565324,168.68249072662437,165.21228900391006,167.45614347380416,164.04759538374762,154.136072170631,146.97034875280917,120.55724207513536,110.69895265620464,121.90411709596637,153.12471723217314,157.02015848649242,
2,1999-10-22 21:58:28+00:00,143.95446933091594,122.93801131263923,130.9892152432219,135.09537738744785,147.79294510738094,132.99552326492866,115.95392451665775,112.77560487344634,,120.38644959396632,129.28223693201096,,159.95173796039413,157.88161192913557,144.02954846136973,,144.4158204355127,132.09649168240736,129.14830218521536,139.35118321576851,168.97162923165675,163.66463495258984,178.15758711987206,189.97658724727438,170.1944140736425,180.4788883407023,178.4425538923944,172.6135583197891,170.34911517898476,172.04949090437964,159.740824475935,145.1751426423239,145.82755386254348,135.4640689330284,138.65961106772644,160.84229625356446,187.74429823239285,
3,1999-12-09 21:58:33+00:00,,119.8981792263272,123.12023277945896,125.11783971139796,130.6462327095942,114.33411165641682,119.90261723953729,116.34588713683318,106.25942445459488,,124.51098437672158,,155.25468292645988,138.4596720300835,129.87493114186955,132.00882648587628,140.00545342012506,136.78886142263008,140.85942467443664,147.80640333120218,,164.2768064368085,179.86982896208954,203.69350210846144,185.52170466054284,172.31672223303178,167.1654187534582,165.40051450810085,165.20634993311415,167.6512726639277,163.8401303111945,148.145988141134,139.30291749771862,130.6557720067892,141.89871574888673,,,96.7335424731415
4,1999-12-25 21:58:28+00:00,,,,,,,,89.50751835284738,,,,,,172.57494926063487,131.3212027764922,108.80100821483784,,125.52644631658882,102.41169535654548,130.8274412016023,,160.35360061280983,173.8926088819665,204.12345218912833,195.07772656444578,174.19842690493624,170.74958413162003,163.53655624700104,162.8744906412882,163.4985698446917,165.95042312413392,,,,,,,89.22746119823402
5,2000-03-30 21:58:09+00:00,,,,,,,,,,,97.67668084593441,,123.30464195211262,121.83160913703746,120.93211518016678,,124.83649857433544,125.81905832235057,,134.0369962708805,149.54119588739943,166.91036862715364,,196.9078355413232,183.60806740707963,182.55074718534613,177.3214496324867,168.33539929997661,168.76653237879168,173.37038541770357,160.1904448121144,140.9670330397842,127.36702962383896,136.75018789292375,137.27158651110005,142.63007465854702,,
6,2000-05-17 21:57:43+00:00,,,76.61147778751537,,,,,74.41318761837702,82.92452280277134,,97.98170139204345,108.4412293127524,131.82535460901582,127.27769651042632,117.92077605374249,111.37917242544802,110.76409232512712,109.28131055412847,108.88407252576614,122.84785634894065,139.7768906260153,154.4478494060727,173.252715432747,185.5370434292526,167.57188420416824,166.7558375610463,163.75106266671096,151.29039497485385,152.21098839514912,153.37562788695465,,120.00621966516339,134.83959224371426,161.04507448357438,151.96681659344753,139.94786224459548,,
7,2000-09-06 21:56:22+00:00,,41.57341953743939,46.19006459435513,53.29611569786151,82.9758114736481,,,,76.29852327943743,,96.79474676246498,98.95974321753567,,,80.38510117440983,91.80073822298698,104.96504818238883,112.7087815613181,,111.85161383293745,115.53861257672263,148.24342670775016,,,,,,125.79715659683747,137.63494587507884,141.5596554392461,148.86522892333076,145.53699926297273,122.31682724384386,116.42492649714676,105.28715219652062,120.72238052553962,,
8,2000-12-27 21:56:05+00:00,,,80.93938247945032,92.58480779873486,108.42852051947834,82.57397080717527,58.7514350485562,72.81383729381403,75.28021348199479,,,92.59948182183088,97.31230514049375,,97.45696911980578,85.91459095899747,,74.5539847247233,97.31747100134433,107.84872398965865,121.966140594169,,136.6397249057187,165.86568562036143,154.7433789812187,134.6988073604466,122.17828214778984,110.49044816015218,117.56932022324744,130.77941768688774,144.60757024476322,146.35709652364278,141.23057637433772,124.15372495573716,115.2275898844546,107.62577941298704,113.11352090114359,
9,2001-03-01 21:55:57+00:00,85.8411112355946,75.81857726345518,69.5199077702356,75.74019818265336,85.00688251690937,72.86189788562254,67.60238852573217,64.1643314719091,64.72132455022003,,83.49701482976319,94.0603619051288,110.45732200422366,,96.25725114697356,,90.21096872082697,90.30936912540645,95.97476638094987,96.47042634747979,110.90365359718557,122.81553473852256,139.68356747389544,159.6474149214343,150.4244006335842,131.52657079341242,121.60792244717567,117.06028902168718,111.21826223868112,122.56950515598055,143.05137372265833,128.81314908642534,122.20418081034542,115.08786387275818,107.01256158790673,117.22942491818591,119.2896665076999,
