dates,satname,nzd0025-0000,nzd0025-0001,nzd0025-0002,nzd0025-0003,nzd0025-0004,nzd0025-0005,nzd0025-0006,nzd0025-0007,nzd0025-0008,nzd0025-0009,nzd0025-0010,nzd0025-0011,nzd0025-0012,nzd0025-0013,nzd0025-0014,nzd0025-0015,nzd0025-0016,nzd0025-0017,nzd0025-0018,nzd0025-0019,nzd0025-0020,nzd0025-0021,nzd0025-0022,nzd0025-0023,nzd0025-0024,nzd0025-0025,nzd0025-0026,nzd0025-0027,nzd0025-0028,nzd0025-0029,nzd0025-0030,nzd0025-0031,nzd0025-0032,nzd0025-0033,nzd0025-0034,nzd0025-0035,nzd0025-0036,nzd0025-0037,nzd0025-0038,nzd0025-0039,nzd0025-0040,nzd0025-0041,nzd0025-0042,nzd0025-0043,nzd0025-0044,nzd0025-0045,nzd0025-0046,nzd0025-0047,nzd0025-0048,nzd0025-0049,nzd0025-0050,nzd0025-0051,nzd0025-0052,nzd0025-0053,nzd0025-0054,nzd0025-0055,nzd0025-0056,nzd0025-0057,nzd0025-0058,nzd0025-0059,nzd0025-0060,nzd0025-0061,nzd0025-0062,nzd0025-0063,nzd0025-0064,nzd0025-0065,nzd0025-0066,nzd0025-0067,nzd0025-0068,nzd0025-0069,nzd0025-0070,nzd0025-0071,nzd0025-0072,nzd0025-0073,nzd0025-0074,nzd0025-0075,nzd0025-0076,nzd0025-0077,nzd0025-0078,nzd0025-0079,nzd0025-0080,nzd0025-0081,nzd0025-0082,nzd0025-0083,nzd0025-0084,nzd0025-0085,nzd0025-0086,nzd0025-0087,nzd0025-0088,nzd0025-0089,nzd0025-0090,nzd0025-0091,nzd0025-0092,nzd0025-0093,nzd0025-0094,nzd0025-0095
1999-11-21 22:10:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,381.15,374.43,374.83,368.74,364.62,360.14,360.22,360.93,348.17,339.93,356.98,364.35,359.08,364.09,375.68,360.91,367.12,372.81,385.67,380.99,384.01,391.10,384.76,389.05,387.63,387.60,385.92,382.72,386.30,391.99,388.72,391.21,396.95,392.03,392.64,389.11,380.21,369.02,385.96,376.10,389.08,393.37,390.73,393.86,394.40,391.08,380.13,401.05,398.76,401.83,399.27,395.87,394.89,405.88,397.49,388.47,401.45,392.87,382.47,405.36,383.86,400.11,402.81,362.01,396.33,402.78,390.66,400.43,396.23,394.14,,,,
2000-04-29 22:09:53+00:00,L7,451.07,438.87,441.02,447.19,444.92,437.26,440.82,422.40,439.20,419.51,422.69,402.87,414.24,396.67,419.07,400.50,414.08,408.39,,,417.58,,,417.64,417.86,435.68,417.07,413.37,424.07,421.47,422.58,406.89,423.16,434.05,424.42,414.07,423.41,406.59,419.55,416.07,417.49,426.33,416.68,434.27,413.50,422.58,433.67,426.01,426.30,425.49,438.71,440.37,432.99,452.28,444.96,440.44,435.28,437.76,436.23,408.30,440.51,429.97,444.00,446.16,448.94,448.44,449.72,458.40,436.87,462.56,440.49,451.98,429.30,445.44,434.03,443.07,435.65,434.21,458.71,427.57,426.48,463.40,,,413.76,387.65,446.78,447.17,417.02,449.10,459.07,457.53,463.75,451.07,469.18,451.73
2000-05-15 22:09:42+00:00,L7,412.20,407.45,401.95,407.08,407.52,410.74,405.81,403.72,414.42,402.11,406.79,386.43,387.84,374.40,375.85,378.64,384.45,381.25,392.54,384.17,390.45,399.07,393.78,395.26,392.35,400.39,397.25,394.40,392.20,392.28,386.52,373.03,389.79,398.44,392.86,388.03,389.64,390.29,392.83,396.52,398.80,403.12,403.20,399.93,396.19,396.18,400.40,401.97,406.70,403.59,405.96,414.04,416.34,421.81,424.94,424.92,418.36,415.27,398.95,389.78,421.06,405.89,420.93,420.68,415.23,418.53,424.42,422.59,404.85,429.85,424.05,420.39,413.60,419.66,414.28,415.00,413.78,406.13,425.10,413.97,407.83,441.97,405.47,411.89,426.91,374.04,417.36,420.44,414.33,420.18,419.33,412.36,425.78,418.99,425.94,425.17
2000-09-20 22:08:03+00:00,L7,453.13,444.53,449.10,447.21,447.72,444.84,445.42,434.69,431.58,423.16,422.07,414.21,412.54,396.95,408.23,409.46,417.22,413.26,413.43,402.25,404.89,412.90,422.21,412.69,408.03,411.08,414.34,410.72,423.20,433.88,441.03,428.37,441.11,445.14,437.29,431.31,430.58,417.08,419.68,424.47,426.21,431.93,430.97,435.73,440.94,430.53,428.77,431.76,424.37,424.10,419.18,412.10,406.63,416.13,422.56,442.21,442.84,444.90,442.58,422.18,437.24,429.72,419.85,427.85,430.69,438.01,447.53,449.30,432.32,451.34,452.28,454.83,442.06,433.72,440.44,446.67,448.55,447.28,447.74,439.50,437.06,445.16,442.23,449.41,453.34,431.29,453.94,447.90,436.93,443.58,446.85,443.16,449.30,445.64,454.75,452.19
2000-10-06 22:07:59+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,407.34,397.79,394.11,389.48,389.26,410.20,423.14,426.67,419.23,432.78,432.73,420.91,426.70,424.22,411.19,408.90,414.27,421.51,427.35,420.77,417.19,418.86,433.77,434.51,437.31,432.48,427.02,435.01,435.91,,438.48,437.42,439.61,437.35,439.20,446.81,431.82,444.99,435.47,445.31,439.65,436.43,445.30,449.77,444.68,439.02,457.72,455.24,456.98,454.50,461.14,442.99,442.12,445.64,441.23,455.95,431.73,430.68,437.07,418.15,435.68,448.08,415.92,437.11,442.33,430.43,439.14,441.71,445.53,451.49,437.34,448.90,436.68
2000-10-22 22:07:50+00:00,L7,442.98,435.44,440.70,445.15,443.73,441.91,427.14,410.24,420.82,418.98,415.13,413.19,413.82,398.87,407.16,397.04,402.66,388.15,408.08,405.69,401.57,408.59,410.98,413.16,404.80,406.19,403.58,401.64,414.88,420.85,423.16,410.70,418.06,427.92,427.14,423.73,424.92,412.40,425.32,421.92,424.82,427.64,417.06,426.11,428.68,429.24,440.79,440.96,438.44,438.42,426.49,429.00,424.46,432.43,433.58,431.05,437.74,444.43,440.04,414.95,448.95,440.69,434.51,441.52,,,,,,,,,,,,,,,,,,,448.99,,442.44,,430.47,446.03,432.47,435.57,441.89,,,,229.75,
2001-01-26 22:08:07+00:00,L7,388.15,393.27,382.48,392.20,382.77,377.27,366.74,369.52,380.97,358.93,364.12,348.26,362.38,339.74,358.53,347.61,341.81,343.62,357.78,344.68,350.73,363.29,363.23,355.24,354.81,359.81,358.45,359.66,356.96,356.12,350.76,346.63,360.19,366.61,356.83,361.08,380.74,365.13,381.26,374.31,366.56,369.43,369.32,373.59,360.87,378.70,383.18,382.94,374.38,361.76,375.31,384.20,377.76,386.76,386.89,381.32,385.30,380.03,372.65,366.12,388.46,378.19,376.41,384.85,368.72,379.18,381.13,382.09,380.48,401.48,395.23,393.25,386.40,389.05,382.50,383.63,378.47,380.47,402.06,387.21,372.29,388.48,366.52,376.60,398.17,373.74,391.06,402.56,385.84,399.30,394.71,389.94,411.91,386.14,409.02,387.48
2001-04-16 22:07:42+00:00,L7,421.77,423.42,419.07,430.01,421.56,409.92,406.29,390.66,400.23,389.45,403.49,394.54,410.16,379.84,398.69,385.73,388.79,376.29,402.34,386.68,386.74,394.74,390.06,390.17,391.52,392.07,390.35,384.47,392.67,388.54,400.30,374.80,397.48,402.18,398.43,392.18,392.44,389.11,410.76,413.81,411.90,418.24,407.33,411.78,402.09,416.93,422.53,426.38,415.96,410.56,404.19,413.26,403.53,413.02,417.50,412.58,416.02,420.74,417.92,390.83,446.27,432.35,,445.63,429.14,443.39,416.80,433.79,399.59,436.36,415.09,423.00,419.82,422.71,421.49,424.30,431.35,,432.22,418.90,,436.20,404.78,,438.24,383.14,,438.24,415.06,432.17,452.92,437.76,456.67,426.98,449.82,440.52
2001-06-03 22:07:16+00:00,L7,404.53,401.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.85,391.92,395.38,397.47,388.25,388.16,387.67,391.01,398.26,399.88,395.21,391.77,386.99,392.32,391.43,398.63,404.81,407.99,410.19,409.40,396.86,,396.63,391.85,372.76,,,408.68,402.06,407.25,394.96,413.06,,,,,,,,,,,,,,395.57,402.21,365.30,398.20,411.50,406.47,411.65,416.97,406.88,419.27,414.81,421.88,413.60
2001-09-07 22:06:11+00:00,L7,405.26,402.76,402.59,403.49,399.12,391.15,390.13,391.15,393.27,384.66,384.35,374.39,367.57,359.53,369.21,370.04,372.06,369.10,369.87,367.97,364.11,369.72,371.01,372.87,378.65,377.52,381.77,379.40,375.91,376.24,368.70,358.45,370.89,378.84,382.44,379.18,373.65,379.59,378.04,382.58,389.16,392.20,394.52,394.75,393.25,395.72,392.82,393.88,397.62,397.77,397.28,400.85,398.26,391.24,394.70,395.74,400.36,,,286.12,,398.59,395.30,403.17,393.58,401.51,399.60,395.86,394.16,396.55,405.70,406.05,410.59,409.76,408.49,413.31,413.58,392.49,400.13,399.44,394.18,399.02,387.24,388.23,399.06,372.74,410.92,419.22,416.87,412.33,411.03,399.72,413.20,413.75,412.33,411.97
