dates,nzd0025-0000,nzd0025-0001,nzd0025-0002,nzd0025-0003,nzd0025-0004,nzd0025-0005,nzd0025-0006,nzd0025-0007,nzd0025-0008,nzd0025-0009,nzd0025-0010,nzd0025-0011,nzd0025-0012,nzd0025-0013,nzd0025-0014,nzd0025-0015,nzd0025-0016,nzd0025-0017,nzd0025-0018,nzd0025-0019,nzd0025-0020,nzd0025-0021,nzd0025-0022,nzd0025-0023,nzd0025-0024,nzd0025-0025,nzd0025-0026,nzd0025-0027,nzd0025-0028,nzd0025-0029,nzd0025-0030,nzd0025-0031,nzd0025-0032,nzd0025-0033,nzd0025-0034,nzd0025-0035,nzd0025-0036,nzd0025-0037,nzd0025-0038,nzd0025-0039,nzd0025-0040,nzd0025-0041,nzd0025-0042,nzd0025-0043,nzd0025-0044,nzd0025-0045,nzd0025-0046,nzd0025-0047,nzd0025-0048,nzd0025-0049,nzd0025-0050,nzd0025-0051,nzd0025-0052,nzd0025-0053,nzd0025-0054,nzd0025-0055,nzd0025-0056,nzd0025-0057,nzd0025-0058,nzd0025-0059,nzd0025-0060,nzd0025-0061,nzd0025-0062,nzd0025-0063,nzd0025-0064,nzd0025-0065,nzd0025-0066,nzd0025-0067,nzd0025-0068,nzd0025-0069,nzd0025-0070,nzd0025-0071,nzd0025-0072,nzd0025-0073,nzd0025-0074,nzd0025-0075,nzd0025-0076,nzd0025-0077,nzd0025-0078,nzd0025-0079,nzd0025-0080,nzd0025-0081,nzd0025-0082,nzd0025-0083,nzd0025-0084,nzd0025-0085,nzd0025-0086,nzd0025-0087,nzd0025-0088,nzd0025-0089,nzd0025-0090,nzd0025-0091,nzd0025-0092,nzd0025-0093,nzd0025-0094,nzd0025-0095
1999-11-21 22:10:24+00:00,,,,,,,,,,,,,,,,,,,,,,,196.68538644073288,188.32799003038292,188.54557138459884,182.70466506861968,178.61296300237404,174.41643963667588,176.84667721808856,181.2655980736815,168.69142328523867,159.59051065773625,176.80989576123667,184.78502487238285,175.48234667466636,180.30905552584693,194.89590531893455,178.11029867697738,183.61375344955715,189.9593408148527,202.28937387347585,197.63969191372843,200.01121351811776,207.21986663404581,200.79211897740262,202.81762004266162,204.22320343329667,203.72701467658123,202.16753120687775,198.59585132878664,202.82114882573322,208.8244390193366,205.45878795472046,207.93456828247614,213.36275473917638,208.3900147253619,206.14955520573088,205.33517323392962,195.68283643156133,188.57767507800452,206.4201705988505,196.019007757842,206.05310454088067,213.4111291638007,207.46945470772283,214.6035576275357,210.55800247119603,211.05588952641543,195.74975102517564,215.59220457582637,215.40984452921654,215.4073525866947,215.69230221553602,211.42279964321654,210.1983446218313,222.87264416084153,217.13451703174,206.03110348491813,217.60874042874966,207.61581632060057,198.68355959114942,222.55152037196598,203.63771983982585,211.26395580061128,223.53246839612174,165.7951666167963,210.6453608474361,213.7702028151819,204.36972873503964,217.93521819156413,213.38271529077397,210.25736726264003,,,,
2000-04-29 22:09:53+00:00,229.79527216301142,214.68180715334515,218.0368510902134,225.5444688310999,221.82863674603763,212.01748250831153,215.05200391431165,190.27619387987593,217.14355280015613,186.43693596910205,200.97965285436274,174.21567905593992,191.9593258889438,172.54111069413173,197.89061279795283,168.95977741251696,189.38946897629947,185.7263638158811,190.78470444104406,165.68831231902703,182.08730465548607,203.12866606888176,191.60891443869414,194.98561172638833,190.06538226329138,210.63227677235545,194.676373660044,189.20603158663474,197.22483743641283,193.57980561169404,196.4879273155768,178.1910662981133,193.8202152108801,205.317197355758,199.51280271570494,190.38223539498304,200.75570236994346,183.2784986095586,197.34806054540044,188.68966579317126,195.46663652008894,203.06585763633902,192.4393011283087,206.99758628844003,186.9755909492318,199.63415835432514,210.48450972715438,200.97689422287934,198.9008672273114,194.72819015995017,214.12538571718764,216.63326757478063,204.1631321169725,223.83383282957837,220.39013234983665,209.01175161431544,209.15289627871533,203.47272054467254,209.35873781142743,169.48848126713614,212.45774636931785,200.47074158696773,220.46973281563686,215.4534673935108,223.2473703440892,226.2076723063767,218.58673931408234,227.0853076273664,202.1770056916816,237.53030849235165,206.6657705970667,228.54260435862562,199.12640137605197,216.03152129381183,208.09382313249918,213.86809076916825,217.49061283371506,216.47013599813872,230.16169623339522,196.49954252353683,191.17631816792644,238.9932425550784,,,186.17906402320605,161.41661148607747,,213.1107912289586,183.3640288768625,223.68345307127655,234.88453341384627,232.37796425773575,,,,
2000-05-15 22:09:42+00:00,218.9293286741217,212.45401196644752,205.40796881780895,212.58992025754503,211.92534139372046,215.31208683573334,211.8366032042079,203.5372000675411,221.37410482869694,205.55630613058946,212.72244590063403,189.73935519996473,191.1436120282748,180.70624776935355,180.8036623958116,184.92961448220044,192.0365344457415,185.2806469360058,199.38431806765166,192.03705781497766,192.94480339052686,205.13687896987744,201.49380607465346,200.2217772983283,196.87515281062693,204.56800841655598,201.81922772643497,197.91122740134125,196.9956674520569,201.0082659327955,195.8809502986916,171.2595053547933,198.434907975488,206.52735958559958,198.9115516003112,194.09496298937754,201.74046659328647,197.01765163621315,200.7355907391127,203.58164571138147,205.18791761568653,211.64035062760794,209.40142757689867,207.49664794717185,202.44788614845635,200.7024441730406,208.1735417046603,208.41599745117685,212.74103395706877,208.98175330861375,211.94091403997518,221.3699878743869,223.17285700213026,226.39502178000674,231.40964229826443,229.45108177264675,223.62867712516623,222.33181887093997,210.04135518471637,,230.56904823362342,208.21698381296576,222.49774651339996,226.0847005043901,219.9596304351215,225.58755578773622,231.46988264787694,233.9945855835336,209.50824392257505,233.63487491332378,230.46618992267076,226.49689949991532,220.75536964923995,225.8520246846827,221.07894034412877,218.96568228801806,221.22745770054482,214.6048972598645,231.12223416115677,213.3321055397107,210.78779945777586,247.3071209540463,,216.3415686171672,234.76077770518864,171.2636643148207,220.26191007180293,222.0996439237976,218.99403047610693,226.07945238787474,226.13713248217195,218.84420613605207,233.83505426122736,225.22884217791457,234.65245114536035,232.4162913274387
2000-09-20 22:08:03+00:00,213.1430225127652,206.54806632841098,215.12799098548834,211.3885741779003,217.02864796370915,213.83370118906703,209.4109729013682,204.97451897396553,198.0716554050992,187.966401412981,185.39188364046478,171.17325329518985,175.44332152511078,160.67055448450063,174.69735590800605,175.96760820688743,177.71089227815213,174.41847936208677,177.27524910729838,166.12497947255358,170.0334166522813,178.61811169149576,187.6783176331443,183.91311476985612,177.49095013342622,180.6488728966139,179.6827085825937,180.75980788434606,184.95541985163482,191.83493952437743,201.3865465107111,186.92817798555632,199.6385980370031,204.32096299941773,198.39823029321136,193.75611358513322,191.94628784172863,180.45127134514854,185.31201332002223,191.7135473358248,192.72008520571686,197.241207619995,196.54194569183784,200.91197304057545,205.5630560536572,201.0921361800623,195.79019303132876,198.20070262198774,189.25187653817278,190.34245271126693,188.07048095755533,182.23432449212294,176.14540382002374,181.13838292117205,191.59606553101955,205.7182170551221,212.37573096205455,210.8496489188114,209.16027175756014,175.34986462993945,200.1371397365584,192.07296126899814,186.1211926063199,185.02006595002155,188.7876109603836,197.29964582673347,211.63706408015065,211.76743444924853,192.06713110481573,221.91158423874612,212.80862145967774,219.19267181569074,204.79372427652373,198.54943538925014,204.97529600167806,215.57094806006864,205.03797550391843,200.72875210525527,214.68778486939883,200.4869113745695,192.1339004915129,209.99969424632255,203.46001817747106,215.8268394416488,214.93852696685343,187.52801125289665,207.15683720394662,216.27959344209305,204.21885058459333,210.18507507226744,213.85391554659057,209.56873924455041,213.9514278395375,208.94058133310278,218.64778344443334,214.09603995528806
2000-10-06 22:07:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,184.38214849968008,175.2126463425713,171.67874006814412,166.81469799705687,166.97291716993283,183.02006905727126,191.8652596982573,195.9222657603132,187.32490381024627,201.46680310361845,202.4289776620489,193.61923589168654,199.58119557696327,193.4085532883808,184.83069336279516,181.91191074595523,188.9088498323749,194.65330411506267,200.49183231733684,196.43806696126802,191.5881437486465,193.43026769473633,209.4704975681285,208.3577463973759,211.50592155418556,204.46868465522306,200.9631788311897,209.35918617566705,208.23749180253955,200.71539381976666,211.84271479069315,210.17996813057158,213.1101308647378,214.3666112341677,213.57365092636576,220.33761423667625,196.541187457198,212.989491764464,208.5465494684369,218.93965895301025,200.0034737495424,205.49188804995305,214.3465937204987,221.72573255290436,214.4342210909895,213.34824899014674,,,,,,213.72747240002545,216.0918784362977,213.21907033757967,213.57307751498098,229.8071888540919,208.3056183750748,204.59181588115146,210.4041208956099,194.97577432055087,214.88134239183145,221.49225566805245,199.60362720601557,210.50711320528865,219.6015196480942,203.4789958436241,213.2002783776637,215.03190574605037,219.07200917848706,224.29387397739154,210.1856435207067,222.75080508643026,210.2319841228645
2000-10-22 22:07:50+00:00,202.40377065645916,194.34225024420672,203.6219055223557,204.12478888311875,203.14358472306463,196.11799823036455,181.57996299698905,160.97474751670012,178.1627949821277,178.55716387348065,172.2889331188651,172.16874886085358,171.00718602754253,157.7728656394123,165.99310003430583,151.92440211734376,161.1103568799775,149.1601551728088,161.40789258177028,159.27712800269276,159.18514974465376,169.18673578816893,170.46399716977854,176.42755148946594,164.77913077644257,167.5274071504059,165.047653727375,161.0937668950359,173.30187475119826,175.23803470627345,176.31754313215745,165.8764018816202,174.309967276342,179.3914670009981,179.90189937991616,177.81267069928577,177.11375065947388,166.7600139920317,182.19858980985825,180.24622784760587,183.00616323627693,184.9338367212587,176.859958130474,182.7656062266549,189.08872822606122,189.9735354692483,196.99159044367707,195.008608572863,193.82990665580917,193.05021095735356,176.4051072450101,186.37208453653082,183.42581364253516,184.59179753119858,186.71547982091678,186.87206750934774,195.03541620343697,199.03701872429386,198.13214277055857,157.51183053424498,200.61366178184616,191.74027140597104,189.60604506344285,193.0396781686585,,,,,,,,,,,,,,,,,,,,,199.12094990506654,157.35053933940165,,209.85237378097167,191.54217989860564,194.59099497359165,,,,,,
2001-01-26 22:08:07+00:00,221.86923153688355,227.04720303129858,211.5954886903723,221.5795358368236,211.33906812368497,206.02549643216548,200.80469172057826,197.38911197109195,215.69953543310885,192.49646401433012,197.14589109374947,181.54877475314356,196.4114367160547,173.69926153779886,188.89757535350168,181.56916717663938,175.2853135631242,172.08542626718906,191.40957978233104,178.62850458290285,182.86487356273346,198.1146557109451,197.9434538165013,184.31880351288845,183.48554108030987,189.0612547369679,188.251411853859,187.82112835316207,191.0946958399092,197.69997470979416,193.46846833735452,186.36194067544045,202.25168951128768,210.15411972400176,190.35686591913645,195.0609264964222,222.0829770349339,199.36469161477424,214.46640568456996,208.14494603404574,199.97164859257708,203.50846157218035,202.31590796232763,206.98511128150307,195.26308036314236,207.0027643019115,217.90733422822638,216.77946988291023,208.97079423727342,195.18397772036013,209.13294094533973,221.2842989792773,211.7880119821724,220.94291887764388,220.91150889043735,215.31517622875526,214.55566401952643,216.36732965052028,206.58047655384792,203.75163407883923,228.75355720137878,213.7804472647651,210.6502421365778,219.24802734402078,209.95774235751253,220.0443307478235,215.17046731020304,222.80558158601423,215.51391846284878,230.55109368140762,228.3780821661394,221.682418761821,220.82131454617183,223.02091475606875,216.56784906929153,218.4269926615412,219.9806682594819,217.1311717439693,234.81577005777928,212.76097855078177,206.08667900814004,222.61073178587515,200.0179308620465,202.27246504480732,232.46311128985076,189.11175304149324,219.89084693796605,228.29365648107915,214.1805275443765,231.5256400752283,232.61949930517596,224.70015340318105,245.69518906183356,219.87295294657065,242.9255592843952,221.08345584142336
2001-04-16 22:07:42+00:00,202.30396644781183,200.790042237158,195.474943752378,209.6105196358338,201.06024103178274,189.0278097763722,184.11559627404728,168.1711626619162,178.7220200983924,167.8817119197102,181.60314965602552,167.06843595743888,185.15878986127169,156.30482113866466,178.32125685535442,162.19334733412566,161.17060057194172,155.4207606226862,176.5288808934177,165.331162743911,166.4694071833494,171.73758606966092,168.6076097762208,171.6150159002203,170.5973316684729,170.60838940177038,167.7726960151996,164.09323805705463,168.31779418826383,160.89612939492244,166.59006019015382,146.88163081863556,170.25688224728805,174.3336245274157,175.39945786065817,169.7662627662036,167.2683936228005,167.3129267594037,188.0214173699081,190.34929144225896,190.2968772254622,196.3889530912213,184.03537481726207,182.1238312203029,172.7460508462296,195.17120363871217,199.6812051816416,203.4616700663168,192.17096481609548,188.33906882260223,178.5512052496404,190.44338665006765,181.39595938032912,189.6953503539712,193.7970211115735,189.45183205298892,192.63430693128683,196.78502075477485,181.77086484964545,159.14635848223674,214.44607300475292,200.7223418761568,,,207.7730896155012,213.34471889799988,193.5666370790873,205.9921578601672,176.1586721146775,215.5502221764555,192.6310991968384,205.0409126998947,197.6793629789564,198.34967523533737,196.4983715043736,196.4469991183344,200.00011426702983,195.17095986663207,206.6106462011738,193.33766020263235,179.34589748775124,209.95984422973493,182.62084356890188,,204.6254501473014,169.41721066508077,,219.6909358162271,191.1070377493346,206.4608007414957,229.73847382130208,211.62300522979663,230.0166578719923,204.6842896716873,225.9635267899354,219.5060607805769
2001-06-03 22:07:16+00:00,206.9416097417568,208.03725845897225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.76632860668317,194.0690794647338,198.85271578126503,201.9277871807179,204.8630220440722,195.27636579056357,192.94142764199623,194.48151563372437,197.13028569027216,205.3874583174499,205.16401434521813,202.93000838341607,198.34216487935976,193.86412774986067,198.12412611979215,198.78043033085174,205.9433366183225,211.79113609917263,214.8869349045102,216.16866060667238,213.8795865901886,197.32031739580174,,205.60647299482778,197.5509691604688,180.23745859322656,,206.33602324667748,212.42902612958443,208.68837025475642,216.1082806010569,199.16176754143774,217.78585651665037,,,,,,,,,,,,,,,212.21272536423675,158.8989192660102,200.67540995920308,217.4026869674624,212.07318721968065,217.37671387304718,224.74877057284144,213.92360448762878,225.56787560256853,221.47753224954135,229.58420435930535,220.0768994861177
2001-09-07 22:06:11+00:00,216.4955095784087,213.9348996573224,211.5053478229446,212.9099962274411,207.44321119995732,200.05219296010893,201.25142719455565,199.14805179989432,205.5655721369635,196.145376358448,196.337773704595,185.13871094116024,178.50739661345165,169.67782768227124,178.42029280528155,181.3675132401488,183.00652049073176,177.0536785285697,181.2349162419214,179.5645797452966,173.5470698425042,181.5852630265791,183.11113683965985,182.52480740789957,187.7538063512545,187.3392572628356,190.44393170729614,187.93788419355678,187.57153151674547,189.91141651955934,182.3574809496584,171.65088006133567,184.9013600393087,191.96221246685263,193.55337498621867,190.0594295147622,187.93746727443266,190.50484366576316,189.42176512700516,193.92278178718507,200.57686318138187,203.6238952001293,205.1572097378743,205.43375897465413,204.78526609199784,205.04599199058524,205.2231268732041,205.803756324017,209.12044304095744,208.2518301293417,208.498219238706,212.648465028339,210.3725603529915,203.045706684219,205.95569858418472,206.96175693067852,209.7134772971468,208.22687030483613,,,,208.8984727822014,205.8678514732069,216.4482318350435,204.7915744933752,214.37682533167902,210.0775441271229,209.69217960511367,205.41457894784887,206.3455310226549,217.09482413382028,215.1028727108844,221.53047932670063,220.1778464464346,219.75377967489885,224.5038457015627,227.08162412278193,199.85418892940191,211.73388708190924,207.53798609042008,204.91066010393288,210.34191153487663,198.9584351767996,195.6072793817173,210.4904440930705,175.14999612568292,220.546975763646,228.6788337898121,226.176870799394,223.58093414283616,222.71151355349,210.7317253794953,224.6839269803076,225.1820967562451,223.385200151418,222.85121879262005
